query_ordinal,algorithm,proposal_id,operator,development_proxy,namespace,persisted
46,uct_mcts,proposal:5c90547e765aacf810e96a99,slope,1.0014428283394416,runtime_only/b1s_canary/adaptive_challenger,False
47,evolutionary,proposal:6b1371756cf48a3bec75e8d2,slope,0.3056710005685183,runtime_only/b1s_canary/adaptive_challenger,False
48,cem,proposal:248f4b6a2c3d650923665061,slope,0.35341567741322605,runtime_only/b1s_canary/adaptive_challenger,False
49,uct_mcts,proposal:0c5a481504d12df67c83b4bd,multiscale,-inf,runtime_only/b1s_canary/adaptive_challenger,False
50,evolutionary,proposal:e008e606b29bf27838cb97ad,multiscale,-0.3617462613291389,runtime_only/b1s_canary/adaptive_challenger,False
51,cem,proposal:2af632b17360dd95f2f62dab,multiscale,1.7582851388978245,runtime_only/b1s_canary/adaptive_challenger,False
52,uct_mcts,proposal:59b15658a8ba9c370242ddef,multiscale,0.007448820182024602,runtime_only/b1s_canary/adaptive_challenger,False
53,evolutionary,proposal:d9e363da6dbc2ca31fcd17f5,multiscale,1.510777561992388,runtime_only/b1s_canary/adaptive_challenger,False
54,cem,proposal:0028341fe77499590c20fbf3,multiscale,-0.4758663707742112,runtime_only/b1s_canary/adaptive_challenger,False
55,uct_mcts,proposal:17f7a591b661af01c736139c,multiscale,1.6698967460228689,runtime_only/b1s_canary/adaptive_challenger,False
56,evolutionary,proposal:0876d673c108960ee84156ac,blend,1.0996764603346827,runtime_only/b1s_canary/adaptive_challenger,False
57,cem,proposal:7d7635736d9d600dc30f2a43,blend,-0.9011128720706831,runtime_only/b1s_canary/adaptive_challenger,False
58,uct_mcts,proposal:65feb048ec74c9c3e1125ec0,blend,1.876621856752433,runtime_only/b1s_canary/adaptive_challenger,False
59,evolutionary,proposal:128c63a23e9a29246a76d34f,blend,2.921073413013865,runtime_only/b1s_canary/adaptive_challenger,False
60,cem,proposal:c193ed7de0b2046bcefecaa6,blend,1.4466974689376892,runtime_only/b1s_canary/adaptive_challenger,False
61,uct_mcts,proposal:1dc82ef462e74d38756c1a6d,blend,1.8935906225907144,runtime_only/b1s_canary/adaptive_challenger,False
62,evolutionary,proposal:e5e756503e9da664fa436e0a,blend,1.356368814503066,runtime_only/b1s_canary/adaptive_challenger,False
63,cem,proposal:2ab0a68db05081863c5499dc,orthogonal,-0.33018997723431065,runtime_only/b1s_canary/adaptive_challenger,False
