cell_id,generated,unique_expr,simplified_unique,unique_expr_ratio,simplified_unique_ratio,zero_activity_predicted,zero_activity_predicted_share,unsupported_operator_count,may_dependency_count,liquidity_volatility_motif_share,feature_family_combo_count,operator_motif_count,horizon_class_count,engine_mix_count
C0021,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0022,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0023,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0024,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,5,1,1,7
C0025,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0026,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.06640625,19,1,1,7
C0027,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0028,512,456,456,0.890625,0.890625,0,0.0,0,0,0.201171875,5,1,1,7
C0029,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0030,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.06640625,19,1,1,7
C0031,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0032,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0033,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,5,1,1,7
C0034,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.0,1,1,1,7
C0035,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0036,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0037,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.201171875,5,1,1,7
C0038,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,5,1,1,7
C0039,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0040,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0041,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.06640625,19,1,1,7
C0042,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0043,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0044,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0045,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0046,512,456,456,0.890625,0.890625,0,0.0,0,0,0.201171875,5,1,1,7
C0047,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0048,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0049,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0050,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0051,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0052,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0053,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0054,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0055,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0056,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0057,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0058,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0059,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0060,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0061,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,5,1,1,7
C0062,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0063,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0064,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0065,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0066,512,456,456,0.890625,0.890625,0,0.0,0,0,0.201171875,5,1,1,7
C0067,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0068,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0069,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0070,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0071,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0072,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0073,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0074,512,101,101,0.197265625,0.197265625,0,0.0,0,0,1.0,1,1,1,7
C0075,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0076,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0077,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0078,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0079,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0080,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0081,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,5,1,1,7
C0082,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0083,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,3,1,1,7
C0084,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0085,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0086,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0087,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0088,512,101,101,0.197265625,0.197265625,0,0.0,0,0,1.0,1,1,1,7
C0089,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,3,1,1,7
C0090,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0091,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.0,5,1,1,7
C0092,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0093,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0094,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.0,1,1,1,7
C0095,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0096,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0097,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.0,1,1,1,7
C0098,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0099,512,308,308,0.6015625,0.6015625,0,0.0,0,0,1.0,1,1,1,7
C0100,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0101,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0102,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0103,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0104,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0105,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0106,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0107,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0108,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0109,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0110,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0111,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0112,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0113,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0114,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0115,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0116,512,456,456,0.890625,0.890625,0,0.0,0,0,0.201171875,5,1,1,7
C0117,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0118,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0119,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,5,1,1,7
C0120,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0121,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0122,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0123,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0124,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0125,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0126,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0127,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0128,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0129,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0130,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0131,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0132,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0133,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0134,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0135,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0136,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0137,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,5,1,1,7
C0138,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0139,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0140,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0141,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0142,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0143,512,456,456,0.890625,0.890625,0,0.0,0,0,0.201171875,5,1,1,7
C0144,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0145,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0146,512,456,456,0.890625,0.890625,0,0.0,0,0,0.201171875,5,1,1,7
C0147,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0148,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0149,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0150,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0151,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0152,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0153,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0154,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0155,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0156,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0157,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0158,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0159,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0160,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0161,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,5,1,1,7
C0162,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0163,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0164,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,3,1,1,7
C0165,512,101,101,0.197265625,0.197265625,0,0.0,0,0,1.0,1,1,1,7
C0166,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0167,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0168,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0169,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0170,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0171,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0172,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0173,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,5,1,1,7
C0174,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0175,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0176,512,101,101,0.197265625,0.197265625,0,0.0,0,0,1.0,1,1,1,7
C0177,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0178,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0179,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0180,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0181,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0182,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0183,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0184,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0185,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0186,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0187,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0188,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.0,3,1,1,7
C0189,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0190,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.0,1,1,1,7
C0191,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0192,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0193,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.0,1,1,1,7
C0194,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0195,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0196,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0197,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.0,1,1,1,7
C0198,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0199,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0200,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0201,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0202,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0203,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0204,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0205,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0206,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0207,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0208,512,456,456,0.890625,0.890625,0,0.0,0,0,0.201171875,5,1,1,7
C0209,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0210,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0211,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,5,1,1,7
C0212,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0213,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0214,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0215,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0216,512,101,101,0.197265625,0.197265625,0,0.0,0,0,1.0,1,1,1,7
C0217,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0218,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0219,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0220,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0221,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0222,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0223,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0224,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0225,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0226,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0227,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0228,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0229,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0230,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0231,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0232,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0233,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0234,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0235,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0236,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0237,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0238,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0239,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0240,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0241,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.0,3,1,1,7
C0242,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,3,1,1,7
C0243,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0244,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0245,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0246,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0247,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0248,512,101,101,0.197265625,0.197265625,0,0.0,0,0,1.0,1,1,1,7
C0249,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.06640625,19,1,1,7
C0250,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0251,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0252,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0253,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0254,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0255,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,3,1,1,7
C0256,512,308,308,0.6015625,0.6015625,0,0.0,0,0,0.0,1,1,1,7
C0257,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0258,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0259,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0260,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0261,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0262,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0263,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0264,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0265,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0266,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0267,512,456,456,0.890625,0.890625,0,0.0,0,0,0.201171875,5,1,1,7
C0268,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0269,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0270,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0271,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0272,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0273,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0274,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0275,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0276,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0277,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0278,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0279,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0280,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0281,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0282,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0283,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0284,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0285,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0286,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,5,1,1,7
C0287,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0288,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,3,1,1,7
C0289,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0290,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0291,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0292,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0293,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0294,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0295,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0296,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0297,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0298,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0299,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0300,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0301,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0302,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0303,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0304,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
C0305,512,470,470,0.91796875,0.91796875,0,0.0,0,0,0.0,1,1,1,7
C0306,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0307,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0308,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.06640625,19,1,1,7
C0309,512,456,456,0.890625,0.890625,0,0.0,0,0,0.0,1,1,1,7
C0310,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.201171875,5,1,1,7
C0311,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0312,512,159,159,0.310546875,0.310546875,0,0.0,0,0,0.0,1,1,1,7
C0313,512,456,456,0.890625,0.890625,0,0.0,0,0,1.0,1,1,1,7
C0314,512,101,101,0.197265625,0.197265625,0,0.0,0,0,0.0,1,1,1,7
