candidate_id,objective_family,validation_2025H1_positive,test_2025H2_positive,recent_oos_2026JanApr_positive,premay_positive_split_count,premay_spread_sum,decision
a7al2z1_0a1368b901e4b360,Z0_funding_basis_premium_dislocation,False,True,True,2,0.0021675055843526,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_2785f094943ec26b,Z0_funding_basis_premium_dislocation,True,True,True,3,0.0035853893640325,HOLD_A7AL2Z4_ONE_BAR_LAG_FRAGILE
a7al2z1_069b0f75654dadde,Z0_funding_basis_premium_dislocation,False,False,True,1,0.0066972890729164,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_086296df472ad4ae,Z1_price_range_volatility_structure,True,False,False,1,-0.008262692604842001,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_15a4669eff9c2869,Z1_price_range_volatility_structure,False,True,True,2,0.0021057004934092,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_2b6e448dc85041e6,Z1_price_range_volatility_structure,False,True,True,2,-0.0022799913553725,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_18a394084ddac9b5,Z1_price_range_volatility_structure,True,False,True,2,0.0006044462697647999,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_066701faa05eebbc,Z1_price_range_volatility_structure,False,False,False,0,-0.0077385368137518,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1919cb4f0227005e,Z1_price_range_volatility_structure,False,True,True,2,0.0059873600623724,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0137caa89f7a1268,Z1_price_range_volatility_structure,True,True,True,3,0.0112697696179442,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_09ec291c3c80efca,Z1_price_range_volatility_structure,False,True,True,2,0.04160178642746799,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0e268536d1126a2d,Z1_price_range_volatility_structure,False,False,False,0,-0.0161459164672241,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0b6494a3a4ef9490,Z1_price_range_volatility_structure,True,True,False,2,0.0045282254791824,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_48338dedf315f7a2,Z1_price_range_volatility_structure,True,True,False,2,0.0041733727893218005,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_028db6316a60db86,Z1_price_range_volatility_structure,False,False,False,0,-0.007606203767430399,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_10d47299f1a5d1ee,Z1_price_range_volatility_structure,False,True,False,1,-0.0054711372898736,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_07116c7a8a24208e,Z1_price_range_volatility_structure,False,False,False,0,-0.0029374026132441998,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0f752369161ae869,Z1_price_range_volatility_structure,False,False,True,1,0.00039785957374439984,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_2d6e3bd57d32e9b1,Z1_price_range_volatility_structure,True,True,True,3,0.0034989889017609,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_9481b2170c90544c,Z2_liquidity_taker_microstructure_lite,True,False,True,2,0.0003962779713274,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_06158e66c283198d,Z2_liquidity_taker_microstructure_lite,True,True,False,2,0.00038346150892660017,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0713ad23e3e4f1a1,Z2_liquidity_taker_microstructure_lite,False,True,True,2,-0.0005578109688461961,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_05bbcd80f3bb1f84,Z2_liquidity_taker_microstructure_lite,False,False,True,1,0.001594546434332824,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0a1bb022b33cf015,Z2_liquidity_taker_microstructure_lite,False,False,True,1,0.0072779458623978,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0cee318f9177279a,Z2_liquidity_taker_microstructure_lite,True,True,False,2,-0.0064366761959439,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_031574ff37957433,Z2_liquidity_taker_microstructure_lite,True,False,False,1,-0.0034337854883318996,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_04308808db9785c7,Z2_liquidity_taker_microstructure_lite,False,True,True,2,0.0005833444303377564,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_06179c2b2c6fa22c,Z2_liquidity_taker_microstructure_lite,True,True,True,3,0.0007396687747402,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_07b10f27debc2020,Z2_liquidity_taker_microstructure_lite,True,True,False,2,0.001396960752992,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_29d77b76d08d3067,Z2_liquidity_taker_microstructure_lite,True,False,False,1,-0.0009571537288182,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0ee6ab4ec3285d14,Z2_liquidity_taker_microstructure_lite,False,True,False,1,-0.003256191224417304,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1af0afda743e28ac,Z2_liquidity_taker_microstructure_lite,True,False,False,1,-0.002593253183777,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0115d3dbe93c2618,Z2_liquidity_taker_microstructure_lite,False,False,True,1,0.001401040022657513,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_03845c7516491252,Z2_liquidity_taker_microstructure_lite,True,True,False,2,0.0006333544771388999,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0a75fb1c32beed6e,Z2_liquidity_taker_microstructure_lite,True,True,True,3,0.0007396687747402,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_07407de3ca8314db,Z3_basis_price_trend_reversal,True,True,False,2,9.133803697989988e-05,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_2593267a5a5495c0,Z3_basis_price_trend_reversal,True,True,False,2,-0.0017740809620738597,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_01ee540865d7b89c,Z3_basis_price_trend_reversal,False,False,False,0,-0.0053532439810236,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1d5101fd76f007d7,Z3_basis_price_trend_reversal,False,False,False,0,-0.0047817184243306,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_058a56eed1333ef3,Z3_basis_price_trend_reversal,True,True,False,2,-0.0057346130019195005,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1080aea723374d03,Z3_basis_price_trend_reversal,False,True,True,2,0.0019012010013224,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1d5813e7f30ddb28,Z3_basis_price_trend_reversal,True,True,False,2,-0.0015591035150226,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_2332ae0a674eb61e,Z3_basis_price_trend_reversal,False,False,False,0,-0.0071549856370145,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0646a16788eadb60,Z3_basis_price_trend_reversal,False,True,True,2,0.0023492903839784,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0e3e0240604d5ce6,Z3_basis_price_trend_reversal,False,True,True,2,0.0044963710506361,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_2193f2355135ba3d,Z3_basis_price_trend_reversal,False,False,False,0,-0.00025955807938929257,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_10e42708fc0ba025,Z3_basis_price_trend_reversal,False,False,True,1,0.0023523457357674995,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_118d9e3951e724ca,Z3_basis_price_trend_reversal,False,True,True,2,0.0029891064168736,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1596b15a56aa40e3,Z3_basis_price_trend_reversal,False,True,True,2,-0.001190590163842,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1e1f29f96b2684ea,Z3_basis_price_trend_reversal,False,False,False,0,-0.00843450340589,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_25a51da6deb9bdc6,Z3_basis_price_trend_reversal,True,True,False,2,0.0012434113531638001,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_000f7a58ee0cecab,Z4_upper_regime_relative_value,True,True,False,2,-0.006263694678280399,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_02f0aa46165930ef,Z4_upper_regime_relative_value,True,False,False,1,-0.0102092212590808,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_03adf58750b956c5,Z4_upper_regime_relative_value,True,False,False,1,-0.0091226942874347,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_09d7f79331848fdb,Z4_upper_regime_relative_value,True,False,False,1,-0.0133873181302703,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_09e2fd4a441553b4,Z4_upper_regime_relative_value,True,False,False,1,-0.0133873181302703,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0b6e676dd75c1780,Z4_upper_regime_relative_value,True,False,False,1,-0.0102092212590808,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_13af2e476c2f9448,Z4_upper_regime_relative_value,False,False,False,0,-0.0128168844082117,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1f7b91b01c23c231,Z4_upper_regime_relative_value,True,False,False,1,-0.0122307722312435,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_272ab0e782d365d1,Z4_upper_regime_relative_value,True,True,False,2,-0.006263694678280399,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_27b834f852d4445d,Z4_upper_regime_relative_value,False,False,False,0,-0.0128168844082117,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_28f1910fe86e39c5,Z4_upper_regime_relative_value,True,False,False,1,-0.0124233777773289,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_00031079a29042a5,Z4_upper_regime_relative_value,False,True,True,2,0.0021675055843526,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_013bc4e85cf82308,Z4_upper_regime_relative_value,True,True,False,2,0.001396960752992,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_01144b6aeae51153,Z4_upper_regime_relative_value,True,False,True,2,0.0003600439483862998,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0417b7031aaf2f21,Z4_upper_regime_relative_value,True,False,True,2,0.0033964681753236997,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_08a69b564ec2fd77,Z4_upper_regime_relative_value,False,False,False,0,-0.00025955807938929257,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0386c9296c09b948,Z5_latent_listing_meme_neutral_structure,False,False,False,0,0.0,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_004c9dd933b4db99,Z5_latent_listing_meme_neutral_structure,True,True,True,3,0.0118649679178177,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_0cca9c23694b9dbf,Z5_latent_listing_meme_neutral_structure,False,False,False,0,-0.0128168844082117,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0ddfc97ce32b9dfa,Z5_latent_listing_meme_neutral_structure,True,False,True,2,-0.0029253585919677997,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0fc99fee450106a3,Z5_latent_listing_meme_neutral_structure,False,False,False,0,-0.0070494904014757,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_10e7ea791cb19f18,Z5_latent_listing_meme_neutral_structure,True,False,False,1,-0.0119307003877888,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1a80d28ea99d99c1,Z5_latent_listing_meme_neutral_structure,False,False,True,1,-0.0033365966021340985,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1b2c2d5174c6f84b,Z5_latent_listing_meme_neutral_structure,True,True,True,3,0.011838609798145501,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_1f4ca8929e6e8cc5,Z5_latent_listing_meme_neutral_structure,False,False,True,1,0.0153327134725502,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_23b1d0ac27d832c5,Z5_latent_listing_meme_neutral_structure,True,True,True,3,0.0105257875486317,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_0af56f127a97400c,Z5_latent_listing_meme_neutral_structure,False,True,True,2,0.0044712713473405,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_005d486584e1be09,Z5_latent_listing_meme_neutral_structure,True,True,True,3,0.0010093482318951161,HOLD_A7AL2Z4_ONE_BAR_LAG_FRAGILE
a7al2z1_05cb14fd13b15aaf,Z5_latent_listing_meme_neutral_structure,True,True,False,2,0.0001598383218328372,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_09b1fbc8c05e55a3,Z5_latent_listing_meme_neutral_structure,True,False,False,1,-0.0016833730830786,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0aff895c0c066a06,Z5_latent_listing_meme_neutral_structure,False,False,True,1,-0.0020176222668624,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_b0dd378cc83bc98d,Z5_latent_listing_meme_neutral_structure,True,True,False,2,0.004775624175739301,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_022696773a4db40a,Z6_cross_sectional_relative_flow_value,False,True,True,2,0.0003943239064092,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_13d19a1667964593,Z6_cross_sectional_relative_flow_value,False,True,True,2,0.001043530861526391,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1617b5a80d0dead0,Z6_cross_sectional_relative_flow_value,True,False,False,1,-0.0025960730019288,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1b33164d3d0876e4,Z6_cross_sectional_relative_flow_value,True,False,True,2,0.003498727249491,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_24cfcbbb1bcf9730,Z6_cross_sectional_relative_flow_value,True,True,False,2,-0.0003192114219554237,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_39d030d29daac6a0,Z6_cross_sectional_relative_flow_value,True,False,True,2,0.0008977894436404,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_48908d48160b5a00,Z6_cross_sectional_relative_flow_value,False,True,False,1,-0.0038219057597939,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_00e51d0c16d23273,Z6_cross_sectional_relative_flow_value,False,False,True,1,0.0077029971336521,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0bf765bff717fa80,Z6_cross_sectional_relative_flow_value,True,False,False,1,-0.016509576254661897,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0fd16e7942d2078a,Z6_cross_sectional_relative_flow_value,True,False,True,2,0.005137083465736001,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_036a53956e2e1cbc,Z6_cross_sectional_relative_flow_value,True,False,False,1,-0.0024279470163109,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1a25aa8de91a9468,Z6_cross_sectional_relative_flow_value,False,True,True,2,0.0048425192290947,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_204629f4e12b80c6,Z6_cross_sectional_relative_flow_value,False,True,True,2,0.0029090481605255,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_017c52a9124fe10a,Z6_cross_sectional_relative_flow_value,True,True,False,2,0.0011001224976245005,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_01eb948accd99651,Z6_cross_sectional_relative_flow_value,False,False,True,1,0.0126101061042605,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0fcbc877f2d29469,Z6_cross_sectional_relative_flow_value,False,True,False,1,-0.0032440533951187,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_018817ae666ed4d9,Z7_market_regime_price_breadth,True,False,True,2,0.016340571293488197,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0e5f5a182e10ee48,Z7_market_regime_price_breadth,True,False,True,2,0.016340571293488197,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_120125abf0574ba1,Z7_market_regime_price_breadth,True,False,False,1,-0.0102092212590808,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1c8bf33dd2cf151a,Z7_market_regime_price_breadth,True,True,False,2,0.005751434948417701,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0875cd9b66cbe595,Z7_market_regime_price_breadth,True,False,False,1,-0.0087683283228979,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0d64b81aeb0a9836,Z7_market_regime_price_breadth,True,True,True,3,0.0012418756782066,HOLD_A7AL2Z4_ONE_BAR_LAG_FRAGILE
a7al2z1_0f6949bf2fb808d8,Z7_market_regime_price_breadth,True,True,True,3,0.0032832474116173,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_156476a0c1baf8a6,Z7_market_regime_price_breadth,True,True,True,3,0.0032832474116173,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_16a20f0dd1573b01,Z7_market_regime_price_breadth,True,False,False,1,-0.0090168415027229,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1a24682f96ac0a68,Z7_market_regime_price_breadth,True,True,False,2,0.0008265451170934998,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_023c3eb119930eae,Z7_market_regime_price_breadth,False,False,True,1,0.0013926837912139368,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_037f9df61ebc10bd,Z7_market_regime_price_breadth,False,True,True,2,0.0005423057254568,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0b8a4470ee126050,Z7_market_regime_price_breadth,True,True,False,2,0.0008265451170934998,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0c2afd19c22daa7e,Z7_market_regime_price_breadth,False,True,True,2,0.006075623644316599,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_163679b0e11435ee,Z7_market_regime_price_breadth,True,False,True,2,0.0033964681753236997,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1a77869b80c1724e,Z7_market_regime_price_breadth,False,True,True,2,0.0059811672080252,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
