fold_id,rows,negative_count,median_ann,mean_ann,p10_ann,p90_ann,median_active_hours,median_gross,negative_rate,series
F0_recent_2025H2_2026Apr,1536,495,0.69841550615077,0.8518244822267936,-1.826034508457043,3.7484137199568193,7248.0,0.4116499949970629,0.322265625,raw_10bp
F11_cross_symbol_crowding,1536,696,0.26722427349927447,0.4486930752231957,-4.722868466644636,5.5101571713057975,3463.0,0.3905575915056516,0.453125,residual_vs_funding_10bp
F1_high_realized_vol,1536,658,0.6184121202817778,0.6574234876108977,-6.154480543150584,6.7295325867389515,3463.0,0.3473608604290228,0.4283854166666667,residual_vs_funding_10bp
F4_basis_dislocation,1536,657,0.5225727716206325,0.5925554906680094,-3.9514446479461967,5.306534350823572,3463.0,0.3888859841190377,0.427734375,residual_vs_funding_10bp
F3_high_liquidity_high_vol,1536,628,0.48238888104612443,0.5721959043824744,-6.087442186636689,6.9659398504978345,3341.0,0.3623236852307067,0.4088541666666667,residual_vs_funding_10bp
F6_cross_symbol_dispersion,1536,627,0.6054465915087235,0.9802838978779757,-3.9691537540085537,6.665164285348084,3463.0,0.3314768963241075,0.408203125,residual_vs_funding_10bp
F5_funding_neutral,1536,608,0.6239495288160684,1.0164328966026621,-3.885114208756212,6.620960934006128,5775.0,0.4094143639096966,0.3958333333333333,residual_vs_funding_10bp
F9_liquidity_shock,1536,597,0.6923331122760357,1.0037467271457123,-3.107051780362355,5.925793234670747,2886.0,0.3828713795880927,0.388671875,residual_vs_funding_10bp
F0_validation_2025H1,1536,580,1.0011293969025892,1.4793934315101493,-3.6681806410966518,7.875336216575884,4296.0,0.3209046346194794,0.3776041666666667,residual_vs_funding_10bp
F0_recent_2025H2_2026Apr,1536,550,0.8037689730680295,1.206843540772837,-3.277150492401343,6.660191001113441,7248.0,0.4116499949970629,0.3580729166666667,residual_vs_funding_10bp
F10_volatility_compression,1536,545,1.0737765195195406,1.5470248216905726,-3.2596374290998136,7.528344719008102,4041.0,0.3830077167117344,0.3548177083333333,residual_vs_funding_10bp
F8_low_vol_high_liquidity,1536,543,0.8121846920553116,1.9548688792552171,-5.661020586202954,10.562392375681618,478.0,0.39012256908991444,0.353515625,residual_vs_funding_10bp
F7_trend_reversal,1536,538,0.9737759336210055,1.3729978900277715,-3.1798031091286867,6.922674570003794,4178.0,0.3777849778822113,0.3502604166666667,residual_vs_funding_10bp
F2_low_liquidity,1536,474,1.1608100352193278,1.4663420570580803,-3.1376194841125615,6.471290361998365,3463.0,0.41092919054788135,0.30859375,residual_vs_funding_10bp
F11_cross_symbol_crowding,1536,698,0.255196387297849,0.4289550660982497,-4.732007639959312,5.470029660509469,3463.0,0.3905575915056516,0.4544270833333333,residual_vs_core4_10bp
F4_basis_dislocation,1536,666,0.49762162416085975,0.562153046082635,-4.003363892782577,5.235270962987985,3463.0,0.3888859841190377,0.43359375,residual_vs_core4_10bp
F1_high_realized_vol,1536,659,0.6098066761030358,0.6309141275140793,-6.131164172874297,6.719233260749788,3463.0,0.3473608604290228,0.4290364583333333,residual_vs_core4_10bp
F6_cross_symbol_dispersion,1536,629,0.5957725135713582,0.9727010126893192,-3.9852837357051953,6.650576938810501,3463.0,0.3314768963241075,0.4095052083333333,residual_vs_core4_10bp
F3_high_liquidity_high_vol,1536,628,0.4747230021167112,0.5635040809658516,-6.079302184411727,6.961031115534364,3341.0,0.3623236852307067,0.4088541666666667,residual_vs_core4_10bp
F5_funding_neutral,1536,608,0.6363619338727147,1.03847193554773,-3.868293245443053,6.695177386658803,5775.0,0.4094143639096966,0.3958333333333333,residual_vs_core4_10bp
F9_liquidity_shock,1536,588,0.7366611561719529,1.0546593591508067,-3.109130738347746,6.098024255152355,2886.0,0.3828713795880927,0.3828125,residual_vs_core4_10bp
F0_validation_2025H1,1536,575,1.0540261367515238,1.524111018094201,-3.6558482950049394,7.993765580105235,4296.0,0.3209046346194794,0.3743489583333333,residual_vs_core4_10bp
F0_recent_2025H2_2026Apr,1536,556,0.784397785162426,1.1865182912811847,-3.2754952972759472,6.618710791984175,7248.0,0.4116499949970629,0.3619791666666667,residual_vs_core4_10bp
F10_volatility_compression,1536,551,0.9952835157702167,1.4774756299426126,-3.2543550207389034,7.37604407473191,4041.0,0.3830077167117344,0.3587239583333333,residual_vs_core4_10bp
F7_trend_reversal,1536,535,1.001110434452265,1.3936118031918523,-3.154162955862069,6.9672010508995745,4178.0,0.3777849778822113,0.3483072916666667,residual_vs_core4_10bp
F8_low_vol_high_liquidity,1536,506,1.1719492719325184,2.218602257406158,-5.674003335300271,10.88019689572003,478.0,0.39012256908991444,0.3294270833333333,residual_vs_core4_10bp
F2_low_liquidity,1536,478,1.1105773988288483,1.4276679390967226,-3.135717344094238,6.407032003204261,3463.0,0.41092919054788135,0.3111979166666667,residual_vs_core4_10bp
F11_cross_symbol_crowding,1536,831,-0.1998617782990279,-0.10916395797134947,-3.4187506177724005,3.6180152657602935,3463.0,0.3905575915056516,0.541015625,raw_20bp
F4_basis_dislocation,1536,782,-0.03749421290052995,0.01609146893950717,-2.9216468177452874,3.003199247174546,3463.0,0.3888859841190377,0.5091145833333334,raw_20bp
F1_high_realized_vol,1536,746,0.096344808199851,0.05074136593508221,-5.0326824910624595,4.4527407107198425,3463.0,0.3473608604290228,0.4856770833333333,raw_20bp
F3_high_liquidity_high_vol,1536,731,0.0,0.01791115175258331,-5.4295202787244765,4.964698259138571,3341.0,0.3623236852307067,0.4759114583333333,raw_20bp
F6_cross_symbol_dispersion,1536,694,0.20145156196105685,0.4349781652921381,-2.66560967571812,4.043495430758059,3463.0,0.3314768963241075,0.4518229166666667,raw_20bp
F5_funding_neutral,1536,676,0.2542406527614097,0.4624752947200483,-2.559092503327475,3.755265448895509,5775.0,0.4094143639096966,0.4401041666666667,raw_20bp
F0_validation_2025H1,1536,619,0.7002398782265131,1.017992117450943,-2.631346046562313,5.369913739912564,4296.0,0.3209046346194794,0.4029947916666667,raw_20bp
F9_liquidity_shock,1536,616,0.44085903484244826,0.5263000005869254,-2.1916723595353984,3.3137291612457913,2886.0,0.3828713795880927,0.4010416666666667,raw_20bp
F2_low_liquidity,1536,600,0.3515647669003726,0.8509246257300479,-2.4315573698415247,4.510021206839669,3463.0,0.41092919054788135,0.390625,raw_20bp
F10_volatility_compression,1536,582,0.6827617653784941,0.9022643421370741,-2.171159174515542,4.440250034958272,4041.0,0.3830077167117344,0.37890625,raw_20bp
F0_recent_2025H2_2026Apr,1536,578,0.48553152186284687,0.6294294976448693,-2.049240726691866,3.6279953633904096,7248.0,0.4116499949970629,0.3763020833333333,raw_20bp
F7_trend_reversal,1536,578,0.654138612095725,0.8416828067603964,-2.309205725001705,4.189028843980124,4178.0,0.3777849778822113,0.3763020833333333,raw_20bp
F8_low_vol_high_liquidity,1536,575,0.706683039314572,1.8017413761475647,-5.145190174452992,9.642803840192512,478.0,0.39012256908991444,0.3743489583333333,raw_20bp
F11_cross_symbol_crowding,1536,760,0.02060452732612715,0.11147980188644561,-3.295396922686856,3.8218849464771965,3463.0,0.3906644872224019,0.4947916666666667,execution_lag_1bar_raw_10bp
F4_basis_dislocation,1536,712,0.2152853319170375,0.22836477904733912,-2.632024526333457,3.155768252530571,3463.0,0.388659527129644,0.4635416666666667,execution_lag_1bar_raw_10bp
F1_high_realized_vol,1536,678,0.3863666579007546,0.2617251356023249,-4.788830342648285,4.6327533678799035,3463.0,0.3451030729129535,0.44140625,execution_lag_1bar_raw_10bp
F3_high_liquidity_high_vol,1536,667,0.2639444158410347,0.24171991473863405,-5.125204960878675,5.082963583006064,3341.0,0.36089297066621917,0.4342447916666667,execution_lag_1bar_raw_10bp
F6_cross_symbol_dispersion,1536,624,0.43962086554976754,0.6336792612111039,-2.4851029602004697,4.212824106206708,3463.0,0.3312381567230138,0.40625,execution_lag_1bar_raw_10bp
F5_funding_neutral,1536,578,0.50235985318334,0.7099594865391515,-2.3741592282671444,3.890125249870318,5775.0,0.4040521424717619,0.3763020833333333,execution_lag_1bar_raw_10bp
F8_low_vol_high_liquidity,1536,559,0.9506015796455299,1.9846806527388854,-4.653887677493836,9.954541686617674,478.0,0.3901362942084471,0.3639322916666667,execution_lag_1bar_raw_10bp
F2_low_liquidity,1536,554,0.582890245339131,1.0619246016657231,-2.087670859985759,4.624460640595673,3463.0,0.41156707262027337,0.3606770833333333,execution_lag_1bar_raw_10bp
F0_validation_2025H1,1536,542,0.888898436424242,1.210675468061307,-2.4063749609811165,5.454144632263803,4296.0,0.32105361606033,0.3528645833333333,execution_lag_1bar_raw_10bp
F9_liquidity_shock,1536,529,0.6801832545909987,0.7636126306628297,-1.8527548494748438,3.5200284513724482,2886.0,0.3827182323262076,0.3444010416666667,execution_lag_1bar_raw_10bp
F10_volatility_compression,1536,516,0.9173623929431669,1.110567517948814,-1.9662511006434125,4.654314069852493,4041.0,0.382051721605519,0.3359375,execution_lag_1bar_raw_10bp
F7_trend_reversal,1536,511,0.8652790390777908,1.0472275043963635,-2.0693666476167136,4.324057861301963,4178.0,0.37789257898956874,0.3326822916666667,execution_lag_1bar_raw_10bp
F0_recent_2025H2_2026Apr,1536,487,0.7006861941664024,0.8499247093015335,-1.794471741431298,3.768304538425408,7248.0,0.41154280829919176,0.3170572916666667,execution_lag_1bar_raw_10bp
