candidate_id,orientation_fit_split,orientation_entry_label,train_mean_spread,orientation,uses_may
a7al2q_f7bc64abcc3b500d,train_2024,label_t1_to_t25,0.00011372848049040619,1.0,False
a7al2q_0b3baa3540853655,train_2024,label_t1_to_t25,-0.000509655877890375,-1.0,False
a7al2q_4d10b72a6d4c6c50,train_2024,label_t1_to_t25,-0.0013873513980061554,-1.0,False
a7al2q_18f61565dad3e1fc,train_2024,label_t1_to_t25,0.0008563857836957175,1.0,False
a7al2q_79c5659c69a1d823,train_2024,label_t1_to_t25,0.0007365440411106634,1.0,False
a7al2q_ecb245360a346fd3,train_2024,label_t1_to_t25,0.0015271697002795953,1.0,False
a7al2q_5732109429ac7cd1,train_2024,label_t1_to_t25,-0.0009050253870502925,-1.0,False
a7al2q_83c8025d58c16623,train_2024,label_t1_to_t25,-0.00048725089319347084,-1.0,False
a7al2q_ce22ea0cc5740a03,train_2024,label_t1_to_t25,-0.0002710821199310468,-1.0,False
a7al2q_dca37c649bd07b2c,train_2024,label_t1_to_t25,-0.0008315552762382088,-1.0,False
a7al2q_5da100b2822dc1a6,train_2024,label_t1_to_t25,0.0016829583933795228,1.0,False
a7al2q_be7b3f3711ce725c,train_2024,label_t1_to_t25,0.0015566961477155065,1.0,False
a7al2q_7ab7421584d602af,train_2024,label_t1_to_t25,-0.0020648689574352948,-1.0,False
a7al2q_a33a56cf65a5b0c2,train_2024,label_t1_to_t25,-0.001282034731583084,-1.0,False
a7al2q_4e2ad10685353df3,train_2024,label_t1_to_t25,0.0017168820471342501,1.0,False
a7al2q_ce8a620efc85d44a,train_2024,label_t1_to_t25,0.0014987618092192432,1.0,False
a7al2q_33d51890b0068eb6,train_2024,label_t1_to_t25,0.00171564421324826,1.0,False
a7al2q_af8aba41cb19fdbe,train_2024,label_t1_to_t25,-0.0012876730103577652,-1.0,False
a7al2q_0d7351f49adf11c3,train_2024,label_t1_to_t25,0.00017323408624269162,1.0,False
a7al2q_0531d6565dc36cea,train_2024,label_t1_to_t25,0.001985273591124402,1.0,False
a7al2q_a7da20bb164fda71,train_2024,label_t1_to_t25,-0.0006024367180216788,-1.0,False
a7al2q_5283ae4eef4cf18b,train_2024,label_t1_to_t25,0.00018260416118172636,1.0,False
a7al2q_8b64d810bb3b0c96,train_2024,label_t1_to_t25,0.002306924653693242,1.0,False
a7al2q_fbec7059dfeab1ab,train_2024,label_t1_to_t25,0.00012453003584838383,1.0,False
a7al2q_5b16140570d34ff8,train_2024,label_t1_to_t25,0.000718629962338725,1.0,False
a7al2q_bf78a22567a7afd9,train_2024,label_t1_to_t25,-0.000828653994585312,-1.0,False
a7al2q_c09e1651a5aa0926,train_2024,label_t1_to_t25,0.00019886137981837,1.0,False
a7al2q_132c2a7c6c4a9142,train_2024,label_t1_to_t25,0.0017427132880881947,1.0,False
a7al2q_7cf43aae9a3604a4,train_2024,label_t1_to_t25,0.0027906056612804924,1.0,False
a7al2q_d8a7f2027987e6a0,train_2024,label_t1_to_t25,0.0005076032572948883,1.0,False
a7al2q_894ef6556dc4dd53,train_2024,label_t1_to_t25,0.0016754971559583668,1.0,False
a7al2q_86bb796aa404fadd,train_2024,label_t1_to_t25,0.0023271440306061723,1.0,False
a7al2q_e6be44ccbba38b66,train_2024,label_t1_to_t25,0.0017214706758033017,1.0,False
a7al2q_bacf83c4aa67df04,train_2024,label_t1_to_t25,0.0008846409301969674,1.0,False
a7al2q_ca72f5849cff347a,train_2024,label_t1_to_t25,0.0025283371228098732,1.0,False
a7al2q_c46fcfb9f5cfa44a,train_2024,label_t1_to_t25,0.0019486201440854028,1.0,False
a7al2q_a5c03992d01f4b7e,train_2024,label_t1_to_t25,0.0017310924108139133,1.0,False
a7al2q_fe98f845b4729cb0,train_2024,label_t1_to_t25,-0.001286915630610697,-1.0,False
a7al2q_de61a31e0f94786b,train_2024,label_t1_to_t25,0.00019273286851038913,1.0,False
a7al2q_100786d679e5b988,train_2024,label_t1_to_t25,0.0025094506031049344,1.0,False
a7al2q_052666e2602c6204,train_2024,label_t1_to_t25,-1.515555283669651e-05,-1.0,False
a7al2q_79ce9904a7c3ba7d,train_2024,label_t1_to_t25,0.0013015921224960925,1.0,False
a7al2q_cdee002b3cb51028,train_2024,label_t1_to_t25,-0.0007302678453187605,-1.0,False
a7al2q_61b0e773f54d336e,train_2024,label_t1_to_t25,0.0019214976335742877,1.0,False
a7al2q_ad8239fed28311c1,train_2024,label_t1_to_t25,3.354724190325858e-05,1.0,False
a7al2q_65fb8055686e568f,train_2024,label_t1_to_t25,-0.0013555285783046422,-1.0,False
a7al2q_39631109514d8381,train_2024,label_t1_to_t25,-0.0005131101273068876,-1.0,False
a7al2q_c5d66518cfe91753,train_2024,label_t1_to_t25,-0.0008963721370270464,-1.0,False
a7al2q_c547c12042501b74,train_2024,label_t1_to_t25,0.0011171700482252697,1.0,False
a7al2q_f6acc570273f4779,train_2024,label_t1_to_t25,0.0008987565177086549,1.0,False
a7al2q_1a74d652104b593d,train_2024,label_t1_to_t25,-0.0004234875782745823,-1.0,False
a7al2q_165d460c6fe4efb2,train_2024,label_t1_to_t25,-0.0010239799307514732,-1.0,False
a7al2q_21e726a216c59eff,train_2024,label_t1_to_t25,0.0006593496444412774,1.0,False
a7al2q_4194a7bf5b871ea7,train_2024,label_t1_to_t25,-0.0009046326390913136,-1.0,False
a7al2q_edb77f58a5decea7,train_2024,label_t1_to_t25,-0.0008853586731059935,-1.0,False
a7al2q_df339788dddb7322,train_2024,label_t1_to_t25,-0.0007631295594144262,-1.0,False
a7al2q_c71837a81f389a41,train_2024,label_t1_to_t25,-0.0006177184904876465,-1.0,False
a7al2q_706253017908e57d,train_2024,label_t1_to_t25,-0.001121274309573975,-1.0,False
a7al2q_aced101952a66c40,train_2024,label_t1_to_t25,0.0005167253292998451,1.0,False
a7al2q_dd469285431f6901,train_2024,label_t1_to_t25,-4.1487991031556506e-05,-1.0,False
a7al2q_e64593ae611d474b,train_2024,label_t1_to_t25,0.0017267909943730713,1.0,False
a7al2q_fd69cd2051870a73,train_2024,label_t1_to_t25,-0.0005581699055459517,-1.0,False
a7al2q_f864cf9d943df0c8,train_2024,label_t1_to_t25,-0.0005626316540624534,-1.0,False
a7al2q_929e4e1ec2e59b6a,train_2024,label_t1_to_t25,6.459709207544493e-05,1.0,False
a7al2q_0133ba7e904144bd,train_2024,label_t1_to_t25,-0.002063665618898263,-1.0,False
a7al2q_8b401291d0c3a28f,train_2024,label_t1_to_t25,-0.0003057335908454534,-1.0,False
a7al2q_781b0a6856b6b231,train_2024,label_t1_to_t25,0.0003971655271212255,1.0,False
a7al2q_c0e06a1a62f16dc7,train_2024,label_t1_to_t25,-0.001553497522961149,-1.0,False
a7al2q_bfbe17018f795d57,train_2024,label_t1_to_t25,-0.0007365100711756589,-1.0,False
a7al2q_17023300cdd76c4a,train_2024,label_t1_to_t25,-0.0014843414591384852,-1.0,False
a7al2q_7add750c5afd623c,train_2024,label_t1_to_t25,-0.0014860670727881874,-1.0,False
a7al2q_8802b9454941aa10,train_2024,label_t1_to_t25,-0.0009307489492028494,-1.0,False
a7al2q_cb8e24ab5beec723,train_2024,label_t1_to_t25,-0.0009093109067983344,-1.0,False
a7al2q_75b3845ed1c94361,train_2024,label_t1_to_t25,-3.4129085626076465e-05,-1.0,False
a7al2q_faf18b94871d9f38,train_2024,label_t1_to_t25,0.001175745072732519,1.0,False
a7al2q_a4993fe3273bf0c8,train_2024,label_t1_to_t25,0.0013505004532579623,1.0,False
a7al2q_f77b6def03c43da1,train_2024,label_t1_to_t25,0.0023919496069307105,1.0,False
a7al2q_2117241ae3758f6c,train_2024,label_t1_to_t25,0.0019344433727700454,1.0,False
a7al2q_40806f08f3894855,train_2024,label_t1_to_t25,-0.0009239900241140208,-1.0,False
a7al2q_d1fb9280d2477aa4,train_2024,label_t1_to_t25,0.00028715688609395434,1.0,False
a7al2q_7302f990e738fbea,train_2024,label_t1_to_t25,-0.0007192688737825688,-1.0,False
