candidate_id,expression,fields,field_families,pattern_id,oi_field,price_field,oi_window,price_window,windows,skeleton_key,production_key,parent_seed_id,source,deterministic_order_key,selected_for_fast_replay
a7al2q_ceda68bb417b5cad,"Mul(Abs(ZScore(Mean(open_interest_value_last,336))),Abs(ZScore(Delta(index_close,96))))",index_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,index_close,336,96,336|96,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|index_close::336|96,,local_mutation,002fef3fce4df845,True
a7al2q_f00f22bbcc48dc2c,"Sub(Abs(ZScore(Mean(open_interest_value_mean,48))),Abs(ZScore(Mean(index_close,96))))",index_close|open_interest_value_mean,open_interest|price,abs_level_gap,open_interest_value_mean,index_close,48,96,48|96,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|index_close::48|96,,local_mutation,0034c35fee8a3080,True
a7al2q_b463b7c4454b038d,"Mul(Abs(ZScore(Delta(open_interest_last,48))),Abs(ZScore(Mean(trade_close,720))))",open_interest_last|trade_close,open_interest|price,oi_abs_delta_x_price_abs,open_interest_last,trade_close,48,720,48|720,skeleton-bb9ca3f57ba3a72b,a7al2q_local_oi_price::oi_abs_delta_x_price_abs::open_interest_last|trade_close::48|720,,local_mutation,0037096485c1aae2,True
a7al2q_fe342a17a3bf56da,"Sub(Abs(ZScore(Mean(open_interest_last,720))),Abs(ZScore(Mean(mark_close,72))))",mark_close|open_interest_last,open_interest|price,abs_level_gap,open_interest_last,mark_close,720,72,720|72,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_last|mark_close::720|72,,local_mutation,003cad54ed5a61f5,True
a7al2q_0a44f7b06019cff8,"Mul(Abs(ZScore(Delta(open_interest_value_mean,168))),Abs(ZScore(Mean(trade_close,72))))",open_interest_value_mean|trade_close,open_interest|price,oi_abs_delta_x_price_abs,open_interest_value_mean,trade_close,168,72,168|72,skeleton-bb9ca3f57ba3a72b,a7al2q_local_oi_price::oi_abs_delta_x_price_abs::open_interest_value_mean|trade_close::168|72,,local_mutation,003dff1a4ad35031,True
a7al2q_153d45b2cb3aebdd,"Mul(ZScore(Delta(open_interest_mean,4)),ZScore(Mean(mark_close,72)))",mark_close|open_interest_mean,open_interest|price,oi_delta_x_price_level,open_interest_mean,mark_close,4,72,4|72,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_mean|mark_close::4|72,,local_mutation,004188769dc9629b,True
a7al2q_0de0d41346741bd1,"Sub(Abs(ZScore(Mean(open_interest_value_last,24))),Abs(ZScore(Mean(trade_close,24))))",open_interest_value_last|trade_close,open_interest|price,abs_level_gap,open_interest_value_last,trade_close,24,24,24|24,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|trade_close::24|24,,local_mutation,0041dfda1ad09e43,True
a7al2q_1a85ce2f6824961f,"Mul(ZScore(Delta(open_interest_last,48)),ZScore(Delta(index_close,336)))",index_close|open_interest_last,open_interest|price,oi_delta_x_price_delta,open_interest_last,index_close,48,336,48|336,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_last|index_close::48|336,,local_mutation,004575067feb4af6,True
a7al2q_d933f0049acb4699,"Mul(ZScore(Delta(open_interest_value_last,336)),ZScore(Delta(trade_close,720)))",open_interest_value_last|trade_close,open_interest|price,oi_delta_x_price_delta,open_interest_value_last,trade_close,336,720,336|720,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_value_last|trade_close::336|720,,local_mutation,004607aa09f817fb,True
a7al2q_d1103bc53dda5f19,"Add(ZScore(Mean(open_interest_last,336)),Neg(ZScore(Delta(trade_close,96))))",open_interest_last|trade_close,open_interest|price,oi_level_plus_neg_price_delta,open_interest_last,trade_close,336,96,336|96,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_last|trade_close::336|96,,local_mutation,004613daecd72228,True
a7al2q_7b47c379b145850f,"Mul(ZScore(Mean(open_interest_value_last,4)),ZScore(Delta(mark_close,96)))",mark_close|open_interest_value_last,open_interest|price,oi_level_x_price_delta,open_interest_value_last,mark_close,4,96,4|96,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_value_last|mark_close::4|96,,local_mutation,0047ad4b1c8dc2d1,True
a7al2q_ae4f22820243f5d8,"Mul(Abs(ZScore(Delta(open_interest_value_mean,72))),Abs(ZScore(Mean(mark_close,72))))",mark_close|open_interest_value_mean,open_interest|price,oi_abs_delta_x_price_abs,open_interest_value_mean,mark_close,72,72,72|72,skeleton-bb9ca3f57ba3a72b,a7al2q_local_oi_price::oi_abs_delta_x_price_abs::open_interest_value_mean|mark_close::72|72,,local_mutation,00483d2c07895b93,True
a7al2q_e7f3ac7f42ea12ab,"Mul(Abs(ZScore(Mean(open_interest_last,504))),Abs(ZScore(Delta(mark_close,336))))",mark_close|open_interest_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_last,mark_close,504,336,504|336,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_last|mark_close::504|336,,local_mutation,004ae9006bad89c9,True
a7al2q_10991f685ed433e6,"Mul(ZScore(Delta(open_interest_value_last,48)),ZScore(Mean(index_close,24)))",index_close|open_interest_value_last,open_interest|price,oi_delta_x_price_level,open_interest_value_last,index_close,48,24,48|24,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|index_close::48|24,,local_mutation,004ce8a028f6aa25,True
a7al2q_47801cd1758f1a59,"Mul(ZScore(Mean(open_interest_value_last,12)),ZScore(Delta(mark_close,24)))",mark_close|open_interest_value_last,open_interest|price,oi_level_x_price_delta,open_interest_value_last,mark_close,12,24,12|24,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_value_last|mark_close::12|24,,local_mutation,0053066ae6c0106c,True
a7al2q_2ec6136e6ff32eb3,"Sub(Abs(ZScore(Mean(open_interest_value_mean,96))),Abs(ZScore(Mean(mark_close,12))))",mark_close|open_interest_value_mean,open_interest|price,abs_level_gap,open_interest_value_mean,mark_close,96,12,96|12,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|mark_close::96|12,,local_mutation,0056c8d8c318cda6,True
a7al2q_881df3d6813ae28f,"Sub(Abs(ZScore(Delta(open_interest_last,12))),Abs(ZScore(Delta(index_close,24))))",index_close|open_interest_last,open_interest|price,abs_delta_gap,open_interest_last,index_close,12,24,12|24,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_last|index_close::12|24,,local_mutation,005df48bde12807f,True
a7al2q_070161fc8a8254ad,"Mul(Abs(ZScore(Mean(open_interest_last,72))),Abs(ZScore(Delta(mark_close,720))))",mark_close|open_interest_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_last,mark_close,72,720,72|720,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_last|mark_close::72|720,,local_mutation,006002a10f76ed1a,True
a7al2q_3ba41c66a0de2fa2,"Sub(Abs(ZScore(Delta(open_interest_mean,8))),Abs(ZScore(Delta(mark_close,12))))",mark_close|open_interest_mean,open_interest|price,abs_delta_gap,open_interest_mean,mark_close,8,12,8|12,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_mean|mark_close::8|12,,local_mutation,0063edc9ff81a40e,True
a7al2q_b6b2f5aba19390f8,"Mul(ZScore(Delta(open_interest_last,504)),ZScore(Delta(trade_close,8)))",open_interest_last|trade_close,open_interest|price,oi_delta_x_price_delta,open_interest_last,trade_close,504,8,504|8,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_last|trade_close::504|8,,local_mutation,00721ec9dd49e33d,True
a7al2q_10e647a6a770bab4,"Sub(Abs(ZScore(Mean(open_interest_mean,4))),Abs(ZScore(Mean(index_close,24))))",index_close|open_interest_mean,open_interest|price,abs_level_gap,open_interest_mean,index_close,4,24,4|24,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_mean|index_close::4|24,,local_mutation,0073aa1f768b13b8,True
a7al2q_0f14395724f60a61,"Mul(ZScore(Delta(open_interest_value_mean,72)),ZScore(Mean(mark_close,504)))",mark_close|open_interest_value_mean,open_interest|price,oi_delta_x_price_level,open_interest_value_mean,mark_close,72,504,72|504,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_mean|mark_close::72|504,,local_mutation,0075517790478685,True
a7al2q_d7066321956fffb8,"Add(ZScore(Mean(open_interest_mean,4)),Neg(ZScore(Delta(trade_close,4))))",open_interest_mean|trade_close,open_interest|price,oi_level_plus_neg_price_delta,open_interest_mean,trade_close,4,4,4|4,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_mean|trade_close::4|4,,local_mutation,007a284a269b6d29,True
a7al2q_f36ca1ecd3f7a0c6,"Mul(Abs(ZScore(Mean(open_interest_last,336))),Abs(ZScore(Delta(mark_close,4))))",mark_close|open_interest_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_last,mark_close,336,4,336|4,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_last|mark_close::336|4,,local_mutation,007ad004a2e1d942,True
a7al2q_c3ec84f31f7ebaa6,"Sub(Abs(ZScore(Mean(open_interest_last,4))),Abs(ZScore(Mean(index_close,48))))",index_close|open_interest_last,open_interest|price,abs_level_gap,open_interest_last,index_close,4,48,4|48,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_last|index_close::4|48,,local_mutation,007bf8861e04f9fb,True
a7al2q_69d146749c30da3c,"Sub(Abs(ZScore(Mean(open_interest_value_mean,8))),Abs(ZScore(Mean(index_close,12))))",index_close|open_interest_value_mean,open_interest|price,abs_level_gap,open_interest_value_mean,index_close,8,12,8|12,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|index_close::8|12,,local_mutation,0089060360bb28d3,True
a7al2q_07a399f87a92a0d2,"Mul(ZScore(Delta(open_interest_last,504)),ZScore(Delta(index_close,12)))",index_close|open_interest_last,open_interest|price,oi_delta_x_price_delta,open_interest_last,index_close,504,12,504|12,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_last|index_close::504|12,,local_mutation,00894a1a49a07cd3,True
a7al2q_e3cdfb5cac370798,"Mul(Abs(ZScore(Delta(open_interest_mean,48))),Abs(ZScore(Mean(mark_close,720))))",mark_close|open_interest_mean,open_interest|price,oi_abs_delta_x_price_abs,open_interest_mean,mark_close,48,720,48|720,skeleton-bb9ca3f57ba3a72b,a7al2q_local_oi_price::oi_abs_delta_x_price_abs::open_interest_mean|mark_close::48|720,,local_mutation,008bff930a32cf72,True
a7al2q_8110f9704918d1df,"Sub(Abs(ZScore(Mean(open_interest_last,4))),Abs(ZScore(Mean(mark_close,24))))",mark_close|open_interest_last,open_interest|price,abs_level_gap,open_interest_last,mark_close,4,24,4|24,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_last|mark_close::4|24,,local_mutation,008c252de10e52a8,True
a7al2q_532a063383e97c15,"Mul(ZScore(Delta(open_interest_value_last,336)),ZScore(Mean(mark_close,504)))",mark_close|open_interest_value_last,open_interest|price,oi_delta_x_price_level,open_interest_value_last,mark_close,336,504,336|504,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|mark_close::336|504,,local_mutation,0090e0d84590608d,True
a7al2q_1174aa64fb8b7d3d,"Sub(Abs(ZScore(Delta(open_interest_value_mean,4))),Abs(ZScore(Delta(trade_close,336))))",open_interest_value_mean|trade_close,open_interest|price,abs_delta_gap,open_interest_value_mean,trade_close,4,336,4|336,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_value_mean|trade_close::4|336,,local_mutation,00970ca5d65f691e,True
a7al2q_9fa3d42c3de13e96,"Sub(ZScore(Delta(open_interest_value_last,4)),ZScore(Delta(mark_close,504)))",mark_close|open_interest_value_last,open_interest|price,delta_spread,open_interest_value_last,mark_close,4,504,4|504,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_value_last|mark_close::4|504,,local_mutation,009acb729f8fda00,True
a7al2q_b73c1ada9ca478f6,"Mul(ZScore(Delta(open_interest_mean,504)),ZScore(Delta(index_close,336)))",index_close|open_interest_mean,open_interest|price,oi_delta_x_price_delta,open_interest_mean,index_close,504,336,504|336,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_mean|index_close::504|336,,local_mutation,009b138c9e83c9ee,True
a7al2q_3abec814a5c6d0df,"Mul(Abs(ZScore(Mean(open_interest_value_mean,12))),Abs(ZScore(Delta(mark_close,336))))",mark_close|open_interest_value_mean,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_mean,mark_close,12,336,12|336,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_mean|mark_close::12|336,,local_mutation,009b866dd7f11575,True
a7al2q_d213a791f5c9668e,"Add(ZScore(Delta(open_interest_value_last,8)),Neg(ZScore(Mean(trade_close,4))))",open_interest_value_last|trade_close,open_interest|price,oi_delta_plus_neg_price_level,open_interest_value_last,trade_close,8,4,8|4,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_value_last|trade_close::8|4,,local_mutation,009ca47537e0a12d,True
a7al2q_b03bff273b1b5b3d,"Sub(Abs(ZScore(Delta(open_interest_value_mean,96))),Abs(ZScore(Delta(trade_close,12))))",open_interest_value_mean|trade_close,open_interest|price,abs_delta_gap,open_interest_value_mean,trade_close,96,12,96|12,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_value_mean|trade_close::96|12,,local_mutation,00af618ca2b9c868,True
a7al2q_b14aea393d7309d7,"Add(ZScore(Delta(open_interest_last,168)),Neg(ZScore(Mean(mark_close,12))))",mark_close|open_interest_last,open_interest|price,oi_delta_plus_neg_price_level,open_interest_last,mark_close,168,12,168|12,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_last|mark_close::168|12,,local_mutation,00b47bc38beffc09,True
a7al2q_f7bc64abcc3b500d,"Mul(ZScore(Delta(open_interest_value_last,96)),ZScore(Delta(mark_close,24)))",mark_close|open_interest_value_last,open_interest|price,oi_delta_x_price_delta,open_interest_value_last,mark_close,96,24,96|24,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_value_last|mark_close::96|24,,local_mutation,00b657be4fca4e0c,True
a7al2q_0b3baa3540853655,"Mul(Abs(ZScore(Mean(open_interest_mean,96))),Abs(ZScore(Delta(index_close,24))))",index_close|open_interest_mean,open_interest|price,oi_abs_x_price_abs_delta,open_interest_mean,index_close,96,24,96|24,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_mean|index_close::96|24,,local_mutation,00b7c371bfb3d17c,True
a7al2q_4d10b72a6d4c6c50,"Mul(ZScore(Mean(open_interest_last,168)),ZScore(Delta(index_close,168)))",index_close|open_interest_last,open_interest|price,oi_level_x_price_delta,open_interest_last,index_close,168,168,168|168,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_last|index_close::168|168,,local_mutation,00b93ad605ff5353,True
a7al2q_18f61565dad3e1fc,"Mul(Abs(ZScore(Mean(open_interest_mean,24))),Abs(ZScore(Delta(trade_close,72))))",open_interest_mean|trade_close,open_interest|price,oi_abs_x_price_abs_delta,open_interest_mean,trade_close,24,72,24|72,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_mean|trade_close::24|72,,local_mutation,00b9e4267bc4dc59,True
a7al2q_79c5659c69a1d823,"Mul(Abs(ZScore(Delta(open_interest_value_last,48))),Abs(ZScore(Mean(index_close,12))))",index_close|open_interest_value_last,open_interest|price,oi_abs_delta_x_price_abs,open_interest_value_last,index_close,48,12,48|12,skeleton-bb9ca3f57ba3a72b,a7al2q_local_oi_price::oi_abs_delta_x_price_abs::open_interest_value_last|index_close::48|12,,local_mutation,00bc52881bbe5752,True
a7al2q_ecb245360a346fd3,"Sub(ZScore(Mean(open_interest_last,4)),ZScore(Mean(mark_close,48)))",mark_close|open_interest_last,open_interest|price,level_spread,open_interest_last,mark_close,4,48,4|48,skeleton-3c104d6d475f05ac,a7al2q_local_oi_price::level_spread::open_interest_last|mark_close::4|48,,local_mutation,00bd27d8254aad3c,True
a7al2q_5732109429ac7cd1,"Sub(ZScore(Mean(open_interest_value_last,12)),ZScore(Mean(trade_close,8)))",open_interest_value_last|trade_close,open_interest|price,level_spread,open_interest_value_last,trade_close,12,8,12|8,skeleton-3c104d6d475f05ac,a7al2q_local_oi_price::level_spread::open_interest_value_last|trade_close::12|8,,local_mutation,00bde55165e47e33,True
a7al2q_83c8025d58c16623,"Sub(ZScore(Delta(open_interest_value_mean,336)),ZScore(Delta(mark_close,720)))",mark_close|open_interest_value_mean,open_interest|price,delta_spread,open_interest_value_mean,mark_close,336,720,336|720,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_value_mean|mark_close::336|720,,local_mutation,00c282a7403b1098,True
a7al2q_ce22ea0cc5740a03,"Mul(ZScore(Mean(open_interest_value_mean,336)),ZScore(Delta(index_close,72)))",index_close|open_interest_value_mean,open_interest|price,oi_level_x_price_delta,open_interest_value_mean,index_close,336,72,336|72,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_value_mean|index_close::336|72,,local_mutation,00c93d6290296ee4,True
a7al2q_dca37c649bd07b2c,"Mul(ZScore(Delta(open_interest_last,96)),ZScore(Delta(index_close,12)))",index_close|open_interest_last,open_interest|price,oi_delta_x_price_delta,open_interest_last,index_close,96,12,96|12,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_last|index_close::96|12,,local_mutation,00ce52045ffa756a,True
a7al2q_5da100b2822dc1a6,"Sub(Abs(ZScore(Mean(open_interest_value_last,24))),Abs(ZScore(Mean(mark_close,504))))",mark_close|open_interest_value_last,open_interest|price,abs_level_gap,open_interest_value_last,mark_close,24,504,24|504,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|mark_close::24|504,,local_mutation,00d1f2c1b288b509,True
a7al2q_be7b3f3711ce725c,"Sub(ZScore(Mean(open_interest_mean,48)),ZScore(Mean(trade_close,4)))",open_interest_mean|trade_close,open_interest|price,level_spread,open_interest_mean,trade_close,48,4,48|4,skeleton-3c104d6d475f05ac,a7al2q_local_oi_price::level_spread::open_interest_mean|trade_close::48|4,,local_mutation,00d3291c8d590ad4,True
a7al2q_7ab7421584d602af,"Add(ZScore(Delta(open_interest_mean,24)),Neg(ZScore(Mean(index_close,72))))",index_close|open_interest_mean,open_interest|price,oi_delta_plus_neg_price_level,open_interest_mean,index_close,24,72,24|72,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_mean|index_close::24|72,,local_mutation,00d4fff14fff5cde,True
a7al2q_a33a56cf65a5b0c2,"Add(ZScore(Delta(open_interest_value_last,72)),Neg(ZScore(Mean(trade_close,8))))",open_interest_value_last|trade_close,open_interest|price,oi_delta_plus_neg_price_level,open_interest_value_last,trade_close,72,8,72|8,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_value_last|trade_close::72|8,,local_mutation,00da00fde18e9dac,True
a7al2q_4e2ad10685353df3,"Mul(Abs(ZScore(Mean(open_interest_value_last,4))),Abs(ZScore(Delta(index_close,720))))",index_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,index_close,4,720,4|720,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|index_close::4|720,,local_mutation,00e22f78ea249dd6,True
a7al2q_ce8a620efc85d44a,"Mul(ZScore(Delta(open_interest_mean,48)),ZScore(Mean(trade_close,168)))",open_interest_mean|trade_close,open_interest|price,oi_delta_x_price_level,open_interest_mean,trade_close,48,168,48|168,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_mean|trade_close::48|168,,local_mutation,00e60f249772d16f,True
a7al2q_33d51890b0068eb6,"Sub(Abs(ZScore(Mean(open_interest_value_mean,168))),Abs(ZScore(Mean(mark_close,336))))",mark_close|open_interest_value_mean,open_interest|price,abs_level_gap,open_interest_value_mean,mark_close,168,336,168|336,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|mark_close::168|336,,local_mutation,00e7101479907982,True
a7al2q_af8aba41cb19fdbe,"Sub(ZScore(Delta(open_interest_mean,24)),ZScore(Delta(trade_close,720)))",open_interest_mean|trade_close,open_interest|price,delta_spread,open_interest_mean,trade_close,24,720,24|720,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_mean|trade_close::24|720,,local_mutation,00ea8614463284a9,True
a7al2q_0d7351f49adf11c3,"Add(ZScore(Delta(open_interest_value_last,168)),Neg(ZScore(Mean(trade_close,720))))",open_interest_value_last|trade_close,open_interest|price,oi_delta_plus_neg_price_level,open_interest_value_last,trade_close,168,720,168|720,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_value_last|trade_close::168|720,,local_mutation,00ec11470c56bfd9,True
a7al2q_0531d6565dc36cea,"Add(ZScore(Mean(open_interest_last,168)),Neg(ZScore(Delta(index_close,4))))",index_close|open_interest_last,open_interest|price,oi_level_plus_neg_price_delta,open_interest_last,index_close,168,4,168|4,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_last|index_close::168|4,,local_mutation,00ee0af706491221,True
a7al2q_a7da20bb164fda71,"Sub(ZScore(Mean(open_interest_value_last,336)),ZScore(Mean(index_close,504)))",index_close|open_interest_value_last,open_interest|price,level_spread,open_interest_value_last,index_close,336,504,336|504,skeleton-3c104d6d475f05ac,a7al2q_local_oi_price::level_spread::open_interest_value_last|index_close::336|504,,local_mutation,00ef55419ca79a36,True
a7al2q_5283ae4eef4cf18b,"Mul(Abs(ZScore(Mean(open_interest_mean,504))),Abs(ZScore(Delta(index_close,336))))",index_close|open_interest_mean,open_interest|price,oi_abs_x_price_abs_delta,open_interest_mean,index_close,504,336,504|336,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_mean|index_close::504|336,,local_mutation,00f37160279b26f6,True
a7al2q_8b64d810bb3b0c96,"Mul(Abs(ZScore(Mean(open_interest_value_last,72))),Abs(ZScore(Delta(index_close,4))))",index_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,index_close,72,4,72|4,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|index_close::72|4,,local_mutation,00f84b485e6f4471,True
