pool_name,seed_id,expression,semantic_pair,operator,input_fields,input_field_count,info_clusters,input_cluster_count,filter_decision,rejected_fields,filter_reason
a7ff_v20260530_formula_index,,"Mean(mark_index_basis_bps,8)",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mean(mark_index_basis_bps,72)",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mean(mark_index_basis_bps,12)",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Decay(mark_index_basis_bps,8)",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Decay(mark_index_basis_bps,72)",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Delta(mark_index_basis_bps,2)",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Delta(mark_index_basis_bps,72)",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Delta(mark_index_basis_bps,48)",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Delta(mark_index_basis_bps,8)",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mean(mark_index_basis_bps,48)",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"ZScore(Mean(mark_index_basis_bps,2))",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"ZScore(Mean(mark_index_basis_bps,1))",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"ZScore(Mean(mark_index_basis_bps,4))",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"ZScore(Mean(mark_index_basis_bps,48))",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"ZScore(Mean(mark_index_basis_bps,168))",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"ZScore(Mean(mark_index_basis_bps,12))",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"ZScore(Mean(mark_index_basis_bps,336))",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"ZScore(Mean(mark_index_basis_bps,8))",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"ZScore(Mean(mark_index_basis_bps,24))",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"ZScore(Mean(mark_index_basis_bps,72))",basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,mark_index_basis_bps,basis_premium_like,single,mark_index_basis_bps,1,ic_013,1,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Mean(mark_index_basis_bps,2),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Mean(mark_index_basis_bps,1),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Delta(mark_index_basis_bps,2),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Delta(mark_index_basis_bps,4),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Mean(mark_index_basis_bps,4),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Delta(mark_index_basis_bps,12),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Mean(mark_index_basis_bps,8),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Mean(mark_index_basis_bps,12),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Delta(mark_index_basis_bps,1),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Delta(mark_index_basis_bps,8),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,2)),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,4)),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,8)),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,12)),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,1)))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,4)))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,2)))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,8)))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,12)))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,1)))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,8)))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,4)))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,12)))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,2)))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,4))))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,1))))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,2))))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,2))))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,1))))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,4))))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,8))))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,12))))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Sign(premium_close_bps))",basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Delta(mark_index_basis_bps,1),premium_close_bps)",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Delta(mark_index_basis_bps,12),premium_close_bps)",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Mean(mark_index_basis_bps,2),premium_close_bps)",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Mean(mark_index_basis_bps,1),premium_close_bps)",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Mean(mark_index_basis_bps,12),premium_close_bps)",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Mean(mark_index_basis_bps,4),premium_close_bps)",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Mean(mark_index_basis_bps,8),premium_close_bps)",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Delta(mark_index_basis_bps,2),premium_close_bps)",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Delta(mark_index_basis_bps,4),premium_close_bps)",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(Delta(mark_index_basis_bps,8),premium_close_bps)",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,premium_close_bps)",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,4)),premium_close_bps)",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,12)),premium_close_bps)",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,8)),premium_close_bps)",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,2)),premium_close_bps)",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,1)),premium_close_bps)",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,2)))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,1)))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,8)))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,12)))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,4)))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,2))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,8))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,8))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,1))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,12))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,4))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,12))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,4))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,2))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,1))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Mean(premium_close_bps,4))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Mean(premium_close_bps,8))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Delta(premium_close_bps,2))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Mean(premium_close_bps,12))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Delta(premium_close_bps,12))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Mean(premium_close_bps,2))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Delta(premium_close_bps,1))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Delta(premium_close_bps,8))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Delta(premium_close_bps,4))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"Mul(mark_index_basis_bps,Mean(premium_close_bps,1))",basis_premium_like|basis_premium_like,mul,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"SafeDiv(Delta(mark_index_basis_bps,2),Abs(premium_close_bps))",basis_premium_like|basis_premium_like,safe_div_abs,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"SafeDiv(Delta(mark_index_basis_bps,8),Abs(premium_close_bps))",basis_premium_like|basis_premium_like,safe_div_abs,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
a7ff_v20260530_formula_index,,"SafeDiv(Mean(mark_index_basis_bps,1),Abs(premium_close_bps))",basis_premium_like|basis_premium_like,safe_div_abs,mark_index_basis_bps|premium_close_bps,2,ic_005|ic_013,2,accept_primary_incremental_input,,has_primary_incremental_signal
