field_family,transform,label_family,rows,atlas_candidate_count,lag_ok_candidate_count,near_miss_count,median_control_ratio
open_interest_interaction,delta_1h,L5_vol_adjusted_return,4,0,0,0,8.795468630244171
open_interest_interaction,delta_24h,L0_raw_forward_return,4,0,0,0,13.76617768888012
open_interest_interaction,delta_24h,L1_cross_sectional_relative_return,4,0,0,0,13.766177688880115
open_interest_interaction,delta_24h,L3_liquidity_tier_relative_return,4,0,0,0,13.262622077012027
open_interest_interaction,delta_24h,L5_vol_adjusted_return,4,0,0,0,19.33723332067688
open_interest_interaction,delta_4h,L0_raw_forward_return,4,0,0,0,6.031687228174389
open_interest_interaction,delta_4h,L1_cross_sectional_relative_return,4,0,0,0,6.031687228174391
open_interest_interaction,delta_4h,L3_liquidity_tier_relative_return,4,0,0,0,4.565132303910387
open_interest_interaction,delta_4h,L5_vol_adjusted_return,4,0,0,0,8.461396917240169
open_interest_interaction,level,L0_raw_forward_return,4,0,0,0,40.483326082476246
open_interest_interaction,level,L1_cross_sectional_relative_return,4,0,0,0,40.483326082476275
open_interest_interaction,level,L3_liquidity_tier_relative_return,4,0,0,0,18.158743690307197
open_interest_interaction,level,L5_vol_adjusted_return,4,0,0,0,127.56710394337736
open_interest_interaction,shock_24h,L0_raw_forward_return,4,0,0,0,35.63340923233286
open_interest_interaction,shock_24h,L1_cross_sectional_relative_return,4,0,0,0,35.63340923233284
open_interest_interaction,shock_24h,L3_liquidity_tier_relative_return,4,0,0,0,17.71873512847045
open_interest_interaction,shock_24h,L5_vol_adjusted_return,4,0,0,0,38.48597248564594
open_interest_interaction,spread_short_long,L0_raw_forward_return,4,0,0,0,71.2966921169265
open_interest_interaction,spread_short_long,L1_cross_sectional_relative_return,4,0,0,0,71.29669211692662
open_interest_interaction,spread_short_long,L3_liquidity_tier_relative_return,4,0,0,0,43.97260882447836
open_interest_interaction,spread_short_long,L5_vol_adjusted_return,4,0,0,0,276.3992169692467
open_interest_interaction,tsrank_168h,L0_raw_forward_return,4,0,0,0,17.502958259828834
open_interest_interaction,tsrank_168h,L1_cross_sectional_relative_return,4,0,0,0,17.502958259828873
open_interest_interaction,tsrank_168h,L3_liquidity_tier_relative_return,4,0,0,0,8.025380946450365
open_interest_interaction,tsrank_168h,L5_vol_adjusted_return,4,0,0,0,4.880376705426289
open_interest_interaction,tsrank_72h,L0_raw_forward_return,4,0,0,0,8.338199335440237
open_interest_interaction,tsrank_72h,L1_cross_sectional_relative_return,4,0,0,0,8.338199335440237
open_interest_interaction,tsrank_72h,L3_liquidity_tier_relative_return,4,0,0,0,13.15123913521662
open_interest_interaction,tsrank_72h,L5_vol_adjusted_return,4,0,0,0,30.696258372917278
open_interest_interaction,zscore_168h,L0_raw_forward_return,4,0,0,0,70.2108970274393
open_interest_interaction,zscore_168h,L1_cross_sectional_relative_return,4,0,0,0,70.21089702743934
open_interest_interaction,zscore_168h,L3_liquidity_tier_relative_return,4,0,0,0,13.031943099179507
open_interest_interaction,zscore_168h,L5_vol_adjusted_return,4,0,0,0,6.392230875622763
open_interest_interaction,zscore_72h,L0_raw_forward_return,4,0,0,0,30.79913290035983
open_interest_interaction,zscore_72h,L1_cross_sectional_relative_return,4,0,0,0,30.7991329003598
open_interest_interaction,zscore_72h,L3_liquidity_tier_relative_return,4,0,0,0,21.240003703404586
open_interest_interaction,zscore_72h,L5_vol_adjusted_return,4,0,0,0,78.36147975672922
positioning,delta_1h,L0_raw_forward_return,12,0,0,0,8.696923516320643
positioning,delta_1h,L1_cross_sectional_relative_return,12,0,0,0,8.696923516320648
positioning,delta_1h,L3_liquidity_tier_relative_return,12,0,0,0,8.947587083486443
positioning,delta_1h,L5_vol_adjusted_return,12,0,0,0,9.526285781555867
positioning,delta_24h,L0_raw_forward_return,12,0,0,0,11.701065675040791
positioning,delta_24h,L1_cross_sectional_relative_return,12,0,0,0,11.701065675040791
positioning,delta_24h,L3_liquidity_tier_relative_return,12,0,0,0,19.83892564534967
positioning,delta_24h,L5_vol_adjusted_return,12,0,0,0,16.015153546220965
positioning,delta_4h,L0_raw_forward_return,12,0,0,0,8.990567330109084
positioning,delta_4h,L1_cross_sectional_relative_return,12,0,0,0,8.990567330109087
positioning,delta_4h,L3_liquidity_tier_relative_return,12,0,0,0,9.826502910589259
positioning,delta_4h,L5_vol_adjusted_return,12,0,0,0,17.756772738762955
positioning,level,L0_raw_forward_return,12,0,0,0,7.727789520118942
positioning,level,L1_cross_sectional_relative_return,12,0,0,0,7.72778952011895
positioning,level,L3_liquidity_tier_relative_return,12,0,0,0,7.060281146563931
positioning,level,L5_vol_adjusted_return,12,0,0,0,5.858366076920715
positioning,shock_24h,L0_raw_forward_return,12,0,0,0,9.633052082782436
positioning,shock_24h,L1_cross_sectional_relative_return,12,0,0,0,9.633052082782427
positioning,shock_24h,L3_liquidity_tier_relative_return,12,0,0,0,11.025612742341055
positioning,shock_24h,L5_vol_adjusted_return,12,0,0,0,10.577585201877106
positioning,spread_short_long,L0_raw_forward_return,12,0,0,0,13.329619966096438
positioning,spread_short_long,L1_cross_sectional_relative_return,12,0,0,0,13.329619966096429
positioning,spread_short_long,L5_vol_adjusted_return,12,0,0,0,12.89126259192202
positioning,tsrank_168h,L0_raw_forward_return,12,0,0,0,21.779649241452212
positioning,tsrank_168h,L1_cross_sectional_relative_return,12,0,0,0,21.7796492414523
positioning,tsrank_168h,L3_liquidity_tier_relative_return,12,0,0,0,20.683491752632904
positioning,tsrank_168h,L5_vol_adjusted_return,12,0,0,0,15.718843170791551
positioning,tsrank_72h,L0_raw_forward_return,12,0,0,0,14.955322321321873
positioning,tsrank_72h,L1_cross_sectional_relative_return,12,0,0,0,14.955322321321866
positioning,tsrank_72h,L3_liquidity_tier_relative_return,12,0,0,0,68.78466883003664
positioning,tsrank_72h,L5_vol_adjusted_return,12,0,0,0,16.626060001912535
positioning,zscore_168h,L0_raw_forward_return,12,0,0,0,10.700450532777094
positioning,zscore_168h,L1_cross_sectional_relative_return,12,0,0,0,10.70045053277709
positioning,zscore_168h,L3_liquidity_tier_relative_return,12,0,0,0,9.43134448949919
positioning,zscore_168h,L5_vol_adjusted_return,12,0,0,0,9.582994530142507
positioning,zscore_72h,L0_raw_forward_return,12,0,0,0,11.464771767078085
positioning,zscore_72h,L1_cross_sectional_relative_return,12,0,0,0,11.46477176707809
positioning,zscore_72h,L3_liquidity_tier_relative_return,12,0,0,0,13.371826964838949
positioning,zscore_72h,L5_vol_adjusted_return,12,0,0,0,13.554100872582652
price_return,delta_24h,L0_raw_forward_return,8,0,0,0,33.647909166783236
price_return,delta_24h,L1_cross_sectional_relative_return,8,0,0,0,33.64790916678322
price_return,delta_24h,L5_vol_adjusted_return,8,0,0,0,22.87448098852996
price_return,delta_4h,L0_raw_forward_return,8,0,0,0,2.3560605574666424
price_return,delta_4h,L1_cross_sectional_relative_return,8,0,0,0,2.356060557466643
price_return,delta_4h,L3_liquidity_tier_relative_return,8,0,0,0,2.215273185318642
price_return,delta_4h,L5_vol_adjusted_return,8,0,0,0,3.5210281753944583
price_return,shock_24h,L0_raw_forward_return,8,0,0,0,13.723965344453422
price_return,shock_24h,L1_cross_sectional_relative_return,8,0,0,0,13.723965344453426
price_return,shock_24h,L3_liquidity_tier_relative_return,8,0,0,0,16.02566969090168
price_return,spread_short_long,L0_raw_forward_return,8,0,0,0,45.38495831114612
price_return,spread_short_long,L1_cross_sectional_relative_return,8,0,0,0,45.384958311146136
price_return,spread_short_long,L3_liquidity_tier_relative_return,8,0,0,0,42.052292500560625
price_return,spread_short_long,L5_vol_adjusted_return,8,0,0,0,74.64228425733383
price_return,tsrank_168h,L5_vol_adjusted_return,8,0,0,0,18.29463356153457
price_return,tsrank_72h,L0_raw_forward_return,8,0,0,0,9.642247073791523
price_return,tsrank_72h,L1_cross_sectional_relative_return,8,0,0,0,9.642247073791527
price_return,tsrank_72h,L5_vol_adjusted_return,8,0,0,0,12.11265445528041
price_return,zscore_168h,L0_raw_forward_return,8,0,0,0,13.310578621564815
price_return,zscore_168h,L1_cross_sectional_relative_return,8,0,0,0,13.310578621564819
price_return,zscore_168h,L5_vol_adjusted_return,8,0,0,0,13.505891705714706
taker_flow,delta_1h,L0_raw_forward_return,8,0,0,0,3.6930897588211984
taker_flow,delta_1h,L1_cross_sectional_relative_return,8,0,0,0,3.6930897588211984
taker_flow,delta_1h,L3_liquidity_tier_relative_return,8,0,0,0,3.018104640554608
taker_flow,delta_1h,L5_vol_adjusted_return,8,0,0,0,3.0961860400304957
taker_flow,delta_24h,L0_raw_forward_return,8,0,0,0,8.16206904864443
taker_flow,delta_24h,L1_cross_sectional_relative_return,8,0,0,0,8.162069048644426
taker_flow,delta_24h,L3_liquidity_tier_relative_return,8,0,0,0,11.596918421365256
taker_flow,delta_24h,L5_vol_adjusted_return,8,0,0,0,8.268150122868136
taker_flow,delta_4h,L0_raw_forward_return,8,0,0,0,3.3585065988640697
taker_flow,delta_4h,L1_cross_sectional_relative_return,8,0,0,0,3.35850659886406
taker_flow,delta_4h,L3_liquidity_tier_relative_return,8,0,0,0,3.6067416444823754
taker_flow,delta_4h,L5_vol_adjusted_return,8,0,0,0,3.0040380432286398
taker_flow,level,L0_raw_forward_return,8,0,0,0,11.875165020188835
taker_flow,level,L1_cross_sectional_relative_return,8,0,0,0,11.875165020188817
taker_flow,level,L3_liquidity_tier_relative_return,8,0,0,0,5.899981479044788
taker_flow,level,L5_vol_adjusted_return,8,0,0,0,10.349022974085209
taker_flow,shock_24h,L0_raw_forward_return,8,0,0,0,3.8369590723827773
taker_flow,shock_24h,L1_cross_sectional_relative_return,8,0,0,0,3.8369590723827787
taker_flow,shock_24h,L3_liquidity_tier_relative_return,8,0,0,0,4.92757697839069
taker_flow,shock_24h,L5_vol_adjusted_return,8,0,0,0,7.176437829895126
taker_flow,spread_short_long,L0_raw_forward_return,8,0,0,0,5.936343106675066
taker_flow,spread_short_long,L1_cross_sectional_relative_return,8,0,0,0,5.936343106675066
taker_flow,spread_short_long,L3_liquidity_tier_relative_return,8,0,0,0,3.8885098117291257
taker_flow,spread_short_long,L5_vol_adjusted_return,8,0,0,0,11.606075785229471
taker_flow,tsrank_168h,L0_raw_forward_return,8,0,0,0,6.059847355633201
taker_flow,tsrank_168h,L1_cross_sectional_relative_return,8,0,0,0,6.059847355633202
taker_flow,tsrank_168h,L3_liquidity_tier_relative_return,8,0,0,0,4.361832928571097
taker_flow,tsrank_168h,L5_vol_adjusted_return,8,0,0,0,8.804403152934947
taker_flow,tsrank_72h,L0_raw_forward_return,8,0,0,0,4.490777209294905
taker_flow,tsrank_72h,L1_cross_sectional_relative_return,8,0,0,0,4.4907772092949045
taker_flow,tsrank_72h,L3_liquidity_tier_relative_return,8,0,0,0,3.4335288396103465
taker_flow,tsrank_72h,L5_vol_adjusted_return,8,0,0,0,7.913185285398397
taker_flow,zscore_168h,L0_raw_forward_return,8,0,0,0,4.444397753193503
taker_flow,zscore_168h,L1_cross_sectional_relative_return,8,0,0,0,4.444397753193501
taker_flow,zscore_168h,L3_liquidity_tier_relative_return,8,0,0,0,3.195891470033592
taker_flow,zscore_168h,L5_vol_adjusted_return,8,0,0,0,8.126411492392528
taker_flow,zscore_72h,L0_raw_forward_return,8,0,0,0,3.6280491596713924
taker_flow,zscore_72h,L1_cross_sectional_relative_return,8,0,0,0,3.6280491596713924
taker_flow,zscore_72h,L3_liquidity_tier_relative_return,8,0,0,0,3.2456147739167704
taker_flow,zscore_72h,L5_vol_adjusted_return,8,0,0,0,7.011341076350321
volatility,delta_1h,L0_raw_forward_return,8,0,0,0,36.6919654147349
volatility,delta_1h,L1_cross_sectional_relative_return,8,0,0,0,36.69196541473487
volatility,delta_1h,L3_liquidity_tier_relative_return,8,0,0,0,28.193805028329407
volatility,delta_1h,L5_vol_adjusted_return,8,0,0,0,20.54796268921333
volatility,delta_24h,L0_raw_forward_return,8,0,0,0,23.339245687007562
volatility,delta_24h,L1_cross_sectional_relative_return,8,0,0,0,23.339245687007562
volatility,delta_24h,L3_liquidity_tier_relative_return,8,0,0,0,21.30894603590147
volatility,delta_24h,L5_vol_adjusted_return,8,0,0,0,25.107903636950503
volatility,delta_4h,L0_raw_forward_return,8,0,0,0,27.087316478554996
volatility,delta_4h,L1_cross_sectional_relative_return,8,0,0,0,27.087316478555024
volatility,delta_4h,L3_liquidity_tier_relative_return,8,0,0,0,24.519377864297148
volatility,delta_4h,L5_vol_adjusted_return,8,0,0,0,44.23113843735017
volatility,level,L0_raw_forward_return,8,0,0,0,12.969605553295715
volatility,level,L1_cross_sectional_relative_return,8,0,0,0,12.969605553295729
volatility,level,L3_liquidity_tier_relative_return,8,0,0,0,16.15696363187238
volatility,level,L5_vol_adjusted_return,8,0,0,0,43.54440887240508
volatility,shock_24h,L0_raw_forward_return,8,0,0,0,45.38181232764184
volatility,shock_24h,L1_cross_sectional_relative_return,8,0,0,0,45.38181232764185
volatility,shock_24h,L3_liquidity_tier_relative_return,8,0,0,0,89.80809656116028
volatility,shock_24h,L5_vol_adjusted_return,8,0,0,0,36.420331345245096
volatility,spread_short_long,L0_raw_forward_return,8,0,0,0,6.05515360125162
volatility,spread_short_long,L1_cross_sectional_relative_return,8,0,0,0,6.055153601251619
volatility,spread_short_long,L3_liquidity_tier_relative_return,8,0,0,0,6.133902529267807
volatility,spread_short_long,L5_vol_adjusted_return,8,0,0,0,5.616331369595027
volatility,tsrank_168h,L0_raw_forward_return,8,0,0,0,14.063922181514382
volatility,tsrank_168h,L1_cross_sectional_relative_return,8,0,0,0,14.063922181514382
volatility,tsrank_168h,L3_liquidity_tier_relative_return,8,0,0,0,16.624263460755742
volatility,tsrank_168h,L5_vol_adjusted_return,8,0,0,0,26.84127875030702
volatility,tsrank_72h,L0_raw_forward_return,8,0,0,0,62.34638606771108
volatility,tsrank_72h,L1_cross_sectional_relative_return,8,0,0,0,62.346386067711116
volatility,tsrank_72h,L3_liquidity_tier_relative_return,8,0,0,0,57.73722602351606
volatility,tsrank_72h,L5_vol_adjusted_return,8,0,0,0,56.75685363470828
volatility,zscore_168h,L0_raw_forward_return,8,0,0,0,31.071502797873748
volatility,zscore_168h,L1_cross_sectional_relative_return,8,0,0,0,31.071502797873734
volatility,zscore_168h,L3_liquidity_tier_relative_return,8,0,0,0,53.325646786771784
volatility,zscore_168h,L5_vol_adjusted_return,8,0,0,0,43.30607278460849
volatility,zscore_72h,L0_raw_forward_return,8,0,0,0,50.00245407367687
volatility,zscore_72h,L1_cross_sectional_relative_return,8,0,0,0,50.002454073676894
volatility,zscore_72h,L3_liquidity_tier_relative_return,8,0,0,0,40.47764153942093
volatility,zscore_72h,L5_vol_adjusted_return,8,0,0,0,17.32252101684491
