candidate_id,production_family,expression,horizon,validation_net10,recent_net10,recent_net20,lag1_recent_net10,may_net10_stress_only,may_active_hours,max_control_validation_net10,max_control_recent_net10,dominates_controls,control_val_recent_positive_count,a7s2m_label,derived_feature_id,source_fields,required_negative_controls
a7s2m_F0_open_interest_slow_48_7d18133e2686,F0_open_interest_slow,"Decay(open_interest_change_4h,12)",48,-3.462678158291792,-2.7920943566725027,-3.8130943566725026,-2.9929285391941587,1.1915012115754982,456.0,2.161011491625124,0.7500943566725021,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,oi_decay12,open_interest_change_4h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F0_open_interest_slow_48_971eb226540d,F0_open_interest_slow,"HorizonSpread(open_interest_change_24h,12,48)",48,6.755695933832715,-0.10231085787580119,-0.5588108578758013,0.34849003666870937,1.4503370837641476,456.0,-0.6942477124769726,7.563391756980628,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,oi_horizon_spread,open_interest_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F0_open_interest_slow_48_d2332dc90a91,F0_open_interest_slow,"Decay(open_interest_value_zscore_168h,12)",48,-0.6449005158820404,3.0621530754250097,2.8109864087583434,2.8877051365776865,-2.616449468554916,456.0,0.2989005158820415,-0.19538307060412619,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,oi_decay12,open_interest_value_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F0_open_interest_slow_48_e1cf7cdc5c94,F0_open_interest_slow,"Decay(open_interest_zscore_168h,12)",48,4.940680207253178,-7.659479118439144,-7.902812451772478,-7.752885775872276,2.363021608359723,456.0,8.619505958991784,7.172812451772478,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,oi_decay12,open_interest_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_24_053a727dc1ad,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_4h),Rank(mark_index_ratio))",24,-2.0776590811944615,-2.156364778070295,-4.892864778070294,-2.308400134786435,0.16185951640133692,480.0,-1.328674252138872,-3.3166352219297055,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,oi_x_market,mark_index_ratio;open_interest_change_4h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_24_0586783664c6,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_24h),Rank(latest_known_funding_rate))",24,-1.6917206779363863,-4.120511850307637,-5.193345183640969,-4.025069591642417,-0.9572346897393655,480.0,2.7660974027003804,2.904347053656051,0,2,A7S2M_HOLD_CONTROL_CONTAMINATED,oi_x_market,latest_known_funding_rate;open_interest_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_24_3b072c43451f,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_4h),Rank(ret_24))",24,-1.7343754085996694,-2.066045438317451,-4.444212104984117,-2.283101260650136,0.19065312338518225,480.0,-1.1716245914003312,-2.690287895015883,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,oi_x_market,open_interest_change_4h;ret_24,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_24_63cbf3fd4e01,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_4h),Rank(premium_index))",24,-1.636396333150253,-1.725025585435786,-4.521025585435785,-1.8811872356488506,0.2910539870477312,480.0,-1.8602703335164144,-3.866974414564214,1,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,oi_x_market,open_interest_change_4h;premium_index,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_24_88ab231b3cdb,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_4h),Rank(latest_known_funding_rate))",24,-1.2190707598341828,-0.46713942669677944,-2.822472760030112,-0.4544979642252289,0.29559501610457467,480.0,-1.6506741530595532,-2.958489162057331,1,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,oi_x_market,latest_known_funding_rate;open_interest_change_4h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_24_9125b4e3f906,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_4h),Rank(taker_imbalance))",24,-2.5102913414144106,-2.126875327627836,-5.1788753276278365,-2.4066096188045187,0.19880207740730388,480.0,-1.2077086585855894,-3.960744959765402,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,oi_x_market,open_interest_change_4h;taker_imbalance,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_24_a18006b36a89,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_24h),Rank(ret_24))",24,-0.7699060526161485,-4.107084073716614,-5.309750740383281,-4.051685934124733,-0.34589586070724104,480.0,2.5821306242755284,2.6747385778515014,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,oi_x_market,open_interest_change_24h;ret_24,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_24_ab53ccee3c10,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_24h),Rank(mark_index_ratio))",24,-0.7766944613419029,-2.996725583143573,-4.802225583143573,-2.6983479671759536,-0.5555793699579212,480.0,2.0675310669402287,3.058027957878751,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,oi_x_market,mark_index_ratio;open_interest_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_24_b3d2d52449ee,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_24h),Rank(premium_index))",24,-1.1578933091728834,-3.1465737010632457,-5.040740367729912,-3.00327889101351,-0.5584859720768994,480.0,2.2261738886809503,3.1938098434080073,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,oi_x_market,open_interest_change_24h;premium_index,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_24_d013679182fd,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_24h),Rank(taker_imbalance))",24,-2.5739570776007272,-4.201727327111342,-6.410060660444676,-4.0459110459336,-0.3831316285134527,480.0,0.4015270796116859,1.9419671877226552,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,oi_x_market,open_interest_change_24h;taker_imbalance,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_48_077caa969d5f,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_4h),Rank(ret_24))",48,-2.670801659665996,-3.7916793967288136,-6.16984606339548,-4.084547565091401,-0.05595636093939241,456.0,-0.23519834033400505,-0.9646539366045204,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,oi_x_market,open_interest_change_4h;ret_24,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_48_0d792bd1fb56,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_24h),Rank(mark_index_ratio))",48,-5.993502511040914,-4.9600572704400445,-6.765557270440043,-5.0951787286400645,1.4573467005880691,456.0,3.706502511040912,1.3490572704400432,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,oi_x_market,mark_index_ratio;open_interest_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_48_1cdb1b410d72,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_4h),Rank(latest_known_funding_rate))",48,-3.053933184927707,-0.9336152322530817,-3.2889485655864146,-1.2800143321501927,0.17028772582975418,456.0,0.17768307453339854,-3.3004971511905365,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,oi_x_market,latest_known_funding_rate;open_interest_change_4h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_48_522f0a3a84f8,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_4h),Rank(mark_index_ratio))",48,-3.857966282506853,-3.4010107608849625,-6.137510760884962,-3.8696649416911404,0.09974109028066319,456.0,0.45163294917351887,-2.0719892391150383,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,oi_x_market,mark_index_ratio;open_interest_change_4h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_48_af7fcffe4e62,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_24h),Rank(ret_24))",48,-5.414254978989237,-1.7179569786358397,-2.9206236453025065,-1.8545716922453375,0.8193743097110942,456.0,3.88258831232257,-0.6873763546974943,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,oi_x_market,open_interest_change_24h;ret_24,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_48_be1ca6dc6554,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_4h),Rank(premium_index))",48,-3.5524005151101727,-2.7475668418882035,-5.543566841888203,-3.1450111891709724,0.27946323152236957,456.0,0.05573384844350571,-2.844433158111798,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,oi_x_market,open_interest_change_4h;premium_index,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_48_c7aaf7573125,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_24h),Rank(premium_index))",48,-5.990292790588357,-5.21519024968289,-7.109356916349558,-5.178470909140555,1.3603999922759575,456.0,3.5796261239216896,1.4268569163495566,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,oi_x_market,open_interest_change_24h;premium_index,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_48_d8dc0148461e,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_24h),Rank(latest_known_funding_rate))",48,-4.513412364351876,-1.4924279087217363,-2.5652612420550684,-1.6234408332928338,2.071366127572354,456.0,4.2937845027324135,-0.6532387579449317,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,oi_x_market,latest_known_funding_rate;open_interest_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F1_oi_market_interaction_48_fc0522ccb4ef,F1_oi_market_interaction,"Mul(ZScore(open_interest_change_24h),Rank(taker_imbalance))",48,-3.1405232136684953,-3.8740748446943654,-6.082408178027698,-3.8289110864738145,1.0936475169366238,456.0,3.132782984332902,-0.5425918219723017,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,oi_x_market,open_interest_change_24h;taker_imbalance,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_12_10da0306ee68,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),12,-1.1036783305834708,-0.3156595263423019,-1.1654928596756347,-0.4796117408568985,-0.13532398553875985,492.0,-0.21265500274986282,-0.9169780555744618,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,crowding_contrarian,top_long_short_account_ratio_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_12_26140bfb7067,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_change_24h)),12,-1.6997938447908514,-5.2404711986524095,-6.398471198652409,-4.8968781161532995,-0.013662647675992123,492.0,0.4669793128211503,2.9244711986524097,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,crowding_contrarian,top_long_short_position_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_12_7c5c20b369e8,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_change_24h)),12,-0.17302365120415275,-1.3295182236097942,-2.502351556943128,-1.2110504636277701,-0.27511647699937875,492.0,-0.1867524591874813,-0.4260973129067815,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,crowding_contrarian,top_long_short_account_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_12_8b137234479a,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),12,0.326745831216924,3.480563834566862,2.6667305012335283,3.2553902175810947,-0.5317680172431345,492.0,-1.1789870629133345,0.4410501479127593,1,0,A7S2M_NEAR_MISS_MAY_STRESS_FAIL,crowding_contrarian,top_long_short_position_ratio_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_12_9841d4cc2b13,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),12,-1.3752855467577976,-1.4932865943272369,-2.3192865943272363,-1.404738979387726,-0.2945192632097129,492.0,0.06228554675779807,-0.15871340567276304,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,crowding_contrarian,global_long_short_account_ratio_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_12_a76902f30c5b,F2_crowding_positioning,"HorizonSpread(global_long_short_account_ratio_change_24h,12,48)",12,0.8575732992613745,-0.9664830837242983,-1.4568164170576312,-0.7840931585276577,0.050288310835845285,492.0,0.16132454986383582,0.18812341601589747,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,crowding_horizon_spread,global_long_short_account_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_12_e16814415ebd,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_change_24h)),12,-2.220542580474897,-0.8244636311388173,-1.9652969644721505,-0.9989164274070867,0.06526264716467656,492.0,0.5422092471415634,-1.4572030355278494,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,crowding_contrarian,global_long_short_account_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_24_32bf3ccfa303,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_change_24h)),24,0.04306017215196967,-8.128682403336821,-9.286682403336822,-7.724544658311237,-0.02989580486940624,480.0,1.102336448622295,5.812682403336821,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,crowding_contrarian,top_long_short_position_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_24_4b1ebd7da59b,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,0.5036624592278063,0.9488994325912348,0.12289943259123481,1.055995454274282,0.588787104837132,480.0,-0.4212043833053596,-0.1962033629255766,1,0,A7S2M_RESEARCH_CLUE_FOR_FORENSIC,crowding_contrarian,global_long_short_account_ratio_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_24_522df21bfa55,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_change_24h)),24,-3.553955531250025,-2.2410969129814204,-3.381930246314753,-2.513087238670081,-0.2725314849058027,480.0,1.8756221979166914,-0.040569753685246956,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,crowding_contrarian,global_long_short_account_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_24_848034a6d360,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),24,-0.7082963858110247,5.854290041761512,5.040456708428178,5.465025448076918,-1.145287698341647,480.0,-0.29870361418897584,1.18973166524162,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,crowding_contrarian,top_long_short_position_ratio_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_24_9142b697752b,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_change_24h)),24,-3.354355126163297,-1.5434529596424158,-2.7162862929757488,-1.7310054505230925,-0.11020939978878569,480.0,1.547355126163297,-0.8022137070242512,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,crowding_contrarian,top_long_short_account_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_24_d8e2d6b4a540,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),24,-1.0645723030800465,-1.4660275829848972,-2.3158609163182304,-1.6544892926929968,-0.18730407482875927,480.0,-0.04723868813104515,-0.23363908368176967,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,crowding_contrarian,top_long_short_account_ratio_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_48_9a066e680636,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_change_24h)),48,-3.487052705338405,10.085747596035429,8.927747596035429,9.500623960459915,-0.8201352597782614,456.0,2.064052705338404,2.568024276331837,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,crowding_contrarian,top_long_short_position_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_48_cb2ee6085fd4,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_change_24h)),48,-4.8173766289786135,-4.214673795947781,-5.355507129281114,-4.171568136503028,-0.07475745092153063,456.0,3.13904329564528,1.9330071292811135,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,crowding_contrarian,global_long_short_account_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_48_cc15d22fa8cc,F2_crowding_positioning,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,1.1173405427942373,1.3892684423591992,0.5632684423591989,1.3780412658695183,0.7302147525659566,456.0,-0.6396649517026951,-0.08778662939645399,1,0,A7S2M_RESEARCH_CLUE_FOR_FORENSIC,crowding_contrarian,global_long_short_account_ratio_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_48_ce25185d86ca,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_change_24h)),48,-3.3095297592095365,-2.1003232121410997,-3.2731565454744334,-2.2391833313993823,0.1970553267855833,456.0,1.5025297592095355,-0.24534345452556816,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,crowding_contrarian,top_long_short_account_ratio_change_24h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_48_d6b6e99b1351,F2_crowding_positioning,Neg(ZScore(top_long_short_position_ratio_zscore_168h)),48,-3.4821820799808245,7.7243237212208715,6.910490387887538,7.121800023186623,-2.62671867612135,456.0,2.475182079980824,-0.27799312500887874,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,crowding_contrarian,top_long_short_position_ratio_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F2_crowding_positioning_48_de23f8de2185,F2_crowding_positioning,Neg(ZScore(top_long_short_account_ratio_zscore_168h)),48,-0.47663574696997835,-1.0253552484077446,-1.8751885817410783,-1.1521736872809556,-0.7188690004453283,456.0,1.8055411834364565,0.8171906642122639,0,1,A7S2M_HOLD_CONTROL_CONTAMINATED,crowding_contrarian,top_long_short_account_ratio_zscore_168h,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_12_07a0b54b2991,F3_metrics_taker_divergence,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(taker_imbalance))",12,-2.6310329834662936,-5.494499325844874,-10.746332659178208,-5.545161092928175,-0.6084157948548399,492.0,-2.6363294857178863,-4.572591507808621,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,open_interest_x_taker_imbalance;taker_imbalance,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_12_586861f1b021,F3_metrics_taker_divergence,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(ret_12))",12,-2.6362637657810786,-5.231888884959854,-10.285388884959854,-5.336861548272802,-0.5155877242859559,492.0,-3.121025792675673,-4.361971152872027,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,open_interest_x_taker_imbalance;ret_12,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_12_6f61f132c356,F3_metrics_taker_divergence,"Mul(ZScore(open_interest_x_taker_imbalance),Rank(ret_24))",12,-2.4352968107328437,-5.143339943386466,-10.183339943386464,-5.135996665598649,-0.5267949749438848,492.0,-2.5468424085537524,-4.592982698321274,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,open_interest_x_taker_imbalance;ret_24,row_shuffle;time_shuffle;wrong_lag;sign_flip
a7s2m_F3_metrics_taker_divergence_12_97a546fc5f6a,F3_metrics_taker_divergence,"Mul(ZScore(taker_buy_sell_volume_ratio_change_4h),Rank(ret_12))",12,-2.7950740750109775,-4.971987130361203,-10.03865379702787,-5.023320936471128,-0.44157364276178673,492.0,-2.9223409471593293,-4.873525340404745,0,0,A7S2M_HOLD_RAW_VAL_RECENT_FAIL,metrics_taker_x_state,ret_12;taker_buy_sell_volume_ratio_change_4h,row_shuffle;time_shuffle;wrong_lag;sign_flip
