generator,production_family,derived_feature_id,expression,horizon,source_fields,source_field_families,feature_available_lag_bars,feature_timestamp_rule,execution_rule,required_negative_controls,decision,control_id,base_candidate_id,control_mode,object_type,promotable
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_change_4h,12)",12,open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_12_19af77253e44__ctrl_sign_flip_ac886bcf1a38,a7s2m_F0_open_interest_slow_12_19af77253e44,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_change_4h,12)",24,open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_24_8a4fc7c959d4__ctrl_row_shuffle_50d1bc4c2168,a7s2m_F0_open_interest_slow_24_8a4fc7c959d4,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_change_4h,12)",24,open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_24_8a4fc7c959d4__ctrl_time_shuffle_d1e57aa9853a,a7s2m_F0_open_interest_slow_24_8a4fc7c959d4,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_change_4h,12)",24,open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_24_8a4fc7c959d4__ctrl_wrong_lag_a4224a4c4a3b,a7s2m_F0_open_interest_slow_24_8a4fc7c959d4,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_change_4h,12)",24,open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_24_8a4fc7c959d4__ctrl_sign_flip_344e9c8f3ba9,a7s2m_F0_open_interest_slow_24_8a4fc7c959d4,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_change_4h,12)",48,open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_48_7d18133e2686__ctrl_row_shuffle_1bd81d8848cf,a7s2m_F0_open_interest_slow_48_7d18133e2686,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_change_4h,12)",48,open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_48_7d18133e2686__ctrl_time_shuffle_4e877e310f64,a7s2m_F0_open_interest_slow_48_7d18133e2686,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_change_4h,12)",48,open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_48_7d18133e2686__ctrl_wrong_lag_f89bb02bbb66,a7s2m_F0_open_interest_slow_48_7d18133e2686,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_change_4h,12)",48,open_interest_change_4h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_48_7d18133e2686__ctrl_sign_flip_9f8c3a5dec30,a7s2m_F0_open_interest_slow_48_7d18133e2686,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_change_24h,12)",12,open_interest_value_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_12_030049ddb0ea__ctrl_row_shuffle_42b3457e3865,a7s2m_F0_open_interest_slow_12_030049ddb0ea,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_change_24h,12)",12,open_interest_value_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_12_030049ddb0ea__ctrl_time_shuffle_c2b32e2fc4d5,a7s2m_F0_open_interest_slow_12_030049ddb0ea,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_change_24h,12)",12,open_interest_value_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_12_030049ddb0ea__ctrl_wrong_lag_816d9e67f8ad,a7s2m_F0_open_interest_slow_12_030049ddb0ea,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_change_24h,12)",12,open_interest_value_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_12_030049ddb0ea__ctrl_sign_flip_54e96d2cc26c,a7s2m_F0_open_interest_slow_12_030049ddb0ea,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_change_24h,12)",24,open_interest_value_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_24_6ce30634ff50__ctrl_row_shuffle_81b6e009503c,a7s2m_F0_open_interest_slow_24_6ce30634ff50,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_change_24h,12)",24,open_interest_value_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_24_6ce30634ff50__ctrl_time_shuffle_943e1bdebe82,a7s2m_F0_open_interest_slow_24_6ce30634ff50,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_change_24h,12)",24,open_interest_value_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_24_6ce30634ff50__ctrl_wrong_lag_817bdc270c93,a7s2m_F0_open_interest_slow_24_6ce30634ff50,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_change_24h,12)",24,open_interest_value_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_24_6ce30634ff50__ctrl_sign_flip_0809814793f6,a7s2m_F0_open_interest_slow_24_6ce30634ff50,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_change_24h,12)",48,open_interest_value_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_48_27aa57dc5b11__ctrl_row_shuffle_3d54c70c06c0,a7s2m_F0_open_interest_slow_48_27aa57dc5b11,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_change_24h,12)",48,open_interest_value_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_48_27aa57dc5b11__ctrl_time_shuffle_7d126fe2af4a,a7s2m_F0_open_interest_slow_48_27aa57dc5b11,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_change_24h,12)",48,open_interest_value_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_48_27aa57dc5b11__ctrl_wrong_lag_522e6648d02c,a7s2m_F0_open_interest_slow_48_27aa57dc5b11,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_change_24h,12)",48,open_interest_value_change_24h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_48_27aa57dc5b11__ctrl_sign_flip_4c7141909d96,a7s2m_F0_open_interest_slow_48_27aa57dc5b11,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_zscore_168h,12)",12,open_interest_value_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_12_de4b60e16b30__ctrl_row_shuffle_2064c3eef691,a7s2m_F0_open_interest_slow_12_de4b60e16b30,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_zscore_168h,12)",12,open_interest_value_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_12_de4b60e16b30__ctrl_time_shuffle_ec467f029f38,a7s2m_F0_open_interest_slow_12_de4b60e16b30,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_zscore_168h,12)",12,open_interest_value_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_12_de4b60e16b30__ctrl_wrong_lag_96651f80d5a1,a7s2m_F0_open_interest_slow_12_de4b60e16b30,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_zscore_168h,12)",12,open_interest_value_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_12_de4b60e16b30__ctrl_sign_flip_76b1369a6457,a7s2m_F0_open_interest_slow_12_de4b60e16b30,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_zscore_168h,12)",24,open_interest_value_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_24_d6d2c9b16c9a__ctrl_row_shuffle_27a411f8977c,a7s2m_F0_open_interest_slow_24_d6d2c9b16c9a,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_zscore_168h,12)",24,open_interest_value_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_24_d6d2c9b16c9a__ctrl_time_shuffle_15c5b418b667,a7s2m_F0_open_interest_slow_24_d6d2c9b16c9a,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_zscore_168h,12)",24,open_interest_value_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_24_d6d2c9b16c9a__ctrl_wrong_lag_7ef98dcd562b,a7s2m_F0_open_interest_slow_24_d6d2c9b16c9a,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_zscore_168h,12)",24,open_interest_value_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_24_d6d2c9b16c9a__ctrl_sign_flip_0cb6a9ca93b0,a7s2m_F0_open_interest_slow_24_d6d2c9b16c9a,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_zscore_168h,12)",48,open_interest_value_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_48_d2332dc90a91__ctrl_row_shuffle_d74d6866f830,a7s2m_F0_open_interest_slow_48_d2332dc90a91,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_zscore_168h,12)",48,open_interest_value_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_48_d2332dc90a91__ctrl_time_shuffle_f5e017a4306d,a7s2m_F0_open_interest_slow_48_d2332dc90a91,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_zscore_168h,12)",48,open_interest_value_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_48_d2332dc90a91__ctrl_wrong_lag_d8036cd19938,a7s2m_F0_open_interest_slow_48_d2332dc90a91,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_value_zscore_168h,12)",48,open_interest_value_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_48_d2332dc90a91__ctrl_sign_flip_8f56c6164954,a7s2m_F0_open_interest_slow_48_d2332dc90a91,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_zscore_168h,12)",12,open_interest_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_12_da56fea658c0__ctrl_row_shuffle_4ebe7dbf8bcb,a7s2m_F0_open_interest_slow_12_da56fea658c0,row_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_zscore_168h,12)",12,open_interest_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_12_da56fea658c0__ctrl_time_shuffle_8b64ad7d775b,a7s2m_F0_open_interest_slow_12_da56fea658c0,time_shuffle,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_zscore_168h,12)",12,open_interest_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_12_da56fea658c0__ctrl_wrong_lag_cf2e98ad6c72,a7s2m_F0_open_interest_slow_12_da56fea658c0,wrong_lag,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_zscore_168h,12)",12,open_interest_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_12_da56fea658c0__ctrl_sign_flip_b18e73b0ad38,a7s2m_F0_open_interest_slow_12_da56fea658c0,sign_flip,control,False
crypto_a7s2m_metrics_registry_diagnostic,F0_open_interest_slow,oi_decay12,"Decay(open_interest_zscore_168h,12)",24,open_interest_zscore_168h,metrics_positioning,1,metrics 1h feature available at hour timestamp + 1h,next 1h bar or later; May stress post-selection only,row_shuffle;time_shuffle;wrong_lag;sign_flip,A7S2M_GENERATED_CANDIDATE,a7s2m_F0_open_interest_slow_24_900ee922f945__ctrl_row_shuffle_05cf8125a3c6,a7s2m_F0_open_interest_slow_24_900ee922f945,row_shuffle,control,False
