split,rows,active_hours,mean_ic,net_sum_10bps,net_sum_20bps,turnover_mean,gross_exposure_mean,lag1_net_sum_10bps,lag1_net_sum_20bps,lag1_active_hours,candidate_id,base_candidate_id,object_type,control_mode,production_family,expression,horizon,orientation,base_train_ic_for_orientation
train_2024,8774,8740,-0.011607271447088303,0.423429901596859,0.12542990159686118,0.03396398449965808,0.9961249145201733,0.9601665707360088,0.6621665707360105,8739,a7s2m_F0_open_interest_slow_48_d2332dc90a91,a7s2m_F0_open_interest_slow_48_d2332dc90a91,candidate,original,F0_open_interest_slow,"Decay(open_interest_value_zscore_168h,12)",48,-1.0,-0.011607271447088303
validation_2025H1,4344,4344,-0.018625481332663587,-0.6449005158820404,-0.8179005158820409,0.039825046040515656,1.0,-0.7950630480511227,-0.9680630480511216,4344,a7s2m_F0_open_interest_slow_48_d2332dc90a91,a7s2m_F0_open_interest_slow_48_d2332dc90a91,candidate,original,F0_open_interest_slow,"Decay(open_interest_value_zscore_168h,12)",48,-1.0,-0.011607271447088303
recent_oos_2025H2_2026Apr,7296,7294,-0.012655290966231397,3.0621530754250097,2.8109864087583434,0.03442525584795321,0.9997258771929824,2.8877051365776865,2.6365384699110184,7294,a7s2m_F0_open_interest_slow_48_d2332dc90a91,a7s2m_F0_open_interest_slow_48_d2332dc90a91,candidate,original,F0_open_interest_slow,"Decay(open_interest_value_zscore_168h,12)",48,-1.0,-0.011607271447088303
fresh_may_2026,505,456,0.2264446080235554,-2.616449468554916,-2.6322828018882496,0.03135313531353135,0.9029702970297029,-2.5758060970096444,-2.591639430342978,456,a7s2m_F0_open_interest_slow_48_d2332dc90a91,a7s2m_F0_open_interest_slow_48_d2332dc90a91,candidate,original,F0_open_interest_slow,"Decay(open_interest_value_zscore_168h,12)",48,-1.0,-0.011607271447088303
train_2024,8774,8740,-0.010312053209235584,-0.12838066376595336,-0.4465473304326195,0.03626244206367297,0.9961249145201733,-0.08853270368340194,-0.4065327036834029,8739,a7s2m_F0_open_interest_slow_12_da56fea658c0,a7s2m_F0_open_interest_slow_12_da56fea658c0,candidate,original,F0_open_interest_slow,"Decay(open_interest_zscore_168h,12)",12,-1.0,-0.010312053209235584
validation_2025H1,4344,4344,-0.0064941470308411825,-1.471147789390278,-1.6506477893902778,0.04132136279926335,1.0,-1.4990786761274824,-1.6787453427941492,4344,a7s2m_F0_open_interest_slow_12_da56fea658c0,a7s2m_F0_open_interest_slow_12_da56fea658c0,candidate,original,F0_open_interest_slow,"Decay(open_interest_zscore_168h,12)",12,-1.0,-0.010312053209235584
recent_oos_2025H2_2026Apr,7296,7294,-0.0026940093908063715,0.5875391135675158,0.3442057802341827,0.0333516081871345,0.9997258771929824,0.5528907765261627,0.3095574431928293,7294,a7s2m_F0_open_interest_slow_12_da56fea658c0,a7s2m_F0_open_interest_slow_12_da56fea658c0,candidate,original,F0_open_interest_slow,"Decay(open_interest_zscore_168h,12)",12,-1.0,-0.010312053209235584
fresh_may_2026,505,492,0.07122349195519935,-0.49970410694733003,-0.5147041069473302,0.0297029702970297,0.9742574257425742,-0.5055857101731235,-0.5205857101731235,492,a7s2m_F0_open_interest_slow_12_da56fea658c0,a7s2m_F0_open_interest_slow_12_da56fea658c0,candidate,original,F0_open_interest_slow,"Decay(open_interest_zscore_168h,12)",12,-1.0,-0.010312053209235584
train_2024,8774,8740,-0.005532065329116526,0.12769217594015492,-0.19047449072651212,0.03626244206367297,0.9961249145201733,0.19806535300459904,-0.11993464699539957,8739,a7s2m_F0_open_interest_slow_24_900ee922f945,a7s2m_F0_open_interest_slow_24_900ee922f945,candidate,original,F0_open_interest_slow,"Decay(open_interest_zscore_168h,12)",24,-1.0,-0.005532065329116526
validation_2025H1,4344,4344,0.004401111322361284,-3.553469228948736,-3.7329692289487353,0.04132136279926335,1.0,-3.4771086170559196,-3.656775283722587,4344,a7s2m_F0_open_interest_slow_24_900ee922f945,a7s2m_F0_open_interest_slow_24_900ee922f945,candidate,original,F0_open_interest_slow,"Decay(open_interest_zscore_168h,12)",24,-1.0,-0.005532065329116526
recent_oos_2025H2_2026Apr,7296,7294,-0.001554497539446814,1.7865570340474712,1.543223700714138,0.0333516081871345,0.9997258771929824,1.9171851212155042,1.6738517878821715,7294,a7s2m_F0_open_interest_slow_24_900ee922f945,a7s2m_F0_open_interest_slow_24_900ee922f945,candidate,original,F0_open_interest_slow,"Decay(open_interest_zscore_168h,12)",24,-1.0,-0.005532065329116526
fresh_may_2026,505,480,0.08961318589440954,-1.0048713000070666,-1.0195379666737332,0.02904290429042904,0.9504950495049505,-1.016160821325031,-1.0308274879916977,480,a7s2m_F0_open_interest_slow_24_900ee922f945,a7s2m_F0_open_interest_slow_24_900ee922f945,candidate,original,F0_open_interest_slow,"Decay(open_interest_zscore_168h,12)",24,-1.0,-0.005532065329116526
train_2024,8774,8740,0.0014418076202973437,0.3375252687337196,0.01935860206705231,0.03626244206367297,0.9961249145201733,0.2622772299746232,-0.055722770025375734,8739,a7s2m_F0_open_interest_slow_48_e1cf7cdc5c94,a7s2m_F0_open_interest_slow_48_e1cf7cdc5c94,candidate,original,F0_open_interest_slow,"Decay(open_interest_zscore_168h,12)",48,1.0,0.0014418076202973437
validation_2025H1,4344,4344,0.023062112841118396,4.940680207253178,4.761180207253177,0.04132136279926335,1.0,5.218096905068872,5.0384302384022055,4344,a7s2m_F0_open_interest_slow_48_e1cf7cdc5c94,a7s2m_F0_open_interest_slow_48_e1cf7cdc5c94,candidate,original,F0_open_interest_slow,"Decay(open_interest_zscore_168h,12)",48,1.0,0.0014418076202973437
recent_oos_2025H2_2026Apr,7296,7294,-0.0072509064831521135,-7.659479118439144,-7.902812451772478,0.0333516081871345,0.9997258771929824,-7.752885775872276,-7.996219109205609,7294,a7s2m_F0_open_interest_slow_48_e1cf7cdc5c94,a7s2m_F0_open_interest_slow_48_e1cf7cdc5c94,candidate,original,F0_open_interest_slow,"Decay(open_interest_zscore_168h,12)",48,1.0,0.0014418076202973437
fresh_may_2026,505,456,0.17605201815728128,2.363021608359723,2.3491882750263895,0.02739273927392739,0.902970297029703,2.431847642720903,2.4180143093875697,456,a7s2m_F0_open_interest_slow_48_e1cf7cdc5c94,a7s2m_F0_open_interest_slow_48_e1cf7cdc5c94,candidate,original,F0_open_interest_slow,"Decay(open_interest_zscore_168h,12)",48,1.0,0.0014418076202973437
train_2024,8774,8632,0.0010394431840566008,-0.04992480066566163,-0.6110914673323278,0.06395790593419952,0.9838158194666059,-0.4867861182532156,-1.0477861182532155,8631,a7s2m_F0_open_interest_slow_12_993124521e3f,a7s2m_F0_open_interest_slow_12_993124521e3f,candidate,original,F0_open_interest_slow,"HorizonSpread(open_interest_change_24h,12,48)",12,1.0,0.0010394431840566008
validation_2025H1,4344,4296,-0.004113152052751194,0.2233229199857818,-0.06067708001421823,0.06537753222836096,0.988950276243094,0.008464278378086831,-0.27570238828857985,4296,a7s2m_F0_open_interest_slow_12_993124521e3f,a7s2m_F0_open_interest_slow_12_993124521e3f,candidate,original,F0_open_interest_slow,"HorizonSpread(open_interest_change_24h,12,48)",12,1.0,0.0010394431840566008
recent_oos_2025H2_2026Apr,7296,7246,0.009145574440283442,1.9044286212294712,1.4479286212294717,0.06256853070175439,0.9931469298245614,1.7493237495603169,1.29315708289365,7246,a7s2m_F0_open_interest_slow_12_993124521e3f,a7s2m_F0_open_interest_slow_12_993124521e3f,candidate,original,F0_open_interest_slow,"HorizonSpread(open_interest_change_24h,12,48)",12,1.0,0.0010394431840566008
fresh_may_2026,505,492,-0.009977827050997687,-0.30533241747400514,-0.33599908414067187,0.06072607260726072,0.9742574257425742,-0.3717824057576789,-0.40278240575767893,492,a7s2m_F0_open_interest_slow_12_993124521e3f,a7s2m_F0_open_interest_slow_12_993124521e3f,candidate,original,F0_open_interest_slow,"HorizonSpread(open_interest_change_24h,12,48)",12,1.0,0.0010394431840566008
train_2024,8774,8632,-0.0009703617552657073,-0.620320911751425,-1.1814875784180923,0.06395790593419952,0.9838158194666059,-0.42600638569130833,-0.9870063856913083,8631,a7s2m_F0_open_interest_slow_24_922070ee9ce9,a7s2m_F0_open_interest_slow_24_922070ee9ce9,candidate,original,F0_open_interest_slow,"HorizonSpread(open_interest_change_24h,12,48)",24,-1.0,-0.0009703617552657073
validation_2025H1,4344,4296,-0.0031519791897122017,0.5343928018009471,0.2503928018009467,0.06537753222836096,0.988950276243094,1.1530077941970807,0.868841127530414,4296,a7s2m_F0_open_interest_slow_24_922070ee9ce9,a7s2m_F0_open_interest_slow_24_922070ee9ce9,candidate,original,F0_open_interest_slow,"HorizonSpread(open_interest_change_24h,12,48)",24,-1.0,-0.0009703617552657073
recent_oos_2025H2_2026Apr,7296,7246,-8.142197561210814e-05,-3.2983465727592116,-3.7548465727592113,0.06256853070175439,0.9931469298245614,-2.965351880004233,-3.4215185466708995,7246,a7s2m_F0_open_interest_slow_24_922070ee9ce9,a7s2m_F0_open_interest_slow_24_922070ee9ce9,candidate,original,F0_open_interest_slow,"HorizonSpread(open_interest_change_24h,12,48)",24,-1.0,-0.0009703617552657073
fresh_may_2026,505,480,-0.07117578867969152,1.1526786043188868,1.1228452709855534,0.05907590759075907,0.9504950495049505,1.2298067672938096,1.199640100627143,480,a7s2m_F0_open_interest_slow_24_922070ee9ce9,a7s2m_F0_open_interest_slow_24_922070ee9ce9,candidate,original,F0_open_interest_slow,"HorizonSpread(open_interest_change_24h,12,48)",24,-1.0,-0.0009703617552657073
train_2024,8774,8632,-0.0067164591681315895,1.441765871501719,0.8805992048350544,0.06395790593419952,0.9838158194666059,1.8699351261115957,1.308935126111595,8631,a7s2m_F0_open_interest_slow_48_971eb226540d,a7s2m_F0_open_interest_slow_48_971eb226540d,candidate,original,F0_open_interest_slow,"HorizonSpread(open_interest_change_24h,12,48)",48,-1.0,-0.0067164591681315895
validation_2025H1,4344,4296,-0.029325499252918937,6.755695933832715,6.4716959338327165,0.06537753222836096,0.988950276243094,6.817116358268757,6.53294969160209,4296,a7s2m_F0_open_interest_slow_48_971eb226540d,a7s2m_F0_open_interest_slow_48_971eb226540d,candidate,original,F0_open_interest_slow,"HorizonSpread(open_interest_change_24h,12,48)",48,-1.0,-0.0067164591681315895
recent_oos_2025H2_2026Apr,7296,7246,-0.01693627928792153,-0.10231085787580119,-0.5588108578758013,0.06256853070175439,0.9931469298245614,0.34849003666870937,-0.10767662999795702,7246,a7s2m_F0_open_interest_slow_48_971eb226540d,a7s2m_F0_open_interest_slow_48_971eb226540d,candidate,original,F0_open_interest_slow,"HorizonSpread(open_interest_change_24h,12,48)",48,-1.0,-0.0067164591681315895
