candidate_id,generator,production_family,derived_feature_id,expression,horizon,source_fields,source_field_families,transform,window_hours,availability_mask,cross_symbol_scope,feature_available_lag_bars,feature_timestamp_rule,execution_rule,requires_residual_baselines,required_negative_controls,paired_ablation_plan,decision,reject_reasons
a7x3_F0_slow_aggtrades_horizon_48_f22f5a1e2343,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_imbalance_notional,12,48)",48,agg_flow_imbalance_notional,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_c7ed2ac07787,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_signed_flow_z_24h,12)",24,agg_signed_flow_z_24h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_fcec03a073cb,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_signed_flow_z_24h,12)",24,agg_signed_flow_z_24h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_1b6308af75a7,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_signed_flow_z_24h,12)",48,agg_signed_flow_z_24h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_aaa744b74835,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_signed_flow_z_24h,12)",48,agg_signed_flow_z_24h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_c4c32e8ed3e4,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_signed_flow_z_24h,24)",24,agg_signed_flow_z_24h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_deaa5f645e3c,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_signed_flow_z_24h,24)",24,agg_signed_flow_z_24h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_b7cf42036fdf,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_signed_flow_z_24h,24)",48,agg_signed_flow_z_24h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_4fc55726b74b,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_signed_flow_z_24h,24)",48,agg_signed_flow_z_24h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_fce0cf78d88a,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_signed_flow_z_24h,48)",24,agg_signed_flow_z_24h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_d0d8c5eef59a,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_signed_flow_z_24h,48)",24,agg_signed_flow_z_24h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_0359455afb39,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_signed_flow_z_24h,48)",48,agg_signed_flow_z_24h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_21249c489a42,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_signed_flow_z_24h,48)",48,agg_signed_flow_z_24h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_5c18a09b5d4e,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_signed_flow_z_24h,12,48)",24,agg_signed_flow_z_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_87c7a6f0d8e1,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_signed_flow_z_24h,12,48)",48,agg_signed_flow_z_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_a46177e56f51,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_accel_4h_vs_24h,12)",24,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_b81991bb253e,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_accel_4h_vs_24h,12)",24,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_82f2dea0124c,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_accel_4h_vs_24h,12)",48,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_7f76256579ac,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_accel_4h_vs_24h,12)",48,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_74bd4e9d22bf,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_accel_4h_vs_24h,24)",24,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_9fc05de80c5e,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_accel_4h_vs_24h,24)",24,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_8c9af620a944,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_accel_4h_vs_24h,24)",48,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_0a2e4f493fc5,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_accel_4h_vs_24h,24)",48,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_b1e18a999b89,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_accel_4h_vs_24h,48)",24,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_3f5c70de9483,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_accel_4h_vs_24h,48)",24,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_c974409b8fbe,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_flow_accel_4h_vs_24h,48)",48,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_037545ea3075,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_flow_accel_4h_vs_24h,48)",48,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_16ebdf68839d,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",24,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",48,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_d729bf25b044,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_buy_notional_share,12)",24,agg_buy_notional_share,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_5cdcbd304921,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_buy_notional_share,12)",24,agg_buy_notional_share,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_92eca97fa919,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_buy_notional_share,12)",48,agg_buy_notional_share,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_98727654e8d9,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_buy_notional_share,12)",48,agg_buy_notional_share,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_570c6faf69c7,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_decay,"Decay(agg_buy_notional_share,24)",24,agg_buy_notional_share,aggtrades_reset_interaction,slow_decay,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_fb0d26038ada,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,slow_tsmean,"TSMean(agg_buy_notional_share,24)",24,agg_buy_notional_share,aggtrades_reset_interaction,slow_tsmean,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
