interval,horizon,feature,family,train_sign,train_mean_ic,train_icir,train_2024_mean_ic_oriented,train_2024_icir_oriented,train_2024_ls_annualized,train_2024_ls_sharpe_proxy,train_2024_ls_hit_rate,train_2024_n,validation_2025H1_mean_ic_oriented,validation_2025H1_icir_oriented,validation_2025H1_ls_annualized,validation_2025H1_ls_sharpe_proxy,validation_2025H1_ls_hit_rate,validation_2025H1_n,recent_oos_2025H2_2026_mean_ic_oriented,recent_oos_2025H2_2026_icir_oriented,recent_oos_2025H2_2026_ls_annualized,recent_oos_2025H2_2026_ls_sharpe_proxy,recent_oos_2025H2_2026_ls_hit_rate,recent_oos_2025H2_2026_n
1h,1,premium_index,basis,-1.0,-0.016352491589601517,-0.05140889928854486,0.016352491589601517,0.05140889928854486,1.7445710699988006,3.452257539561813,0.5142304189435337,8784,0.005937144381295144,0.01859627808419092,0.16459168765027138,0.35129151706784256,0.5043738489871087,4344,0.009911255982625551,0.032193012153382834,0.21113044293459052,0.6689398297530211,0.5052775873886224,7295
1h,1,spot_perp_basis,basis,1.0,,,,,,,,0,,,,,,0,,,,,,0
1h,1,latest_known_funding_rate,funding,-1.0,-0.00804413717709795,-0.02665210836744423,0.00804413717709795,0.02665210836744423,0.3749722697256385,0.8500258211988908,0.5063752276867031,8784,0.010714705387027259,0.03303194154103383,0.7452858363909666,1.674700684731105,0.518646408839779,4344,0.01239389751002922,0.03830447549288562,1.099062457248658,3.528623391343173,0.5200822481151474,7295
1h,1,funding_rate_z_24,funding,1.0,0.000393804310884757,0.0012562065458703354,0.000393804310884757,0.0012562065458703354,-0.08514808946959716,-0.17961768322836194,0.49818137730358875,8248,-0.006025176170574285,-0.019387137032425367,0.011559518988778626,0.025672518320245898,0.4873388581952118,4344,-0.005152489300013729,-0.016265509688247276,-0.5539943072566414,-1.5891559494933154,0.4815627141877999,7295
1h,1,funding_rate_persistence_3,funding,-1.0,-0.004652969870353775,-0.015700343703289682,0.004652969870353775,0.015700343703289682,0.410543108027929,1.3312111384008591,0.43824065633546033,8776,0.00845711519504095,0.027684724285868514,0.7669575839419727,1.955541935694051,0.514963167587477,4344,0.0063427152268534,0.02021197202260155,0.5191338193675151,1.813871393823438,0.5040438656614119,7295
1h,3,ret_1,price,-1.0,-0.017647275607895353,-0.049875581368834555,0.017647275607895353,0.049875581368834555,0.09167379786682488,0.15931619056284593,0.5064328817032905,8783,0.0168953487447738,0.046945241398230766,0.5066020449180525,1.0345731568172836,0.5004604051565378,4344,0.029200297402198296,0.08183118507107842,0.37640436954821,0.9895172244498036,0.5173453996983409,7293
1h,3,ret_3,price,-1.0,-0.02333619529476603,-0.06609205874577768,0.02333619529476603,0.06609205874577768,-0.7885509522972693,-1.36763843305092,0.508028698325931,8781,0.011912161238372847,0.03306293262940703,-0.32932756361656873,-0.6715254572948951,0.4970073664825046,4344,0.03879671073866404,0.10771102595677899,0.7848114161086794,2.0892841371401603,0.5300973536267654,7293
1h,3,ret_6,price,-1.0,-0.02439485460742698,-0.06900859019916204,0.02439485460742698,0.06900859019916204,-0.6689353965166032,-1.143449656128008,0.5026201868307132,8778,-0.004541136421690845,-0.012480839509767834,-0.5563378749417657,-1.0322160204054514,0.49079189686924496,4344,0.03878938394632579,0.10809898901484312,0.7968894163351959,2.13578881127554,0.5376388317564789,7293
1h,3,ret_12,price,-1.0,-0.00984119137444572,-0.027374405129788695,0.00984119137444572,0.027374405129788695,-1.7365331287710437,-2.921280613540396,0.4915640674874601,8772,0.013641416261413002,0.03791239550830714,-0.45959245921112035,-0.8638177552110828,0.5,4344,0.03523321312437732,0.09774477134010466,0.44631160680365684,1.1876436209973507,0.5342108871520637,7293
1h,3,ret_24,price,-1.0,-0.01073664163949531,-0.029789668238748325,0.01073664163949531,0.029789668238748325,-1.2096732888735717,-2.015005999319494,0.4942922374429224,8760,0.031008794361145016,0.08484745766191212,-0.17398283399788592,-0.3054242927314868,0.5269337016574586,4344,0.041115095289105924,0.11384126022877818,0.8377866390262959,2.2053990952719857,0.530234471410942,7293
1h,3,hl_range,price,-1.0,-0.028835685080955884,-0.07370742724025786,0.028835685080955884,0.07370742724025786,-1.080368726378331,-1.7397060766919015,0.510132058287796,8784,0.028767462299790554,0.0690096522526714,-0.04982152080459837,-0.08862799255503727,0.5214088397790055,4344,0.030184634769350623,0.07594629292147208,0.19706481557290612,0.4801339364014211,0.5287261757849994,7293
1h,3,abs_ret_1,price,-1.0,-0.013581146216928037,-0.03899925989245175,0.013581146216928037,0.03899925989245175,-0.819659447230691,-1.4611181560739006,0.5070021632699533,8783,0.018690547354904507,0.0521813086407942,0.1961832915611921,0.4161858537087626,0.511049723756906,4344,0.012418802084838879,0.03546815968813941,-0.10944211890377745,-0.28873205918551176,0.5141916906622789,7293
1h,3,realized_vol_6,volatility,-1.0,-0.026755913444443034,-0.06911555873503034,0.026755913444443034,0.06911555873503034,-1.4852638708493415,-2.367782297454912,0.5084842273089625,8781,0.028502483771881564,0.06865903211189371,0.005972448036304283,0.010734223367421657,0.52048802946593,4344,0.028520455829858248,0.0725505735199904,0.2911430744525052,0.7057187276352431,0.5215960510078157,7293
1h,3,realized_vol_12,volatility,-1.0,-0.03241255373816927,-0.08123328105594162,0.03241255373816927,0.08123328105594162,-0.8292706432002824,-1.3017319066183284,0.5119617224880383,8778,0.03601223638806187,0.08379091723534803,0.09614539052988233,0.15334400546606788,0.5276243093922652,4344,0.032174994835413084,0.07908018838342588,0.30844181049011105,0.7186653750816903,0.5231043466337584,7293
1h,3,realized_vol_24,volatility,-1.0,-0.035976703771492216,-0.08832147686935604,0.035976703771492216,0.08832147686935604,-0.9511346952842822,-1.4702906256523025,0.5072959416324669,8772,0.03976454419831247,0.09163566687798576,-0.06608244821238926,-0.10175633073357182,0.5250920810313076,4344,0.03337096372483621,0.08001591424397417,0.3032073136549706,0.6969076651298831,0.5211846976552859,7293
1h,3,quote_asset_volume,volatility,1.0,0.022422440369996036,0.07171022213792372,0.022422440369996036,0.07171022213792372,0.1351660121323593,0.31192905490944,0.5132058287795993,8784,0.010372755654981518,0.035087238217389294,0.0909650451995465,0.24504827432568815,0.5064456721915286,4344,0.009497696780923354,0.03020344469803502,-0.02770784397033112,-0.08814806514740839,0.5126833950363362,7293
1h,3,quote_volume_mean_6,volatility,1.0,0.02123846208286475,0.06774484187798252,0.02123846208286475,0.06774484187798252,-0.004394029719934347,-0.009946237636978331,0.5128672284217718,8782,0.010274526313092116,0.03499002649854179,-0.00370448776441618,-0.010156375133570643,0.5105893186003683,4344,0.009223975100702487,0.029253097575012075,-0.19792904649149862,-0.6419568639568876,0.5067873303167421,7293
1h,3,quote_volume_mean_12,volatility,1.0,0.021068890277676566,0.06713095221678729,0.021068890277676566,0.06713095221678729,-0.04186002229633374,-0.09490807779956942,0.5114477730948855,8779,0.009535663835623208,0.03224441869711973,-0.15781917643434984,-0.4239762472655812,0.5078268876611418,4344,0.008615093748961114,0.027314665367176492,-0.25638017589951695,-0.8335792829779763,0.5074729192376252,7293
1h,3,quote_volume_mean_24,volatility,1.0,0.02260735008363818,0.07187049142946937,0.02260735008363818,0.07187049142946937,0.05542888110552831,0.1255601054193934,0.5187507124130856,8773,0.008246252583700424,0.027898371492534234,-0.03861885664067527,-0.10579114375774472,0.5059852670349908,4344,0.008955462472638762,0.02823719592137909,-0.28555371188350737,-0.9142314629154034,0.5071986836692719,7293
1h,3,avg_trade_size_quote,liquidity,1.0,0.03028552290243387,0.09342645088157102,0.03028552290243387,0.09342645088157102,-0.41182962944003965,-0.8707932626605797,0.5173630877832176,8783,0.019583985284402236,0.06338009232939903,0.18744281778727484,0.4622005610134977,0.5303867403314917,4344,0.017060332142007965,0.05346491634193801,0.19933911045785097,0.6211128071048978,0.5244755244755245,7293
1h,3,taker_buy_ratio,flow,-1.0,-0.001964461895956209,-0.006485299266837214,0.001964461895956209,0.006485299266837214,-0.5537254317402679,-1.159155975898761,0.4925424114767164,8783,0.004469554979189355,0.014643698284008586,0.06248226765727385,0.14622542111681552,0.5085174953959485,4344,0.0009730372543563206,0.0031289712510310865,-0.19722613465370223,-0.6425767412495427,0.4993829699712053,7293
1h,3,taker_imbalance,flow,-1.0,-0.001964461895956209,-0.006485299266837214,0.001964461895956209,0.006485299266837214,-0.5537254317402679,-1.159155975898761,0.4925424114767164,8783,0.004469554979189355,0.014643698284008586,0.06248226765727385,0.14622542111681552,0.5085174953959485,4344,0.0009730372543563206,0.0031289712510310865,-0.19722613465370223,-0.6425767412495427,0.4993829699712053,7293
1h,3,mark_minus_index,basis,-1.0,-0.00771341018871298,-0.023829881464029153,0.00771341018871298,0.023829881464029153,0.21120928803773717,0.42496470632233946,0.5053506375227687,8784,0.030438313451950763,0.08240542269337979,0.30103873179309204,0.5538615987034906,0.5292357274401474,4344,0.01917092479712484,0.05679030676071341,0.11935889820398095,0.34310314765740174,0.5169340463458111,7293
1h,3,mark_index_ratio,basis,-1.0,-0.01187972987529061,-0.037937501161400856,0.01187972987529061,0.037937501161400856,0.3831365595408464,0.7677940332817262,0.5135473588342441,8784,0.0022922399544141395,0.007270786658580155,0.321475349580464,0.7374620639026335,0.5048342541436464,4344,0.003494154653562652,0.011480079633499734,-0.014879485936920607,-0.04778906871727096,0.4951323186617304,7293
1h,3,premium_index,basis,-1.0,-0.014580807256604796,-0.045842803453698885,0.014580807256604796,0.045842803453698885,0.5770297685883827,1.154460692642169,0.5121812386156649,8784,0.007627345188986114,0.02367339344496547,0.2173091751119117,0.47819476320689497,0.5082872928176796,4344,0.001982781485862781,0.006517709917873776,-0.2051786823271008,-0.6521952731554238,0.49718908542437956,7293
1h,3,spot_perp_basis,basis,1.0,,,,,,,,0,,,,,,0,,,,,,0
1h,3,latest_known_funding_rate,funding,-1.0,-0.009533442573052664,-0.03097813430728453,0.009533442573052664,0.03097813430728453,0.5134665354156706,1.134147488049206,0.5119535519125683,8784,0.019545536677398563,0.05992598549630253,0.8310231943483743,1.809623217065201,0.5290055248618785,4344,0.018086994836440384,0.0566422493620611,0.9707403798825192,3.097362659364744,0.5228301110654052,7293
1h,3,funding_rate_z_24,funding,-1.0,-0.0006989771474393889,-0.002220355386029288,0.0006989771474393889,0.002220355386029288,0.25757942310706394,0.536534773921073,0.5070320077594569,8248,0.01293015345951615,0.04101599928048646,0.21639394229476205,0.46992019775090094,0.5151933701657458,4344,0.005126914173334005,0.01637504488243431,0.37930840979240005,1.0861193598416565,0.5044563279857398,7293
1h,3,funding_rate_persistence_3,funding,-1.0,-0.006950740729551155,-0.023173714751681732,0.006950740729551155,0.023173714751681732,0.382120555314719,1.2406875079345945,0.44427985414767546,8776,0.010355738692277754,0.0334727836077134,0.6636143763040488,1.6470680963159552,0.5262430939226519,4344,0.011963656226011019,0.03852942604989784,0.4588460750173926,1.5906017636969854,0.5026737967914439,7293
1h,6,ret_1,price,-1.0,-0.01749816410080316,-0.050251476201713136,0.01749816410080316,0.050251476201713136,0.08587846995802903,0.150214804782039,0.5109871342365934,8783,0.003014928162184559,0.00829935819985925,-0.021998430202311188,-0.04293372017044611,0.4940147329650092,4344,0.02461256168023578,0.06881110776091483,0.2572490454724036,0.7051700426948047,0.5178326474622771,7290
1h,6,ret_3,price,-1.0,-0.016409353395924545,-0.04686352967647766,0.016409353395924545,0.04686352967647766,-0.5261764371660129,-0.9180913409539602,0.5025623505295524,8781,-0.004653619832326985,-0.012979967377995293,-0.49378652989568855,-0.9767261289089829,0.4822744014732965,4344,0.03572112706415337,0.0993988246085221,0.5452408258536975,1.465867605076903,0.5396433470507545,7290
1h,6,ret_6,price,-1.0,-0.016105690014923076,-0.04590365610248316,0.016105690014923076,0.04590365610248316,-0.7915224012960758,-1.3875562249640685,0.5019366598313967,8778,-0.009911589331478834,-0.027253997304861763,-0.5135007065926102,-0.9534033500267353,0.47674953959484345,4344,0.03653556042765568,0.10035936895974847,0.4805073545098857,1.3011596717449714,0.5342935528120714,7290
1h,6,ret_12,price,-1.0,-0.0018568545639235064,-0.005198120138047389,0.0018568545639235064,0.005198120138047389,-1.739827593819399,-2.9699858252875035,0.4784541723666211,8772,0.023647313408127514,0.06597163092031955,-0.03609103564685788,-0.06961283072053444,0.5115101289134438,4344,0.04108682560191699,0.11240018960640936,0.3692644471336328,1.0186385775161881,0.5340192043895747,7290
1h,6,ret_24,price,-1.0,-0.011176799081215839,-0.0312671955833438,0.011176799081215839,0.0312671955833438,-1.0157504075182406,-1.6875884478579444,0.4969178082191781,8760,0.031576388620587516,0.08696442899353692,-0.06679225492261642,-0.11484993798890925,0.5292357274401474,4344,0.04405275394836065,0.11925390203497824,0.6368847702233128,1.6859988770144425,0.5325102880658437,7290
1h,6,hl_range,price,-1.0,-0.03534785826555375,-0.09189422821374559,0.03534785826555375,0.09189422821374559,-0.9513328635629565,-1.5188996010576186,0.5102459016393442,8784,0.035505930533554844,0.08646591196339296,0.1838950726162531,0.32200522284627453,0.5308471454880295,4344,0.04039625198443963,0.10141046144797783,0.27804081293772237,0.6889810316463971,0.5316872427983539,7290
1h,6,abs_ret_1,price,-1.0,-0.016809342308975593,-0.0489394422780883,0.016809342308975593,0.0489394422780883,-0.6857951736516023,-1.231251430459903,0.5027894796766481,8783,0.02062448222978931,0.05763975964417482,0.09836579717072455,0.19718710446895596,0.5147329650092081,4344,0.020731273869167507,0.059290779039831,0.14482840663813176,0.4076918237062127,0.5231824417009602,7290
1h,6,realized_vol_6,volatility,-1.0,-0.03281587618961199,-0.08555102531734883,0.03281587618961199,0.08555102531734883,-1.1513846082484793,-1.8155807846070608,0.5122423414189727,8781,0.04029189043001198,0.0979652756826661,-0.03771412292862642,-0.06686697983024846,0.522329650092081,4344,0.037926079996285396,0.09576957361842953,0.30438798658760147,0.7612883375069053,0.5288065843621399,7290
1h,6,realized_vol_12,volatility,-1.0,-0.041931610024208775,-0.10690599108679008,0.041931610024208775,0.10690599108679008,-0.6454764565756483,-1.0111754567057891,0.5211893369788106,8778,0.04386244510553903,0.10423098896773594,-0.005710340444141165,-0.00879105377408157,0.5345303867403315,4344,0.0404659593484355,0.09745597012996195,0.25930117549066906,0.6169911702947974,0.5272976680384088,7290
1h,6,realized_vol_24,volatility,-1.0,-0.04474650368155348,-0.1112556472619823,0.04474650368155348,0.1112556472619823,-0.7511843908377558,-1.1654482420322076,0.5213178294573644,8772,0.046724684155623385,0.10935523347102852,-0.007717222042561137,-0.011931687890699321,0.535451197053407,4344,0.044691445123526505,0.10612636533163561,0.3880673717019343,0.9161514856977054,0.5334705075445816,7290
1h,6,quote_asset_volume,volatility,1.0,0.025466772138905285,0.08072730102957325,0.025466772138905285,0.08072730102957325,-0.029082774703151206,-0.06581529104128626,0.5146857923497268,8784,0.013984404177774343,0.047101161809942255,-0.06404213967853385,-0.1674228513176237,0.518646408839779,4344,0.010786546971616556,0.03400390431328205,-0.08161376709716206,-0.2722107979387665,0.5131687242798354,7290
1h,6,quote_volume_mean_6,volatility,1.0,0.025020957082195282,0.07931896479147248,0.025020957082195282,0.07931896479147248,-0.08598764199603426,-0.19397453177169727,0.5142336597585971,8782,0.014066504397996112,0.047143816970497555,-0.08930417232789559,-0.24050193881223528,0.5158839779005525,4344,0.00926462094385058,0.02924900906159206,-0.2618595261094766,-0.870485789093011,0.5102880658436214,7290
1h,6,quote_volume_mean_12,volatility,1.0,0.024120631520311877,0.07609605473581496,0.024120631520311877,0.07609605473581496,0.0040269738172936526,0.009094125711740144,0.5179405399248206,8779,0.012075171605558346,0.040523071680052605,-0.19425356670404015,-0.5150577018998149,0.5101289134438306,4344,0.010185930692653715,0.032040859839687866,-0.2403486914643805,-0.7950175401721828,0.5130315500685871,7290
1h,6,quote_volume_mean_24,volatility,1.0,0.026188884692268308,0.0824875329435122,0.026188884692268308,0.0824875329435122,-0.006159319316112932,-0.013802709256297518,0.5174968653824233,8773,0.010893572357660756,0.036736407264596815,-0.12562071410594,-0.33833798781159136,0.5101289134438306,4344,0.01095140689552019,0.03422287117483925,-0.30247202985504035,-0.9841074931647625,0.5102880658436214,7290
1h,6,avg_trade_size_quote,liquidity,1.0,0.03430452522740415,0.10537922402233606,0.03430452522740415,0.10537922402233606,-0.4896780710848359,-1.0087881913113212,0.524763748149835,8783,0.022118765212687862,0.07166227090995582,-0.03573597056017459,-0.08810813593637071,0.5209484346224678,4344,0.020026902246811612,0.06196198932210964,0.21671281266807568,0.6982800788746671,0.5244170096021948,7290
1h,6,taker_buy_ratio,flow,-1.0,-0.0016940012522659298,-0.005483869014331435,0.0016940012522659298,0.005483869014331435,-0.19352512581302217,-0.40054054684131357,0.5033587612433109,8783,0.0023100748238869795,0.0075530593433238424,0.07428960183207191,0.168473634576334,0.4993093922651934,4344,0.003273691560610391,0.01055012548827024,-0.13123465466178139,-0.42883932123808005,0.5021947873799726,7290
1h,6,taker_imbalance,flow,-1.0,-0.0016940012522659298,-0.005483869014331435,0.0016940012522659298,0.005483869014331435,-0.19352512581302217,-0.40054054684131357,0.5033587612433109,8783,0.0023100748238869795,0.0075530593433238424,0.07428960183207191,0.168473634576334,0.4993093922651934,4344,0.003273691560610391,0.01055012548827024,-0.13123465466178139,-0.42883932123808005,0.5021947873799726,7290
1h,6,mark_minus_index,basis,-1.0,-0.004819232375676445,-0.015180878280366919,0.004819232375676445,0.015180878280366919,0.1596187180468438,0.3215945195614612,0.49464936247723135,8784,0.037120568197916266,0.10235825581247428,0.4909978999473061,0.9108054422548243,0.5375230202578268,4344,0.026076089663940937,0.076648818461672,0.03758485332613081,0.11075514478531398,0.516872427983539,7290
1h,6,mark_index_ratio,basis,-1.0,-0.007699540407843686,-0.024524991574217992,0.007699540407843686,0.024524991574217992,-0.12829543839835073,-0.2576683134815188,0.5022768670309654,8784,0.009375523187677886,0.02973072138771094,0.5236253929496978,1.2013936933807918,0.5172651933701657,4344,0.00690498372860844,0.022759807681678526,0.06745102554898637,0.22359963593821666,0.49657064471879286,7290
1h,6,premium_index,basis,-1.0,-0.009912458568884064,-0.03170038947369767,0.009912458568884064,0.03170038947369767,0.1357771179933441,0.2726458278637274,0.5028460837887068,8784,0.011849218940855891,0.03719040159595807,0.33949604622197554,0.7629300855698526,0.5142725598526704,4344,0.0025606863152531,0.008292378639893783,-0.014078635316629038,-0.04600573722686384,0.49465020576131685,7290
1h,6,spot_perp_basis,basis,1.0,,,,,,,,0,,,,,,0,,,,,,0
1h,6,latest_known_funding_rate,funding,-1.0,-0.014128323199187108,-0.04573547330897935,0.014128323199187108,0.04573547330897935,0.6566931284489943,1.4244736701663758,0.5169626593806922,8784,0.02672993973887893,0.08344955657874832,0.880775607571226,1.9167380810858852,0.550414364640884,4344,0.025471453123221764,0.07843430600274054,0.9888431658900781,3.240547623380098,0.5349794238683128,7290
1h,6,funding_rate_z_24,funding,-1.0,-0.003649827626097744,-0.011443194927124825,0.003649827626097744,0.011443194927124825,0.3999501972333273,0.8075324192377985,0.5161251212415131,8248,0.019044353436618634,0.06086770100541244,0.4517574141419785,0.9807310580622807,0.5280847145488029,4344,0.009428382978852042,0.030041773314835773,0.4097803639986626,1.1983435028847278,0.5094650205761316,7290
1h,6,funding_rate_persistence_3,funding,-1.0,-0.009623147282257629,-0.03194616537971661,0.009623147282257629,0.03194616537971661,0.3419157130911457,1.1107591658592684,0.4474703737465816,8776,0.01451316117852914,0.04732816725908669,0.5414476837904252,1.334773882658635,0.5165745856353591,4344,0.018204102489570356,0.05916566137706884,0.4772747006989243,1.7110855959807048,0.5181069958847737,7290
1h,12,ret_1,price,-1.0,-0.0028861824367533676,-0.008309601644767654,0.0028861824367533676,0.008309601644767654,-0.25077368876303846,-0.434715173852969,0.49459182511670274,8783,-0.0023000519684503737,-0.006361658093313524,-0.057966634552286476,-0.11376992251842516,0.49263351749539597,4344,0.01991761170210125,0.056004202156895284,0.08897609731297249,0.2490781334859137,0.5098846787479407,7284
