symbol,base_asset,contract_format,is_core12,is_major,liquidity_rank,liquidity_tier,history_tier,search_eligibility,median_hourly_quote_volume,rows,timestamp_min,timestamp_max
USUSDT,US,plain_contract,False,False,485,tail,short_history,listing_aware,61700.62809,3350,2025-12-12 10:00:00+00:00,2026-04-30 23:00:00+00:00
PUMPBTCUSDT,PUMPBTC,plain_contract,False,False,486,tail,recent_only,listing_aware,59425.942695000005,7718,2025-06-13 10:00:00+00:00,2026-04-30 23:00:00+00:00
MAVIAUSDT,MAVIA,plain_contract,False,False,487,tail,recent_only,hold_quality_or_short_history,59037.78079,10207,2025-03-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
PUNDIXUSDT,PUNDIX,plain_contract,False,False,488,tail,recent_only,listing_aware,57970.8586,8774,2025-04-30 10:00:00+00:00,2026-04-30 23:00:00+00:00
FLUIDUSDT,FLUID,plain_contract,False,False,489,tail,short_history,listing_aware,54244.99705,5246,2025-09-24 10:00:00+00:00,2026-04-30 23:00:00+00:00
ALLUSDT,ALL,plain_contract,False,False,490,tail,short_history,listing_aware,50849.2739,6423,2025-08-06 09:00:00+00:00,2026-04-30 23:00:00+00:00
TACUSDT,TAC,plain_contract,False,False,491,tail,short_history,listing_aware,50809.710307,6950,2025-07-15 10:00:00+00:00,2026-04-30 23:00:00+00:00
1000000BOBUSDT,1000000BOB,multiplier_contract,False,False,492,tail,recent_only,listing_aware,47507.43692,7912,2025-06-05 08:00:00+00:00,2026-04-30 23:00:00+00:00
CVCUSDT,CVC,plain_contract,False,False,493,tail,recent_only,hold_quality_or_short_history,45585.89099,8752,2025-05-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
VICUSDT,VIC,plain_contract,False,False,494,tail,recent_only,listing_aware,45063.1739,9943,2025-03-12 17:00:00+00:00,2026-04-30 23:00:00+00:00
CARVUSDT,CARV,plain_contract,False,False,495,tail,short_history,listing_aware,40497.649099999995,6392,2025-08-07 16:00:00+00:00,2026-04-30 23:00:00+00:00
SLPUSDT,SLP,plain_contract,False,False,496,tail,recent_only,hold_quality_or_short_history,38716.878723,7285,2025-07-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
CTKUSDT,CTK,plain_contract,False,False,497,tail,recent_only,hold_quality_or_short_history,34489.29875,9470,2025-04-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
TAIKOUSDT,TAIKO,plain_contract,False,False,498,tail,recent_only,listing_aware,34410.2362,7764,2025-06-11 12:00:00+00:00,2026-04-30 23:00:00+00:00
