candidate_id,candidate_decision,fail_raw_gross,fail_residual_gross,fail_raw_active_hours,fail_residual_active_hours,fail_raw_may_severe,fail_residual_funding_may_negative,raw_may,residual_funding_may,raw_may_gross,residual_may_gross,raw_may_active_hours,residual_may_active_hours
a7o_l1_C0336_1647,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-7.898230810148331,-8.865249752117617,0.4987980769230769,0.4987980769230769,415,415
a7o_l1_C0336_0580,A7O_PILOT_PRE_MAY_NEAR_MISS,False,False,False,False,False,False,0.7971958211117911,2.350675773449696,0.5,0.5,416,416
a7o_l1_C0337_0774,A7O_PILOT_PRE_MAY_NEAR_MISS,False,False,False,False,True,True,-25.185244481501822,-28.48850576729602,0.3337702022743012,0.3337702022743012,367,367
a7o_l1_C0337_0969,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-10.618356600724557,-14.135791076221627,0.3614184103376547,0.3614184103376547,367,367
a7o_l1_C0337_1745,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-7.472474061295306,-5.6240415824447245,0.3685067752592322,0.3685067752592322,367,367
a7o_l1_C0339_0774,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-10.311018439709317,-3.611927883049768,0.3385026196542976,0.3385026196542976,367,367
a7o_l1_C0339_0386,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,False,-3.055941893658911,0.3399165643034005,0.5,0.5,416,416
a7o_l1_C0339_1454,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-15.977956011721131,-11.648264224719274,0.3293252258760924,0.3293252258760924,367,367
a7o_l1_C0343_0967,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,False,-1.849744710417904,3.152080637082114,0.4987980769230769,0.4987980769230769,415,415
a7o_l1_C0343_1842,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,False,-2.9203087364666804,0.9641695213444148,0.4859114564239322,0.4859114564239322,415,415
a7o_l1_C0343_1356,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-7.452299798055002,-4.956603471811464,0.4969860590485364,0.4969860590485364,415,415
a7o_l1_C0350_0372,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-14.9765829075094,-14.9765829075094,0.4835492465159395,0.4835492465159395,415,415
a7o_l1_C0350_0193,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-13.55153305123816,-7.702161571002541,0.4088561473332897,0.4088561473332897,391,391
a7o_l1_C0350_2036,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-8.091868369928397,-8.091868369928397,0.5,0.5,416,416
a7o_l1_C0355_0565,A7O_PILOT_RESEARCH_CANDIDATE,False,False,False,False,False,False,33.78399971166073,33.78399971166073,0.4055437401945561,0.4055437401945561,391,391
a7o_l1_C0355_0290,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-17.614086498552783,-12.203002954718595,0.3960816279598795,0.3960816279598795,391,391
a7o_l1_C0355_0756,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-6.183042420984427,-6.183042420984427,0.4107609261825157,0.4107609261825157,391,391
a7o_l1_C0356_0289,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-8.785113385544706,-10.917957036676574,0.3356059851219903,0.3356059851219903,367,367
a7o_l1_C0356_0949,A7O_PILOT_MAY_VETOED_NEAR_MISS,True,True,True,True,False,False,0.0,0.0,0.0,0.0,0,0
a7o_l1_C0356_0180,A7O_PILOT_REJECTED,True,True,True,True,False,False,0.0,0.0,0.0,0.0,0,0
a7o_l1_C0360_1551,A7O_PILOT_MAY_VETOED_NEAR_MISS,True,True,True,True,False,False,0.0,0.0,0.0,0.0,0,0
a7o_l1_C0360_2036,A7O_PILOT_PRE_MAY_NEAR_MISS,True,True,True,True,False,False,0.0,0.0,0.0,0.0,0,0
a7o_l1_C0360_1939,A7O_PILOT_MAY_VETOED_NEAR_MISS,True,True,True,True,False,False,0.0,0.0,0.0,0.0,0,0
a7o_l1_C0364_1066,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-5.568489103465746,-5.316117459403602,0.5,0.5,416,416
a7o_l1_C0364_0949,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-13.201241537085464,-13.201241537085464,0.3363126289374953,0.3363126289374953,367,367
a7o_l1_C0364_0096,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-1.3764651044252856,-0.4221657479517743,0.5,0.5,416,416
a7o_l1_C0368_1163,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-11.870237937309668,-6.7970852308885865,0.4086277269263257,0.4086277269263257,391,391
a7o_l1_C0368_0193,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-13.69229666741282,-8.202630654919806,0.4078036223336501,0.4078036223336501,391,391
a7o_l1_C0368_0678,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-11.2450279752503,-6.6770800119541045,0.402896743868132,0.402896743868132,391,391
a7o_l1_C0370_0753,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-18.641058416964484,-13.968832013835137,0.3936895616411754,0.3936895616411754,391,391
a7o_l1_C0370_1259,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-19.384301716175976,-14.011047833222117,0.3214859796617226,0.3214859796617226,367,367
a7o_l1_C0370_1163,A7O_PILOT_MAY_VETOED_NEAR_MISS,False,False,False,False,True,True,-18.290266511867213,-13.984004462516872,0.3997495616975756,0.3997495616975756,391,391
