candidate_id,semantic_bucket,motif_bucket,clue_rows,label_count,horizon_count,best_abs_corr,best_original_score,min_control_ratio,preflight_rank
a7ffcore5_1366945af1d14e8e7b,open_interest_like|price_like,mean_reversion_gate,4,3,2,0.0031991207963981,0.2856107458974497,0.5120874624278294,35
a7ffcore5_63939f40a439f34abb,taker_flow_like|open_interest_like,flow_x_leverage,4,2,3,0.0164626661797098,0.0164626661797098,0.3063889559192614,36
a7ffcore5_1f43d8b7466f67685b,taker_flow_like|open_interest_like,flow_x_leverage,4,2,3,0.0172684907198786,0.0172684907198786,0.4341505953331633,37
a7ffcore5_7bbbc611697574863a,open_interest_like|price_like,mean_reversion_gate,4,2,2,0.0091823453677151,0.0091823453677151,0.3854870143195407,38
a7ffcore5_3d1036bce80ff6e4e8,taker_flow_like|open_interest_like,flow_x_leverage,3,3,3,0.0100537620690101,0.0274714680233756,0.3304622297760989,39
a7ffcore5_b594b57d1ee90136c4,volatility_like,single,3,3,2,0.0293408086985528,0.6357931301857476,0.5660958898744259,40
a7ffcore5_74463938d5563b479a,taker_flow_like|open_interest_like,flow_x_leverage,3,2,3,0.0106457807587551,0.0106457807587551,0.1753512589892883,41
a7ffcore5_94147d9c33bfe08943,taker_flow_like,single,3,2,3,0.0059900536690326,0.5628592896318069,0.5469137817770081,42
a7ffcore5_cd7c08a204b1d4b10e,taker_flow_like|open_interest_like,flow_x_leverage,3,2,2,0.011415703029132,0.011415703029132,0.2170230987032408,43
a7ffcore5_1c5baae90be2044d1c,taker_flow_like|open_interest_like,flow_x_leverage,3,2,2,0.016245968294298,0.016245968294298,0.3204490323468938,44
a7ffcore5_6b18f6829a657421cc,open_interest_like|price_like,mean_reversion_gate,3,2,2,0.008959588592136,0.008959588592136,0.3497412843552176,45
a7ffcore5_93ba861b3b4f99be53,liquidity_like,single,3,2,2,0.0058195833140268,0.5973426053081765,0.378730542434872,46
a7ffcore5_3bebbf951fb4027ab4,open_interest_like|price_like,mean_reversion_gate,3,2,2,0.0052473299292684,0.0052473299292684,0.5103428182086022,47
a7ffcore5_e7f5d8fab7b8470b71,open_interest_like|price_like,mean_reversion_gate,3,2,2,0.0074869887007635,0.0074869887007635,0.5611779528062011,48
a7ffcore5_390ea2e8b9236b3198,open_interest_like|price_like,mean_reversion_gate,3,2,2,0.0052473299292684,0.0052473299292684,0.6072852515176023,49
a7ffcore5_f687ee1e9ed95c3b67,open_interest_like|price_like,mean_reversion_gate,3,2,2,0.0052473299292684,0.0052473299292684,0.6072852515176023,50
a7ffcore5_08bebdf81544e01497,open_interest_like|price_like,mean_reversion_gate,3,2,2,0.0031991207963981,0.2856107458974497,0.6373293055592374,51
a7ffcore5_7851200536e69a684f,taker_flow_like|open_interest_like,flow_x_leverage,3,1,3,0.0063039478055342,0.0063039478055342,0.4110714489197307,52
a7ffcore5_c3db204b4025d59ad1,taker_flow_like|basis_premium_like,gated_sign,3,1,3,0.0068014639613118,0.0068014639613118,0.4878014532532847,53
a7ffcore5_20349c393fc8912b86,taker_flow_like,single,3,1,3,0.0071076826312707,0.0071076826312707,0.520915684505595,54
a7ffcore5_6591c5e3e78f0eb755,taker_flow_like|open_interest_like,flow_x_leverage,3,1,3,0.0144262583888288,0.0144262583888288,0.6071160990241528,55
a7ffcore5_c84732657e9ffe68d5,liquidity_like,liquidity_shock,3,1,3,0.0144280328905307,0.3385870092057813,0.6415537084609819,56
a7ffcore5_2ba317cc57140f6f9f,taker_flow_like|open_interest_like,flow_x_leverage,2,2,2,0.0091869461858415,0.0091869461858415,0.2714599941423371,57
a7ffcore5_0c0b5ec3c3ea91900d,taker_flow_like|open_interest_like,flow_x_leverage,2,2,2,0.0093719611692536,0.0093719611692536,0.2986234901590072,58
a7ffcore5_ead6f57d703b25a5ae,taker_flow_like|open_interest_like,flow_x_leverage,2,2,2,0.0086482786199724,0.0086482786199724,0.3633850125270859,59
a7ffcore5_7a44af96345ac558cb,taker_flow_like|open_interest_like,flow_x_leverage,2,2,2,0.0082935547476876,0.0082935547476876,0.4105869710850531,60
a7ffcore5_6bc9223f8acc9c7e0b,taker_flow_like|open_interest_like,flow_x_leverage,2,2,2,0.0030610359228077,0.0264178923521942,0.4973283309593195,61
a7ffcore5_839f1e819605cbaa66,taker_flow_like|basis_premium_like,gated_sign,2,2,2,0.0026739221390974,0.0913248324672386,0.5667310883998219,62
a7ffcore5_5ba658815822f27f2b,taker_flow_like|open_interest_like,flow_x_leverage,2,2,2,0.0098429082852181,0.0098429082852181,0.5776899236030608,63
a7ffcore5_137b8e94d43629705c,open_interest_like|price_like,mean_reversion_gate,2,2,2,0.0029897553287659,0.3249939978301274,0.5834467404956895,64
a7ffcore5_acaa29d7e5ccadc8d6,open_interest_like|price_like,mean_reversion_gate,2,2,2,0.0029897553287659,0.3249939978301274,0.5834467404956895,65
a7ffcore5_3f91329ef2964f3fc7,taker_flow_like|basis_premium_like,gated_sign,2,2,2,0.0021679075933757,0.1483443594260132,0.6153482326928437,66
a7ffcore5_eeaa9755bc8fb5cd95,open_interest_like|price_like,mean_reversion_gate,2,2,2,0.0044115248319257,0.0044115248319257,0.6181251474319983,67
a7ffcore5_3f920fb235700d5776,taker_flow_like|open_interest_like,flow_x_leverage,2,2,2,0.0099117921714469,0.1127156124783773,0.6676145893483179,68
a7ffcore5_65b597049ca5e0b759,open_interest_like,single,2,2,2,0.0062602859078799,0.0062602859078799,0.684130131850276,69
a7ffcore5_e87b3041b2d66982dc,taker_flow_like|open_interest_like,flow_x_leverage,2,2,2,0.0115902652657516,0.0115902652657516,0.7174902586468572,70
a7ffcore5_e5244edd9837f40696,open_interest_like,single,2,2,2,0.0060594296330484,0.1628211066819239,0.7509054310309137,71
a7ffcore5_b9beb4fd43cf7914e2,taker_flow_like|basis_premium_like,gated_sign,2,2,2,0.0027683014041992,0.0027683014041992,0.7816039112096673,72
a7ffcore5_90f698d22d9bd905b8,taker_flow_like,single,2,2,1,0.0065441715870775,0.0065441715870775,0.3277149827948883,73
a7ffcore5_047d48e203fb9e72cd,open_interest_like|price_like,mean_reversion_gate,2,2,1,0.0054139017857076,0.0054139017857076,0.3562348038134807,74
a7ffcore5_548e4c9f811a38d9c7,liquidity_like,liquidity_shock,2,2,1,0.0123759184675654,0.0123759184675654,0.4147057025745413,75
a7ffcore5_c0006470328ac9bd1f,open_interest_like|price_like,mean_reversion_gate,2,2,1,0.0047985089188536,0.0047985089188536,0.475490322778894,76
a7ffcore5_c105fe668fa7685fa6,open_interest_like|price_like,mean_reversion_gate,2,2,1,0.0042217998040242,0.0042217998040242,0.5103428182086022,77
a7ffcore5_fe463430faa60b809b,taker_flow_like,single,2,2,1,0.0044529644195461,0.6101802164023401,0.5246033916232509,78
a7ffcore5_2904ff05e6bb681dbc,open_interest_like|price_like,mean_reversion_gate,2,2,1,0.0044330569925102,0.0044330569925102,0.5961546015129917,79
a7ffcore5_c50f6e97fe917f4167,taker_flow_like,single,2,2,1,0.0037236981397896,0.4899407833024907,0.6358889966529754,80
a7ffcore5_6681094b87ee50474f,open_interest_like|price_like,mean_reversion_gate,2,2,1,0.0054795191326754,0.0054795191326754,0.6601656296231382,81
a7ffcore5_abd21a5a171736e21e,liquidity_like,single,2,2,1,0.0035705036349589,0.0035705036349589,0.666374014616012,82
a7ffcore5_b8522de8b6805b1c4c,open_interest_like|price_like,mean_reversion_gate,2,2,1,0.0044010524791434,0.0044010524791434,0.6679189775540779,83
a7ffcore5_c77ef7fab4afe5c763,taker_flow_like|open_interest_like,flow_x_leverage,2,2,1,0.0059516644988308,0.0215380473304909,0.6759265580421068,84
a7ffcore5_89d2049d11221f570d,volatility_like,single,2,2,1,0.0071418152825404,0.0071418152825404,0.6864894204018173,85
a7ffcore5_1479da223c6a1f7e4c,open_interest_like|price_like,mean_reversion_gate,2,2,1,0.0067575867187713,0.0067575867187713,0.6993036651017285,86
a7ffcore5_2b46573dd56cadfafc,taker_flow_like,single,2,2,1,0.0021607887279634,0.0021607887279634,0.719949280402878,87
a7ffcore5_a9fcffd50c32f8b796,taker_flow_like,single,2,2,1,0.0021852501201054,0.0021852501201054,0.7623386873811265,88
a7ffcore5_736118f153d95df58b,liquidity_like,single,2,2,1,0.0043021586178214,0.0043021586178214,0.7770784502150789,89
a7ffcore5_5a0eb1293d5ed37629,taker_flow_like,single,2,1,2,0.0035175773223315,0.0719142400164853,0.2649021825473412,90
a7ffcore5_7fba8dd1c3da4e1fde,taker_flow_like|open_interest_like,flow_x_leverage,2,1,2,0.0040948565592989,0.1137181184148924,0.3200059987758075,91
a7ffcore5_b4246145a5fe0becc1,taker_flow_like|open_interest_like,flow_x_leverage,2,1,2,0.0047049922180379,0.1022719086550651,0.3231252336827962,92
a7ffcore5_be5c080d95c8a13e44,taker_flow_like|open_interest_like,flow_x_leverage,2,1,2,0.0122888129568727,0.0122888129568727,0.3602040971489004,93
a7ffcore5_b064580d00c38b06a9,taker_flow_like|open_interest_like,flow_x_leverage,2,1,2,0.0059996565797885,0.0059996565797885,0.3660427248713155,94
a7ffcore5_43ed9e3126d2bf4c9c,taker_flow_like|open_interest_like,flow_x_leverage,2,1,2,0.0043916332007197,0.1084391756857824,0.3963051082494839,95
a7ffcore5_cc640529861c49f97b,taker_flow_like,single,2,1,2,0.0038063417648295,0.50642089302053,0.5192825073767586,96
a7ffcore5_6695074813549a8bc9,taker_flow_like,single,2,1,2,0.0013158412971376,0.1992655937036732,0.6029747866612186,97
a7ffcore5_f8f5a7d388d98ddbee,liquidity_like,single,2,1,2,0.0069348743696825,0.0069348743696825,0.653228881299192,98
a7ffcore5_3d81d9a5ae054ace1c,open_interest_like,delta_x_divergence,2,1,2,0.00263645699423,0.1158582280539641,0.6737597869779712,99
a7ffcore5_5868db3efa1fa51de5,liquidity_like,single,2,1,2,0.0057201892259636,0.3723178787524177,0.7261935402489217,100
a7ffcore5_e150c9b8e60f09f485,taker_flow_like,single,1,1,1,0.0012475609635602,0.0498763244903251,0.3602846336966814,101
a7ffcore5_24de13cbccf306e9bd,open_interest_like|positioning_like,delta_x_divergence,1,1,1,0.0014643232524397,0.0734053283138081,0.5259493641094749,102
a7ffcore5_f478e18da8849c8f7e,taker_flow_like|basis_premium_like,gated_sign,1,1,1,0.0010328890705672,0.1609934351657931,0.5567626594210379,103
a7ffcore5_d495bcdff277541a9d,open_interest_like,single,1,1,1,0.0030709005633814,0.0030709005633814,0.5724606971761343,104
a7ffcore5_22f94c55c49a93d48b,taker_flow_like,single,1,1,1,0.0050523788103818,0.0050523788103818,0.5941528541990209,105
a7ffcore5_ff02da2fd4f0d8e0e9,open_interest_like,single,1,1,1,0.0041001538373323,0.1537843501774033,0.6041995339758018,106
a7ffcore5_38339757ef29d88893,taker_flow_like,single,1,1,1,0.0044112376502605,0.2145319528937479,0.6193287201379883,107
a7ffcore5_9e4293913b29d39f8d,liquidity_like,single,1,1,1,0.0070770788658013,0.0393347221151591,0.6434852031211591,108
a7ffcore5_e47c061c959d628ecb,taker_flow_like,single,1,1,1,0.0021851654140821,0.118144249483098,0.6593965768137536,109
a7ffcore5_636578f5c6f8790d3d,open_interest_like,single,1,1,1,0.0059571021291445,0.1699879714020334,0.6731862749330813,110
a7ffcore5_6527a26f6a35191da1,open_interest_like|positioning_like,delta_x_divergence,1,1,1,0.0017353630179768,0.0885683825299145,0.6937013068126537,111
a7ffcore5_63fc59fb6987d6a9ee,taker_flow_like|basis_premium_like,gated_sign,1,1,1,0.0026621064463334,0.0613310234760183,0.7262486623798293,112
a7ffcore5_7b3f61a2d4de6da71c,open_interest_like,delta_x_divergence,1,1,1,0.0011216113234389,0.1842689996909315,0.736257411482806,113
a7ffcore5_a8001dcaf7a47947c8,open_interest_like,delta_x_divergence,1,1,1,0.0011107850036885,0.1900243783708743,0.7426969746917645,114
