control_id,base_candidate_id,family,control_mode,raw_validation_2025H1_ann_10bps_lag0,raw_validation_2025H1_sharpe_10bps_lag0,raw_validation_2025H1_sum_10bps_lag0,raw_validation_2025H1_active_hours_10bps_lag0,raw_recent_2025H2_2026Apr_ann_10bps_lag0,raw_recent_2025H2_2026Apr_sharpe_10bps_lag0,raw_recent_2025H2_2026Apr_sum_10bps_lag0,raw_recent_2025H2_2026Apr_active_hours_10bps_lag0,raw_may_2026_stress_ann_10bps_lag0,raw_may_2026_stress_sharpe_10bps_lag0,raw_may_2026_stress_sum_10bps_lag0,raw_may_2026_stress_active_hours_10bps_lag0,control_research_like
a7ag1_H0_agg_flow_x_context_24_8a15698fe19f__wrong_lag_stale_24h,a7ag1_H0_agg_flow_x_context_24_8a15698fe19f,H0_agg_flow_x_context,wrong_lag_stale_24h,-6.275720704868157,-5.0001195659507465,-3.112069719400374,4344,-12.778923978089699,-14.790745045086792,-10.643268189970598,7296,-13.687506527876131,-21.549541368545967,-0.7500003576918428,480,False
a7ag1_H0_agg_flow_x_context_24_8a15698fe19f__time_shuffle,a7ag1_H0_agg_flow_x_context_24_8a15698fe19f,H0_agg_flow_x_context,time_shuffle,-8.567839213304618,-6.521915308266428,-4.237950606306954,4333,-9.852819242687387,-11.504021561605,-8.18593817902726,7278,-6.984091218306261,-10.744261546220725,-0.3826899297702061,480,False
a7ag1_H0_agg_flow_x_context_24_d2e937fcc1de__sign_flip,a7ag1_H0_agg_flow_x_context_24_d2e937fcc1de,H0_agg_flow_x_context,sign_flip,-11.265466871813555,-8.723855233633326,-5.586436996707544,4344,-9.36970171219091,-10.93923186380963,-7.803806357550785,7296,-14.81850848627463,-23.27913539921251,-0.8119730677410757,480,False
a7ag1_H0_agg_flow_x_context_24_d2e937fcc1de__row_shuffle,a7ag1_H0_agg_flow_x_context_24_d2e937fcc1de,H0_agg_flow_x_context,row_shuffle,-12.811080084171712,-9.713300608097493,-6.14376112255769,4201,-11.285184860692231,-12.974319336784108,-9.082254939255733,7050,-12.930242335371773,-19.923507900314767,-0.6952219337854001,471,False
a7ag1_H0_agg_flow_x_context_24_d2e937fcc1de__wrong_lag_stale_24h,a7ag1_H0_agg_flow_x_context_24_d2e937fcc1de,H0_agg_flow_x_context,wrong_lag_stale_24h,-13.484183976086252,-10.751169522009851,-6.686677533346881,4344,-5.928830142789425,-6.84770197564731,-4.937984557282151,7296,-5.025963252343651,-7.8515421099821445,-0.2753952467037617,480,False
a7ag1_H0_agg_flow_x_context_24_d2e937fcc1de__time_shuffle,a7ag1_H0_agg_flow_x_context_24_d2e937fcc1de,H0_agg_flow_x_context,time_shuffle,-8.019706168344971,-6.293794738720243,-3.9640785055860417,4330,-9.874092763031474,-11.453411424572927,-8.206994224615542,7281,-9.334736619151887,-15.103155466741221,-0.5114924174877746,480,False
a7ag1_H0_agg_flow_x_context_24_557e2d3b929c__sign_flip,a7ag1_H0_agg_flow_x_context_24_557e2d3b929c,H0_agg_flow_x_context,sign_flip,-11.792671917768784,-9.06000344468167,-5.846526728181487,4343,-9.149094855359444,-10.582761891043306,-7.619023626694878,7295,-20.33335354045087,-33.79855186031459,-1.1141563583808696,480,False
a7ag1_H0_agg_flow_x_context_24_557e2d3b929c__row_shuffle,a7ag1_H0_agg_flow_x_context_24_557e2d3b929c,H0_agg_flow_x_context,row_shuffle,-13.734499567694526,-10.378719025090527,-6.545837408119252,4175,-10.470110049052526,-11.7695301321778,-8.371307167073503,7004,-12.212433538381458,-18.85989387106099,-0.6426862855244123,461,False
a7ag1_H0_agg_flow_x_context_24_557e2d3b929c__wrong_lag_stale_24h,a7ag1_H0_agg_flow_x_context_24_557e2d3b929c,H0_agg_flow_x_context,wrong_lag_stale_24h,-7.991468324061013,-6.346442989812921,-3.9619802433101574,4343,-8.325894037724527,-9.713947094143073,-6.933492808812834,7295,4.006634819787701,6.698215227284974,0.2195416339609699,480,False
a7ag1_H0_agg_flow_x_context_24_557e2d3b929c__time_shuffle,a7ag1_H0_agg_flow_x_context_24_557e2d3b929c,H0_agg_flow_x_context,time_shuffle,-11.801607302006994,-9.31756966471627,-5.82805401695003,4326,-10.735952880738632,-12.685258850555279,-8.917213831079255,7276,-8.799061290332132,-13.894013343526673,-0.4821403446757333,480,False
a7ag1_H0_agg_flow_x_context_24_cf2624715d9e__sign_flip,a7ag1_H0_agg_flow_x_context_24_cf2624715d9e,H0_agg_flow_x_context,sign_flip,-4.21047048898403,-3.232887198949044,-2.0874512937965344,4343,-5.9543092826547035,-6.8839706668716785,-4.958525823854574,7295,6.434674969022294,10.684828108557594,0.3525849298094408,480,False
a7ag1_H0_agg_flow_x_context_24_cf2624715d9e__row_shuffle,a7ag1_H0_agg_flow_x_context_24_cf2624715d9e,H0_agg_flow_x_context,row_shuffle,-13.362184875640189,-10.129809903211418,-6.377545087334661,4181,-10.810526669453917,-12.46083345311265,-8.67186882491469,7027,-9.06455495301713,-13.495593327591454,-0.4811664444238545,465,False
a7ag1_H0_agg_flow_x_context_24_cf2624715d9e__wrong_lag_stale_24h,a7ag1_H0_agg_flow_x_context_24_cf2624715d9e,H0_agg_flow_x_context,wrong_lag_stale_24h,-8.030115581326719,-6.381473815316384,-3.9811406358107235,4343,-6.780479166863895,-7.896151448507418,-5.6465291692091455,7295,-17.802632072534955,-29.594165658187364,-0.975486688906025,480,False
a7ag1_H0_agg_flow_x_context_24_cf2624715d9e__time_shuffle,a7ag1_H0_agg_flow_x_context_24_cf2624715d9e,H0_agg_flow_x_context,time_shuffle,-11.557613372097023,-9.226358024654521,-5.716796659965343,4333,-9.827358702256669,-11.505334262489596,-8.167028693199606,7280,-10.807149940021217,-16.304108893914485,-0.5921725994532173,480,False
a7ag1_H0_agg_flow_x_context_24_ba2e079a8086__sign_flip,a7ag1_H0_agg_flow_x_context_24_ba2e079a8086,H0_agg_flow_x_context,sign_flip,-10.883672958554312,-8.421574356312911,-5.39710905615981,4344,-6.381671766463826,-7.395189139394523,-5.315145800013707,7296,-16.267992468719836,-26.520552378022646,-0.891396847601087,480,False
a7ag1_H0_agg_flow_x_context_24_ba2e079a8086__row_shuffle,a7ag1_H0_agg_flow_x_context_24_ba2e079a8086,H0_agg_flow_x_context,row_shuffle,-11.784935251887722,-8.843120681453057,-5.6018801813767665,4164,-11.53469923561396,-13.243913761664263,-9.222492402538833,7004,-8.245534300235247,-12.647100368230685,-0.436749762021593,464,False
a7ag1_H0_agg_flow_x_context_24_ba2e079a8086__wrong_lag_stale_24h,a7ag1_H0_agg_flow_x_context_24_ba2e079a8086,H0_agg_flow_x_context,wrong_lag_stale_24h,-9.13074964374195,-7.026515025883455,-4.527851193198063,4344,-12.493851685165817,-14.619394604928447,-10.405838115864132,7296,-6.111824628499535,-9.588311318643164,-0.3348945001917553,480,False
a7ag1_H0_agg_flow_x_context_24_ba2e079a8086__time_shuffle,a7ag1_H0_agg_flow_x_context_24_ba2e079a8086,H0_agg_flow_x_context,time_shuffle,-4.972574313908461,-3.814561751489896,-2.4596078198818905,4333,-10.729010116268501,-12.601534845387178,-8.911447215293336,7276,-7.852793071809486,-11.866099089736252,-0.4302900313320266,480,False
a7ag1_H0_agg_flow_x_context_24_54de3c369a5c__sign_flip,a7ag1_H0_agg_flow_x_context_24_54de3c369a5c,H0_agg_flow_x_context,sign_flip,-5.270130999918156,-4.078928655391255,-2.613407427356675,4344,-9.21455762914057,-10.687081265721206,-7.6745904637225575,7296,1.3483166445440107,2.1955924654645984,0.07388036408460333,480,False
a7ag1_H0_agg_flow_x_context_24_54de3c369a5c__row_shuffle,a7ag1_H0_agg_flow_x_context_24_54de3c369a5c,H0_agg_flow_x_context,row_shuffle,-12.164287875665305,-9.30476636395952,-5.814140791713543,4187,-9.92052680189725,-11.500353194977494,-7.962468486773922,7031,-9.889272325593609,-15.08914867013907,-0.5260731625258701,466,False
a7ag1_H0_agg_flow_x_context_24_54de3c369a5c__wrong_lag_stale_24h,a7ag1_H0_agg_flow_x_context_24_54de3c369a5c,H0_agg_flow_x_context,wrong_lag_stale_24h,-7.0507545150826525,-5.4164614291936415,-3.4964015540546853,4344,-3.0985778261123804,-3.61792063007059,-2.5807333127072973,7296,-8.8788457011708,-13.898056219051236,-0.4865120932148383,480,False
a7ag1_H0_agg_flow_x_context_24_54de3c369a5c__time_shuffle,a7ag1_H0_agg_flow_x_context_24_54de3c369a5c,H0_agg_flow_x_context,time_shuffle,-10.67201632697871,-8.288322567923487,-5.273876561585712,4329,-11.084148756251382,-12.986504546520687,-9.220341551005003,7287,-6.918562145345578,-11.04687418322932,-0.3775197152368934,478,False
a7ag1_H0_agg_flow_x_context_24_70b5a61d6f80__sign_flip,a7ag1_H0_agg_flow_x_context_24_70b5a61d6f80,H0_agg_flow_x_context,sign_flip,-2.966086635624279,-2.4007198207493987,-1.470853920679437,4344,-8.718961634405929,-10.322066778261368,-7.2618201009846635,7296,-13.106059709732115,-19.808136150044064,-0.7181402580675131,480,False
a7ag1_H0_agg_flow_x_context_24_70b5a61d6f80__row_shuffle,a7ag1_H0_agg_flow_x_context_24_70b5a61d6f80,H0_agg_flow_x_context,row_shuffle,-10.657679348554263,-8.19849326576349,-5.086730291815682,4181,-10.157597175600634,-11.390754641923246,-8.170140376630373,7046,-8.284241270774423,-12.492152586975175,-0.4397456838938478,465,False
a7ag1_H0_agg_flow_x_context_24_70b5a61d6f80__wrong_lag_stale_24h,a7ag1_H0_agg_flow_x_context_24_70b5a61d6f80,H0_agg_flow_x_context,wrong_lag_stale_24h,-8.13672380082204,-6.318769426724384,-4.034923309448738,4344,-9.5327677712896,-11.24704475948052,-7.939620280745311,7296,-9.003899870352466,-14.614740787857688,-0.4933643764576694,480,False
a7ag1_H0_agg_flow_x_context_24_70b5a61d6f80__time_shuffle,a7ag1_H0_agg_flow_x_context_24_70b5a61d6f80,H0_agg_flow_x_context,time_shuffle,-11.866367949163022,-9.314699193343737,-5.869517388552897,4333,-9.351885196010734,-10.775068490908696,-7.772953894081524,7281,-13.577654757474244,-21.469760047023094,-0.7439810826013284,480,False
a7ag1_H0_agg_flow_x_context_24_da851adb1991__sign_flip,a7ag1_H0_agg_flow_x_context_24_da851adb1991,H0_agg_flow_x_context,sign_flip,-9.831516727863065,-7.970021490789783,-4.875354870529355,4344,-3.0876879824246117,-3.6410673119185883,-2.5716634154988545,7296,0.12208718225958787,0.18425284820296992,0.006689708616963719,480,False
a7ag1_H0_agg_flow_x_context_24_da851adb1991__row_shuffle,a7ag1_H0_agg_flow_x_context_24_da851adb1991,H0_agg_flow_x_context,row_shuffle,-9.916131149963709,-7.516045315675024,-4.7599693476709355,4205,-10.77566331509454,-12.438799256382756,-8.663584101393933,7043,-10.134099791737714,-15.439990530464305,-0.5390970893778282,466,False
a7ag1_H0_agg_flow_x_context_24_da851adb1991__wrong_lag_stale_24h,a7ag1_H0_agg_flow_x_context_24_da851adb1991,H0_agg_flow_x_context,wrong_lag_stale_24h,-4.652613822880229,-3.611510702097787,-2.307186580661155,4344,-2.2813628678081446,-2.6800542464787913,-1.9000940049689752,7296,-3.5380616681090733,-5.705421292896526,-0.19386639277309992,480,False
a7ag1_H0_agg_flow_x_context_24_da851adb1991__time_shuffle,a7ag1_H0_agg_flow_x_context_24_da851adb1991,H0_agg_flow_x_context,time_shuffle,-11.353712704127908,-9.024924002079612,-5.615940313582902,4333,-9.610300462081435,-11.271195476360681,-7.983351194356918,7277,-13.194688440726082,-19.92636092529832,-0.7214903839164148,479,False
a7ag1_H0_agg_flow_x_context_24_5d7615f33e96__sign_flip,a7ag1_H0_agg_flow_x_context_24_5d7615f33e96,H0_agg_flow_x_context,sign_flip,-2.8599506122881384,-2.3008980979392555,-1.4182220844497344,4344,-8.420110022660412,-10.072732804509442,-7.012913553119904,7296,-11.717801508823833,-18.110081536748204,-0.6420713155519908,480,False
a7ag1_H0_agg_flow_x_context_24_5d7615f33e96__row_shuffle,a7ag1_H0_agg_flow_x_context_24_5d7615f33e96,H0_agg_flow_x_context,row_shuffle,-11.252229892971169,-8.524662229848015,-5.379490729653339,4188,-11.150771879664742,-12.694298925900508,-8.946075887018699,7028,-12.567641184044836,-20.031284299098107,-0.6628139528571592,462,False
a7ag1_H0_agg_flow_x_context_24_5d7615f33e96__wrong_lag_stale_24h,a7ag1_H0_agg_flow_x_context_24_5d7615f33e96,H0_agg_flow_x_context,wrong_lag_stale_24h,-6.347417659330094,-4.972507517778888,-3.1476235516130053,4344,-10.108689258515792,-12.010121967230774,-8.419291875585754,7296,-10.127319400919708,-16.519738603992188,-0.5549216110092992,480,False
a7ag1_H0_agg_flow_x_context_24_5d7615f33e96__time_shuffle,a7ag1_H0_agg_flow_x_context_24_5d7615f33e96,H0_agg_flow_x_context,time_shuffle,-10.196801971067245,-7.940992252862607,-5.046020153490469,4335,-9.41832537664118,-10.994106157043024,-7.830326908456359,7283,-13.956148425015757,-21.06964395114559,-0.7631272940162726,479,False
a7ag1_H0_agg_flow_x_context_24_3f127ef39fea__sign_flip,a7ag1_H0_agg_flow_x_context_24_3f127ef39fea,H0_agg_flow_x_context,sign_flip,-10.871614866432036,-8.755197364061361,-5.391129563901915,4344,-4.168115107472615,-4.963852716479242,-3.471526007319657,7296,-1.553959480187159,-2.393841345595764,-0.08514846466778953,480,False
a7ag1_H0_agg_flow_x_context_24_3f127ef39fea__row_shuffle,a7ag1_H0_agg_flow_x_context_24_3f127ef39fea,H0_agg_flow_x_context,row_shuffle,-12.817993489899354,-9.664622794779774,-6.166098694798617,4214,-8.662376875369066,-10.018940747324962,-6.961544886141349,7040,-8.492163954521807,-13.19893090152572,-0.4362412990336545,450,False
a7ag1_H0_agg_flow_x_context_24_3f127ef39fea__wrong_lag_stale_24h,a7ag1_H0_agg_flow_x_context_24_3f127ef39fea,H0_agg_flow_x_context,wrong_lag_stale_24h,-7.3857211907700835,-5.787828303575424,-3.6625083165188634,4344,-2.4829399346594556,-2.937446721225415,-2.0679828496889714,7296,-2.815741038640732,-4.576707398077171,-0.15428718019949217,480,False
a7ag1_H0_agg_flow_x_context_24_3f127ef39fea__time_shuffle,a7ag1_H0_agg_flow_x_context_24_3f127ef39fea,H0_agg_flow_x_context,time_shuffle,-9.160952830282072,-7.212135363714758,-4.530279413331272,4332,-10.11531789652571,-11.829376216735229,-8.404027814031291,7278,-6.430738956026772,-10.266185835347695,-0.35163515524392963,479,False
a7ag1_H0_agg_flow_x_context_24_77872f559455__sign_flip,a7ag1_H0_agg_flow_x_context_24_77872f559455,H0_agg_flow_x_context,sign_flip,-4.605986770982933,-3.5612848032187285,-2.2824872800042137,4341,-3.830992751020474,-4.64476045985254,-3.1903073194856573,7295,-22.92712522736885,-38.268684893932836,-1.2562808343763754,480,False
a7ag1_H0_agg_flow_x_context_24_77872f559455__row_shuffle,a7ag1_H0_agg_flow_x_context_24_77872f559455,H0_agg_flow_x_context,row_shuffle,-7.695783615036943,-5.931548657824349,-3.6862452110382433,4196,-12.374216624976476,-14.224283831292395,-9.93610042695029,7034,-14.401183009068271,-21.67385772353458,-0.769378270347483,468,False
a7ag1_H0_agg_flow_x_context_24_77872f559455__wrong_lag_stale_24h,a7ag1_H0_agg_flow_x_context_24_77872f559455,H0_agg_flow_x_context,wrong_lag_stale_24h,-6.065444572428224,-4.61606675520773,-3.0057185946245344,4341,-3.007719719219938,-3.5592525397817973,-2.5047163643503936,7295,13.391452167559317,20.02590774408479,0.7337782009621543,480,False
a7ag1_H0_agg_flow_x_context_24_77872f559455__time_shuffle,a7ag1_H0_agg_flow_x_context_24_77872f559455,H0_agg_flow_x_context,time_shuffle,-12.346408681182602,-9.5452597349639,-6.102733971406469,4330,-9.585125895073931,-11.187005160019279,-7.954779138948342,7270,-14.49811812449765,-24.033590337617877,-0.7911073588481594,478,False
a7ag1_H0_agg_flow_x_context_24_d9563837715d__sign_flip,a7ag1_H0_agg_flow_x_context_24_d9563837715d,H0_agg_flow_x_context,sign_flip,-0.7593471901492338,-0.5867778033484929,-0.3762929397760073,4341,-0.791553596394962,-0.9575639413307327,-0.6591761969978593,7295,20.254603249346868,33.683698079079775,1.1098412739368146,480,False
a7ag1_H0_agg_flow_x_context_24_d9563837715d__row_shuffle,a7ag1_H0_agg_flow_x_context_24_d9563837715d,H0_agg_flow_x_context,row_shuffle,-11.054507175774727,-8.450270676315917,-5.298844250123068,4199,-10.87968632939584,-12.569110371157272,-8.721136690070502,7022,-8.860125913008892,-13.746596548113892,-0.4723377627140585,467,False
a7ag1_H0_agg_flow_x_context_24_d9563837715d__wrong_lag_stale_24h,a7ag1_H0_agg_flow_x_context_24_d9563837715d,H0_agg_flow_x_context,wrong_lag_stale_24h,0.6947441463857111,0.5280581519992122,0.34427903418497396,4341,-1.6190097131023673,-1.9149904687691788,-1.3482506686166404,7295,-16.086034585141736,-24.24735737870504,-0.8814265526105061,480,False
a7ag1_H0_agg_flow_x_context_24_d9563837715d__time_shuffle,a7ag1_H0_agg_flow_x_context_24_d9563837715d,H0_agg_flow_x_context,time_shuffle,-8.531640916711162,-6.501467922038914,-4.215176014557752,4328,-12.347191922658766,-14.345093427172058,-10.247041698370916,7270,-11.615622582404207,-19.078634832517036,-0.6351464859556638,479,False
a7ag1_H0_agg_flow_x_context_24_cd36130bc1ce__sign_flip,a7ag1_H0_agg_flow_x_context_24_cd36130bc1ce,H0_agg_flow_x_context,sign_flip,2.120187728314334,1.6211806939656574,1.0513807639038206,4344,-2.7137285953839334,-3.367619341015459,-2.2602013506759335,7296,-17.172745836668174,-27.126727957466166,-0.9409723746119548,480,False
a7ag1_H0_agg_flow_x_context_24_cd36130bc1ce__row_shuffle,a7ag1_H0_agg_flow_x_context_24_cd36130bc1ce,H0_agg_flow_x_context,row_shuffle,-9.554128879577425,-7.245515803533082,-4.570930837249884,4191,-11.405131525493264,-13.118999782581923,-9.191806914381557,7060,-8.774080788401823,-13.15221375823944,-0.46374422431849815,463,False
a7ag1_H0_agg_flow_x_context_24_cd36130bc1ce__wrong_lag_stale_24h,a7ag1_H0_agg_flow_x_context_24_cd36130bc1ce,H0_agg_flow_x_context,wrong_lag_stale_24h,-9.11401931698224,-7.050297736034412,-4.519554784585714,4344,-8.109101751951128,-9.33615460877756,-6.753882007104501,7296,0.6331009415526642,0.9510861140683469,0.034690462550830914,480,False
a7ag1_H0_agg_flow_x_context_24_cd36130bc1ce__time_shuffle,a7ag1_H0_agg_flow_x_context_24_cd36130bc1ce,H0_agg_flow_x_context,time_shuffle,-10.12881142925069,-7.665308604202471,-5.011217892051654,4334,-10.903509631928667,-12.844979642720949,-9.063853554760794,7282,-9.79516219796032,-15.740039864812942,-0.534484877925232,478,False
a7ag1_H0_agg_flow_x_context_24_176b5ddf86de__sign_flip,a7ag1_H0_agg_flow_x_context_24_176b5ddf86de,H0_agg_flow_x_context,sign_flip,-7.299992233201715,-5.584309850084862,-3.6199961485192067,4344,-2.242455253661759,-2.7725623199206435,-1.8676887592141775,7296,13.621616715789052,21.203078036814546,0.7463899570295371,480,False
a7ag1_H0_agg_flow_x_context_24_176b5ddf86de__row_shuffle,a7ag1_H0_agg_flow_x_context_24_176b5ddf86de,H0_agg_flow_x_context,row_shuffle,-9.467154212052636,-7.303566661445941,-4.547692342958618,4208,-10.153874565636986,-11.601661199887463,-8.176419085160195,7054,-12.097956676543154,-17.52065678162098,-0.6311376941986554,457,False
a7ag1_H0_agg_flow_x_context_24_176b5ddf86de__wrong_lag_stale_24h,a7ag1_H0_agg_flow_x_context_24_176b5ddf86de,H0_agg_flow_x_context,wrong_lag_stale_24h,3.9111682454018837,3.021332822503636,1.939510828541756,4344,3.142481415051184,3.6122412705030635,2.6172995895220823,7296,-3.8906256668273893,-5.956824701129592,-0.2131849680453364,480,False
a7ag1_H0_agg_flow_x_context_24_176b5ddf86de__time_shuffle,a7ag1_H0_agg_flow_x_context_24_176b5ddf86de,H0_agg_flow_x_context,time_shuffle,-9.390357769169716,-7.356679609012179,-4.645868786710222,4334,-10.206104966439895,-12.007688668863734,-8.482950942996448,7281,-7.438066943036451,-11.495392291444864,-0.40671621754731274,479,False
a7ag1_H0_agg_flow_x_context_24_405e237279a3__sign_flip,a7ag1_H0_agg_flow_x_context_24_405e237279a3,H0_agg_flow_x_context,sign_flip,-6.22612625933565,-4.695782377965548,-3.08747630942398,4344,-10.684955694703582,-12.651274292383956,-8.899250770383258,7296,-5.877660649467974,-9.387541668446442,-0.3220635972311219,480,False
a7ag1_H0_agg_flow_x_context_24_405e237279a3__row_shuffle,a7ag1_H0_agg_flow_x_context_24_405e237279a3,H0_agg_flow_x_context,row_shuffle,-13.435818472989727,-10.307760164888144,-6.440297005489025,4199,-9.65623780796418,-11.242156424629087,-7.747036451412357,7028,-8.571081093997384,-13.007340718292054,-0.44616586516698703,456,False
a7ag1_H0_agg_flow_x_context_24_405e237279a3__wrong_lag_stale_24h,a7ag1_H0_agg_flow_x_context_24_405e237279a3,H0_agg_flow_x_context,wrong_lag_stale_24h,-4.834874061167145,-3.7399224480248665,-2.3975676851267216,4344,-9.235928536454459,-10.847407828967768,-7.692389794745631,7296,-4.928419516098227,-7.921033652799963,-0.27005038444373847,480,False
a7ag1_H0_agg_flow_x_context_24_405e237279a3__time_shuffle,a7ag1_H0_agg_flow_x_context_24_405e237279a3,H0_agg_flow_x_context,time_shuffle,-7.920162535021267,-6.177785313841619,-3.915778988490537,4331,-11.105996437626812,-12.946879719817979,-9.228373067292873,7279,-10.541469665900088,-16.14353624158694,-0.5752080479794797,478,False
a7ag1_H0_agg_flow_x_context_24_3f7e8507b2f9__sign_flip,a7ag1_H0_agg_flow_x_context_24_3f7e8507b2f9,H0_agg_flow_x_context,sign_flip,-8.759549170207187,-6.60866803330671,-4.343776437828769,4344,-3.4978354779395655,-4.120979061143304,-2.913265713133227,7296,-9.274652537345215,-14.771670103151065,-0.5082001390326145,480,False
a7ag1_H0_agg_flow_x_context_24_3f7e8507b2f9__row_shuffle,a7ag1_H0_agg_flow_x_context_24_3f7e8507b2f9,H0_agg_flow_x_context,row_shuffle,-9.7246221749467,-7.197456809916732,-4.646948450265627,4186,-11.09133611921868,-12.623261207022141,-8.918649728741595,7044,-3.163969728259326,-4.888881363274801,-0.16686689662737542,462,False
a7ag1_H0_agg_flow_x_context_24_3f7e8507b2f9__wrong_lag_stale_24h,a7ag1_H0_agg_flow_x_context_24_3f7e8507b2f9,H0_agg_flow_x_context,wrong_lag_stale_24h,-10.177349240393175,-7.8825345959600535,-5.046849897290862,4344,-4.947311233643867,-5.802906376411517,-4.120500315144481,7296,-9.840242571813862,-15.701279769610096,-0.5391913737980198,480,False
a7ag1_H0_agg_flow_x_context_24_3f7e8507b2f9__time_shuffle,a7ag1_H0_agg_flow_x_context_24_3f7e8507b2f9,H0_agg_flow_x_context,time_shuffle,-11.743105644917522,-9.106234437362136,-5.81659079832159,4339,-8.91378522538147,-10.414021600298412,-7.4057681358820036,7278,-13.080795980671676,-19.874816749445273,-0.7122762194954783,477,False
a7ag1_H0_agg_flow_x_context_24_402709baa238__sign_flip,a7ag1_H0_agg_flow_x_context_24_402709baa238,H0_agg_flow_x_context,sign_flip,-7.464026686861619,-5.649121334802812,-3.7013392611560354,4344,-10.19066098460846,-12.123604138016612,-8.48756421731773,7296,-4.7152292009107395,-7.528650202660682,-0.25836872333757477,480,False
