source_run,candidate_id,arm,family,expression,near_miss_gate_pass_count,gate_count,raw_recent,cost20_recent,lag1_recent,residual_funding_recent,residual_core4_recent
A7K2_new_space,k1_flow_liquidity_clean_031,K1_flow_liquidity_clean,flow_liquidity_clean,"Mul(Mul(Rank(quote_asset_volume),ZScore(realized_vol_24)),Rank(ret_6))",6,6,1.8371411533124455,1.2019287795984397,1.7624002253194422,4.395325273833759,4.308452903004697
A7K2_new_space,k1_flow_liquidity_clean_033,K1_flow_liquidity_clean,flow_liquidity_clean,"Mul(Mul(Rank(quote_asset_volume),ZScore(realized_vol_24)),Rank(realized_vol_12))",6,6,1.775856752218829,1.2756352660320789,1.8674941823358109,4.246181074211958,4.1684211702127
A7K2_new_space,k1_flow_liquidity_clean_079,K1_flow_liquidity_clean,flow_liquidity_clean,"Mul(Mul(Rank(number_of_trades),ZScore(realized_vol_12)),Rank(mark_index_ratio))",6,6,0.8187193172885122,0.0045559303470773,0.8898159477488151,2.766116306474842,2.67432511199524
A7K2_new_space,k1_flow_liquidity_clean_081,K1_flow_liquidity_clean,flow_liquidity_clean,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",6,6,2.2823454588583107,1.692849275588523,2.322744749915529,5.007612999938536,4.924076796515302
A7K2_new_space,k1_flow_liquidity_clean_083,K1_flow_liquidity_clean,flow_liquidity_clean,"Mul(Rank(number_of_trades),ZScore(realized_vol_24))",6,6,1.994525126981321,1.6220647771636625,2.148395266556369,4.247893311121415,4.162827558237071
A7K2_new_space,k1_flow_liquidity_clean_085,K1_flow_liquidity_clean,flow_liquidity_clean,"Mul(Mul(Rank(number_of_trades),ZScore(realized_vol_24)),Rank(ret_6))",6,6,2.068083808647141,1.4570643092942734,1.9757926791771196,4.319560095664544,4.227633043841374
A7K2_new_space,k1_flow_liquidity_clean_087,K1_flow_liquidity_clean,flow_liquidity_clean,"Mul(Mul(Rank(number_of_trades),ZScore(realized_vol_24)),Rank(realized_vol_12))",6,6,1.8711977082401228,1.3826864979292703,1.9942719797828616,4.03474904054354,3.9512528162689673
A7K2_new_space,k1_flow_liquidity_clean_111,K1_flow_liquidity_clean,flow_liquidity_clean,"Mul(ZScore(avg_trade_size_quote),Rank(ret_6))",6,6,1.1398247115835427,0.464339202885784,1.0226615354273578,3.464117613677088,3.4559188836129344
A7K2_new_space,k1_flow_liquidity_clean_123,K1_flow_liquidity_clean,flow_liquidity_clean,"Mul(Mul(ZScore(avg_trade_size_quote),Rank(ret_12)),ZScore(realized_vol_24))",6,6,1.092748245000296,0.4952225994662082,1.07242784602386,1.6100709333310603,1.569394255076388
A7K2_new_space,k1_flow_liquidity_clean_129,K1_flow_liquidity_clean,flow_liquidity_clean,"Mul(ZScore(avg_trade_size_quote),Rank(realized_vol_12))",6,6,1.22893824058368,0.8407519012591901,1.2330575214157402,2.161166750886564,2.1267844030005283
