field_name,field_family,field_source,role,generator_enabled,requires_agg_features_available_mask,availability_scope,cross_symbol_scope,feature_available_lag_bars,zero_fill_allowed,missing_as_signal_allowed,same_hour_execution_allowed,notes
agg_sell_notional,flow,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_signed_aggressor_quantity,flow,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_signed_aggressor_notional,flow,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_trade_count_le_100,activity_liquidity,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_trade_count_100_1k,activity_liquidity,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_trade_count_1k_10k,activity_liquidity,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_trade_count_10k_100k,activity_liquidity,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_trade_count_100k_1m,activity_liquidity,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_trade_count_gt_1m,activity_liquidity,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_notional_le_100,activity_liquidity,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_notional_100_1k,activity_liquidity,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_notional_1k_10k,activity_liquidity,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_notional_10k_100k,activity_liquidity,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_notional_100k_1m,activity_liquidity,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_notional_gt_1m,activity_liquidity,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_first_agg_trade_id,other,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_last_agg_trade_id,other,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_first_transact_time_ms,other,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_last_transact_time_ms,other,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_high_price,price_microstructure,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_low_price,price_microstructure,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_price_std,price_microstructure,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_max_trade_notional,activity_liquidity,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_open_price,price_microstructure,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_close_price,price_microstructure,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_vwap,price_microstructure,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_buy_vwap,price_microstructure,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_sell_vwap,price_microstructure,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_avg_agg_trade_notional,activity_liquidity,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_avg_underlying_trade_notional,activity_liquidity,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_volume_imbalance,flow,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_buy_sell_notional_ratio,flow,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_price_range_bps,price_microstructure,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_close_to_open_bps,price_microstructure,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_large_trade_count_100k_plus,large_trade,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_large_notional_100k_plus,large_trade,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_large_trade_count_ratio_100k_plus,large_trade,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_large_notional_ratio_100k_plus,large_trade,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_flow_imbalance_qty,flow,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_flow_imbalance_notional,flow,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_buy_notional_share,flow,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_sell_notional_share,flow,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_large_notional_share_100k_plus,large_trade,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_large_count_share_100k_plus,large_trade,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_vwap_close_bps,price_microstructure,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_buy_sell_vwap_spread_bps,price_microstructure,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_avg_underlying_trades_per_agg,other,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_notional_sum_4h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_quantity_sum_4h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_signed_notional_sum_4h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_signed_quantity_sum_4h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_flow_imbalance_notional_4h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_large_notional_sum_4h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_large_notional_share_4h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_trade_count_sum_4h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_avg_trade_notional_4h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_price_range_bps_max_4h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_close_to_open_bps_sum_4h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_notional_sum_24h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_quantity_sum_24h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_signed_notional_sum_24h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_signed_quantity_sum_24h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_flow_imbalance_notional_24h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_large_notional_sum_24h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_large_notional_share_24h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_trade_count_sum_24h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_avg_trade_notional_24h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_price_range_bps_max_24h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_close_to_open_bps_sum_24h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_notional_shock_24h_mad,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_signed_flow_z_24h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_notional_accel_4h_vs_24h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_flow_accel_4h_vs_24h,rolling,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_universe_notional,cross_symbol,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_universe_signed_notional,cross_symbol,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_universe_large_notional,cross_symbol,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_cross_symbol_notional_share,cross_symbol,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_cross_symbol_signed_flow_share,cross_symbol,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_cross_symbol_large_notional_share,cross_symbol,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_btcusdt_flow_imbalance_4h,cross_symbol,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_flow_minus_btcusdt_4h,cross_symbol,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_ethusdt_flow_imbalance_4h,cross_symbol,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_flow_minus_ethusdt_4h,cross_symbol,aggtrades_enhanced_v1,feature,True,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_features_available,availability_or_schema,aggtrades_enhanced_v1,availability,False,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
agg_feature_schema,availability_or_schema,aggtrades_enhanced_v1,schema,False,True,core3_available_rows_only,"BTCUSDT,ETHUSDT,SOLUSDT",1,False,False,False,Loaded by agg-aware generator only. Old A7M/A7O generators remain unchanged unless this registry is explicitly enabled.
