variant,cost_tier,split,n,mean,annualized_mean,std,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min,q01,q05,median,q95,q99,bars_le_minus_1pct,bars_le_minus_5pct,bars_le_minus_10pct,month_count,positive_month_count,positive_month_rate,worst_month_sum,mean_multiplier,median_multiplier,mean_gross_exposure,max_gross_exposure,mean_turnover,fee_drag_total,funding_drag_total
R1_gross_1x_cap,stress_10bp,recent_oos_2025H2_2026,7296,0.0001346437425766133,1.1794791849711326,0.004310175389068046,2.923770535529975,4.536838150061411,0.5038377192982456,0.9823607458389707,-1.4333705199715423,1.496118942542259,-0.7641590308376783,-0.02115758814120535,-0.011210810358551586,-0.006369677242523308,2.067115386697498e-05,0.0065472257042888836,0.011975967445676134,101,0,0,10,7,0.7,-1.0865318606457193,0.502375730994152,0.5,0.9990405701754386,1.0,0.19062956871345027,1.3908333333333331,-0.017291175138882287
R1_gross_1x_cap,severe_20bp,train_2024,8784,-0.00021329487100539145,-1.868463070007229,0.006698110013068283,-2.9804386666295555,-4.22582788893732,0.48178506375227687,-1.8735821469113585,-3.111898709383983,-0.8739260204219896,-0.9627545828586634,-0.05659253606251852,-0.018196823027993966,-0.010672454191123937,-0.00020201326474517868,0.010084836428605639,0.01893625071737046,512,2,0,12,3,0.25,-1.148651562667383,0.5239071038251367,0.5,1.0,1.0,0.1982945633475005,3.4836388888888883,0.08846145874999478
R1_gross_1x_cap,severe_20bp,validation_2025H1,4344,-3.074870504617677e-05,-0.26935865620450855,0.005832871535427141,-0.49339696320340337,-0.6025383542005643,0.5239410681399632,-0.1335723747205919,-1.8009338696174215,-0.18778096447981996,-0.8422007362380527,-0.08522183564422595,-0.015839346661092657,-0.009183582860612475,0.0002849341451503334,0.008303488250245607,0.013676605917981918,174,2,0,6,3,0.5,-0.8074493599149041,0.5,0.5,1.0,1.0,0.18145718232044197,1.5764999999999998,-0.04767055249998846
R1_gross_1x_cap,severe_20bp,recent_oos_2025H2_2026,7296,-5.598582613683696e-05,-0.49043583695869175,0.004318567978177813,-1.2133619843938874,-1.877408932589844,0.47875548245614036,-0.40847258749436244,-1.7026802387015385,-0.3789429732568499,-0.8214742680235556,-0.02128258814120535,-0.01159782936238146,-0.006549542120199662,-0.00015011061140949165,0.006377178769831304,0.011821771778457266,108,0,0,10,4,0.4,-1.2525040828679415,0.502375730994152,0.5,0.9990405701754386,1.0,0.19062956871345027,2.7816666666666663,-0.017291175138882287
R2_rolling_vol_target_50bp,zero_0bp,train_2024,8784,0.00016003049563227282,1.4018671417387099,0.005142081002762996,2.912835035356572,4.4608549106909825,0.5108151183970856,1.4057078736338844,-1.0516846011231074,2.6314909397868362,-0.6541094606199863,-0.028503968068538176,-0.012791044528219428,-0.008118090413899017,0.00011888743004015561,0.008202198078976842,0.014218455922633079,228,0,0,12,8,0.6666666666666666,-0.47757460220405734,0.4555761144304521,0.44083416394019653,0.885903083021309,1.8173230225694097,0.17394669119971773,0.0,0.01738103432692839
R2_rolling_vol_target_50bp,zero_0bp,validation_2025H1,4344,0.00038364505249182274,3.3607306598283673,0.005232909227373584,6.861806289506814,8.858458366903744,0.5538674033149171,1.666554108024478,-0.9757577756597412,3.9856234801046693,-0.6320478907745648,-0.07040494484112209,-0.013408702814593557,-0.008052980724863419,0.0005834891657580585,0.008392230040941842,0.012849237856686128,112,2,0,6,3,0.5,-0.47281250206149494,0.4741922075227636,0.4516012702072356,0.9483844150455272,1.411573147803943,0.171322781021401,0.0,-0.0413859500109747
R2_rolling_vol_target_50bp,zero_0bp,recent_oos_2025H2_2026,7296,0.00039439057602220817,3.4548614459545437,0.005238488589537601,7.046485778019829,10.654571231266319,0.5327576754385965,2.877473642658031,-1.4265476916127269,15.070917943093324,-0.7627400845653359,-0.029927609450173722,-0.013499830012381009,-0.007682509306991352,0.0002600138151211717,0.008566532033263293,0.01539501951751755,188,0,0,10,9,0.9,-0.9937780050165325,0.6466152999233915,0.6223751442952055,1.2869657869160398,2.0,0.24337434053693505,0.0,-0.02993431250733061
R2_rolling_vol_target_50bp,normal_5bp,train_2024,8784,7.30571500324139e-05,0.6399806342839458,0.005142716255543186,1.3296037037525403,2.031905883905948,0.5023907103825137,0.6417340058847237,-1.1365647470092182,0.6916584785561959,-0.6822919715115167,-0.028517986427520334,-0.012916783308641247,-0.008210160454672646,2.1968768106051796e-05,0.008142018206460443,0.014096785497028575,236,0,0,12,8,0.6666666666666666,-0.5419863530663618,0.4555761144304521,0.44083416394019653,0.885903083021309,1.8173230225694097,0.17394669119971773,0.7639738677491602,0.01738103432692839
R2_rolling_vol_target_50bp,normal_5bp,validation_2025H1,4344,0.0002979836619811222,2.61033687895463,0.005231231247188987,5.331391651480158,6.881062133811902,0.5474217311233885,1.2944410276459948,-1.089052281964317,2.4370030727010685,-0.6721761169182074,-0.07051224966954572,-0.01348481044553419,-0.008145912710850155,0.0005078616098882851,0.008303461050021345,0.012794076645945705,117,2,0,6,3,0.5,-0.5366007654872716,0.4741922075227636,0.4516012702072356,0.9483844150455272,1.411573147803943,0.171322781021401,0.3721130803784829,-0.0413859500109747
R2_rolling_vol_target_50bp,normal_5bp,recent_oos_2025H2_2026,7296,0.0002727034057537406,2.388881834402768,0.005239238415176364,4.871631759932933,7.3540472799339165,0.5167214912280702,1.9896440483792914,-1.5155915326282934,5.615561356623575,-0.7830146003556538,-0.030016541709868925,-0.01358587474386823,-0.0078042073792847855,0.00013400421851468566,0.008432552721786757,0.015340896147916455,193,0,0,10,9,0.9,-1.0799622616257345,0.6466152999233915,0.6223751442952055,1.2869657869160398,2.0,0.24337434053693505,0.8878295942787389,-0.02993431250733061
R2_rolling_vol_target_50bp,stress_10bp,train_2024,8784,-1.3916195567444978e-05,-0.12190587317081801,0.005144089202322284,-0.2532002239510683,-0.3860903920386221,0.4936247723132969,-0.1222398618644367,-1.2214448928953299,-0.21205286175817462,-0.7081810557561334,-0.028532004786502495,-0.01304649809227654,-0.008277350874155773,0.0,0.008078858869150449,0.014037624322286125,243,0,0,12,6,0.5,-0.6063981039286661,0.4555761144304521,0.44083416394019653,0.885903083021309,1.8173230225694097,0.17394669119971773,1.5279477354983204,0.01738103432692839
R2_rolling_vol_target_50bp,stress_10bp,validation_2025H1,4344,0.0002123222714704216,1.8599430980808933,0.005230413887935896,3.7993696432851483,4.902816444126027,0.5398250460405156,0.9223279472675114,-1.2180632571120087,1.3692890348530327,-0.712489029631246,-0.07061955449796936,-0.013533566278465177,-0.008231847110832512,0.0004364445439171878,0.008157852989428054,0.012725471008863254,119,2,0,6,3,0.5,-0.6003890289130482,0.4741922075227636,0.4516012702072356,0.9483844150455272,1.411573147803943,0.171322781021401,0.7442261607569658,-0.0413859500109747
R2_rolling_vol_target_50bp,stress_10bp,recent_oos_2025H2_2026,7296,0.00015101623548527306,1.3229022228509921,0.005241640347102698,2.696549980920494,4.06594805001795,0.5038377192982456,1.1018144541005523,-1.6047181464255575,1.7228166154390303,-0.8015592101001319,-0.030105473969564124,-0.013876224412412555,-0.007871220402582207,2.9887916040479436e-05,0.008312609696792405,0.01514465688859064,203,0,0,10,7,0.7,-1.1661465182349366,0.6466152999233915,0.6223751442952055,1.2869657869160398,2.0,0.24337434053693505,1.7756591885574777,-0.02993431250733061
R2_rolling_vol_target_50bp,severe_20bp,train_2024,8784,-0.0001878628867671627,-1.6456788880803452,0.005149045500420007,-3.414808195841309,-5.18345298691799,0.4762067395264117,-1.650187597362757,-2.431523139798896,-0.8291024608795076,-0.9213012780453749,-0.02856004150446681,-0.013181135257814223,-0.008473654024562903,-9.759339671905104e-05,0.00790662424293279,0.013917507816321863,261,0,0,12,5,0.4166666666666667,-0.7352216056532749,0.4555761144304521,0.44083416394019653,0.885903083021309,1.8173230225694097,0.17394669119971773,3.055895470996641,0.01738103432692839
R2_rolling_vol_target_50bp,severe_20bp,validation_2025H1,4344,4.0999490449020736e-05,0.3591555363334216,0.005231362221060541,0.7335263520890681,0.946598419155866,0.5239410681399632,0.1781017865105461,-1.502782879525683,0.12571200682577488,-0.7840717925885428,-0.07083416415481664,-0.013628587197303149,-0.008429435593816967,0.0002483825822616012,0.007996779038371163,0.01255737597120842,131,2,0,6,3,0.5,-0.7279655557646014,0.4741922075227636,0.4516012702072356,0.9483844150455272,1.411573147803943,0.171322781021401,1.4884523215139316,-0.0413859500109747
R2_rolling_vol_target_50bp,severe_20bp,recent_oos_2025H2_2026,7296,-9.235810505166187e-05,-0.809057000252558,0.005251389902675138,-1.646087064331025,-2.4754867510977645,0.47875548245614036,-0.6738447344569249,-1.9595792462774766,-0.5390024470952107,-0.8625259797237628,-0.030283338488954523,-0.014138761942694603,-0.00814844117403255,-0.0001895736960060279,0.00804403625588973,0.014733895721249921,220,0,0,10,4,0.4,-1.338515031453341,0.6466152999233915,0.6223751442952055,1.2869657869160398,2.0,0.24337434053693505,3.5513183771149555,-0.02993431250733061
R3_vol_target_gross_0p5x_cap,zero_0bp,train_2024,8784,9.984857199802614e-05,0.8746734907027091,0.003233459734961541,2.8901903988421256,4.108334536412492,0.5108151183970856,0.8770698564306616,-0.6716149761993763,1.29590624951308,-0.49111577794035166,-0.028240712475703703,-0.008519153872014944,-0.005024281761782422,6.42715926264375e-05,0.005034347295352041,0.009425469291654194,45,0,0,12,8,0.6666666666666666,-0.3139083909439238,0.25464575286095703,0.25,0.487729102879778,0.5,0.0965115778544156,0.0,0.03972317240317722
R3_vol_target_gross_0p5x_cap,zero_0bp,validation_2025H1,4344,0.00016608282979735356,1.4548855890248171,0.0029138837741213663,5.334633205666158,6.48311869435302,0.5538674033149171,0.7214638126397039,-0.5962058274592997,1.0196188756859015,-0.45450568425448745,-0.04248591782211297,-0.007656343822375973,-0.004398325691991288,0.0003212049276023417,0.004338302870786871,0.006941992263866375,16,0,0,6,3,0.5,-0.24872467995745207,0.25,0.25,0.5,0.5,0.09072859116022099,0.0,-0.02383527624999423
R3_vol_target_gross_0p5x_cap,zero_0bp,recent_oos_2025H2_2026,7296,0.0001626366556450318,1.4246971034504785,0.0021530303735973603,7.0700149417590765,11.005035253157931,0.5327576754385965,1.186597039586152,-0.6280992881897387,2.220774363268526,-0.46783168756681526,-0.010516294070602675,-0.005471210813890276,-0.003083023114472919,0.00010219620686389167,0.003366355413503498,0.006052567056171408,1,0,0,10,9,0.9,-0.46027981921174854,0.251187865497076,0.25,0.4995202850877193,0.5,0.09531478435672514,0.0,-0.008645587569441143
R3_vol_target_gross_0p5x_cap,normal_5bp,train_2024,8784,5.159278307081836e-05,0.45195277970036885,0.003234083559408736,1.4931030139148196,2.122466146868776,0.5023907103825137,0.4531910064940685,-0.7249830317549308,0.5026928645707658,-0.517583563568039,-0.02825460136459259,-0.008562513964230934,-0.005074439590044044,1.2488060480020499e-05,0.0049872814613024525,0.009327586702657839,46,0,0,12,8,0.6666666666666666,-0.35510977983281267,0.25464575286095703,0.25,0.487729102879778,0.5,0.0965115778544156,0.4238788499365933,0.03972317240317722
R3_vol_target_gross_0p5x_cap,normal_5bp,validation_2025H1,4344,0.00012071853421724308,1.0574943597430493,0.0029139694157880917,3.8774036731995296,4.716900039844901,0.5474217311233885,0.5244013126397039,-0.6682579107926351,0.6584306976202525,-0.492441571282197,-0.04251716782211297,-0.007722225319726735,-0.0044438053381539635,0.000275831604267525,0.0043002543195780315,0.0069130374870860056,16,0,0,6,3,0.5,-0.2874746799574521,0.25,0.25,0.5,0.5,0.09072859116022099,0.19706249999999997,-0.02383527624999423
R3_vol_target_gross_0p5x_cap,normal_5bp,recent_oos_2025H2_2026,7296,0.0001149792634666692,1.0072183479680221,0.002153791129907752,4.996524155775054,7.763155405834507,0.5167214912280702,0.8388887062528185,-0.6723692877635479,1.2749273827562755,-0.4909084612253798,-0.010547544070602675,-0.005530807346259163,-0.0031231730991365483,5.327977256280002e-05,0.0033214570801418774,0.006020275389504737,2,0,0,10,8,0.8,-0.5017728747673041,0.251187865497076,0.25,0.4995202850877193,0.5,0.09531478435672514,0.3477083333333333,-0.008645587569441143
R3_vol_target_gross_0p5x_cap,stress_10bp,train_2024,8784,3.3369941436105532e-06,0.029232068698028447,0.0032349901451128437,0.0965460556516642,0.13724395017758867,0.4936247723132969,0.0293121565574751,-0.7783510873104879,-0.016501001432272178,-0.5426764781556244,-0.028268490253481483,-0.008623274321485044,-0.0051246635643972345,0.0,0.004948745877725969,0.0091958325574007,48,0,0,12,5,0.4166666666666667,-0.3963111687217016,0.25464575286095703,0.25,0.487729102879778,0.5,0.0965115778544156,0.8477576998731866,0.03972317240317722
R3_vol_target_gross_0p5x_cap,stress_10bp,validation_2025H1,4344,7.535423863713254e-05,0.660103130461281,0.002914423433234632,2.4199538795323017,2.947381616142415,0.5398250460405156,0.32733881263970377,-0.7403099941259671,0.3618188097953623,-0.5277416104980178,-0.04254841782211297,-0.007787739808042511,-0.004490668064022536,0.00023595500041718748,0.004267453832318569,0.0068862666537526755,16,0,0,6,3,0.5,-0.3262246799574521,0.25,0.25,0.5,0.5,0.09072859116022099,0.39412499999999995,-0.02383527624999423
R3_vol_target_gross_0p5x_cap,stress_10bp,recent_oos_2025H2_2026,7296,6.732187128830665e-05,0.5897395924855663,0.002155087694534023,2.923770535529975,4.536838150061411,0.5038377192982456,0.49118037291948535,-0.7166852599857712,0.6068077579622049,-0.512997523115906,-0.010578794070602675,-0.005605405179275793,-0.003184838621261654,1.033557693348749e-05,0.0032736128521444418,0.005987983722838067,2,0,0,10,7,0.7,-0.5432659303228596,0.251187865497076,0.25,0.4995202850877193,0.5,0.09531478435672514,0.6954166666666666,-0.008645587569441143
R3_vol_target_gross_0p5x_cap,severe_20bp,train_2024,8784,-9.317458371080506e-05,-0.8162093533066523,0.0032376505760833667,-2.693515868661981,-3.828632307600142,0.4762067395264117,-0.8184455433157116,-1.479111278576362,-0.5787458614666043,-0.7814556028925069,-0.02829626803125926,-0.00876772183782962,-0.005222067082181717,-5.598337974989999e-05,0.004867152074811226,0.009141579500705068,50,0,0,12,4,0.3333333333333333,-0.47871394649947935,0.25464575286095703,0.25,0.487729102879778,0.5,0.0965115778544156,1.6955153997463732,0.03972317240317722
R3_vol_target_gross_0p5x_cap,severe_20bp,validation_2025H1,4344,-1.5374352523088387e-05,-0.13467932810225428,0.0029164357677135704,-0.49339696320340337,-0.6025383542005643,0.5239410681399632,-0.06678618736029596,-0.9004669348087108,-0.08178241530473485,-0.598187920847494,-0.04261091782211297,-0.007919673330546328,-0.004591791430306237,0.0001424670725751667,0.004151744125122803,0.006838302958990959,17,0,0,6,3,0.5,-0.40372467995745204,0.25,0.25,0.5,0.5,0.09072859116022099,0.7882499999999999,-0.02383527624999423
R3_vol_target_gross_0p5x_cap,severe_20bp,recent_oos_2025H2_2026,7296,-2.799291306841848e-05,-0.24521791847934588,0.0021592839890889064,-1.2133619843938874,-1.877408932589844,0.47875548245614036,-0.20423629374718122,-0.8513401193507693,-0.19846201806688535,-0.5753200482705321,-0.010641294070602676,-0.00579891468119073,-0.003274771060099831,-7.505530570474583e-05,0.003188589384915652,0.005910885889228633,2,0,0,10,4,0.4,-0.6262520414339707,0.251187865497076,0.25,0.4995202850877193,0.5,0.09531478435672514,1.3908333333333331,-0.008645587569441143
