candidate_id,arm,candidate_decision,raw_10bp__fresh_forward_2026May__annualized_mean,residual_vs_funding_10bp__fresh_forward_2026May__annualized_mean,reject_reasons,may_used_for_ranking,may_used_for_selection
i1_flow_liquidity_145,I1_flow_liquidity,A7J_CLUE_ONLY,-6.587590098088487,-2.576829737822386,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_173,I1_flow_liquidity,A7J_CLUE_ONLY,-6.118816512277283,-2.70558406204062,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_206,I1_flow_liquidity,A7J_CLUE_ONLY,-3.47080002444518,-1.0077416175458114,may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_137,I1_flow_liquidity,A7J_CLUE_ONLY,-7.1852418662359545,-3.491021873959865,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_143,I1_flow_liquidity,A7J_CLUE_ONLY,-5.97437383001272,-2.1591744459962685,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_199,I1_flow_liquidity,A7J_CLUE_ONLY,-5.799985602689525,-2.22162759025682,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_013,I2_microstructure_lite,A7J_CLUE_ONLY,-5.928501387459718,-2.9963980204941234,funding_beta_too_high;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_022,I1_flow_liquidity,A7J_CLUE_ONLY,-3.019401263202997,-0.6408101832661747,may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_171,I1_flow_liquidity,A7J_CLUE_ONLY,-7.330611997116156,-4.681629427413802,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_175,I1_flow_liquidity,A7J_CLUE_ONLY,-6.66317927040982,-3.992872193962057,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_115,I1_flow_liquidity,A7J_CLUE_ONLY,-4.955701542525818,-1.0609121692753023,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_101,I1_flow_liquidity,A7J_CLUE_ONLY,-6.6311132922037554,-4.172848303024453,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_135,I1_flow_liquidity,A7J_CLUE_ONLY,-3.773800082920864,-1.5416203446761658,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_139,I2_microstructure_lite,A7J_CLUE_ONLY,-5.240272975394318,-2.133169997366942,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_111,I2_microstructure_lite,A7J_CLUE_ONLY,-4.264373771667981,-1.155821892640588,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_103,I1_flow_liquidity,A7J_CLUE_ONLY,-5.737420215277892,-2.5749620628580487,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_117,I1_flow_liquidity,A7J_CLUE_ONLY,-2.1665383469750306,0.9905943321844703,cost20_recent_negative;may_stress_severe_fail,False,False
i1_flow_liquidity_241,I1_flow_liquidity,A7J_CLUE_ONLY,-2.1853402235377244,1.0123318906753065,cost20_recent_negative;may_stress_severe_fail,False,False
i0_basis_premium_229,I0_basis_premium,A7J_CLUE_ONLY,-12.5752469142483,-9.807216057398987,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_110,I1_flow_liquidity,A7J_CLUE_ONLY,-3.895412208892032,-1.180194337209145,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_196,I1_flow_liquidity,A7J_CLUE_ONLY,-3.895412208892032,-1.180194337209145,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_111,I1_flow_liquidity,A7J_CLUE_ONLY,-3.1864078477447544,-0.6387789618025674,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_099,I2_microstructure_lite,A7J_CLUE_ONLY,-10.313235551207264,-5.358325802967704,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_179,I1_flow_liquidity,A7J_CLUE_ONLY,-1.8481241909277863,1.4258714871233755,cost20_recent_negative;may_stress_severe_fail,False,False
i1_flow_liquidity_197,I1_flow_liquidity,A7J_CLUE_ONLY,-4.972492210183585,-2.9250173809647046,cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_217,I1_flow_liquidity,A7J_CLUE_ONLY,-8.008583066130656,-5.222949516380246,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i0_basis_premium_249,I0_basis_premium,A7J_CLUE_ONLY,-10.325844136562978,-5.737865872676982,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_208,I1_flow_liquidity,A7J_CLUE_ONLY,-3.298678807164712,-0.8875250974051749,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_147,I1_flow_liquidity,A7J_CLUE_ONLY,-3.4124976377025265,0.0711642584860929,raw_recent_nonpositive;cost20_recent_negative;may_stress_severe_fail,False,False
i1_flow_liquidity_144,I1_flow_liquidity,A7J_CLUE_ONLY,-2.108344945743386,-0.2251283971151406,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_151,I2_microstructure_lite,A7J_CLUE_ONLY,-10.113656047827975,-5.362677351384904,cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_230,I1_flow_liquidity,A7J_CLUE_ONLY,-2.8673236383910763,-0.2760672607783533,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_140,I1_flow_liquidity,A7J_CLUE_ONLY,-2.7507041630669264,-0.1134145008962085,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_210,I1_flow_liquidity,A7J_CLUE_ONLY,-1.1694939668264166,1.0409047937990294,cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail,False,False
i1_flow_liquidity_134,I1_flow_liquidity,A7J_CLUE_ONLY,-3.4069971488582245,-0.6275870473298389,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_232,I1_flow_liquidity,A7J_CLUE_ONLY,-2.713163125571457,-0.6822658634331479,cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_093,I2_microstructure_lite,A7J_CLUE_ONLY,-5.3266584091840254,-1.9233643891744172,raw_validation_nonpositive;cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_121,I2_microstructure_lite,A7J_CLUE_ONLY,-5.3266584091840254,-1.9233643891744172,raw_validation_nonpositive;cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_138,I1_flow_liquidity,A7J_CLUE_ONLY,-1.8460696055243868,0.5992960312899304,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail,False,False
i2_microstructure_lite_049,I2_microstructure_lite,A7J_CLUE_ONLY,-11.139823820020098,-5.620665096236524,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i0_basis_premium_049,I0_basis_premium,A7J_CLUE_ONLY,-8.88196955528626,-4.684008704765334,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i3_placebo_random_023,I3_placebo_random,NEGATIVE_CONTROL,-0.8623811139624027,1.61930186624296,placebo_arm,False,False
i3_placebo_random_073,I3_placebo_random,NEGATIVE_CONTROL,-0.8623811139624027,1.61930186624296,placebo_arm,False,False
i3_placebo_random_123,I3_placebo_random,NEGATIVE_CONTROL,-0.8623811139624027,1.61930186624296,placebo_arm,False,False
i3_placebo_random_173,I3_placebo_random,NEGATIVE_CONTROL,-0.8623811139624027,1.61930186624296,placebo_arm,False,False
i3_placebo_random_223,I3_placebo_random,NEGATIVE_CONTROL,-0.8623811139624027,1.61930186624296,placebo_arm,False,False
i2_microstructure_lite_117,I2_microstructure_lite,A7J_CLUE_ONLY,-5.086059716915632,-2.2504785802110976,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_204,I1_flow_liquidity,A7J_CLUE_ONLY,-2.4095441717444137,-0.392177074233141,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_166,I2_microstructure_lite,A7J_CLUE_ONLY,-4.70016598695226,-0.933771310869538,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_168,I1_flow_liquidity,A7J_CLUE_ONLY,-3.931040836710116,-1.2393792129329193,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_241,I2_microstructure_lite,A7J_CLUE_ONLY,-4.775409709124731,-1.4164492290377655,raw_validation_nonpositive;cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i0_basis_premium_235,I0_basis_premium,A7J_CLUE_ONLY,-9.273282832262048,-4.713268491750267,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_123,I2_microstructure_lite,A7J_CLUE_ONLY,-4.85596931750119,-1.5711590473282482,raw_validation_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_055,I2_microstructure_lite,A7J_CLUE_ONLY,-6.896192368449233,-2.7697383773635904,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i0_basis_premium_025,I0_basis_premium,A7J_CLUE_ONLY,-5.904020349926508,-3.0739113994880367,raw_validation_nonpositive;cost20_recent_negative;funding_beta_too_high;core4_beta_too_high;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_009,I2_microstructure_lite,A7J_CLUE_ONLY,-5.904020349926508,-3.0739113994880367,raw_validation_nonpositive;cost20_recent_negative;funding_beta_too_high;core4_beta_too_high;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_011,I2_microstructure_lite,A7J_CLUE_ONLY,-5.904020349926508,-3.0739113994880367,raw_validation_nonpositive;cost20_recent_negative;funding_beta_too_high;core4_beta_too_high;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_138,I2_microstructure_lite,A7J_CLUE_ONLY,-5.326339708035176,-1.5986874596092735,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_110,I2_microstructure_lite,A7J_CLUE_ONLY,-5.011229430497236,-1.266946673004696,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_012,I2_microstructure_lite,A7J_CLUE_ONLY,-2.7702479863709955,-0.3745873613570724,raw_validation_nonpositive;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_014,I2_microstructure_lite,A7J_CLUE_ONLY,-2.7702479863709955,-0.3745873613570724,raw_validation_nonpositive;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_218,I1_flow_liquidity,A7J_CLUE_ONLY,-5.521145717444885,-1.7672262802404917,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_133,I2_microstructure_lite,A7J_CLUE_ONLY,-7.303343406827961,-2.886877250529808,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_007,I2_microstructure_lite,A7J_CLUE_ONLY,-4.733306501650847,-0.8967356059470373,raw_validation_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_114,I1_flow_liquidity,A7J_CLUE_ONLY,-0.6552267614487853,1.2282555518165104,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail,False,False
i2_microstructure_lite_096,I2_microstructure_lite,A7J_CLUE_ONLY,-4.042075445710574,-0.8040812375779585,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_148,I2_microstructure_lite,A7J_CLUE_ONLY,-4.042075445710574,-0.8040812375779585,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i0_basis_premium_077,I0_basis_premium,A7J_CLUE_ONLY,-7.137487853554939,-2.9500602249446994,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_238,I1_flow_liquidity,A7J_CLUE_ONLY,-0.9212472210582032,0.2526582237419151,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail,False,False
i2_microstructure_lite_207,I2_microstructure_lite,A7J_CLUE_ONLY,-4.904779156541465,-1.1833610727880406,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_234,I2_microstructure_lite,A7J_CLUE_ONLY,-3.4823410141947075,-0.1316865436627496,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i0_basis_premium_022,I0_basis_premium,A7J_CLUE_ONLY,-5.67157544332582,-1.6717539354327668,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_030,I1_flow_liquidity,A7J_CLUE_ONLY,-5.67157544332582,-1.6717539354327668,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_032,I1_flow_liquidity,A7J_CLUE_ONLY,-5.67157544332582,-1.6717539354327668,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_024,I2_microstructure_lite,A7J_CLUE_ONLY,-5.67157544332582,-1.6717539354327668,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_026,I2_microstructure_lite,A7J_CLUE_ONLY,-5.67157544332582,-1.6717539354327668,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_054,I2_microstructure_lite,A7J_CLUE_ONLY,-5.0025606389673225,-1.1491211937416288,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_225,I2_microstructure_lite,A7J_CLUE_ONLY,-3.4601174631433103,-0.8459793380266104,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i0_basis_premium_099,I0_basis_premium,A7J_CLUE_ONLY,-7.870418528815232,-4.096010706123932,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_185,I2_microstructure_lite,A7J_CLUE_ONLY,-6.487588155952908,-2.6792531804213344,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_136,I2_microstructure_lite,A7J_CLUE_ONLY,-5.7475747891432,-1.9402169116902677,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i0_basis_premium_074,I0_basis_premium,A7J_CLUE_ONLY,-6.533884818699881,-4.248827900745824,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_156,I1_flow_liquidity,A7J_CLUE_ONLY,-5.289973259384132,-1.4537556299466907,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_239,I2_microstructure_lite,A7J_CLUE_ONLY,-7.5862321683995875,-3.3378218755788867,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_177,I1_flow_liquidity,A7J_CLUE_ONLY,-4.94840715027368,-2.4623288963055843,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_234,I1_flow_liquidity,A7J_CLUE_ONLY,-4.384704043411679,-2.5561363267186388,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_150,I2_microstructure_lite,A7J_CLUE_ONLY,-2.767025371596132,0.4527404411012007,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail,False,False
i0_basis_premium_075,I0_basis_premium,A7J_CLUE_ONLY,-10.362455509476044,-8.473475229813161,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_006,I2_microstructure_lite,A7J_CLUE_ONLY,-3.520380554455254,0.0500652459808028,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail,False,False
i2_microstructure_lite_008,I2_microstructure_lite,A7J_CLUE_ONLY,-3.520380554455254,0.0500652459808028,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail,False,False
i2_microstructure_lite_092,I2_microstructure_lite,A7J_CLUE_ONLY,-2.927237248963449,0.3461037298073531,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail,False,False
i0_basis_premium_222,I0_basis_premium,A7J_CLUE_ONLY,-3.5454180613386,-0.5476518520725031,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_238,I2_microstructure_lite,A7J_CLUE_ONLY,-3.5454180613386,-0.5476518520725031,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_235,I2_microstructure_lite,A7J_CLUE_ONLY,-6.785714764078776,-3.1334517229005847,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_158,I2_microstructure_lite,A7J_CLUE_ONLY,-2.392726216890991,0.4735134794247851,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail,False,False
i2_microstructure_lite_033,I2_microstructure_lite,A7J_CLUE_ONLY,-5.420744048853858,-1.0216205733546444,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_202,I1_flow_liquidity,A7J_CLUE_ONLY,-4.970211125463544,-3.1641052166201296,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_013,I1_flow_liquidity,A7J_CLUE_ONLY,-1.6260630495539186,0.6827024281965466,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail,False,False
i2_microstructure_lite_035,I2_microstructure_lite,A7J_CLUE_ONLY,-4.811942327928525,-1.1269372654090517,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i3_placebo_random_047,I3_placebo_random,NEGATIVE_CONTROL,-6.592925585291496,-1.853980055444673,placebo_arm,False,False
i3_placebo_random_097,I3_placebo_random,NEGATIVE_CONTROL,-6.592925585291496,-1.853980055444673,placebo_arm,False,False
i3_placebo_random_147,I3_placebo_random,NEGATIVE_CONTROL,-6.592925585291496,-1.853980055444673,placebo_arm,False,False
i3_placebo_random_197,I3_placebo_random,NEGATIVE_CONTROL,-6.592925585291496,-1.853980055444673,placebo_arm,False,False
i3_placebo_random_247,I3_placebo_random,NEGATIVE_CONTROL,-6.592925585291496,-1.853980055444673,placebo_arm,False,False
i2_microstructure_lite_179,I2_microstructure_lite,A7J_CLUE_ONLY,-5.548955717325602,-1.6489122157740346,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_055,I1_flow_liquidity,A7J_CLUE_ONLY,-4.642431232044522,0.0963923247564188,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail,False,False
i2_microstructure_lite_222,I2_microstructure_lite,A7J_CLUE_ONLY,-4.119552849127517,-0.2744113016639122,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_063,I2_microstructure_lite,A7J_CLUE_ONLY,-5.610587605984941,-1.2856731312002043,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_001,I2_microstructure_lite,A7J_CLUE_ONLY,-6.477732843001461,-1.818664737278591,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_082,I2_microstructure_lite,A7J_CLUE_ONLY,-5.098007805138866,-0.895912190044875,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_247,I1_flow_liquidity,A7J_CLUE_ONLY,-8.101215660449919,-4.168343193410168,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_039,I2_microstructure_lite,A7J_CLUE_ONLY,-5.266066577446063,-0.9528858485066586,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_106,I1_flow_liquidity,A7J_CLUE_ONLY,-4.437508339196217,-2.24625495045901,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_164,I1_flow_liquidity,A7J_CLUE_ONLY,-4.437508339196217,-2.24625495045901,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_123,I1_flow_liquidity,A7J_CLUE_ONLY,-8.020932809311079,-4.036629686530519,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_124,I2_microstructure_lite,A7J_CLUE_ONLY,-3.2645335114342164,-0.698951787312552,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_152,I2_microstructure_lite,A7J_CLUE_ONLY,-3.2645335114342164,-0.698951787312552,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i3_placebo_random_048,I3_placebo_random,NEGATIVE_CONTROL,-0.4749300496485387,1.363747176302654,placebo_arm,False,False
i3_placebo_random_098,I3_placebo_random,NEGATIVE_CONTROL,-0.4749300496485387,1.363747176302654,placebo_arm,False,False
i3_placebo_random_148,I3_placebo_random,NEGATIVE_CONTROL,-0.4749300496485387,1.363747176302654,placebo_arm,False,False
