source_blueprint_id,blueprint_id,horizon_h,expression,formula,candidate_role,semantic_pair,motif,skeleton_key,source_lag_gate,sortino_source_lag_1h,sortino_source_lag_2h,sortino_source_lag_4h,nonoverlap_floor_sortino_source_lag_1h,nonoverlap_floor_sortino_source_lag_2h,nonoverlap_floor_sortino_source_lag_4h,rankic_mean_source_lag_2h,floor_retention_source_lag_2h,source_lag_survivor_rank
a7mech1_0171,a7mech1_0171_oi_rank_times_funding_sign,4,"Mul(CSRank(TSRank(open_interest_value_last,504)),Sign(Mean(funding_rate_delta_state_24h,48)))","Mul(CSRank(TSRank(open_interest_value_last,504)),Sign(Mean(funding_rate_delta_state_24h,48)))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"Mul(CSRank(TSRank(open_interest_value_last,N)),Sign(Mean(funding_rate_delta_state_Nh,N)))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,3.716091462948456,5.405469754374611,6.3135882878176295,2.175249526672566,1.6879432389560782,3.1331963668813456,0.0128987927234245,1.1144807382306208,52
a7mech1_0140,a7mech1_0140_oi_rank_times_funding_sign,4,"Mul(CSRank(TSRank(open_interest_value_last,240)),Sign(Mean(funding_rate_delta_state_24h,96)))","Mul(CSRank(TSRank(open_interest_value_last,240)),Sign(Mean(funding_rate_delta_state_24h,96)))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"Mul(CSRank(TSRank(open_interest_value_last,N)),Sign(Mean(funding_rate_delta_state_Nh,N)))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,4.9226631853634615,4.06046760127982,0.9345424211814352,1.5486880170880604,1.521096466627011,-0.2754168756887235,0.0054868631672114,0.4627356491607837,53
a7mech1_0168,a7mech1_0168_oi_rank_minus_funding_rank,4,"Sub(CSRank(TSRank(open_interest_value_last,504)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,24))))","Sub(CSRank(TSRank(open_interest_value_last,504)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,24))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"Sub(CSRank(TSRank(open_interest_value_last,N)),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,4.97208945846474,2.882690003101562,-0.472493373610818,1.43979069534545,1.433082471414331,-1.0724118252985646,0.0309550215596839,0.3303763646293502,54
a7mech1_0161,a7mech1_0161_safe_div_rank_over_funding_rank,4,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,168))))","SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,168))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,4.014550726197982,2.63837818324197,-0.4986544412248941,1.7385763786078157,1.3522304888024823,-2.9969711462269744,0.0217143027584507,0.2684888178417202,55
a7mech1_0120,a7mech1_0120_oi_rank_times_funding_sign,4,"Mul(CSRank(TSRank(open_interest_value_last,168)),Sign(Mean(funding_rate_delta_state_24h,96)))","Mul(CSRank(TSRank(open_interest_value_last,168)),Sign(Mean(funding_rate_delta_state_24h,96)))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"Mul(CSRank(TSRank(open_interest_value_last,N)),Sign(Mean(funding_rate_delta_state_Nh,N)))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,4.978198451936764,4.51492982876301,1.880692756836072,0.7779901286173737,1.1600287744193938,0.1893906356526169,0.0069343543216113,0.418714082300562,56
a7mech1_0176,a7mech1_0176_oi_rank_minus_funding_rank,4,"Sub(CSRank(TSRank(open_interest_value_last,504)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))","Sub(CSRank(TSRank(open_interest_value_last,504)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"Sub(CSRank(TSRank(open_interest_value_last,N)),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,5.713506634670443,3.3237452511936056,0.1523852891175224,2.3780950785693005,1.0912555807775115,-2.2193082476204133,0.0208875648358465,0.1417886696165696,57
a7mech1_0035,a7mech1_0035_funding_only_sign,4,"Sign(Mean(funding_rate_delta_state_24h,96))","Sign(Mean(funding_rate_delta_state_24h,96))",source_lag_survivor_research_candidate,funding_state,a7source5_source_lag_survivor,"Sign(Mean(funding_rate_delta_state_Nh,N))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,4.5229183263205694,2.8595882136626947,0.0865295898786371,2.0526777382277905,1.0621281521214547,-0.4592336102456699,0.0052001304326391,0.2414584443126485,58
a7mech1_0114,a7mech1_0114_safe_div_rank_over_funding_rank,4,"SafeDiv(TSRank(open_interest_value_last,168),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))","SafeDiv(TSRank(open_interest_value_last,168),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,6.331971873532981,4.770515690201101,1.5028731172639052,3.822722053076887,0.9003586959778985,-0.1434890127665561,0.0162145392211486,0.1159395781938598,59
a7mech1_0179,a7mech1_0179_oi_rank_times_funding_sign,4,"Mul(CSRank(TSRank(open_interest_value_last,504)),Sign(Mean(funding_rate_delta_state_24h,96)))","Mul(CSRank(TSRank(open_interest_value_last,504)),Sign(Mean(funding_rate_delta_state_24h,96)))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"Mul(CSRank(TSRank(open_interest_value_last,N)),Sign(Mean(funding_rate_delta_state_Nh,N)))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,4.562891944033368,3.120838114115491,0.7218407104385594,1.5270648985939437,0.8621886649957189,-0.614143653372122,0.0061659524442379,0.2846211929017563,60
a7mech1_0159,a7mech1_0159_oi_rank_times_funding_sign,4,"Mul(CSRank(TSRank(open_interest_value_last,336)),Sign(Mean(funding_rate_delta_state_24h,96)))","Mul(CSRank(TSRank(open_interest_value_last,336)),Sign(Mean(funding_rate_delta_state_24h,96)))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"Mul(CSRank(TSRank(open_interest_value_last,N)),Sign(Mean(funding_rate_delta_state_Nh,N)))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,4.538004213570597,3.4894512888971563,0.4774950684349018,1.3792367943996398,0.8474679989712268,-0.8531067676335707,0.0050689966749119,0.30807653338341,61
a7mech1_0156,a7mech1_0156_oi_rank_minus_funding_rank,4,"Sub(CSRank(TSRank(open_interest_value_last,336)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))","Sub(CSRank(TSRank(open_interest_value_last,336)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"Sub(CSRank(TSRank(open_interest_value_last,N)),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,5.556632778772036,3.157611047821528,-0.6250588337562654,2.690091093902188,0.788647649004999,-2.979703113271792,0.0186958359677014,0.105625963671397,62
a7mech1_0149,a7mech1_0149_oi_rank_minus_funding_rank,4,"Sub(CSRank(TSRank(open_interest_value_last,336)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,24))))","Sub(CSRank(TSRank(open_interest_value_last,336)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,24))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"Sub(CSRank(TSRank(open_interest_value_last,N)),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,4.713021811292557,2.421747917689693,-1.4936748969220337,1.802693321193028,0.5128431477222671,-2.397940238241256,0.0289533106923488,0.1225566963957057,63
a7mech1_0160,a7mech1_0160_oi_rank_minus_funding_rank,4,"Sub(CSRank(TSRank(open_interest_value_last,336)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,96))))","Sub(CSRank(TSRank(open_interest_value_last,336)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,96))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"Sub(CSRank(TSRank(open_interest_value_last,N)),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,3.82887465441439,1.7306064331451765,-2.9765714220373023,0.8677412954558977,0.2697517306947054,-4.868248238557325,0.0200029547332855,0.0563316938344485,64
a7mech1_0180,a7mech1_0180_oi_rank_minus_funding_rank,4,"Sub(CSRank(TSRank(open_interest_value_last,504)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,96))))","Sub(CSRank(TSRank(open_interest_value_last,504)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,96))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"Sub(CSRank(TSRank(open_interest_value_last,N)),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,4.040346702553368,1.962803352498012,-2.3796049505997963,1.3633251888430704,0.1489620106488917,-3.3446188372926047,0.0218825157584823,0.0304267468032734,65
a7mech1_0152,a7mech1_0152_oi_rank_times_funding_sign,4,"Mul(CSRank(TSRank(open_interest_value_last,336)),Sign(Mean(funding_rate_delta_state_24h,48)))","Mul(CSRank(TSRank(open_interest_value_last,336)),Sign(Mean(funding_rate_delta_state_24h,48)))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"Mul(CSRank(TSRank(open_interest_value_last,N)),Sign(Mean(funding_rate_delta_state_Nh,N)))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,2.6418025205810585,4.566569448459444,4.971692763603442,1.4867470153817215,0.0711947885018441,1.5945534697966326,0.0118416785540769,0.2656082888754939,66
