candidate_id,expression,objective_family,source_stage,field_families,fields,operator_signature,window_signature,skeleton_key,production_key,historical_source_ok,field_lineage_ok,pit_policy_ok,negative_control_attached,selected_for_z8_materialization,preflight_decision,shared_pool_stage,control_modes,static_valid,eval_success,finite_share,nonzero_share,activity_ok,error,selected_by_z8,was_z7_selected
a7al2z7_0383d053fd041a38,"LatentNeutralRank(Sub(Rank(SafeDiv(Mean(Sub(trade_high,trade_low),48),Mean(mark_close,48))),Rank(Delta(mark_close,8))),R1_market_volatility_state)",M1_price_range_smoothed_reversal,a7al2z7_response_guided_dry_generation,price|range|state,R1_market_volatility_state|mark_close|trade_high|trade_low,Delta|LatentNeutralRank|Mean|Rank|SafeDiv|Sub,8|48,skeleton-a7537d92797064d4,a7al2z7::M1_price_range_smoothed_reversal::R1_market_volatility_state|mark_close|trade_high|trade_low::Delta|LatentNeutralRank|Mean|Rank|SafeDiv|Sub::8|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.820741166331514,1.0,True,,True,True
a7al2z7_049337112af7153b,"LatentNeutralRank(Sub(Rank(SafeDiv(Mean(Sub(trade_high,trade_low),48),Mean(trade_close,48))),Rank(Delta(trade_close,8))),R1_market_volatility_state)",M1_price_range_smoothed_reversal,a7al2z7_response_guided_dry_generation,price|range|state,R1_market_volatility_state|trade_close|trade_high|trade_low,Delta|LatentNeutralRank|Mean|Rank|SafeDiv|Sub,8|48,skeleton-a7537d92797064d4,a7al2z7::M1_price_range_smoothed_reversal::R1_market_volatility_state|trade_close|trade_high|trade_low::Delta|LatentNeutralRank|Mean|Rank|SafeDiv|Sub::8|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.820741166331514,1.0,True,,True,True
a7al2z7_04f82708eab5c29d,"LatentNeutralRank(Sub(Rank(SafeDiv(Mean(Sub(mark_high,mark_low),72),Mean(index_close,72))),Rank(Delta(index_close,12))),R1_market_volatility_state)",M1_price_range_smoothed_reversal,a7al2z7_response_guided_dry_generation,price|range|state,R1_market_volatility_state|index_close|mark_high|mark_low,Delta|LatentNeutralRank|Mean|Rank|SafeDiv|Sub,12|72,skeleton-a7537d92797064d4,a7al2z7::M1_price_range_smoothed_reversal::R1_market_volatility_state|index_close|mark_high|mark_low::Delta|LatentNeutralRank|Mean|Rank|SafeDiv|Sub::12|72,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.820741166331514,1.0,True,,True,True
a7al2z7_02add0ebbc1d07bd,"GroupNeutralize(Mul(Rank(SafeDiv(Mean(Sub(mark_high,mark_low),24),Mean(index_close,24))),Neg(Rank(Delta(index_close,12)))),R0_market_trend_state)",M1_price_range_smoothed_reversal,a7al2z7_response_guided_dry_generation,price|range|state,R0_market_trend_state|index_close|mark_high|mark_low,Delta|GroupNeutralize|Mean|Mul|Neg|Rank|SafeDiv|Sub,12|24,skeleton-a8da5fed8b17facd,a7al2z7::M1_price_range_smoothed_reversal::R0_market_trend_state|index_close|mark_high|mark_low::Delta|GroupNeutralize|Mean|Mul|Neg|Rank|SafeDiv|Sub::12|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.820741166331514,1.0,True,,True,True
a7al2z7_04fa8b02a635cb47,"GroupNeutralize(Mul(Rank(SafeDiv(Mean(Sub(mark_high,mark_low),12),Mean(mark_close,12))),Neg(Rank(Delta(mark_close,4)))),R1_market_volatility_state)",M1_price_range_smoothed_reversal,a7al2z7_response_guided_dry_generation,price|range|state,R1_market_volatility_state|mark_close|mark_high|mark_low,Delta|GroupNeutralize|Mean|Mul|Neg|Rank|SafeDiv|Sub,4|12,skeleton-a8da5fed8b17facd,a7al2z7::M1_price_range_smoothed_reversal::R1_market_volatility_state|mark_close|mark_high|mark_low::Delta|GroupNeutralize|Mean|Mul|Neg|Rank|SafeDiv|Sub::4|12,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8241884515943695,1.0,True,,True,True
a7al2z7_05b057e58bb433ba,"GroupNeutralize(Mul(Rank(SafeDiv(Mean(Sub(mark_high,mark_low),24),Mean(trade_close,24))),Neg(Rank(Delta(trade_close,4)))),R0_market_trend_state)",M1_price_range_smoothed_reversal,a7al2z7_response_guided_dry_generation,price|range|state,R0_market_trend_state|mark_high|mark_low|trade_close,Delta|GroupNeutralize|Mean|Mul|Neg|Rank|SafeDiv|Sub,4|24,skeleton-a8da5fed8b17facd,a7al2z7::M1_price_range_smoothed_reversal::R0_market_trend_state|mark_high|mark_low|trade_close::Delta|GroupNeutralize|Mean|Mul|Neg|Rank|SafeDiv|Sub::4|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.820741166331514,1.0,True,,True,True
a7al2z7_0041d5fb3124fa47,"GroupNeutralize(Mul(Sub(Rank(Mean(Delta(kline_taker_buy_quote_share,8),8)),Rank(Mean(Delta(trade_count,8),8))),Neg(Rank(Delta(trade_close,8)))),meme_contract_group)",M2_taker_liquidity_control_resistant,a7al2z7_response_guided_dry_generation,liquidity|price|state|taker_flow,kline_taker_buy_quote_share|meme_contract_group|trade_close|trade_count,Delta|GroupNeutralize|Mean|Mul|Neg|Rank|Sub,8,skeleton-083e6f1b3a15137b,a7al2z7::M2_taker_liquidity_control_resistant::kline_taker_buy_quote_share|meme_contract_group|trade_close|trade_count::Delta|GroupNeutralize|Mean|Mul|Neg|Rank|Sub::8,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9642972565354784,0.9999937935421808,True,,True,True
a7al2z7_015149b9c8223e6a,"LatentNeutralRank(Sub(Rank(Mean(Delta(taker_buy_sell_volume_ratio_last,4),8)),Rank(Mean(Delta(trade_quote_volume,4),8))),R3_liquidity_cycle_state)",M2_taker_liquidity_control_resistant,a7al2z7_response_guided_dry_generation,liquidity|state|taker_flow,R3_liquidity_cycle_state|taker_buy_sell_volume_ratio_last|trade_quote_volume,Delta|LatentNeutralRank|Mean|Rank|Sub,4|8,skeleton-1d048fd25fceb186,a7al2z7::M2_taker_liquidity_control_resistant::R3_liquidity_cycle_state|taker_buy_sell_volume_ratio_last|trade_quote_volume::Delta|LatentNeutralRank|Mean|Rank|Sub::4|8,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8241884515943695,1.0,True,,True,True
a7al2z7_00db8d680b5b65af,"GroupNeutralize(Mul(Sub(Rank(Mean(Delta(kline_taker_buy_quote_share,4),12)),Rank(Mean(Delta(taker_buy_quote_volume,4),12))),Neg(Rank(Delta(trade_close,4)))),R3_liquidity_cycle_state)",M2_taker_liquidity_control_resistant,a7al2z7_response_guided_dry_generation,price|state|taker_flow,R3_liquidity_cycle_state|kline_taker_buy_quote_share|taker_buy_quote_volume|trade_close,Delta|GroupNeutralize|Mean|Mul|Neg|Rank|Sub,4|12,skeleton-35ccb86a77df3dd0,a7al2z7::M2_taker_liquidity_control_resistant::R3_liquidity_cycle_state|kline_taker_buy_quote_share|taker_buy_quote_volume|trade_close::Delta|GroupNeutralize|Mean|Mul|Neg|Rank|Sub::4|12,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.823039356506751,0.9999927283304246,True,,True,True
a7al2z7_00e7c95da6ccaad7,"GroupNeutralize(Sub(Rank(Mean(Delta(taker_buy_sell_volume_ratio_last,8),8)),Rank(Mean(Delta(trade_count,8),8))),R3_liquidity_cycle_state)",M2_taker_liquidity_control_resistant,a7al2z7_response_guided_dry_generation,liquidity|state|taker_flow,R3_liquidity_cycle_state|taker_buy_sell_volume_ratio_last|trade_count,Delta|GroupNeutralize|Mean|Rank|Sub,8,skeleton-4964bb24550c433f,a7al2z7::M2_taker_liquidity_control_resistant::R3_liquidity_cycle_state|taker_buy_sell_volume_ratio_last|trade_count::Delta|GroupNeutralize|Mean|Rank|Sub::8,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.823039356506751,0.9922883944153578,True,,True,True
a7al2z7_01a5639ce271a902,"LatentNeutralRank(Sub(Rank(Mean(Delta(taker_buy_sell_volume_ratio_last,48),8)),Rank(Mean(Delta(trade_count,48),8))),meme_contract_group)",M2_taker_liquidity_control_resistant,a7al2z7_response_guided_dry_generation,liquidity|state|taker_flow,meme_contract_group|taker_buy_sell_volume_ratio_last|trade_count,Delta|LatentNeutralRank|Mean|Rank|Sub,8|48,skeleton-aea444a5ed8a6400,a7al2z7::M2_taker_liquidity_control_resistant::meme_contract_group|taker_buy_sell_volume_ratio_last|trade_count::Delta|LatentNeutralRank|Mean|Rank|Sub::8|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.953165397874174,1.0,True,,True,True
a7al2z7_01f3fd4785a42217,"GroupNeutralize(Sub(Rank(Mean(Delta(kline_taker_buy_quote_share,24),4)),Rank(Mean(Delta(trade_count,24),4))),liquidity_tier)",M2_taker_liquidity_control_resistant,a7al2z7_response_guided_dry_generation,liquidity|state|taker_flow,kline_taker_buy_quote_share|liquidity_tier|trade_count,Delta|GroupNeutralize|Mean|Rank|Sub,4|24,skeleton-c0f866db89ee2ec1,a7al2z7::M2_taker_liquidity_control_resistant::kline_taker_buy_quote_share|liquidity_tier|trade_count::Delta|GroupNeutralize|Mean|Rank|Sub::4|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9919563343866704,0.9993966599092576,True,,True,True
a7al2z7_00bf2939f831a24a,"GroupNeutralize(Mul(Sub(Rank(Mean(Delta(taker_buy_sell_volume_ratio_last,48),8)),Rank(Mean(Delta(trade_volume,48),8))),Neg(Rank(Delta(trade_close,24)))),meme_contract_group)",M2_taker_liquidity_control_resistant,a7al2z7_response_guided_dry_generation,liquidity|price|state|taker_flow,meme_contract_group|taker_buy_sell_volume_ratio_last|trade_close|trade_volume,Delta|GroupNeutralize|Mean|Mul|Neg|Rank|Sub,8|24|48,skeleton-083e6f1b3a15137b,a7al2z7::M2_taker_liquidity_control_resistant::meme_contract_group|taker_buy_sell_volume_ratio_last|trade_close|trade_volume::Delta|GroupNeutralize|Mean|Mul|Neg|Rank|Sub::8|24|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.953165397874174,0.9999937210580018,True,,True,True
a7al2z7_00e90fb95f68ca2c,"GroupNeutralize(Mul(Sub(Rank(Mean(Delta(taker_buy_sell_volume_ratio_last,4),4)),Rank(Mean(Delta(trade_volume,4),4))),Neg(Rank(Delta(trade_close,4)))),meme_contract_group)",M2_taker_liquidity_control_resistant,a7al2z7_response_guided_dry_generation,liquidity|price|state|taker_flow,meme_contract_group|taker_buy_sell_volume_ratio_last|trade_close|trade_volume,Delta|GroupNeutralize|Mean|Mul|Neg|Rank|Sub,4,skeleton-083e6f1b3a15137b,a7al2z7::M2_taker_liquidity_control_resistant::meme_contract_group|taker_buy_sell_volume_ratio_last|trade_close|trade_volume::Delta|GroupNeutralize|Mean|Mul|Neg|Rank|Sub::4,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9665236282677392,0.999993807838657,True,,True,True
a7al2z7_014cec2ab624f1d7,"GroupNeutralize(Mul(Sub(Rank(Mean(Delta(kline_taker_buy_quote_share,24),12)),Rank(Mean(Delta(trade_volume,24),12))),Neg(Rank(Delta(trade_close,24)))),meme_contract_group)",M2_taker_liquidity_control_resistant,a7al2z7_response_guided_dry_generation,liquidity|price|state|taker_flow,kline_taker_buy_quote_share|meme_contract_group|trade_close|trade_volume,Delta|GroupNeutralize|Mean|Mul|Neg|Rank|Sub,12|24,skeleton-083e6f1b3a15137b,a7al2z7::M2_taker_liquidity_control_resistant::kline_taker_buy_quote_share|meme_contract_group|trade_close|trade_volume::Delta|GroupNeutralize|Mean|Mul|Neg|Rank|Sub::12|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9587313272048262,0.9999937575104952,True,,True,True
a7al2z7_03279a4239d43baf,"GroupNeutralize(Mul(Sub(Rank(Mean(Delta(taker_buy_sell_volume_ratio_last,12),12)),Rank(Mean(Delta(trade_count,12),12))),Neg(Rank(Delta(trade_close,12)))),liquidity_tier)",M2_taker_liquidity_control_resistant,a7al2z7_response_guided_dry_generation,liquidity|price|state|taker_flow,liquidity_tier|taker_buy_sell_volume_ratio_last|trade_close|trade_count,Delta|GroupNeutralize|Mean|Mul|Neg|Rank|Sub,12,skeleton-083e6f1b3a15137b,a7al2z7::M2_taker_liquidity_control_resistant::liquidity_tier|taker_buy_sell_volume_ratio_last|trade_close|trade_count::Delta|GroupNeutralize|Mean|Mul|Neg|Rank|Sub::12,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.993105429474289,0.9999849339504387,True,,True,True
a7al2z7_045b20a618f8654f,"LatentNeutralRank(Sub(Rank(Mean(Delta(kline_taker_buy_quote_share,12),12)),Rank(Mean(Delta(trade_count,12),12))),R3_liquidity_cycle_state)",M2_taker_liquidity_control_resistant,a7al2z7_response_guided_dry_generation,liquidity|state|taker_flow,R3_liquidity_cycle_state|kline_taker_buy_quote_share|trade_count,Delta|LatentNeutralRank|Mean|Rank|Sub,12,skeleton-1d048fd25fceb186,a7al2z7::M2_taker_liquidity_control_resistant::R3_liquidity_cycle_state|kline_taker_buy_quote_share|trade_count::Delta|LatentNeutralRank|Mean|Rank|Sub::12,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.820741166331514,1.0,True,,True,True
a7al2z7_039973337b1794bb,"GroupNeutralize(Sub(Rank(Mean(Delta(taker_buy_sell_volume_ratio_last,4),8)),Rank(Mean(Delta(taker_buy_quote_volume,4),8))),R3_liquidity_cycle_state)",M2_taker_liquidity_control_resistant,a7al2z7_response_guided_dry_generation,state|taker_flow,R3_liquidity_cycle_state|taker_buy_quote_volume|taker_buy_sell_volume_ratio_last,Delta|GroupNeutralize|Mean|Rank|Sub,4|8,skeleton-4964bb24550c433f,a7al2z7::M2_taker_liquidity_control_resistant::R3_liquidity_cycle_state|taker_buy_quote_volume|taker_buy_sell_volume_ratio_last::Delta|GroupNeutralize|Mean|Rank|Sub::4|8,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8241884515943695,0.9913841930986408,True,,True,True
a7al2z7_03a9d37ce500e682,"GroupNeutralize(Sub(Rank(Mean(Delta(kline_taker_buy_quote_share,24),8)),Rank(Mean(Delta(taker_buy_quote_volume,24),8))),R3_liquidity_cycle_state)",M2_taker_liquidity_control_resistant,a7al2z7_response_guided_dry_generation,state|taker_flow,R3_liquidity_cycle_state|kline_taker_buy_quote_share|taker_buy_quote_volume,Delta|GroupNeutralize|Mean|Rank|Sub,8|24,skeleton-4964bb24550c433f,a7al2z7::M2_taker_liquidity_control_resistant::R3_liquidity_cycle_state|kline_taker_buy_quote_share|taker_buy_quote_volume::Delta|GroupNeutralize|Mean|Rank|Sub::8|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8184429761562769,0.990109833859834,True,,True,True
a7al2z7_026eaaa6d8a55b18,"GroupNeutralize(Sub(Rank(Mean(Delta(taker_buy_sell_volume_ratio_last,12),12)),Rank(Mean(Delta(trade_count,12),12))),liquidity_tier)",M2_taker_liquidity_control_resistant,a7al2z7_response_guided_dry_generation,liquidity|state|taker_flow,liquidity_tier|taker_buy_sell_volume_ratio_last|trade_count,Delta|GroupNeutralize|Mean|Rank|Sub,12,skeleton-c0f866db89ee2ec1,a7al2z7::M2_taker_liquidity_control_resistant::liquidity_tier|taker_buy_sell_volume_ratio_last|trade_count::Delta|GroupNeutralize|Mean|Rank|Sub::12,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.993105429474289,0.9994425561662328,True,,True,True
a7al2z7_02f1df4268618e5a,"GroupNeutralize(Sub(Rank(Mean(Delta(taker_buy_sell_volume_ratio_last,48),8)),Rank(Mean(Delta(trade_quote_volume,48),8))),liquidity_tier)",M2_taker_liquidity_control_resistant,a7al2z7_response_guided_dry_generation,liquidity|state|taker_flow,liquidity_tier|taker_buy_sell_volume_ratio_last|trade_quote_volume,Delta|GroupNeutralize|Mean|Rank|Sub,8|48,skeleton-c0f866db89ee2ec1,a7al2z7::M2_taker_liquidity_control_resistant::liquidity_tier|taker_buy_sell_volume_ratio_last|trade_quote_volume::Delta|GroupNeutralize|Mean|Rank|Sub::8|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.983912668773341,0.9993917274939172,True,,True,True
