candidate_id,expression,objective_family,source_stage,field_families,fields,operator_signature,window_signature,skeleton_key,production_key,historical_source_ok,field_lineage_ok,pit_policy_ok,negative_control_attached,selected_for_z8_materialization,preflight_decision,shared_pool_stage,control_modes,static_valid,eval_success,finite_share,nonzero_share,activity_ok,error,selected_by_z8,was_z7_selected
a7al2z7_013f25dbecab09d6,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_trade_basis_bps,12),4)),Rank(Mean(Delta(trade_close,12),4))),R0_market_trend_state)",M5_trend_breadth_interaction,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R0_market_trend_state|mark_trade_basis_bps|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,4|12,skeleton-1d048fd25fceb186,a7al2z7::M5_trend_breadth_interaction::R0_market_trend_state|mark_trade_basis_bps|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::4|12,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.823039356506751,1.0,True,,True,True
a7al2z7_01643fc51752e53d,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_index_basis_bps,72),12)),Rank(Mean(Delta(mark_close,72),12))),R2_market_breadth_state)",M5_trend_breadth_interaction,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R2_market_breadth_state|mark_close|mark_index_basis_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,12|72,skeleton-1d048fd25fceb186,a7al2z7::M5_trend_breadth_interaction::R2_market_breadth_state|mark_close|mark_index_basis_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::12|72,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8035047400172364,1.0,True,,True,True
a7al2z7_01eb7edbcd5a252e,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_trade_basis_bps,72),12)),Rank(Mean(Delta(index_close,72),12))),R9_alt_vs_major_dispersion_state)",M5_trend_breadth_interaction,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R9_alt_vs_major_dispersion_state|index_close|mark_trade_basis_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,12|72,skeleton-1d048fd25fceb186,a7al2z7::M5_trend_breadth_interaction::R9_alt_vs_major_dispersion_state|index_close|mark_trade_basis_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::12|72,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8035047400172364,1.0,True,,True,True
a7al2z7_0391abb03c3c66ba,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_index_basis_bps,12),4)),Rank(Mean(Delta(trade_close,12),4))),R0_market_trend_state)",M5_trend_breadth_interaction,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R0_market_trend_state|mark_index_basis_bps|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,4|12,skeleton-1d048fd25fceb186,a7al2z7::M5_trend_breadth_interaction::R0_market_trend_state|mark_index_basis_bps|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::4|12,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.823039356506751,1.0,True,,True,True
a7al2z7_0051d4ba2c48f760,"GroupNeutralize(Mul(Neg(Rank(Mean(Delta(trade_close,24),12))),Rank(Mean(Delta(mark_trade_basis_bps,24),12))),R2_market_breadth_state)",M5_trend_breadth_interaction,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R2_market_breadth_state|mark_trade_basis_bps|trade_close,Delta|GroupNeutralize|Mean|Mul|Neg|Rank,12|24,skeleton-aa6f825a7a0a2bae,a7al2z7::M5_trend_breadth_interaction::R2_market_breadth_state|mark_trade_basis_bps|trade_close::Delta|GroupNeutralize|Mean|Mul|Neg|Rank::12|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8172938810686584,1.0,True,,True,True
a7al2z7_0072e9c2ed1bf9a3,"GroupNeutralize(Mul(Neg(Rank(Mean(Delta(mark_close,72),12))),Rank(Mean(Delta(mark_index_basis_bps,72),12))),R9_alt_vs_major_dispersion_state)",M5_trend_breadth_interaction,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R9_alt_vs_major_dispersion_state|mark_close|mark_index_basis_bps,Delta|GroupNeutralize|Mean|Mul|Neg|Rank,12|72,skeleton-aa6f825a7a0a2bae,a7al2z7::M5_trend_breadth_interaction::R9_alt_vs_major_dispersion_state|mark_close|mark_index_basis_bps::Delta|GroupNeutralize|Mean|Mul|Neg|Rank::12|72,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8035047400172364,0.99999627577166,True,,True,True
a7al2z7_0152a2deacacf882,"GroupNeutralize(Mul(Neg(Rank(Mean(Delta(index_close,72),4))),Rank(Mean(Delta(mark_index_basis_bps,72),4))),R9_alt_vs_major_dispersion_state)",M5_trend_breadth_interaction,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R9_alt_vs_major_dispersion_state|index_close|mark_index_basis_bps,Delta|GroupNeutralize|Mean|Mul|Neg|Rank,4|72,skeleton-aa6f825a7a0a2bae,a7al2z7::M5_trend_breadth_interaction::R9_alt_vs_major_dispersion_state|index_close|mark_index_basis_bps::Delta|GroupNeutralize|Mean|Mul|Neg|Rank::4|72,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8058029301924734,1.0,True,,True,True
a7al2z7_024bc6d6a8b62220,"GroupNeutralize(Mul(Neg(Rank(Mean(Delta(mark_close,72),4))),Rank(Mean(Delta(premium_close_bps,72),4))),R9_alt_vs_major_dispersion_state)",M5_trend_breadth_interaction,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R9_alt_vs_major_dispersion_state|mark_close|premium_close_bps,Delta|GroupNeutralize|Mean|Mul|Neg|Rank,4|72,skeleton-aa6f825a7a0a2bae,a7al2z7::M5_trend_breadth_interaction::R9_alt_vs_major_dispersion_state|mark_close|premium_close_bps::Delta|GroupNeutralize|Mean|Mul|Neg|Rank::4|72,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8058029301924734,1.0,True,,True,True
a7al2z7_02696ab005b800b7,"GroupNeutralize(Mul(Neg(Rank(Mean(Delta(trade_close,24),4))),Rank(Mean(Delta(premium_close_bps,24),4))),R10_stress_proxy_state)",M5_trend_breadth_interaction,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R10_stress_proxy_state|premium_close_bps|trade_close,Delta|GroupNeutralize|Mean|Mul|Neg|Rank,4|24,skeleton-aa6f825a7a0a2bae,a7al2z7::M5_trend_breadth_interaction::R10_stress_proxy_state|premium_close_bps|trade_close::Delta|GroupNeutralize|Mean|Mul|Neg|Rank::4|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8195920712438954,1.0,True,,True,True
a7al2z7_02a8f3146e4d3ead,"GroupNeutralize(Mul(Neg(Rank(Mean(Delta(mark_close,12),8))),Rank(Mean(Delta(mark_trade_basis_bps,12),8))),R9_alt_vs_major_dispersion_state)",M5_trend_breadth_interaction,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R9_alt_vs_major_dispersion_state|mark_close|mark_trade_basis_bps,Delta|GroupNeutralize|Mean|Mul|Neg|Rank,8|12,skeleton-aa6f825a7a0a2bae,a7al2z7::M5_trend_breadth_interaction::R9_alt_vs_major_dispersion_state|mark_close|mark_trade_basis_bps::Delta|GroupNeutralize|Mean|Mul|Neg|Rank::8|12,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8218902614191325,1.0,True,,True,True
a7al2z7_035821f24a832355,"GroupNeutralize(Mul(Neg(Rank(Mean(Delta(trade_close,48),12))),Rank(Mean(Delta(mark_index_basis_bps,48),12))),R0_market_trend_state)",M5_trend_breadth_interaction,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R0_market_trend_state|mark_index_basis_bps|trade_close,Delta|GroupNeutralize|Mean|Mul|Neg|Rank,12|48,skeleton-aa6f825a7a0a2bae,a7al2z7::M5_trend_breadth_interaction::R0_market_trend_state|mark_index_basis_bps|trade_close::Delta|GroupNeutralize|Mean|Mul|Neg|Rank::12|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8103993105429474,1.0,True,,True,True
a7al2z7_0394c4e9970a6603,"GroupNeutralize(Mul(Neg(Rank(Mean(Delta(index_close,24),8))),Rank(Mean(Delta(mark_index_basis_bps,24),8))),R0_market_trend_state)",M5_trend_breadth_interaction,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R0_market_trend_state|index_close|mark_index_basis_bps,Delta|GroupNeutralize|Mean|Mul|Neg|Rank,8|24,skeleton-aa6f825a7a0a2bae,a7al2z7::M5_trend_breadth_interaction::R0_market_trend_state|index_close|mark_index_basis_bps::Delta|GroupNeutralize|Mean|Mul|Neg|Rank::8|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8184429761562769,0.9999963437463436,True,,True,True
a7al2z7_04babe16e29845a3,"GroupNeutralize(Mul(Neg(Rank(Mean(Delta(index_close,12),4))),Rank(Mean(Delta(premium_close_bps,12),4))),R10_stress_proxy_state)",M5_trend_breadth_interaction,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R10_stress_proxy_state|index_close|premium_close_bps,Delta|GroupNeutralize|Mean|Mul|Neg|Rank,4|12,skeleton-aa6f825a7a0a2bae,a7al2z7::M5_trend_breadth_interaction::R10_stress_proxy_state|index_close|premium_close_bps::Delta|GroupNeutralize|Mean|Mul|Neg|Rank::4|12,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.823039356506751,1.0,True,,True,True
a7al2z7_0500f942c89acb80,"GroupNeutralize(Mul(Neg(Rank(Mean(Delta(trade_close,24),12))),Rank(Mean(Delta(mark_index_basis_bps,24),12))),R0_market_trend_state)",M5_trend_breadth_interaction,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R0_market_trend_state|mark_index_basis_bps|trade_close,Delta|GroupNeutralize|Mean|Mul|Neg|Rank,12|24,skeleton-aa6f825a7a0a2bae,a7al2z7::M5_trend_breadth_interaction::R0_market_trend_state|mark_index_basis_bps|trade_close::Delta|GroupNeutralize|Mean|Mul|Neg|Rank::12|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8172938810686584,1.0,True,,True,True
a7al2z7_0a9eb9c504a49da0,"GroupNeutralize(Sub(Rank(Mean(mark_trade_basis_bps,336)),Rank(Mean(funding_rate,336))),is_major)",M6_low_turnover_funding_premium,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,funding_rate|is_major|mark_trade_basis_bps,GroupNeutralize|Mean|Rank|Sub,336,skeleton-4f11de978e336205,a7al2z7::M6_low_turnover_funding_premium::funding_rate|is_major|mark_trade_basis_bps::GroupNeutralize|Mean|Rank|Sub::336,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8302690797663507,0.9995458739403724,True,,True,True
a7al2z7_0301ef6a705456d8,"LatentNeutralRank(Sub(Rank(Mean(mark_trade_basis_bps,168)),Rank(Mean(funding_rate,168))),is_major)",M6_low_turnover_funding_premium,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,funding_rate|is_major|mark_trade_basis_bps,LatentNeutralRank|Mean|Rank|Sub,168,skeleton-eb5f50ebc33cd281,a7al2z7::M6_low_turnover_funding_premium::funding_rate|is_major|mark_trade_basis_bps::LatentNeutralRank|Mean|Rank|Sub::168,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.2034825959973187,1.0,True,,True,True
