candidate_id,production_family,expression,horizon,control_mode,control_id,validation_net10,recent_net10,recent_net20,may_net10,control_validation_net10,control_recent_net10,control_may_net10,derived_feature_id,source_fields,transform
a7x3_F0_slow_aggtrades_horizon_48_ece175f3b91d,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_minus_btcusdt_4h,12,48)",48,sign_flip,a7x3_F0_slow_aggtrades_horizon_48_ece175f3b91d__ctrl_sign_flip_ea4552d3e2f5,-4.951267406407329,-6.044143167456385,-6.856643167456387,-0.6367711100049179,3.9912674064073297,4.419143167456385,0.5437711100049178,horizon_spread,agg_flow_minus_btcusdt_4h,horizon_spread
a7x3_F0_slow_aggtrades_horizon_48_ece175f3b91d,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_minus_btcusdt_4h,12,48)",48,wrong_lag,a7x3_F0_slow_aggtrades_horizon_48_ece175f3b91d__ctrl_wrong_lag_51b72027caf0,-4.951267406407329,-6.044143167456385,-6.856643167456387,-0.6367711100049179,1.011469138755954,0.2613366301168569,-1.0008439277088503,horizon_spread,agg_flow_minus_btcusdt_4h,horizon_spread
a7x3_F0_slow_aggtrades_horizon_48_f22f5a1e2343,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_imbalance_notional,12,48)",48,sign_flip,a7x3_F0_slow_aggtrades_horizon_48_f22f5a1e2343__ctrl_sign_flip_1304f0be088e,-3.704947830455222,-6.038779072724878,-7.458279072724879,-0.3636677076892123,1.95394783045522,3.199779072724875,0.2106677076892121,horizon_spread,agg_flow_imbalance_notional,horizon_spread
a7x3_F0_slow_aggtrades_horizon_48_f22f5a1e2343,F0_slow_aggtrades_horizon,"HorizonSpread(agg_flow_imbalance_notional,12,48)",48,wrong_lag,a7x3_F0_slow_aggtrades_horizon_48_f22f5a1e2343__ctrl_wrong_lag_b85e6efcc79e,-3.704947830455222,-6.038779072724878,-7.458279072724879,-0.3636677076892123,1.9256402491977307,0.6559702903506355,-0.8819035563681281,horizon_spread,agg_flow_imbalance_notional,horizon_spread
a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2,F0_slow_aggtrades_horizon,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",48,wrong_lag,a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2__ctrl_wrong_lag_c2fb53f1fdce,6.560877268893918,1.9319590996549016,1.0544590996549008,0.1276447539800823,1.7067751406425316,2.1295550057207557,0.1788687863583852,horizon_spread,agg_cross_symbol_signed_flow_share,horizon_spread
a7x3_F1_aggtrades_basis_interaction_24_0d9068bfa3ec,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,24)),Rank(mark_index_ratio))",24,sign_flip,a7x3_F1_aggtrades_basis_interaction_24_0d9068bfa3ec__ctrl_sign_flip_fd9f46bbb5c0,-2.204100127692416,-4.757758979611993,-5.812258979611994,0.3509928539690436,0.8901001276924143,2.648758979611992,-0.4909928539690437,agg_x_basis,agg_flow_accel_4h_vs_24h;mark_index_ratio,agg_x_basis
a7x3_F1_aggtrades_basis_interaction_24_30729d5d8f44,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_buy_notional_share,48)),Rank(premium_index))",24,sign_flip,a7x3_F1_aggtrades_basis_interaction_24_30729d5d8f44__ctrl_sign_flip_3c4c603f117e,-4.408342047322687,-2.6163773450788783,-3.729377345078879,0.2158862286149999,3.024342047322686,0.3903773450788763,-0.325886228615,agg_x_basis,agg_buy_notional_share;premium_index,agg_x_basis
a7x3_F1_aggtrades_basis_interaction_24_535713451cb5,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,12)),Rank(premium_index))",24,sign_flip,a7x3_F1_aggtrades_basis_interaction_24_535713451cb5__ctrl_sign_flip_083331cfe2aa,-1.6934337917213975,-4.564326059167838,-5.825826059167839,0.3954853491984524,0.1954337917213966,2.041326059167836,-0.5614853491984526,agg_x_basis,agg_flow_accel_4h_vs_24h;premium_index,agg_x_basis
a7x3_F1_aggtrades_basis_interaction_24_6f7555ece84a,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,48)),Rank(mark_index_ratio))",24,sign_flip,a7x3_F1_aggtrades_basis_interaction_24_6f7555ece84a__ctrl_sign_flip_365aeb109ede,-3.799271864562224,-4.42566686118252,-5.41916686118252,0.2203492465607829,2.6342718645622227,2.438666861182518,-0.3473492465607831,agg_x_basis,agg_flow_accel_4h_vs_24h;mark_index_ratio,agg_x_basis
a7x3_F1_aggtrades_basis_interaction_24_94da6e9f3c12,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_buy_notional_share,48)),Rank(mark_index_ratio))",24,sign_flip,a7x3_F1_aggtrades_basis_interaction_24_94da6e9f3c12__ctrl_sign_flip_a6175623426c,-4.68149405118496,-3.0986492845304423,-4.2081492845304425,0.2113438244036793,3.3614940511849576,0.8796492845304396,-0.3193438244036794,agg_x_basis,agg_buy_notional_share;mark_index_ratio,agg_x_basis
a7x3_F1_aggtrades_basis_interaction_24_ae7e6511450b,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,48)),Rank(premium_index))",24,sign_flip,a7x3_F1_aggtrades_basis_interaction_24_ae7e6511450b__ctrl_sign_flip_9aefb8ee811c,-3.463499898399609,-4.398628118478303,-5.400628118478304,0.2034230212800598,2.2564998983996074,2.394628118478301,-0.3294230212800599,agg_x_basis,agg_flow_accel_4h_vs_24h;premium_index,agg_x_basis
a7x3_F1_aggtrades_basis_interaction_24_e50980a94af3,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,12)),Rank(mark_index_ratio))",24,sign_flip,a7x3_F1_aggtrades_basis_interaction_24_e50980a94af3__ctrl_sign_flip_c3f24a9c3ebb,-1.684669957274899,-4.606685809927523,-5.845185809927524,0.4966162528942688,0.1626699572748975,2.1296858099275218,-0.6616162528942691,agg_x_basis,agg_flow_accel_4h_vs_24h;mark_index_ratio,agg_x_basis
a7x3_F1_aggtrades_basis_interaction_24_eae76c1c903b,F1_aggtrades_basis_interaction,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,24)),Rank(premium_index))",24,sign_flip,a7x3_F1_aggtrades_basis_interaction_24_eae76c1c903b__ctrl_sign_flip_15b71b1f916d,-2.702573505852924,-4.637884349817711,-5.706884349817711,0.3141246803920122,1.3305735058529218,2.499884349817709,-0.4641246803920124,agg_x_basis,agg_flow_accel_4h_vs_24h;premium_index,agg_x_basis
a7x3_F2_aggtrades_vol_compression_interaction_24_871ec7af4ccd,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_accel_4h_vs_24h,24)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,sign_flip,a7x3_F2_aggtrades_vol_compression_interaction_24_871ec7af4ccd__ctrl_sign_flip_df6653cd488e,-2.310137263764443,-6.609983146051393,-7.355483146051394,0.0705974590073156,1.452137263764441,5.118983146051392,-0.1625974590073157,agg_x_vol_compression,agg_flow_accel_4h_vs_24h;realized_vol_12;realized_vol_24,agg_x_vol_compression
a7x3_F2_aggtrades_vol_compression_interaction_24_c57923efa163,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_accel_4h_vs_24h,12)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,sign_flip,a7x3_F2_aggtrades_vol_compression_interaction_24_c57923efa163__ctrl_sign_flip_f93e546da80c,-1.9110271177917728,-5.0118919011742085,-5.96589190117421,0.3172744283548699,0.827027117791772,3.1038919011742063,-0.43027442835487,agg_x_vol_compression,agg_flow_accel_4h_vs_24h;realized_vol_12;realized_vol_24,agg_x_vol_compression
a7x3_F2_aggtrades_vol_compression_interaction_24_e3bf5c174d20,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_accel_4h_vs_24h,12)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,sign_flip,a7x3_F2_aggtrades_vol_compression_interaction_24_e3bf5c174d20__ctrl_sign_flip_9d39b6dfe788,-2.3291508367287355,-5.679910623658767,-6.622410623658768,0.2680701251811421,1.200150836728734,3.794910623658765,-0.3800701251811422,agg_x_vol_compression,agg_flow_accel_4h_vs_24h;realized_vol_12;realized_vol_24,agg_x_vol_compression
a7x3_F2_aggtrades_vol_compression_interaction_24_f6559a0e2a7e,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_accel_4h_vs_24h,24)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,sign_flip,a7x3_F2_aggtrades_vol_compression_interaction_24_f6559a0e2a7e__ctrl_sign_flip_01d3bd0b8a47,-2.732834789788555,-6.69304248970874,-7.469542489708741,0.1094822228200834,1.852834789788554,5.140042489708739,-0.2074822228200835,agg_x_vol_compression,agg_flow_accel_4h_vs_24h;realized_vol_12;realized_vol_24,agg_x_vol_compression
a7x3_F4_symbol_tier_neutralized_aggtrades_24_57dc96eaf27d,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_large_notional_share_4h)),Rank(ret_12))",24,time_shuffle,a7x3_F4_symbol_tier_neutralized_aggtrades_24_57dc96eaf27d__ctrl_time_shuffle_a6880bd5ce9c,2.2993870100224627,0.5332365252899693,0.2677365252899699,-0.4559498218525959,2.3287031459789373,0.6315431404989122,-0.4535442533415232,symbol_tier_neutralized,agg_large_notional_share_4h;ret_12,symbol_tier_neutralized
a7x3_F4_symbol_tier_neutralized_aggtrades_24_57dc96eaf27d,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_large_notional_share_4h)),Rank(ret_12))",24,wrong_lag,a7x3_F4_symbol_tier_neutralized_aggtrades_24_57dc96eaf27d__ctrl_wrong_lag_e7735b5ca184,2.2993870100224627,0.5332365252899693,0.2677365252899699,-0.4559498218525959,1.7714275325954485,1.0235176638034351,-0.3361926900864527,symbol_tier_neutralized,agg_large_notional_share_4h;ret_12,symbol_tier_neutralized
a7x3_F4_symbol_tier_neutralized_aggtrades_24_e707b639322b,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_large_notional_share_4h)),Rank(premium_index))",24,time_shuffle,a7x3_F4_symbol_tier_neutralized_aggtrades_24_e707b639322b__ctrl_time_shuffle_234b9ca9802c,2.463420703476796,0.6748884137121594,0.3343884137121575,-0.4848315178431484,1.9958849215302616,0.5944598143600319,-0.4193220484817433,symbol_tier_neutralized,agg_large_notional_share_4h;premium_index,symbol_tier_neutralized
a7x3_F4_symbol_tier_neutralized_aggtrades_24_e707b639322b,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_large_notional_share_4h)),Rank(premium_index))",24,wrong_lag,a7x3_F4_symbol_tier_neutralized_aggtrades_24_e707b639322b__ctrl_wrong_lag_9acead099aaa,2.463420703476796,0.6748884137121594,0.3343884137121575,-0.4848315178431484,2.172735888314943,0.4832097191229465,-0.4573230495621609,symbol_tier_neutralized,agg_large_notional_share_4h;premium_index,symbol_tier_neutralized
