candidate_id,family_id,dataset,motif,primary_field,partner_field,window_h,operator,expression,candidate_role,executes_numeric,primary_field_available,partner_field_available,materialization_preflight_pass,numeric_probe_id,executes_numeric_in_core30,authorized_for_core30e_numeric_probe
a7ffcore29e_0136,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_signed_aggressor_notional,mark_index_basis_bps,8,TSRank,"TSRank(agg_signed_aggressor_notional,8)*ZScore(Delta(mark_index_basis_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0011,False,True
a7ffcore29e_0070,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_max_trade_notional,funding_rate,4,WinsorZ,"Clip(ZScore(Delta(agg_max_trade_notional,4)),-3,3)*Sign(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0012,False,True
a7ffcore29e_0071,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_large_notional_ratio_100k_plus,funding_rate,8,WinsorZ,"Clip(ZScore(Delta(agg_large_notional_ratio_100k_plus,8)),-3,3)*Sign(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0013,False,True
a7ffcore29e_0072,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_signed_aggressor_notional,mark_index_basis_bps,24,WinsorZ,"Clip(ZScore(Delta(agg_signed_aggressor_notional,24)),-3,3)*Sign(Delta(mark_index_basis_bps,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0014,False,True
a7ffcore29e_0073,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_volume_imbalance,mark_index_basis_bps,72,WinsorZ,"Clip(ZScore(Delta(agg_volume_imbalance,72)),-3,3)*Sign(Delta(mark_index_basis_bps,72))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0015,False,True
a7ffcore29e_0005,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_volume_imbalance,funding_rate,4,ZScore,"ZScore(agg_volume_imbalance,4)*ZScore(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0016,False,True
a7ffcore29e_0006,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_max_trade_notional,funding_rate,8,ZScore,"ZScore(agg_max_trade_notional,8)*ZScore(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0017,False,True
a7ffcore29e_0130,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_max_trade_notional,premium_index_bps,4,ZScore,"ZScore(agg_max_trade_notional,4)*ZScore(Delta(premium_index_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0018,False,True
a7ffcore29e_0131,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_large_notional_ratio_100k_plus,premium_index_bps,8,ZScore,"ZScore(agg_large_notional_ratio_100k_plus,8)*ZScore(Delta(premium_index_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0019,False,True
a7ffcore29e_0100,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_signed_aggressor_notional,funding_rate,4,Delta,"Delta(agg_signed_aggressor_notional,4)*ZScore(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0020,False,True
a7ffcore29e_0101,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_volume_imbalance,funding_rate,8,Delta,"Delta(agg_volume_imbalance,8)*ZScore(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0021,False,True
a7ffcore29e_0102,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_max_trade_notional,funding_rate,24,Delta,"Delta(agg_max_trade_notional,24)*ZScore(Delta(funding_rate,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0022,False,True
a7ffcore29e_0103,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_large_notional_ratio_100k_plus,funding_rate,72,Delta,"Delta(agg_large_notional_ratio_100k_plus,72)*ZScore(Delta(funding_rate,72))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0023,False,True
a7ffcore29e_0040,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_signed_aggressor_notional,mark_index_basis_bps,4,SpreadShortLong,"Sub(ZScore(Mean(agg_signed_aggressor_notional,4)),ZScore(Mean(mark_index_basis_bps,16)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0024,False,True
a7ffcore29e_0041,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_volume_imbalance,mark_index_basis_bps,8,SpreadShortLong,"Sub(ZScore(Mean(agg_volume_imbalance,8)),ZScore(Mean(mark_index_basis_bps,32)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0025,False,True
a7ffcore29e_0042,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_max_trade_notional,mark_index_basis_bps,24,SpreadShortLong,"Sub(ZScore(Mean(agg_max_trade_notional,24)),ZScore(Mean(mark_index_basis_bps,96)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0026,False,True
a7ffcore29e_0043,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_large_notional_ratio_100k_plus,mark_index_basis_bps,72,SpreadShortLong,"Sub(ZScore(Mean(agg_large_notional_ratio_100k_plus,72)),ZScore(Mean(mark_index_basis_bps,288)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0027,False,True
a7ffcore29e_0035,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_large_notional_ratio_100k_plus,premium_index_bps,4,TSRank,"TSRank(agg_large_notional_ratio_100k_plus,4)*ZScore(Delta(premium_index_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0028,False,True
a7ffcore29e_0036,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_signed_aggressor_notional,funding_rate,8,TSRank,"TSRank(agg_signed_aggressor_notional,8)*ZScore(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0029,False,True
a7ffcore29e_0110,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_max_trade_notional,agg_price_range_bps,4,TSRank,"TSRank(agg_max_trade_notional,4)*ZScore(Delta(agg_price_range_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0030,False,True
a7ffcore29e_0111,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_large_notional_ratio_100k_plus,agg_price_range_bps,8,TSRank,"TSRank(agg_large_notional_ratio_100k_plus,8)*ZScore(Delta(agg_price_range_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0031,False,True
a7ffcore29e_0045,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_volume_imbalance,agg_price_range_bps,4,WinsorZ,"Clip(ZScore(Delta(agg_volume_imbalance,4)),-3,3)*Sign(Delta(agg_price_range_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0032,False,True
a7ffcore29e_0046,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_max_trade_notional,agg_price_range_bps,8,WinsorZ,"Clip(ZScore(Delta(agg_max_trade_notional,8)),-3,3)*Sign(Delta(agg_price_range_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0033,False,True
a7ffcore29e_0047,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_large_notional_ratio_100k_plus,agg_price_range_bps,24,WinsorZ,"Clip(ZScore(Delta(agg_large_notional_ratio_100k_plus,24)),-3,3)*Sign(Delta(agg_price_range_bps,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0034,False,True
a7ffcore29e_0096,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_signed_aggressor_notional,premium_index_bps,8,WinsorZ,"Clip(ZScore(Delta(agg_signed_aggressor_notional,8)),-3,3)*Sign(Delta(premium_index_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0035,False,True
a7ffcore29e_0032,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_signed_aggressor_notional,premium_index_bps,24,ZScore,"ZScore(agg_signed_aggressor_notional,24)*ZScore(Delta(premium_index_bps,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0036,False,True
a7ffcore29e_0105,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_volume_imbalance,mark_index_basis_bps,4,ZScore,"ZScore(agg_volume_imbalance,4)*ZScore(Delta(mark_index_basis_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0037,False,True
a7ffcore29e_0106,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_max_trade_notional,mark_index_basis_bps,8,ZScore,"ZScore(agg_max_trade_notional,8)*ZScore(Delta(mark_index_basis_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0038,False,True
a7ffcore29e_0107,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_large_notional_ratio_100k_plus,mark_index_basis_bps,24,ZScore,"ZScore(agg_large_notional_ratio_100k_plus,24)*ZScore(Delta(mark_index_basis_bps,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0039,False,True
a7ffcore29e_0050,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_max_trade_notional,premium_index_bps,4,Delta,"Delta(agg_max_trade_notional,4)*ZScore(Delta(premium_index_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0040,False,True
a7ffcore29e_0051,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_large_notional_ratio_100k_plus,premium_index_bps,8,Delta,"Delta(agg_large_notional_ratio_100k_plus,8)*ZScore(Delta(premium_index_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0041,False,True
a7ffcore29e_0125,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_volume_imbalance,agg_price_range_bps,4,Delta,"Delta(agg_volume_imbalance,4)*ZScore(Delta(agg_price_range_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0042,False,True
a7ffcore29e_0126,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_max_trade_notional,agg_price_range_bps,8,Delta,"Delta(agg_max_trade_notional,8)*ZScore(Delta(agg_price_range_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0043,False,True
a7ffcore29e_0115,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_large_notional_ratio_100k_plus,premium_index_bps,4,SpreadShortLong,"Sub(ZScore(Mean(agg_large_notional_ratio_100k_plus,4)),ZScore(Mean(premium_index_bps,16)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0044,False,True
a7ffcore29e_0116,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_signed_aggressor_notional,funding_rate,8,SpreadShortLong,"Sub(ZScore(Mean(agg_signed_aggressor_notional,8)),ZScore(Mean(funding_rate,32)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0045,False,True
a7ffcore29e_0117,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_volume_imbalance,funding_rate,24,SpreadShortLong,"Sub(ZScore(Mean(agg_volume_imbalance,24)),ZScore(Mean(funding_rate,96)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0046,False,True
a7ffcore29e_0118,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_max_trade_notional,funding_rate,72,SpreadShortLong,"Sub(ZScore(Mean(agg_max_trade_notional,72)),ZScore(Mean(funding_rate,288)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0047,False,True
a7ffcore29e_0060,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_signed_aggressor_notional,agg_price_range_bps,4,TSRank,"TSRank(agg_signed_aggressor_notional,4)*ZScore(Delta(agg_price_range_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0048,False,True
a7ffcore29e_0061,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_volume_imbalance,agg_price_range_bps,8,TSRank,"TSRank(agg_volume_imbalance,8)*ZScore(Delta(agg_price_range_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0049,False,True
a7ffcore29e_0062,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_max_trade_notional,agg_price_range_bps,24,TSRank,"TSRank(agg_max_trade_notional,24)*ZScore(Delta(agg_price_range_bps,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0050,False,True
a7ffcore29e_0112,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_signed_aggressor_notional,premium_index_bps,24,TSRank,"TSRank(agg_signed_aggressor_notional,24)*ZScore(Delta(premium_index_bps,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0051,False,True
a7ffcore29e_0048,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_signed_aggressor_notional,premium_index_bps,72,WinsorZ,"Clip(ZScore(Delta(agg_signed_aggressor_notional,72)),-3,3)*Sign(Delta(premium_index_bps,72))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0052,False,True
a7ffcore29e_0120,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_signed_aggressor_notional,mark_index_basis_bps,4,WinsorZ,"Clip(ZScore(Delta(agg_signed_aggressor_notional,4)),-3,3)*Sign(Delta(mark_index_basis_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0053,False,True
a7ffcore29e_0121,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_volume_imbalance,mark_index_basis_bps,8,WinsorZ,"Clip(ZScore(Delta(agg_volume_imbalance,8)),-3,3)*Sign(Delta(mark_index_basis_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0054,False,True
a7ffcore29e_0122,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_max_trade_notional,mark_index_basis_bps,24,WinsorZ,"Clip(ZScore(Delta(agg_max_trade_notional,24)),-3,3)*Sign(Delta(mark_index_basis_bps,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0055,False,True
a7ffcore29e_0055,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_large_notional_ratio_100k_plus,funding_rate,4,ZScore,"ZScore(agg_large_notional_ratio_100k_plus,4)*ZScore(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0056,False,True
a7ffcore29e_0056,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_signed_aggressor_notional,mark_index_basis_bps,8,ZScore,"ZScore(agg_signed_aggressor_notional,8)*ZScore(Delta(mark_index_basis_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0057,False,True
a7ffcore29e_0057,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_volume_imbalance,mark_index_basis_bps,24,ZScore,"ZScore(agg_volume_imbalance,24)*ZScore(Delta(mark_index_basis_bps,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0058,False,True
a7ffcore29e_0058,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_max_trade_notional,mark_index_basis_bps,72,ZScore,"ZScore(agg_max_trade_notional,72)*ZScore(Delta(mark_index_basis_bps,72))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0059,False,True
a7ffcore29e_0025,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_volume_imbalance,mark_index_basis_bps,4,Delta,"Delta(agg_volume_imbalance,4)*ZScore(Delta(mark_index_basis_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0060,False,True
a7ffcore29e_0026,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_max_trade_notional,mark_index_basis_bps,8,Delta,"Delta(agg_max_trade_notional,8)*ZScore(Delta(mark_index_basis_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0061,False,True
a7ffcore29e_0150,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_max_trade_notional,funding_rate,4,Delta,"Delta(agg_max_trade_notional,4)*ZScore(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0062,False,True
a7ffcore29e_0151,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_large_notional_ratio_100k_plus,funding_rate,8,Delta,"Delta(agg_large_notional_ratio_100k_plus,8)*ZScore(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0063,False,True
a7ffcore29e_0016,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_signed_aggressor_notional,premium_index_bps,8,SpreadShortLong,"Sub(ZScore(Mean(agg_signed_aggressor_notional,8)),ZScore(Mean(premium_index_bps,32)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0064,False,True
a7ffcore29e_0017,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_volume_imbalance,premium_index_bps,24,SpreadShortLong,"Sub(ZScore(Mean(agg_volume_imbalance,24)),ZScore(Mean(premium_index_bps,96)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0065,False,True
a7ffcore29e_0090,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_max_trade_notional,mark_index_basis_bps,4,SpreadShortLong,"Sub(ZScore(Mean(agg_max_trade_notional,4)),ZScore(Mean(mark_index_basis_bps,16)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0066,False,True
a7ffcore29e_0091,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_large_notional_ratio_100k_plus,mark_index_basis_bps,8,SpreadShortLong,"Sub(ZScore(Mean(agg_large_notional_ratio_100k_plus,8)),ZScore(Mean(mark_index_basis_bps,32)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0067,False,True
a7ffcore29e_0085,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_volume_imbalance,funding_rate,4,TSRank,"TSRank(agg_volume_imbalance,4)*ZScore(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0068,False,True
a7ffcore29e_0086,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_max_trade_notional,funding_rate,8,TSRank,"TSRank(agg_max_trade_notional,8)*ZScore(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0069,False,True
a7ffcore29e_0087,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_large_notional_ratio_100k_plus,funding_rate,24,TSRank,"TSRank(agg_large_notional_ratio_100k_plus,24)*ZScore(Delta(funding_rate,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0070,False,True
a7ffcore29e_0088,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_signed_aggressor_notional,mark_index_basis_bps,72,TSRank,"TSRank(agg_signed_aggressor_notional,72)*ZScore(Delta(mark_index_basis_bps,72))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0071,False,True
a7ffcore29e_0020,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_signed_aggressor_notional,funding_rate,4,WinsorZ,"Clip(ZScore(Delta(agg_signed_aggressor_notional,4)),-3,3)*Sign(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0072,False,True
a7ffcore29e_0021,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_volume_imbalance,funding_rate,8,WinsorZ,"Clip(ZScore(Delta(agg_volume_imbalance,8)),-3,3)*Sign(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0073,False,True
a7ffcore29e_0095,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_large_notional_ratio_100k_plus,agg_price_range_bps,4,WinsorZ,"Clip(ZScore(Delta(agg_large_notional_ratio_100k_plus,4)),-3,3)*Sign(Delta(agg_price_range_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0074,False,True
a7ffcore29e_0145,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_volume_imbalance,premium_index_bps,4,WinsorZ,"Clip(ZScore(Delta(agg_volume_imbalance,4)),-3,3)*Sign(Delta(premium_index_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0075,False,True
a7ffcore29e_0030,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_max_trade_notional,agg_price_range_bps,4,ZScore,"ZScore(agg_max_trade_notional,4)*ZScore(Delta(agg_price_range_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0076,False,True
a7ffcore29e_0031,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_large_notional_ratio_100k_plus,agg_price_range_bps,8,ZScore,"ZScore(agg_large_notional_ratio_100k_plus,8)*ZScore(Delta(agg_price_range_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0077,False,True
a7ffcore29e_0080,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_signed_aggressor_notional,premium_index_bps,4,ZScore,"ZScore(agg_signed_aggressor_notional,4)*ZScore(Delta(premium_index_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0078,False,True
a7ffcore29e_0155,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_large_notional_ratio_100k_plus,mark_index_basis_bps,4,ZScore,"ZScore(agg_large_notional_ratio_100k_plus,4)*ZScore(Delta(mark_index_basis_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0079,False,True
a7ffcore29e_0210,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_quote_volume,mark_index_basis_bps,4,Delta,"Delta(trade_quote_volume,4)*ZScore(Delta(mark_index_basis_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0080,False,True
a7ffcore29e_0211,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_volume,mark_index_basis_bps,8,Delta,"Delta(trade_volume,8)*ZScore(Delta(mark_index_basis_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0081,False,True
a7ffcore29e_0285,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,taker_buy_quote_volume,trade_quote_volume,4,Delta,"Delta(taker_buy_quote_volume,4)*ZScore(Delta(trade_quote_volume,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0082,False,True
a7ffcore29e_0286,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_quote_volume,trade_quote_volume,8,Delta,"Delta(trade_quote_volume,8)*ZScore(Delta(trade_quote_volume,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0083,False,True
