ordinal,token_id,field_id,token_kind,context_id,family,expression,base_dependencies,feature_available_lag_bars,alignment_shift_bars,execution_semantics,authority_ref,finite_ratio,finite_rows,variance,nonzero_ratio_of_finite,minimum,maximum,input_gradient_mean_abs,first_layer_weight_update_mean_abs,ablation_prediction_change_mean_abs,check_materialized,check_finite_adequacy,check_value_variation,check_gradient_reachable,check_parameter_updated,check_prediction_sensitive,plumbing_pass,nontrivial_utilization_pass,consumption_pass
11,FIELD:global_long_short_account_ratio_mean,global_long_short_account_ratio_mean,BASE,BROAD_PANEL_BASELINE,account_crowding,global_long_short_account_ratio_mean,['global_long_short_account_ratio_mean'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9980904636139186,1484432,1.186642638567902,1.0,0.20198175311088562,17.580631256103516,0.00633779913187027,0.034636303782463074,0.005732511170208454,True,True,True,True,True,True,True,True,True
12,FIELD:agg_notional_100_1k,agg_notional_100_1k,BASE,CORE3_MICROSTRUCTURE_PILOT,activity_liquidity,agg_notional_100_1k,['agg_notional_100_1k'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,66027116163676.516,1.0,627600.0,166785056.0,0.0036967811174690723,0.02835778519511223,0.0021635275334119797,True,True,True,True,True,True,True,True,True
13,FIELD:premium_high,premium_high,BASE,BROAD_PANEL_BASELINE,basis_premium,premium_high,['premium_high'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,1.0,1487272,4.226959367106915e-06,0.9092681096665572,-0.1744832992553711,0.32505670189857483,0.01561116985976696,0.03256809711456299,0.006865127477794886,True,True,True,True,True,True,True,True,True
14,FIELD:active_universe_size,active_universe_size,BASE,BROAD_PANEL_BASELINE,cross_asset_market_state,active_universe_size,['active_universe_size'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,1.0,1487272,5725.498397181397,1.0,1.0,176.0,0.003529598470777273,0.027190985158085823,0.0037718787789344788,True,True,True,True,True,True,True,True,True
15,FIELD:agg_universe_notional,agg_universe_notional,BASE,CORE3_MICROSTRUCTURE_PILOT,cross_symbol,agg_universe_notional,['agg_universe_notional'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,1.5125506723327153e+18,1.0,98198232.0,20306585600.0,0.0057002101093530655,0.028438013046979904,0.0048647536896169186,True,True,True,True,True,True,True,True,True
16,FIELD:agg_buy_quantity,agg_buy_quantity,BASE,CORE3_MICROSTRUCTURE_PILOT,flow,agg_buy_quantity,['agg_buy_quantity'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,92826175634.55437,1.0,301.5369873046875,6525324.0,0.005294895730912685,0.02589990198612213,0.0033063192386180162,True,True,True,True,True,True,True,True,True
17,FIELD:agg_large_notional_ratio_100k_plus,agg_large_notional_ratio_100k_plus,BASE,CORE3_MICROSTRUCTURE_PILOT,large_trade,agg_large_notional_ratio_100k_plus,['agg_large_notional_ratio_100k_plus'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,0.02187702011099688,0.9996947496947497,0.0,0.664526641368866,0.005221601575613022,0.029692482203245163,0.0032559814862906933,True,True,True,True,True,True,True,True,True
18,FIELD:listing_age_days,listing_age_days,BASE,BROAD_PANEL_BASELINE,listing_age_context,listing_age_days,['listing_age_days'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,1.0,1487272,10508.481817367583,1.0,6.927083492279053,365.9583435058594,0.0051384251564741135,0.02560414746403694,0.004649605136364698,True,True,True,True,True,True,True,True,True
19,FIELD:open_interest_last_change_1h,open_interest_last_change_1h,BASE,BROAD_PANEL_BASELINE,open_interest_level_change,open_interest_last_change_1h,['open_interest_last_change_1h'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9976527494634472,1483781,0.0005805253004359895,0.9999939344148496,-1.0,3.827993154525757,0.012514086440205574,0.04532379284501076,0.004379622638225555,True,True,True,True,True,True,True,True,True
20,FIELD:open_interest_value_last_change_1h,open_interest_value_last_change_1h,BASE,BROAD_PANEL_BASELINE,open_interest_value,open_interest_value_last_change_1h,['open_interest_value_last_change_1h'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9976527494634472,1483781,0.0008697802038794115,1.0,-1.0,5.395636081695557,0.014755603857338428,0.05438005179166794,0.00738952262327075,True,True,True,True,True,True,True,True,True
21,FIELD:agg_avg_underlying_trades_per_agg,agg_avg_underlying_trades_per_agg,BASE,CORE3_MICROSTRUCTURE_PILOT,other,agg_avg_underlying_trades_per_agg,['agg_avg_underlying_trades_per_agg'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,0.23206905998135086,1.0,1.5435208082199097,6.464601993560791,0.010817719623446465,0.02787504345178604,0.008040172979235649,True,True,True,True,True,True,True,True,True
22,FIELD:top_long_short_position_ratio_mean,top_long_short_position_ratio_mean,BASE,BROAD_PANEL_BASELINE,position_crowding,top_long_short_position_ratio_mean,['top_long_short_position_ratio_mean'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9980904636139186,1484432,0.2976584766746095,1.0,0.4104067385196686,7.182522296905518,0.004649760201573372,0.020650282502174377,0.0035330401733517647,True,True,True,True,True,True,True,True,True
23,FIELD:index_open,index_open,BASE,BROAD_PANEL_BASELINE,price_level,index_open,['index_open'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9994997552566041,1486528,14026219.741721064,1.0,0.00016096000035759062,73574.6953125,0.011497188359498978,0.01103464886546135,0.0019853380508720875,True,True,True,True,True,True,True,True,True
24,FIELD:agg_price_range_bps,agg_price_range_bps,BASE,CORE3_MICROSTRUCTURE_PILOT,price_microstructure,agg_price_range_bps,['agg_price_range_bps'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,8931.371887668125,1.0,6.464129447937012,2371.5263671875,0.003892420092597604,0.024102596566081047,0.0015510987723246217,True,True,True,True,True,True,True,True,True
25,FIELD:trade_return_1h,trade_return_1h,BASE,BROAD_PANEL_BASELINE,price_return,trade_return_1h,['trade_return_1h'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9993827625343582,1486354,0.00013987774828588478,0.9823245337248058,-0.6223423480987549,0.6973963975906372,0.00437044445425272,0.03669753670692444,0.004160758573561907,True,True,True,True,True,True,True,True,True
26,FIELD:trade_count,trade_count,BASE,BROAD_PANEL_BASELINE,quote_volume_activity,trade_count,['trade_count'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,1.0,1487272,1603429741.948789,1.0,39.0,3550298.0,0.007146044168621302,0.021161692216992378,0.005160373169928789,True,True,True,True,True,True,True,True,True
27,FIELD:agg_price_range_bps_max_24h,agg_price_range_bps_max_24h,BASE,CORE3_MICROSTRUCTURE_PILOT,rolling,agg_price_range_bps_max_24h,['agg_price_range_bps_max_24h'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,0.997481684981685,13071,54271.20832517054,1.0,39.62131118774414,2371.5263671875,0.006099328398704529,0.025108089670538902,0.0032280778978019953,True,True,True,True,True,True,True,True,True
28,FIELD:top_long_short_account_ratio_mean,top_long_short_account_ratio_mean,BASE,BROAD_PANEL_BASELINE,account_crowding,top_long_short_account_ratio_mean,['top_long_short_account_ratio_mean'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9980904636139186,1484432,1.1362412445838683,1.0,0.17165400087833405,14.537487030029297,0.007445116527378559,0.033709920942783356,0.005305654369294643,True,True,True,True,True,True,True,True,True
29,FIELD:agg_quantity,agg_quantity,BASE,CORE3_MICROSTRUCTURE_PILOT,activity_liquidity,agg_quantity,['agg_quantity'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,392516783866.09235,1.0,697.4039916992188,14168592.0,0.00942717120051384,0.02583945170044899,0.006155228707939386,True,True,True,True,True,True,True,True,True
30,FIELD:premium_open,premium_open,BASE,BROAD_PANEL_BASELINE,basis_premium,premium_open,['premium_open'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,1.0,1487272,2.4296126237048684e-06,0.7357470590450167,-0.2753404974937439,0.08829528093338013,0.012078193947672844,0.03713030368089676,0.007302557583898306,True,True,True,True,True,True,True,True,True
31,FIELD:agg_flow_minus_btcusdt_4h,agg_flow_minus_btcusdt_4h,BASE,CORE3_MICROSTRUCTURE_PILOT,cross_symbol,agg_flow_minus_btcusdt_4h,['agg_flow_minus_btcusdt_4h'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,0.9997710622710623,13101,0.0011674517377263265,0.6666666666666666,-0.17893104255199432,0.2522379457950592,0.005549867637455463,0.033656198531389236,0.0006201964570209384,True,True,True,True,True,True,True,True,True
32,FIELD:agg_sell_quantity,agg_sell_quantity,BASE,CORE3_MICROSTRUCTURE_PILOT,flow,agg_sell_quantity,['agg_sell_quantity'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,104392951627.50716,1.0,321.947998046875,7643268.0,0.0075897518545389175,0.02577855810523033,0.004946655593812466,True,True,True,True,True,True,True,True,True
33,FIELD:agg_large_notional_share_100k_plus,agg_large_notional_share_100k_plus,BASE,CORE3_MICROSTRUCTURE_PILOT,large_trade,agg_large_notional_share_100k_plus,['agg_large_notional_share_100k_plus'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,0.02187702011099688,0.9996947496947497,0.0,0.664526641368866,0.003343509044498205,0.02969248592853546,0.0034517019521445036,True,True,True,True,True,True,True,True,True
34,FIELD:history_length_hours,history_length_hours,BASE,BROAD_PANEL_BASELINE,listing_age_context,history_length_hours,['history_length_hours'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,1.0,1487272,1658261.752770005,1.0,1.0,4368.0,0.015075359493494034,0.031322184950113297,0.01324427966028452,True,True,True,True,True,True,True,True,True
35,FIELD:open_interest_last_change_4h,open_interest_last_change_4h,BASE,BROAD_PANEL_BASELINE,open_interest_level_change,open_interest_last_change_4h,['open_interest_last_change_4h'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9972009155016702,1483109,0.0024644346164171315,0.9999973029628976,-1.0,11.006044387817383,0.03630127012729645,0.05500399321317673,0.01982259564101696,True,True,True,True,True,True,True,True,True
36,FIELD:open_interest_value_last_change_4h,open_interest_value_last_change_4h,BASE,BROAD_PANEL_BASELINE,open_interest_value,open_interest_value_last_change_4h,['open_interest_value_last_change_4h'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9972009155016702,1483109,0.004349107469249155,1.0,-1.0,14.945168495178223,0.0136479577049613,0.03888661041855812,0.007394865620881319,True,True,True,True,True,True,True,True,True
37,FIELD:agg_first_agg_trade_id,agg_first_agg_trade_id,BASE,CORE3_MICROSTRUCTURE_PILOT,other,agg_first_agg_trade_id,['agg_first_agg_trade_id'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,3.767614863355903e+17,1.0,513967168.0,2225810176.0,0.005079792346805334,0.029255781322717667,0.004667666275054216,True,True,True,True,True,True,True,True,True
38,FIELD:index_low,index_low,BASE,BROAD_PANEL_BASELINE,price_level,index_low,['index_low'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9994997552566041,1486528,13925390.786665818,1.0,0.0001512400049250573,73213.859375,0.0055928658694028854,0.011037612333893776,0.0008852588362060487,True,True,True,True,True,True,True,True,True
39,FIELD:agg_buy_sell_vwap_spread_bps,agg_buy_sell_vwap_spread_bps,BASE,CORE3_MICROSTRUCTURE_PILOT,price_microstructure,agg_buy_sell_vwap_spread_bps,['agg_buy_sell_vwap_spread_bps'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,11.397662163027611,1.0,-47.8888053894043,80.2042236328125,0.004823885392397642,0.03992845490574837,0.0018170217517763376,True,True,True,True,True,True,True,True,True
40,FIELD:taker_buy_sell_volume_ratio_last,taker_buy_sell_volume_ratio_last,BASE,BROAD_PANEL_BASELINE,quote_volume_activity,taker_buy_sell_volume_ratio_last,['taker_buy_sell_volume_ratio_last'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9980904636139186,1484432,13946.591776270043,0.9996490240037941,0.0,142227.0,0.006344554014503956,0.013445703312754631,0.00025006523355841637,True,True,True,True,True,True,True,True,True
41,FIELD:agg_price_range_bps_max_4h,agg_price_range_bps_max_4h,BASE,CORE3_MICROSTRUCTURE_PILOT,rolling,agg_price_range_bps_max_4h,['agg_price_range_bps_max_4h'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,0.9997710622710623,13101,18600.117959613934,1.0,10.516221046447754,2371.5263671875,0.004868667107075453,0.02480580098927021,0.003612174652516842,True,True,True,True,True,True,True,True,True
42,FIELD:agg_trade_count_1k_10k,agg_trade_count_1k_10k,BASE,CORE3_MICROSTRUCTURE_PILOT,activity_liquidity,agg_trade_count_1k_10k,['agg_trade_count_1k_10k'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,351345114.647025,1.0,1129.0,351272.0,0.003311211708933115,0.028640886768698692,0.0022264092694967985,True,True,True,True,True,True,True,True,True
43,FIELD:premium_low,premium_low,BASE,BROAD_PANEL_BASELINE,basis_premium,premium_low,['premium_low'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,1.0,1487272,8.350723596451964e-06,0.8829830723633606,-0.44085532426834106,0.005630699917674065,0.01663169637322426,0.03906916826963425,0.00586460717022419,True,True,True,True,True,True,True,True,True
44,FIELD:agg_flow_minus_ethusdt_4h,agg_flow_minus_ethusdt_4h,BASE,CORE3_MICROSTRUCTURE_PILOT,cross_symbol,agg_flow_minus_ethusdt_4h,['agg_flow_minus_ethusdt_4h'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,0.9997710622710623,13101,0.0011438411819343608,0.6666666666666666,-0.2522379457950592,0.17893104255199432,0.0080776521936059,0.04154358059167862,0.009934104979038239,True,True,True,True,True,True,True,True,True
45,FIELD:agg_buy_agg_trade_count,agg_buy_agg_trade_count,BASE,CORE3_MICROSTRUCTURE_PILOT,flow,agg_buy_agg_trade_count,['agg_buy_agg_trade_count'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,695082707.4994582,1.0,1695.0,485450.0,0.004141146317124367,0.030978603288531303,0.0030223214998841286,True,True,True,True,True,True,True,True,True
46,FIELD:agg_large_trade_count_ratio_100k_plus,agg_large_trade_count_ratio_100k_plus,BASE,CORE3_MICROSTRUCTURE_PILOT,large_trade,agg_large_trade_count_ratio_100k_plus,['agg_large_trade_count_ratio_100k_plus'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,6.769242276728627e-05,0.9996947496947497,0.0,0.04630114510655403,0.011873199604451656,0.030294744297862053,0.014494575560092926,True,True,True,True,True,True,True,True,True
47,FIELD:age_percentile_active_universe,age_percentile_active_universe,BASE,BROAD_PANEL_BASELINE,listing_age_context,age_percentile_active_universe,['age_percentile_active_universe'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,1.0,1487272,0.06851220245173337,1.0,0.005747126415371895,1.0,0.013764102011919022,0.02657967433333397,0.014265544712543488,True,True,True,True,True,True,True,True,True
48,FIELD:open_interest_last_change_24h,open_interest_last_change_24h,BASE,BROAD_PANEL_BASELINE,open_interest_level_change,open_interest_last_change_24h,['open_interest_last_change_24h'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9959415628076101,1481236,0.038761594942439866,0.999998649776268,-1.0,39.91549301147461,0.004630830604583025,0.02657891809940338,0.002997912233695388,True,True,True,True,True,True,True,True,True
49,FIELD:open_interest_value_last_change_24h,open_interest_value_last_change_24h,BASE,BROAD_PANEL_BASELINE,open_interest_value,open_interest_value_last_change_24h,['open_interest_value_last_change_24h'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9959415628076101,1481236,0.10237269354751129,1.0,-1.0,87.92941284179688,0.008650215342640877,0.0287640318274498,0.003233106806874275,True,True,True,True,True,True,True,True,True
50,FIELD:agg_last_agg_trade_id,agg_last_agg_trade_id,BASE,CORE3_MICROSTRUCTURE_PILOT,other,agg_last_agg_trade_id,['agg_last_agg_trade_id'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,3.767670179411843e+17,1.0,514012416.0,2225850624.0,0.0036262869834899902,0.029256029054522514,0.0024990683887153864,True,True,True,True,True,True,True,True,True
51,FIELD:index_high,index_high,BASE,BROAD_PANEL_BASELINE,price_level,index_high,['index_high'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9994997552566041,1486528,14122886.730173264,1.0,0.00016284000594168901,73762.3828125,0.00299810990691185,0.011040076613426208,0.000635255710221827,True,True,True,True,True,True,True,True,True
52,FIELD:agg_close_to_open_bps,agg_close_to_open_bps,BASE,CORE3_MICROSTRUCTURE_PILOT,price_microstructure,agg_close_to_open_bps,['agg_close_to_open_bps'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,6228.762138857689,0.9996947496947497,-903.57177734375,925.4381103515625,0.006746471859514713,0.0453157052397728,0.004135736729949713,True,True,True,True,True,True,True,True,True
53,FIELD:taker_buy_sell_volume_ratio_mean,taker_buy_sell_volume_ratio_mean,BASE,BROAD_PANEL_BASELINE,quote_volume_activity,taker_buy_sell_volume_ratio_mean,['taker_buy_sell_volume_ratio_mean'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9980904636139186,1484432,5296.496304613288,1.0,0.019168062135577202,62080.28515625,0.004063339438289404,0.013149593956768513,0.0005065422737970948,True,True,True,True,True,True,True,True,True
54,FIELD:agg_quantity_sum_4h,agg_quantity_sum_4h,BASE,CORE3_MICROSTRUCTURE_PILOT,rolling,agg_quantity_sum_4h,['agg_quantity_sum_4h'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,0.9997710622710623,13101,5044481876016.345,1.0,3492.156005859375,26587312.0,0.008204922080039978,0.025567054748535156,0.005630974657833576,True,True,True,True,True,True,True,True,True
55,FIELD:agg_trade_count_100_1k,agg_trade_count_100_1k,BASE,CORE3_MICROSTRUCTURE_PILOT,activity_liquidity,agg_trade_count_100_1k,['agg_trade_count_100_1k'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,513634143.4988845,1.0,1594.0,477363.0,0.006224721670150757,0.030018992722034454,0.006883028894662857,True,True,True,True,True,True,True,True,True
56,FIELD:mark_index_basis_bps,mark_index_basis_bps,BASE,BROAD_PANEL_BASELINE,basis_premium,mark_index_basis_bps,['mark_index_basis_bps'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9990156474404144,1485808,238.5554914389764,0.9925542196569139,-2008.8270263671875,329.26116943359375,0.005478853825479746,0.023705048486590385,0.004061543382704258,True,True,True,True,True,True,True,True,True
57,FIELD:agg_btcusdt_flow_imbalance_4h,agg_btcusdt_flow_imbalance_4h,BASE,CORE3_MICROSTRUCTURE_PILOT,cross_symbol,agg_btcusdt_flow_imbalance_4h,['agg_btcusdt_flow_imbalance_4h'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,0.9997710622710623,13101,0.0018683802801755228,1.0,-0.17399975657463074,0.1619236320257187,0.004270114935934544,0.0528755709528923,0.003881866578012705,True,True,True,True,True,True,True,True,True
58,FIELD:agg_signed_aggressor_quantity,agg_signed_aggressor_quantity,BASE,CORE3_MICROSTRUCTURE_PILOT,flow,agg_signed_aggressor_quantity,['agg_signed_aggressor_quantity'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,1921470649.567804,1.0,-1175767.0,463447.0,0.0071998764760792255,0.02655673585832119,0.0012486132327467203,True,True,True,True,True,True,True,True,True
59,FIELD:agg_large_count_share_100k_plus,agg_large_count_share_100k_plus,BASE,CORE3_MICROSTRUCTURE_PILOT,large_trade,agg_large_count_share_100k_plus,['agg_large_count_share_100k_plus'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,6.769242276728627e-05,0.9996947496947497,0.0,0.04630114510655403,0.006851114332675934,0.030294744297862053,0.006918650586158037,True,True,True,True,True,True,True,True,True
60,FIELD:open_interest_mean,open_interest_mean,BASE,BROAD_PANEL_BASELINE,open_interest_level_change,open_interest_mean,['open_interest_mean'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9980904636139186,1484432,2.603723473958151e+19,1.0,680.91357421875,197531926528.0,0.005644549615681171,0.01984219253063202,0.009395935572683811,True,True,True,True,True,True,True,True,True
