ordinal,token_id,field_id,token_kind,context_id,family,expression,base_dependencies,feature_available_lag_bars,alignment_shift_bars,execution_semantics,authority_ref,finite_ratio,finite_rows,variance,nonzero_ratio_of_finite,minimum,maximum,input_gradient_mean_abs,first_layer_weight_update_mean_abs,ablation_prediction_change_mean_abs,check_materialized,check_finite_adequacy,check_value_variation,check_gradient_reachable,check_parameter_updated,check_prediction_sensitive,plumbing_pass,nontrivial_utilization_pass,consumption_pass
109,FIELD:agg_quantity_sum_24h|TRANSFORM:DELTA|WINDOW:24H|SCOPE:SAME_SYMBOL,Delta_24h__agg_quantity_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_quantity_sum_24h,24)",['agg_quantity_sum_24h'],24,23,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9867216117216118,12930,29348784098224.707,1.0,-35060000.0,40454820.0,0.012404188513755798,0.03507062420248985,0.0003043287433683872,True,True,True,True,True,True,True,True,True
110,FIELD:agg_quantity_sum_24h|TRANSFORM:DELTA|WINDOW:4H|SCOPE:SAME_SYMBOL,Delta_4h__agg_quantity_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_quantity_sum_24h,4)",['agg_quantity_sum_24h'],4,3,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9958791208791209,13050,2616893104097.378,1.0,-21522286.0,20290054.0,0.0071332138031721115,0.032159123569726944,0.000185168202733621,True,True,True,True,True,True,True,True,True
111,FIELD:agg_quantity_sum_24h|TRANSFORM:DELTA|WINDOW:72H|SCOPE:SAME_SYMBOL,Delta_72h__agg_quantity_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_quantity_sum_24h,72)",['agg_quantity_sum_24h'],72,71,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9647435897435898,12642,56284130292326.79,1.0,-43806352.0,51445320.0,0.004080335143953562,0.03209859877824783,6.009697972331196e-05,True,True,True,True,True,True,True,True,True
112,FIELD:agg_quantity_sum_24h|TRANSFORM:TSMEAN|WINDOW:24H|SCOPE:SAME_SYMBOL,TSMean_24h__agg_quantity_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_quantity_sum_24h,24)",['agg_quantity_sum_24h'],24,23,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9869505494505495,12933,136564551717929.25,1.0,46811.9765625,65588640.0,0.0038890945725142956,0.02813127264380455,0.0018111751414835453,True,True,True,True,True,True,True,True,True
113,FIELD:agg_quantity_sum_24h|TRANSFORM:TSMEAN|WINDOW:4H|SCOPE:SAME_SYMBOL,TSMean_4h__agg_quantity_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_quantity_sum_24h,4)",['agg_quantity_sum_24h'],4,3,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9961080586080586,13053,139330141014398.12,1.0,36832.875,69287056.0,0.0044800713658332825,0.026965808123350143,0.0029693502001464367,True,True,True,True,True,True,True,True,True
114,FIELD:agg_quantity_sum_24h|TRANSFORM:ZSCORE|WINDOW:24H|SCOPE:SAME_SYMBOL,ZScore_24h__agg_quantity_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_quantity_sum_24h,24))",['agg_quantity_sum_24h'],24,23,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9869505494505495,12933,0.6666666665087875,1.0,-0.8724279999732971,1.1537505388259888,0.00410040095448494,0.028408233076334,0.001895383233204484,True,True,True,True,True,True,True,True,True
115,FIELD:agg_quantity_sum_24h|TRANSFORM:ZSCORE|WINDOW:72H|SCOPE:SAME_SYMBOL,ZScore_72h__agg_quantity_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_quantity_sum_24h,72))",['agg_quantity_sum_24h'],72,71,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9759615384615384,12789,0.6666666655015042,1.0,-0.8446027636528015,1.1532741785049438,0.004319430328905582,0.028497811406850815,0.0034346473403275013,True,True,True,True,True,True,True,True,True
116,FIELD:agg_close_to_open_bps_sum_24h|TRANSFORM:DECAY|WINDOW:24H|SCOPE:SAME_SYMBOL,Decay_24h__agg_close_to_open_bps_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Decay(agg_close_to_open_bps_sum_24h,24)",['agg_close_to_open_bps_sum_24h'],24,23,TRAILING_LINEAR_DECAY,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9869505494505495,12933,93979.76878378834,1.0,-1257.5396728515625,1874.77587890625,0.006871322635561228,0.043640851974487305,0.003073731902986765,True,True,True,True,True,True,True,True,True
117,FIELD:agg_close_to_open_bps_sum_24h|TRANSFORM:DELTA|WINDOW:24H|SCOPE:SAME_SYMBOL,Delta_24h__agg_close_to_open_bps_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_close_to_open_bps_sum_24h,24)",['agg_close_to_open_bps_sum_24h'],24,23,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9867216117216118,12930,286233.05628416187,1.0,-2495.693115234375,3300.30517578125,0.01285747904330492,0.03873316943645477,0.008639197796583176,True,True,True,True,True,True,True,True,True
118,FIELD:agg_close_to_open_bps_sum_24h|TRANSFORM:DELTA|WINDOW:4H|SCOPE:SAME_SYMBOL,Delta_4h__agg_close_to_open_bps_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_close_to_open_bps_sum_24h,4)",['agg_close_to_open_bps_sum_24h'],4,3,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9958791208791209,13050,48396.921624537244,1.0,-1550.37890625,1689.1083984375,0.007221858948469162,0.04371792450547218,0.004303028807044029,True,True,True,True,True,True,True,True,True
119,FIELD:agg_close_to_open_bps_sum_24h|TRANSFORM:DELTA|WINDOW:72H|SCOPE:SAME_SYMBOL,Delta_72h__agg_close_to_open_bps_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_close_to_open_bps_sum_24h,72)",['agg_close_to_open_bps_sum_24h'],72,71,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9647435897435898,12642,250033.7381957486,1.0,-3176.5517578125,2384.6640625,0.005851763766258955,0.04719028249382973,0.004109022207558155,True,True,True,True,True,True,True,True,True
120,FIELD:agg_close_to_open_bps_sum_24h|TRANSFORM:TSMEAN|WINDOW:24H|SCOPE:SAME_SYMBOL,TSMean_24h__agg_close_to_open_bps_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_close_to_open_bps_sum_24h,24)",['agg_close_to_open_bps_sum_24h'],24,23,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9869505494505495,12933,85582.43302770387,1.0,-1291.095947265625,1802.6961669921875,0.006175641436129808,0.04422959312796593,0.0025533169973641634,True,True,True,True,True,True,True,True,True
