candidate_id,proposed_subgraph_id,semantic_bucket,motif_bucket,generation_mode,expression,raw_inputs,status,error,rows,non_null_rows,finite_rows,active_rows,non_null_ratio,active_ratio,std
a7ffcore11e_11882b391b74beae55,sgx_65999d840e67f37a0e,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,32))",trade_count;trade_high,ok,,6949596,6924696,6924696,6920375,0.9964170579124312,0.99579529515097,214890.20375337164
a7ffcore11e_128fbfeb466690f7c9,sgx_f9918771c511f70108,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,96))",trade_count;trade_high,ok,,6949596,6901290,6901290,6897390,0.9930490923501164,0.992487908649654,197483.02936242128
a7ffcore11e_12acb7538ac2c1de85,sgx_937cd0fba2796e20b9,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,8))",trade_count;trade_low,ok,,6949596,6935154,6935154,6930643,0.99792189358921,0.9972727911090083,201765.05384048808
a7ffcore11e_1318fb133c8f705c5b,sgx_fb31ef9e8575e5e15b,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),4)),Delta(trade_count,24))",trade_count;trade_high,ok,,6949596,6924198,6924198,6919881,0.9963453990706798,0.9957242118822448,177697.77349283587
a7ffcore11e_136289ae63ad5f560a,sgx_9128388c0c083f4434,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,48))",trade_count;trade_low,ok,,6949596,6925194,6925194,6920864,0.9964887167541824,0.9958656589534124,202635.170903712
a7ffcore11e_1413f2b7ec62655280,sgx_9cbd6fcf1fad061000,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,72))",trade_count;trade_low,ok,,6949596,6913242,6913242,6909128,0.9947689045521496,0.9941769276947896,187078.22132321983
a7ffcore11e_14e4b62554dfd0271e,sgx_532942db3a6df8894e,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,72))",trade_count;trade_high,ok,,6949596,6913242,6913242,6909128,0.9947689045521496,0.9941769276947896,197174.90482156264
a7ffcore11e_166fabc3dbe791f947,sgx_2a4e91ae86ad7139be,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,48))",trade_count;trade_high,ok,,6949596,6925194,6925194,6920864,0.9964887167541824,0.9958656589534124,196692.7194094064
a7ffcore11e_16d3e37aee14b5085d,sgx_1ca3db61f8f1657645,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,24))",trade_count;trade_low,ok,,6949596,6934158,6934158,6929661,0.9977785759057072,0.997131487931097,188436.81075787745
a7ffcore11e_1912a535f0533e1786,sgx_327082956b2c0633c8,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,24))",trade_count;trade_high,ok,,6949596,6924696,6924696,6920370,0.9964170579124312,0.9957945756846872,179548.01070346776
a7ffcore11e_1a0c13e0697780faa7,sgx_caa337e686592f6863,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,16))",trade_count;trade_low,ok,,6949596,6924198,6924198,6919886,0.9963453990706798,0.9957249313485274,202457.8423481389
a7ffcore11e_1a890ab9e1ac037f7e,sgx_3a0848a2e5f3f2681a,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,12))",trade_count;trade_high,ok,,6949596,6925194,6925194,6920864,0.9964887167541824,0.9958656589534124,202525.82704854864
a7ffcore11e_1aec87731a157bc5be,sgx_e5e5d799da6cc496d5,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,6))",trade_count;trade_low,ok,,6949596,6934656,6934656,6930154,0.9978502347474588,0.9972024273065656,192119.4394572528
a7ffcore11e_1b1274d4c67a9b8f0b,sgx_12aa5899ee2a081ca8,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,6))",trade_count;trade_low,ok,,6949596,6935154,6935154,6930643,0.99792189358921,0.9972727911090083,193371.5815601206
a7ffcore11e_1c6c069db2501d1703,sgx_b2a80961e883a8c214,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,72))",trade_count;trade_low,ok,,6949596,6913242,6913242,6909128,0.9947689045521496,0.9941769276947896,187937.00517637547
a7ffcore11e_1ca2fdf47a1754478f,sgx_245a58f7ce977f79d8,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,2))",trade_count;trade_high,ok,,6949596,6925194,6925194,6920862,0.9964887167541824,0.9958653711668994,157427.770898492
a7ffcore11e_1e60370e47bdf9b4d6,sgx_04a22058b2c0786981,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,96))",trade_count;trade_low,ok,,6949596,6901290,6901290,6897390,0.9930490923501164,0.992487908649654,188707.0407841013
a7ffcore11e_1e7a697cd5be0cbf06,sgx_b7760d9f30080808dd,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,96))",trade_count;trade_high,ok,,6949596,6901290,6901290,6897390,0.9930490923501164,0.992487908649654,196563.79535183648
a7ffcore11e_1f2c1c1b532d84483b,sgx_4739b4e57b1529b73e,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,48))",trade_count;trade_high,ok,,6949596,6925194,6925194,6920864,0.9964887167541824,0.9958656589534124,199486.3719729584
a7ffcore11e_1f4cb6abf09e6f74da,sgx_2032f80f21379bf9ef,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,72))",trade_count;trade_high,ok,,6949596,6913242,6913242,6909128,0.9947689045521496,0.9941769276947896,194860.03421908172
a7ffcore11e_209eed7b9edd873a00,sgx_8f690fa555fd18f57b,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,2))",trade_count;trade_high,ok,,6949596,6924696,6924696,6920373,0.9964170579124312,0.9957950073644568,154733.61912620175
a7ffcore11e_22d3029c1eab0494a0,sgx_74c84e467d9195b0b9,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,6))",trade_count;trade_low,ok,,6949596,6934158,6934158,6929665,0.9977785759057072,0.9971320635041232,192125.03681121732
a7ffcore11e_24035437997e861f82,sgx_6592b345de8a8a4f1f,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,32))",trade_count;trade_low,ok,,6949596,6925194,6925194,6920864,0.9964887167541824,0.9958656589534124,208972.12940640564
a7ffcore11e_2414f8e2f51a8e9e85,sgx_d90ec5c0e408805818,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),4)),Delta(trade_count,32))",trade_count;trade_high,ok,,6949596,6924198,6924198,6919886,0.9963453990706798,0.9957249313485274,214664.2361636859
a7ffcore11e_2672660b483c4cfb0e,sgx_18a666a26e291293c3,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),4)),Delta(trade_count,8))",trade_count;trade_high,ok,,6949596,6934158,6934158,6929665,0.9977785759057072,0.9971320635041232,196302.9791635016
a7ffcore11e_27a089db152c503fe2,sgx_e4564ad857a18b9dca,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,2))",trade_count;trade_low,ok,,6949596,6935154,6935154,6930642,0.99792189358921,0.9972726472157518,159932.15599301446
a7ffcore11e_291f1e0b6c4a8e9909,sgx_c38a040c54c504d859,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,6))",trade_count;trade_low,ok,,6949596,6924198,6924198,6919885,0.9963453990706798,0.9957247874552708,184602.86309043333
a7ffcore11e_2a2d48956a572ac1ab,sgx_db392cbbb4b91c9cf5,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,16))",trade_count;trade_low,ok,,6949596,6934158,6934158,6929666,0.9977785759057072,0.9971322073973796,206729.0447593671
a7ffcore11e_300ef9b90098b89b58,sgx_7c11a9857db597151c,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,16))",trade_count;trade_high,ok,,6949596,6924696,6924696,6920375,0.9964170579124312,0.99579529515097,204703.6061385341
a7ffcore11e_301ad66263f3276961,sgx_9fce670c92ae44ba44,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,8))",trade_count;trade_high,ok,,6949596,6924696,6924696,6920374,0.9964170579124312,0.9957951512577136,197462.75130974944
a7ffcore11e_304ee6a37c57dbed99,sgx_15c637e953892c7d81,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,96))",trade_count;trade_high,ok,,6949596,6901290,6901290,6897390,0.9930490923501164,0.992487908649654,197182.37926021477
a7ffcore11e_3103906ad46d1df38b,sgx_42984c05a7963776c8,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,4))",trade_count;trade_low,ok,,6949596,6924198,6924198,6919884,0.9963453990706798,0.9957246435620144,175092.9013555457
a7ffcore11e_3133e9ebd2783af2e9,sgx_a0575a87429fe53ff5,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,48))",trade_count;trade_high,ok,,6949596,6925194,6925194,6920864,0.9964887167541824,0.9958656589534124,196975.8391477201
a7ffcore11e_3143db7d68b95da6b2,sgx_bf2a924b263e9380b1,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,3))",trade_count;trade_low,ok,,6949596,6924198,6924198,6919886,0.9963453990706798,0.9957249313485274,167297.91631570878
a7ffcore11e_3170d54fa686383546,sgx_b8f944a5774e3689f6,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,72))",trade_count;trade_low,ok,,6949596,6913242,6913242,6909128,0.9947689045521496,0.9941769276947896,191631.7269901689
a7ffcore11e_317c3a2eaa7e3a189f,sgx_5c81b5c58626ddbf3b,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,8))",trade_count;trade_high,ok,,6949596,6935154,6935154,6930643,0.99792189358921,0.9972727911090083,198047.32532030423
a7ffcore11e_320874d5fe4c4c785c,sgx_fffdb9b31596fa4351,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,16))",trade_count;trade_low,ok,,6949596,6924696,6924696,6920375,0.9964170579124312,0.99579529515097,200258.1480682046
a7ffcore11e_332b9aa6a402ea5bc0,sgx_6ba1c8e83527241e61,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,12))",trade_count;trade_low,ok,,6949596,6924696,6924696,6920375,0.9964170579124312,0.99579529515097,197657.2080687762
a7ffcore11e_34c80c6d72709214b6,sgx_61b332cba6831bbe3f,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,16))",trade_count;trade_high,ok,,6949596,6934656,6934656,6930155,0.9978502347474588,0.9972025711998224,204438.488503656
a7ffcore11e_36ab0a75c9244459a2,sgx_1f4e87f527d6adf7c4,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,2))",trade_count;trade_low,ok,,6949596,6924696,6924696,6920373,0.9964170579124312,0.9957950073644568,152295.32845557758
a7ffcore11e_3786849ccc5cc63105,sgx_ebee3ec5e94a5d028c,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,72))",trade_count;trade_low,ok,,6949596,6913242,6913242,6909128,0.9947689045521496,0.9941769276947896,191049.2670557128
a7ffcore11e_378937c1d066186b94,sgx_a839188d8f19009409,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),4)),Delta(trade_count,16))",trade_count;trade_high,ok,,6949596,6924198,6924198,6919886,0.9963453990706798,0.9957249313485274,203315.0777288648
a7ffcore11e_379f4d1693909d3715,sgx_5a942295b8d63dea6a,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),4)),Delta(trade_count,3))",trade_count;trade_high,ok,,6949596,6934158,6934158,6929666,0.9977785759057072,0.9971322073973796,173059.9282253168
a7ffcore11e_37bd4029b21e5907ea,sgx_026fe25d4c5bd5a677,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,8))",trade_count;trade_high,ok,,6949596,6924696,6924696,6920374,0.9964170579124312,0.9957951512577136,201123.4969446076
a7ffcore11e_39a12c5e1a821ba4d7,sgx_82045e2195a1a4a52e,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,3))",trade_count;trade_low,ok,,6949596,6934158,6934158,6929666,0.9977785759057072,0.9971322073973796,173528.96892399224
a7ffcore11e_3b5e67460e9207c128,sgx_6604254f78d602bd84,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,4))",trade_count;trade_high,ok,,6949596,6924696,6924696,6920373,0.9964170579124312,0.9957950073644568,180276.9662783168
a7ffcore11e_3c1ee1c11e8b5bb604,sgx_66e505511065c526f3,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,32))",trade_count;trade_low,ok,,6949596,6924696,6924696,6920375,0.9964170579124312,0.99579529515097,209901.38678050297
a7ffcore11e_3da94ac56d8fd1b291,sgx_f1f2c7832b00d1d330,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,32))",trade_count;trade_low,ok,,6949596,6933162,6933162,6928688,0.9976352582222046,0.9969914797924944,221187.546755019
a7ffcore11e_3ec57ea3f99c39e17e,sgx_dc557d6d4491601dd3,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,72))",trade_count;trade_low,ok,,6949596,6913242,6913242,6909128,0.9947689045521496,0.9941769276947896,202156.07829725512
a7ffcore11e_3f2d23ac83fb85c830,sgx_e9382da7d543a52d05,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,24))",trade_count;trade_high,ok,,6949596,6934656,6934656,6930150,0.9978502347474588,0.9972018517335396,182503.99873413407
a7ffcore11e_3f9b525882214df808,sgx_d7b2db241098f05129,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,24))",trade_count;trade_high,ok,,6949596,6924696,6924696,6920370,0.9964170579124312,0.9957945756846872,177986.0146334968
a7ffcore11e_3fcdadb33969636b41,sgx_a5df3fe1d8a6078525,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,96))",trade_count;trade_high,ok,,6949596,6901290,6901290,6897390,0.9930490923501164,0.992487908649654,195396.78724725544
a7ffcore11e_40f891be37b850af13,sgx_f54e63f04f5fcd9e55,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,48))",trade_count;trade_high,ok,,6949596,6924696,6924696,6920375,0.9964170579124312,0.99579529515097,199503.16134732813
a7ffcore11e_47e7feb2ae3fd724af,sgx_822987b3797cfcd887,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,16))",trade_count;trade_high,ok,,6949596,6934656,6934656,6930155,0.9978502347474588,0.9972025711998224,203483.90899352025
a7ffcore11e_4818a1b365e426cb4f,sgx_5762b9fcfdf2923a1c,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),4)),Delta(trade_count,32))",trade_count;trade_high,ok,,6949596,6933162,6933162,6928688,0.9976352582222046,0.9969914797924944,215904.6642683835
a7ffcore11e_49f6cb873f83ad1d4b,sgx_f41f9034b3bb73aabf,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,6))",trade_count;trade_low,ok,,6949596,6925194,6925194,6920863,0.9964887167541824,0.995865515060156,188591.46050129447
a7ffcore11e_4c67508333214e808c,sgx_58672aec6df8f9629c,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,3))",trade_count;trade_low,ok,,6949596,6924198,6924198,6919886,0.9963453990706798,0.9957249313485274,166080.4103460944
a7ffcore11e_4ce0c8b245d5808abe,sgx_c9b44717b08745b74d,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,32))",trade_count;trade_low,ok,,6949596,6925194,6925194,6920864,0.9964887167541824,0.9958656589534124,213348.52339315647
a7ffcore11e_4ee210eb705472cf94,sgx_929856bfb0ef8a9d67,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,3))",trade_count;trade_low,ok,,6949596,6925194,6925194,6920864,0.9964887167541824,0.9958656589534124,165493.5758630163
a7ffcore11e_4fffc58a1410e8ea9f,sgx_e06a354fcef3dc6342,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,24))",trade_count;trade_low,ok,,6949596,6924198,6924198,6919881,0.9963453990706798,0.9957242118822448,173445.36694175258
a7ffcore11e_500d47e5583b18e51f,sgx_32050ee2f7368e812d,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,16))",trade_count;trade_low,ok,,6949596,6924198,6924198,6919886,0.9963453990706798,0.9957249313485274,199133.4673461181
a7ffcore11e_51a74f307e719e43d3,sgx_c3298926fd7b2be31d,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,12))",trade_count;trade_high,ok,,6949596,6924696,6924696,6920375,0.9964170579124312,0.99579529515097,201117.3531700295
a7ffcore11e_51d491a12df89450e8,sgx_59b326ac3a0a0c60d3,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,3))",trade_count;trade_high,ok,,6949596,6934656,6934656,6930155,0.9978502347474588,0.9972025711998224,173205.56175885652
a7ffcore11e_52009446a1ac2ee970,sgx_53707d931c0dd214ba,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,3))",trade_count;trade_high,ok,,6949596,6934656,6934656,6930155,0.9978502347474588,0.9972025711998224,170715.3432333987
a7ffcore11e_5232b14de4a03ae851,sgx_7595f02acbf53ba455,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,24))",trade_count;trade_low,ok,,6949596,6925194,6925194,6920859,0.9964887167541824,0.99586493948713,178193.59631804097
a7ffcore11e_525e52c5d557eef64a,sgx_8011e806d846a20ee2,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,4))",trade_count;trade_high,ok,,6949596,6925194,6925194,6920862,0.9964887167541824,0.9958653711668994,181395.03861742408
a7ffcore11e_53398432f11d66ec78,sgx_a9065eb5e6dbd0155d,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,16))",trade_count;trade_low,ok,,6949596,6924696,6924696,6920375,0.9964170579124312,0.99579529515097,203287.5781357421
a7ffcore11e_540129e723d9aa7b52,sgx_58851b999473ae1763,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,2))",trade_count;trade_low,ok,,6949596,6934656,6934656,6930153,0.9978502347474588,0.9972022834133092,159485.75900087386
a7ffcore11e_548540ad19aff09f23,sgx_9065047f97f71f4932,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),4)),Delta(trade_count,4))",trade_count;trade_high,ok,,6949596,6924198,6924198,6919884,0.9963453990706798,0.9957246435620144,179801.36951663412
