numeric_probe_id,candidate_id,family_id,dataset,motif,operator,label_family,horizon_h,ic,spread,control_ic,control_ratio,n,oriented_ic,oriented_spread,control_clean,non_l7_label
a7ffcore30_0007,a7ffcore29e_0140,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L1,4,-0.0031137299818507,0.00043673336040228605,-0.05637361116000482,18.10484318927841,9030,0.0031137299818507,0.00043673336040228605,False,True
a7ffcore30_0007,a7ffcore29e_0140,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L5,4,-0.00319271874118524,0.009483493864536285,-0.05637361116000482,17.656924418639115,9030,0.00319271874118524,0.009483493864536285,False,True
a7ffcore30_0007,a7ffcore29e_0140,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L0,8,0.005004361428980607,0.0008569362107664347,-0.08826080545449436,17.63677325674295,9030,0.005004361428980607,0.0008569362107664347,False,True
a7ffcore30_0007,a7ffcore29e_0140,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L1,8,0.005004361428980607,0.0007978824432939291,-0.08826080545449436,17.63677325674295,9030,0.005004361428980607,0.0007978824432939291,False,True
a7ffcore30_0007,a7ffcore29e_0140,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L5,8,0.004958034390714223,0.05129004642367363,-0.08826080545449436,17.801568262258826,9030,0.004958034390714223,0.05129004642367363,False,True
a7ffcore30_0007,a7ffcore29e_0140,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L0,24,0.01351256707236902,0.00046506617218255997,-0.038688432617415794,2.863144326838011,9030,0.01351256707236902,0.00046506617218255997,False,True
a7ffcore30_0007,a7ffcore29e_0140,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L1,24,0.01351256707236902,0.0004498938797041774,-0.038688432617415794,2.863144326838011,9030,0.01351256707236902,0.0004498938797041774,False,True
a7ffcore30_0007,a7ffcore29e_0140,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L5,24,0.0133882613709817,0.039025235921144485,-0.038688432617415794,2.8897276991875196,9030,0.0133882613709817,0.039025235921144485,False,True
a7ffcore30_0008,a7ffcore29e_0010,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L0,4,-0.018820472059328675,-0.0003722358960658312,0.012806646080122816,0.68046355900576,9030,0.018820472059328675,0.0003722358960658312,True,True
a7ffcore30_0008,a7ffcore29e_0010,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L1,4,-0.018820472059328675,-0.0003687648568302393,0.012806646080122816,0.68046355900576,9030,0.018820472059328675,0.0003687648568302393,True,True
a7ffcore30_0008,a7ffcore29e_0010,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L5,4,-0.01891357599856906,-0.032094232738018036,0.012806646080122816,0.6771139103455537,9030,0.01891357599856906,0.032094232738018036,True,True
a7ffcore30_0008,a7ffcore29e_0010,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L0,8,0.007057105366959693,1.9900151528418064e-05,-0.003383094570997281,0.47938834914497236,9030,0.007057105366959693,1.9900151528418064e-05,True,True
a7ffcore30_0008,a7ffcore29e_0010,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L1,8,0.007057105366959693,-3.915393608622253e-05,-0.003383094570997281,0.47938834914497236,9030,0.007057105366959693,3.915393608622253e-05,True,True
a7ffcore30_0008,a7ffcore29e_0010,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L5,8,0.007066557896116933,-0.03880482167005539,-0.003383094570997281,0.47874709893895995,9030,0.007066557896116933,0.03880482167005539,True,True
a7ffcore30_0008,a7ffcore29e_0010,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L0,24,0.02248519442118259,0.0005444877315312624,0.0012332571809285304,0.05484751890422611,9030,0.02248519442118259,0.0005444877315312624,True,True
a7ffcore30_0008,a7ffcore29e_0010,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L1,24,0.02248519442118259,0.0005293152062222362,0.0012332571809285304,0.05484751890422611,9030,0.02248519442118259,0.0005293152062222362,True,True
a7ffcore30_0008,a7ffcore29e_0010,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L5,24,0.022152611293311572,-0.005323115736246109,0.0012332571809285304,0.05567095946065384,9030,0.022152611293311572,0.005323115736246109,True,True
a7ffcore30_0009,a7ffcore29e_0011,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L0,4,-0.017891628648478385,0.00013986066915094852,0.010354499475478132,0.5787342840711407,9030,0.017891628648478385,0.00013986066915094852,True,True
a7ffcore30_0009,a7ffcore29e_0011,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L1,4,-0.017891628648478385,0.00014333146100398153,0.010354499475478132,0.5787342840711407,9030,0.017891628648478385,0.00014333146100398153,True,True
a7ffcore30_0009,a7ffcore29e_0011,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L5,4,-0.01785468221579695,-0.03071412444114685,0.010354499475478132,0.5799318503907691,9030,0.01785468221579695,0.03071412444114685,True,True
a7ffcore30_0009,a7ffcore29e_0011,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L0,8,0.00023010629721025396,0.0004791075480170548,-0.002723615749293581,11.836285864524129,9030,0.00023010629721025396,0.0004791075480170548,False,True
a7ffcore30_0009,a7ffcore29e_0011,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L1,8,0.00023010629721025396,0.00042005328577943146,-0.002723615749293581,11.836285864524129,9030,0.00023010629721025396,0.00042005328577943146,False,True
a7ffcore30_0009,a7ffcore29e_0011,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L5,8,0.00031835381384792043,0.009821462444961071,-0.002723615749293581,8.555283698630248,9030,0.00031835381384792043,0.009821462444961071,False,True
a7ffcore30_0009,a7ffcore29e_0011,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L0,24,0.0032488473824735958,0.001045845914632082,-0.0022684824779769614,0.6982420263791421,9030,0.0032488473824735958,0.001045845914632082,True,True
a7ffcore30_0009,a7ffcore29e_0011,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L1,24,0.0032488473824735958,0.0010306730400770903,-0.0022684824779769614,0.6982420263791421,9030,0.0032488473824735958,0.0010306730400770903,True,True
a7ffcore30_0009,a7ffcore29e_0011,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L5,24,0.003179442542533858,0.09854830801486969,-0.0022684824779769614,0.713484119981918,9030,0.003179442542533858,0.09854830801486969,True,True
a7ffcore30_0010,a7ffcore29e_0135,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L0,4,0.009220377815277923,0.0002677757292985916,0.002537010089497474,0.2751524791252302,7428,0.009220377815277923,0.0002677757292985916,True,True
a7ffcore30_0010,a7ffcore29e_0135,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L1,4,0.009220377815277923,0.00022225358407013118,0.002537010089497474,0.2751524791252302,7428,0.009220377815277923,0.00022225358407013118,True,True
a7ffcore30_0010,a7ffcore29e_0135,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L5,4,0.009300208559284906,0.03314629942178726,0.002537010089497474,0.27279063695555533,7428,0.009300208559284906,0.03314629942178726,True,True
a7ffcore30_0010,a7ffcore29e_0135,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L0,8,-0.011376235840491813,0.00028507853858172894,0.023856611565688128,2.097056513518997,7428,0.011376235840491813,0.00028507853858172894,False,True
a7ffcore30_0010,a7ffcore29e_0135,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L1,8,-0.011376235840491813,-0.0005293871508911252,0.023856611565688128,2.097056513518997,7428,0.011376235840491813,0.0005293871508911252,False,True
a7ffcore30_0010,a7ffcore29e_0135,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L5,8,-0.01138794302497407,0.04818538948893547,0.023856611565688128,2.09490066981098,7428,0.01138794302497407,0.04818538948893547,False,True
a7ffcore30_0010,a7ffcore29e_0135,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L0,24,-0.027094104912791524,-0.0006344111170619726,0.010199542422462118,0.37644875440037184,7428,0.027094104912791524,0.0006344111170619726,True,True
a7ffcore30_0010,a7ffcore29e_0135,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L1,24,-0.027094104912791524,-0.001170883304439485,0.010199542422462118,0.37644875440037184,7428,0.027094104912791524,0.001170883304439485,True,True
a7ffcore30_0010,a7ffcore29e_0135,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L5,24,-0.026829194002915197,-0.016496453434228897,0.010199542422462118,0.38016580152158347,7428,0.026829194002915197,0.016496453434228897,True,True
a7ffcore30_0011,a7ffcore29e_0136,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L0,4,-0.016080383997320376,-0.0007137946086004376,0.0020877931189107785,0.1298347719447443,9030,0.016080383997320376,0.0007137946086004376,True,True
a7ffcore30_0011,a7ffcore29e_0136,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,TSRank,L1,4,-0.016080383997320376,-0.0007103237439878285,0.0020877931189107785,0.1298347719447443,9030,0.016080383997320376,0.0007103237439878285,True,True
