symbol,month,data_role,source_path,source_sha256,rows_read,performance_columns_read,return_label_read,output_path,output_sha256,missing_rows
SOLUSDT,2024-03,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SOLUSDT\month=2024-03\part.parquet,596348E11133EA8C3B27FA4DAB4C41AEB5E95C0FFF347166B89B77842600DA4A,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=SOLUSDT\month=2024-03\part.parquet,F9B3D1EA7156B5656FFB799024E07F8563EE568D324BDB88448D45E5CD39CD37,0
SOLUSDT,2024-04,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SOLUSDT\month=2024-04\part.parquet,D6DBB143E6A07E357278D0D9607A84D4BE071E0C8534A8123683C13A9679CC5B,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=SOLUSDT\month=2024-04\part.parquet,76EDC99A6BFF40C9DADA42664E52753BB0D6804C2712D0FCE3BF5E5D8DCD8C3E,0
SOLUSDT,2024-05,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SOLUSDT\month=2024-05\part.parquet,E60ACE02117DBB8E05180957AAC5B9FA7E56BDFA0CA4A7C26600310C9DF90DA7,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=SOLUSDT\month=2024-05\part.parquet,5D9651891DA99D12AD2F0FAE978519396EF6CD7C479EAD7F12E6D7AACE6C86D9,0
SOLUSDT,2024-06,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SOLUSDT\month=2024-06\part.parquet,911DBCE55C0BC3BC1AB890990FE4174FB441203D3C3C4C928B17656EAEE4AB05,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=SOLUSDT\month=2024-06\part.parquet,B1F5CA82EE74091AF60E5F1B70D7DE2F30633C9BE57EC0590FB7F13C47CF9B36,0
SUIUSDT,2024-01,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SUIUSDT\month=2024-01\part.parquet,B83AF0386BC2644C3BEDCB3D21B037A09D1BA6F7EBF367A6566183542B351E33,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=SUIUSDT\month=2024-01\part.parquet,F65D28FF53C979509AE51DD74C978FE4BBEF0ABCD329A94ADAC30DD1B03F40FE,0
SUIUSDT,2024-02,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SUIUSDT\month=2024-02\part.parquet,F3BD94B11173FE08DE3D3B93D90C9EA4CF789DBA423F397544D3B8258130BE52,696,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=SUIUSDT\month=2024-02\part.parquet,A370E657FDED9E992C62C6416850D3E18D2523E89AA5F8CBD879C1A4844D1558,0
SUIUSDT,2024-03,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SUIUSDT\month=2024-03\part.parquet,D537E124F09DD2D7388C6EC4CFC143A3B38C72E9E0BAF0EB2402BB9D63DD72B9,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=SUIUSDT\month=2024-03\part.parquet,378F06C9E499CA9AA40417C506F16A5F9027B04791837F1A1553FC48BC9C3399,0
SUIUSDT,2024-04,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SUIUSDT\month=2024-04\part.parquet,EB9E23926C97E14DA31DE21BA0EAE7109EC30DF4F1763879B9DBBE185D6118B4,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=SUIUSDT\month=2024-04\part.parquet,7DEFF5AFAFE303FB5C28FE7B07D828BBA65E71AFCEF61762CE6F628288206FEB,0
SUIUSDT,2024-05,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SUIUSDT\month=2024-05\part.parquet,4A71CB72DBE6122E492B8861873A2689EE380E1157BFA0FB037C4974B9D9CF30,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=SUIUSDT\month=2024-05\part.parquet,4CE24A2F58685636937729AE056016792FD2D22F4767E82F688E513C9FD2DBAF,0
SUIUSDT,2024-06,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SUIUSDT\month=2024-06\part.parquet,668276846604A560DDE5BAAA8F1B43CE7423869EBCB464FF39D087E673238479,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=SUIUSDT\month=2024-06\part.parquet,01E22ACA3804C51F6C338CB49956E8FE2F9E24726068DB503C9D8C8E8C08B9D0,0
XRPUSDT,2024-01,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=XRPUSDT\month=2024-01\part.parquet,AA3FDF36751B8004A6CBDDA9358743F743BDEAEDE5B952DC3112058B274298D7,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=XRPUSDT\month=2024-01\part.parquet,27E14DC0C4C2CCF7D9E479CF3E201A8DA792B181D2ACD78907D9F07C58A464E5,0
XRPUSDT,2024-02,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=XRPUSDT\month=2024-02\part.parquet,5D5A7EB9B3EF6C7BD3EC757688F0B2382BA5E7F6ED834C518C27C7D18E7888EE,696,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=XRPUSDT\month=2024-02\part.parquet,567BDBA700464B9F60E9828066E58BC5C813C0E27C69608008D98F3E81864C02,0
XRPUSDT,2024-03,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=XRPUSDT\month=2024-03\part.parquet,2BD9554DEF9BAD3D3239BB90F7E64CF19D57F448DF5A87A805C374CF17E96B87,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=XRPUSDT\month=2024-03\part.parquet,EF5E9BF216AD691390377DE1904EF1625E41F53897D80177783007A72EEA2E52,0
XRPUSDT,2024-04,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=XRPUSDT\month=2024-04\part.parquet,93C655CB7B31CEE4958D217469A283D94BF02B197BB0076C664397BC932BD058,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=XRPUSDT\month=2024-04\part.parquet,0A313C19A809C47B2981A5A769CA49748D68B78042AD4CFEED5305C573BCD7C1,0
XRPUSDT,2024-05,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=XRPUSDT\month=2024-05\part.parquet,6299D313C64B55F142C042D997ABAEEDFDBA619E6FFCD48B544B616543EE04E4,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=XRPUSDT\month=2024-05\part.parquet,7E0D3AB43A69633CD12DFA449A435CE063C60B6C2CE8D7FA85BCD92AB61526D7,0
XRPUSDT,2024-06,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=XRPUSDT\month=2024-06\part.parquet,841B08A4B9A489FEEEBAE6F581B4FD4784FB66A09F38D14BCB035B141A22499E,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=XRPUSDT\month=2024-06\part.parquet,ADD71EB72E69BEBB354C549AF61B352019AB8C0B147AE7CF55965108F3656821,0
