symbol,month,data_role,source_path,source_sha256,rows_read,performance_columns_read,return_label_read,output_path,output_sha256,missing_rows
BTCUSDT,2024-09,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BTCUSDT\month=2024-09\part.parquet,44C7ACE398F86E21F96BED2D0DB936A1F12BC18BEAD31A91585E1EBF0235F635,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=BTCUSDT\month=2024-09\part.parquet,E18744D933D7018B75099BD820CC654F55E3D846F893BA62C8E4E1AEE646BB5F,0
BTCUSDT,2024-10,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BTCUSDT\month=2024-10\part.parquet,82AF8A9F55864EB35F974AB636CB76F748FC29634C0B23AC1959799C1D1F1B5F,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=BTCUSDT\month=2024-10\part.parquet,FD1A0AD1014CBCC5061EC181E4F51D244FE30DD776182A0ADA29FB1FD7537DC2,0
DOGEUSDT,2024-07,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=DOGEUSDT\month=2024-07\part.parquet,E357BEC57081EF026B3563B63410F749B629EEEF4B35728CD425119AC48AD767,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=DOGEUSDT\month=2024-07\part.parquet,EC03411AA03DB2DF235F4C17B35A30F835481D8666A271FCB388628DA6C1925C,0
DOGEUSDT,2024-08,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=DOGEUSDT\month=2024-08\part.parquet,F17B3F5A5D099E71F699BBCA6157A9EAE59B77FF46D6506B18DC8F3B241E152F,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=DOGEUSDT\month=2024-08\part.parquet,BC14224C0194ADFD55DE54C7FBD4FE849455DDDA9F4B793249EE2132871799DD,0
DOGEUSDT,2024-09,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=DOGEUSDT\month=2024-09\part.parquet,05089E6B09706098F609118192BE709989DD32E29C2CD4FBA59C6E7A0CCF9A30,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=DOGEUSDT\month=2024-09\part.parquet,FEECD7E8133B6798D61ECD5FAA282B5058BEDB14B157EA4099A77E77EF8149A3,0
DOGEUSDT,2024-10,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=DOGEUSDT\month=2024-10\part.parquet,DC54D9E6B8C9951EAAE1D1AA9B3BFE114C897070AFA0946C13190237544F8CB1,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=DOGEUSDT\month=2024-10\part.parquet,41AFE579C1FAFDA50706F55B6861D54144B3DAE7235BBFC234023E8D50049354,0
ETHUSDT,2024-07,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-07\part.parquet,C6C55750D7F09FA78FE2CD1543AB0A2BE55E96B0C8DDB6D9E380CFE67F35ABBB,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=ETHUSDT\month=2024-07\part.parquet,4657F24D1DD6CC1B26E72023C3E58F29AA17D24DEBCAA5019153D94379D270DA,0
ETHUSDT,2024-08,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-08\part.parquet,273DCDAA8C24DFED0389EBE740BC5714AC6CDDA2088A369263038396076D5994,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=ETHUSDT\month=2024-08\part.parquet,016F04499DF632398C993030BF6D89322BCDE0E1282E3A974C5AEDA309CDCF13,0
ETHUSDT,2024-09,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-09\part.parquet,BB5D4BD53EC14F330F997052D96FD782BA9CE2E542E4002D8EA6276D59B046C7,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=ETHUSDT\month=2024-09\part.parquet,FABC3B216648568B9214170F2CB411FD1298B9B0A62C22260A22791D938132F2,0
ETHUSDT,2024-10,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-10\part.parquet,B15D9913AD4F06DB03AEBC36EE11D628BA342539F64660DB82A258F07CCA7FD2,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=ETHUSDT\month=2024-10\part.parquet,50065E5AF0EAE69F6D79347AEBEFE030301A8C82D5F30C04FB1688B9C209D06F,0
LINKUSDT,2024-07,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LINKUSDT\month=2024-07\part.parquet,B97B1B3C033C8EBF0798A19B050913AC1A42ACBBC8B00E3F51FBFA33BECA6AA3,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=LINKUSDT\month=2024-07\part.parquet,2F88D5521B01728857CA2341A87523DAEE8966CCB342FB994A341A9C54A616BF,0
LINKUSDT,2024-08,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LINKUSDT\month=2024-08\part.parquet,033DD76AFA14C30F92CC72739FDA229F77343487FFEE18119FF397A2B9A3DC64,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=LINKUSDT\month=2024-08\part.parquet,F6B31F207075A2788971F0BBF35920A92DF6BB3AEC38FB2322DD5634B752BD4C,0
LINKUSDT,2024-09,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LINKUSDT\month=2024-09\part.parquet,C95075DB426B342F4855674DCDEF3876D357D99B76560E74775EF9903DAD464F,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=LINKUSDT\month=2024-09\part.parquet,D1F082BD9B86F83271E00893A18AC52D1C0BD0B6AB0E701FC107DFE6514B085D,0
LINKUSDT,2024-10,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LINKUSDT\month=2024-10\part.parquet,7D2DAC049FAB7A5EA868E810C673A9E8DABE216C4D4938AEBD584F47B5B2F3A1,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=LINKUSDT\month=2024-10\part.parquet,35F56A92A41C283C08E530C916D8479CA3CDD038E10DAC0D9C1399667CDED883,0
LTCUSDT,2024-07,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LTCUSDT\month=2024-07\part.parquet,EFD0A1D3CDE2FBE153BABD174E2C9D25B591E0E0F2F1E95EDC91081C90A2D890,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=LTCUSDT\month=2024-07\part.parquet,59E9D9682BDA3C6D0FA97A5F58DB892C928E4F8619C83AA623769897B3CF9CC0,0
LTCUSDT,2024-08,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LTCUSDT\month=2024-08\part.parquet,A18B7D37FD25A5443E1C5FBCB3C4B8C5124567823BAE2CCC205248B34E4792C9,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=LTCUSDT\month=2024-08\part.parquet,36ACABE348ABA7BE60654A4BE9F338FBB2B3181A538FA90BA8F1492A0F2F11F0,0
LTCUSDT,2024-09,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LTCUSDT\month=2024-09\part.parquet,861199782FB21430A48E221ED768DCA7C9B53934F2EC39E8F527CF0F0E3C8F74,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=LTCUSDT\month=2024-09\part.parquet,189966C2EAF1E2121911FDA36007BCC3089A684FBC3058673D90FC959D164969,0
LTCUSDT,2024-10,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LTCUSDT\month=2024-10\part.parquet,803C190730505A4920C26E80CCE6716347EEF9209C2575C99F1A3B0A6ACF2B2C,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=LTCUSDT\month=2024-10\part.parquet,BDB8461712C38F73DCAEA8A6D0D71EBC2CA692890220493AAC59DD7FF4CC56CD,0
SOLUSDT,2024-07,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SOLUSDT\month=2024-07\part.parquet,D9949A2C3444F20778A825F2F6263ACA1557A64951EE35C4E8854B1AA03361F7,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=SOLUSDT\month=2024-07\part.parquet,4D0830725DD4061466B5FA4E9C12F416D8625336A604B9DCD9C4A5E1919AB485,0
SOLUSDT,2024-08,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SOLUSDT\month=2024-08\part.parquet,7C81CAD73E9E1D903B93C0A6E481575172B371E630582F5EF2EEAE8737D4F04D,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=SOLUSDT\month=2024-08\part.parquet,638EE94DB695CAF033FDC3114A2B9C81C3C915A686A5A5F8B07B687196F3AC9A,0
SOLUSDT,2024-09,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SOLUSDT\month=2024-09\part.parquet,3568E8D7C26A7DF6AE46E95DF9B51F7504526E1D769DD3379EC40525B79DCE9C,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=SOLUSDT\month=2024-09\part.parquet,30BA42C93CF0A2DDBF59DC58433B1E92BEF1E1FE466E929869DF69B73E8056AA,0
SOLUSDT,2024-10,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SOLUSDT\month=2024-10\part.parquet,946AD43CFCAE9E09C8F3190FB17F190B3A42F730BB93A60CAF75DF572DB7ADA4,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=SOLUSDT\month=2024-10\part.parquet,C609950EB4C42F726F71C229814096ABA13AFE44818DF94B452C4B3110BC1196,0
SUIUSDT,2024-07,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SUIUSDT\month=2024-07\part.parquet,974172E7CFFA636C04071C79859DC6DBE8712A3905653327734A3DE7B950D0AB,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=SUIUSDT\month=2024-07\part.parquet,F4BF7F09FD1FC407454E9912E724BE52683F4E091E9E4FFF40DA293F0F86C4FE,0
SUIUSDT,2024-08,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SUIUSDT\month=2024-08\part.parquet,5AA866D015E5CD9F00F81A2E96CC5D90E8FA943DBF030A1006D606FF27A76F69,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=SUIUSDT\month=2024-08\part.parquet,BED6B9CC6F15C176C8A525A79225C509D9861F6E04911A3A78873E39C8F10ECA,0
SUIUSDT,2024-09,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SUIUSDT\month=2024-09\part.parquet,6F0956B5F74A9941BB137E98D7238FAEAE76925BAD313D97385EF2864A2AB018,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=SUIUSDT\month=2024-09\part.parquet,FA76282905741231D68A32E5E25E8D9A7A125B0DC95A42B5040B6CE6634C3198,0
SUIUSDT,2024-10,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SUIUSDT\month=2024-10\part.parquet,289F1EAA236EEF1928A1D86AC20C8E984BF4214DD6643595596EC0BD102DBDD9,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=SUIUSDT\month=2024-10\part.parquet,D10157D11DEF9FF9B528E14EC8956AFB14AE304F68BC8F6DAA51011E6EB856A7,0
XRPUSDT,2024-07,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=XRPUSDT\month=2024-07\part.parquet,DF8C96666561C79A9193C3D30F373E16CA0B6F1BCEA8519815F6A5249D92AAC0,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=XRPUSDT\month=2024-07\part.parquet,BD226C7FFA83C17C1D62E65AC1C97B2A6C9A27BA1017E67974224E8EC7271AB6,0
XRPUSDT,2024-08,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=XRPUSDT\month=2024-08\part.parquet,88E460771469DF0E6CAD8E8A6ACDADDE2DF4B820E95AD1A74A430F14B6483EF1,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=XRPUSDT\month=2024-08\part.parquet,3285D0DB65AFEC39217A334CA7F6FA0D55C462AD900AB30328F75A965BB96B7E,0
XRPUSDT,2024-09,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=XRPUSDT\month=2024-09\part.parquet,BFBF16B3CE8852CEF5EC6C62B18B3E812421A1B2BBA3A068C4605B8A19C96DA6,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=XRPUSDT\month=2024-09\part.parquet,2706BA3E966483542A616FB73A96C8ABFDE0180F42C437BFA4838D7AFA118D0B,0
XRPUSDT,2024-10,CHALLENGE,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=XRPUSDT\month=2024-10\part.parquet,80D43B577066D0BDA6F666FA2962B23FF86A4DC11BE7998613DA9509DFE4A141,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\challenge\symbol=XRPUSDT\month=2024-10\part.parquet,B0E1E87C8F591D5CF7B94F21B9F6E1BAA08838E15263AD2C47457ADFE830324C,0
ADAUSDT,2024-01,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ADAUSDT\month=2024-01\part.parquet,61D9D12295842DBA4EE45182ABDDCD6508ACAEC84D56876E3E83EBAFDEA2B08C,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=ADAUSDT\month=2024-01\part.parquet,E32546E2C28AAD7C4D31758DC1F9DF1F8C502558DA2FE366C4500E2E25D203B3,0
ADAUSDT,2024-02,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ADAUSDT\month=2024-02\part.parquet,342D959623E464EA1F4C6A7ABF59137FDCC3E44E6C06A1E05FBED7A52E5627F4,696,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=ADAUSDT\month=2024-02\part.parquet,E2855FC530E2257EFBB0E835CEA54516AEEB6078DEBF78E43068BD7C30E23B21,0
ADAUSDT,2024-03,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ADAUSDT\month=2024-03\part.parquet,E944636A1F34350654DBA5819A4BAF7997CDF3BF50DE0AA6F17029657954C7A5,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=ADAUSDT\month=2024-03\part.parquet,828309B9A0376E50B73181C4926AE99BEED750A5F30F3AC40C958388A996B2AD,0
