replay_contract_rank,candidate_id,family_id,primary_seed_field,source_fields,skeleton_key,production_key,motif,expression,eval_success,finite_share,nonzero_share,activity_ok,min_value,max_value,std_value,error
11,a7ab3_121126912168eca3,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_0d0b63c5ed3bddab,prod_603d364565462afc,rank_atom,"Rank(Sub(Rank(Decay(trade_return_1h,12)),Rank(Decay(trade_return_1h,4))))",True,0.994140625,1.0,True,0.0104166666666666,1.0,0.2885904310565609,
12,a7ab3_1586b50c1584aab2,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_92a027c8f2dc1bf3,prod_d9e852b96887a3ae,horizon_spread,"Sub(Delta(trade_return_1h,1),ZScore(Sub(Decay(trade_return_1h,4),Decay(trade_return_1h,12))))",True,0.994140625,1.0,True,-9.66239579309856,9.38525249622672,0.9931101825266132,
13,a7ab3_53755de12a280dc9,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_f79c9d833a6de838,prod_9db19984ea21a39c,decay_atom,"Decay(Rank(Winsor(ZScore(trade_return_1h),3)),12)",True,0.994140625,1.0,True,0.0701121794871794,0.9855101495726496,0.0871468741178373,
14,a7ab3_6e1f02f64d66b106,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_80be2e39216c5bd2,prod_d8e79de02a0cbdcc,single_atom,"ZScore(Sub(Decay(trade_return_1h,4),Decay(trade_return_1h,12)))",True,0.994140625,1.0,True,-9.31204911444108,9.544976686115833,0.9947780321927768,
15,a7ab3_742a4e43e745fd41,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_92a027c8f2dc1bf3,prod_d9e852b96887a3ae,horizon_spread,"Sub(Delta(trade_return_1h,1),ZScore(Sub(Decay(trade_return_1h,12),Decay(trade_return_1h,4))))",True,0.994140625,1.0,True,-9.260304138733416,10.139519467481144,0.9966521370878416,
16,a7ab3_92f58128176f656c,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_007ceb90e9646fcf,prod_a95f791bfd5358fe,clip_horizon_spread,"Clip(Sub(Mul(Decay(trade_return_1h,12),ZScore(Delta(trade_return_1h,4))),ZScore(trade_return_1h)),-3,3)",True,0.994140625,1.0,True,-5.0,5.0,0.9521863356592464,
17,a7ab3_b32904f3e48a1c9f,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_6914c509e2ef8a2e,prod_ab0044062d7eed99,decay_atom,"Decay(Winsor(ZScore(trade_return_1h),3),12)",True,0.994140625,1.0,True,-2.9415489703051616,3.9389461132689982,0.2923227343473528,
18,a7ab3_4092255ee6888704,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_e52f279333afdc9d,prod_8bb33185279cfaf6,zscore_self_interaction,"ZScore(Mul(Mul(TSRank(trade_return_1h,168),ZScore(Mean(trade_return_1h,168))),Rank(Clip(ZScore(trade_return_1h),-3,3))))",True,0.993896484375,1.0,True,-9.62804987046198,9.69346690587493,0.9947780321927768,
19,a7ab3_ced6188c184ada50,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_e52f279333afdc9d,prod_8bb33185279cfaf6,zscore_self_interaction,"ZScore(Mul(Mul(TSRank(trade_return_1h,72),ZScore(Mean(trade_return_1h,168))),Rank(Clip(ZScore(trade_return_1h),-3,3))))",True,0.993896484375,1.0,True,-9.60897039497996,9.692337386359256,0.9947780321927768,
20,a7ab3_03c8dd1e0f1406bb,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_631f433b0ee241f4,prod_3d36a8835cdf28f4,winsor_atom,"Winsor(ZScore(Decay(Delta(trade_return_1h,1),12)),3)",True,0.99365234375,1.0,True,-5.0,5.0,0.9536769163515156,
21,a7ab3_b34ecf60d22e6849,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_272214a507ab883c,prod_d3eb5c0342e9696d,zscore_self_interaction,"ZScore(Mul(ZScore(Winsor(Delta(trade_return_1h,1),3)),ZScore(Decay(Delta(trade_return_1h,1),12))))",True,0.99365234375,1.0,True,-9.658870374776267,9.695593650452048,0.9947780321927768,
22,a7ab3_09c000b24485330c,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_cc27571b1f17020e,prod_123566b01069d672,zscore_atom,"ZScore(Mul(Rank(trade_return_1h),ZScore(Delta(trade_return_1h,24))))",True,0.993408203125,1.0,True,-9.426300729126195,9.618797088234569,0.9947780321927768,
23,a7ab3_7fa990b397bb88bd,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_7d48c4b2a2648ef2,prod_db361ebd7f495722,zscore_atom,"ZScore(Winsor(Delta(trade_return_1h,24),3))",True,0.993408203125,1.0,True,-9.546611358547962,9.535499493197028,0.9947780321927768,
24,a7ab3_ac1d320447cdc0e1,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_85fc7254db9ccb56,prod_8b3a0e02509b8a7e,single_atom,"Sub(ZScore(Delta(trade_return_1h,1)),ZScore(Delta(trade_return_1h,24)))",True,0.9931640625,1.0,True,-16.082583409361327,14.578877304989692,1.00126555721471,
25,a7ab3_1615f89091205d2b,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_dbcc3589a0dbe876,prod_dc30f8d952ea4686,winsor_self_interaction,"Winsor(Mul(Decay(ZScore(trade_return_1h),4),Mul(Rank(Mean(trade_return_1h,72)),ZScore(Delta(trade_return_1h,24)))),3)",True,0.99267578125,1.0,True,-5.0,5.0,0.6288720210182677,
26,a7ab3_1f806f028de41c42,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_f2a1f4fc989ed2f7,prod_d2adf3bf20dbeb32,rank_horizon_spread,"Rank(Sub(Rank(Delta(trade_return_1h,24)),Decay(ZScore(trade_return_1h),4)))",True,0.99267578125,1.0,True,0.0104166666666666,1.0,0.2886594658004389,
27,a7ab3_468df1ab66c1556f,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_9e297cdfa8071e81,prod_51fe2182fc723b6d,clip_horizon_spread,"Clip(Sub(TSRank(Delta(trade_return_1h,4),168),Clip(Delta(trade_return_1h,4),-3,3)),-3,3)",True,0.99267578125,1.0,True,0.0172432455563266,0.9896145296958946,0.2768734805223453,
28,a7ab3_be42b4f4a3005c27,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_2c7cd176105b2194,prod_3ea07d65a9e9f256,winsor_self_interaction,"Winsor(Mul(Sub(ZScore(Mean(trade_return_1h,168)),ZScore(Mean(trade_return_1h,4))),Rank(Delta(trade_return_1h,24))),3)",True,0.99267578125,1.0,True,-5.0,5.0,0.7581468290135148,
29,a7ab3_fb7800c317573c85,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_9e297cdfa8071e81,prod_51fe2182fc723b6d,clip_horizon_spread,"Clip(Sub(TSRank(Delta(trade_return_1h,4),72),Clip(Delta(trade_return_1h,4),-3,3)),-3,3)",True,0.99267578125,1.0,True,0.0197102803921162,0.9938539738169856,0.2765543939839597,
30,a7ab3_c96b6ce75090d30c,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_b76f814c406fe774,prod_43ffa06fc73cf307,clip_horizon_spread,"Clip(Sub(ZScore(Delta(Mean(trade_return_1h,168),4)),Sub(ZScore(Mean(trade_return_1h,4)),ZScore(trade_return_1h))),-3,3)",True,0.9921875,1.0,True,-5.0,5.0,1.0919982353046191,
31,a7ab3_2408450b6a3804c1,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_b4719759c75cc639,prod_0b0687502f84bf2e,zscore_self_interaction,"ZScore(Mul(ZScore(Mean(trade_return_1h,168)),Sub(Decay(trade_return_1h,4),Decay(trade_return_1h,12))))",True,0.9912109375,1.0,True,-9.68399354648659,9.692434463749333,0.9947780321927768,
32,a7ab3_5c25aa55f36a3ebc,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_b4719759c75cc639,prod_0b0687502f84bf2e,zscore_self_interaction,"ZScore(Mul(ZScore(Mean(trade_return_1h,168)),Sub(Decay(trade_return_1h,12),Decay(trade_return_1h,4))))",True,0.9912109375,1.0,True,-9.692434463749333,9.68399354648659,0.9947780321927768,
33,a7ab3_3ce43ff8d3208a0f,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_791a3cbc00bffd5b,prod_1041c4f7693c27c8,decay_atom,"Decay(Mean(Delta(realized_vol_24h,4),72),12)",True,0.855712890625,1.0,True,-0.0068421035478573,0.0076448983958057,0.0003701437740476,
34,a7ab3_2af478d1ff284e21,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,skeleton_05854e1690e1ce55,prod_25e7ec8d2c4bd8cb,winsor_atom,"Winsor(Rank(Clip(ZScore(realized_vol_168h),-3,3)),3)",True,0.853271484375,1.0,True,0.0104166666666666,1.0,0.2886594478938672,
35,a7ab3_3edc6f38cc9be3f3,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,skeleton_9f0d66272a0406f6,prod_f09350f10eef3530,single_atom,Rank(realized_vol_168h),True,0.853271484375,1.0,True,0.0104166666666666,1.0,0.288659472541545,
36,a7ab3_6e301587da1c1fa3,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_0f915c45eabbea19,prod_ff9649f4b0b5dcc7,rank_atom,Rank(ZScore(realized_vol_24h)),True,0.853271484375,1.0,True,0.0104166666666666,1.0,0.2886594725415449,
37,a7ab3_da7270f10c2caee8,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,skeleton_d4e122deedc31056,prod_839fdfc3451c6c85,winsor_atom,"Winsor(Clip(ZScore(realized_vol_168h),-3,3),3)",True,0.853271484375,1.0,True,-2.313017356934958,5.0,0.9377339954732924,
38,a7ab3_8c5b70787959de8b,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_6574be5f6db7bce2,prod_c34feb920bcc9694,rank_atom,"Rank(Sub(ZScore(Mean(realized_vol_24h,4)),ZScore(realized_vol_24h)))",True,0.8525390625,1.0,True,0.0104166666666666,1.0,0.288659472541545,
39,a7ab3_d4939ee84cb32793,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_5190274b100e392b,prod_f61390d4371ecad5,clip_atom,"Clip(Decay(realized_vol_24h,4),-3,3)",True,0.8525390625,1.0,True,0.0007323938637792,0.1457992967612001,0.0056736995831093,
40,a7ab3_165c7d8966b27a17,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,skeleton_631f433b0ee241f4,prod_7b7185ad43eef39c,winsor_atom,"Winsor(ZScore(Decay(Delta(realized_vol_168h,1),4)),3)",True,0.852294921875,1.0,True,-5.0,5.0,0.8570901702369699,
41,a7ab3_22607517db3e6a3f,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,skeleton_85fc7254db9ccb56,prod_dbbbc3eb9cbc24cd,single_atom,"Sub(ZScore(Delta(realized_vol_168h,1)),ZScore(Delta(realized_vol_168h,4)))",True,0.852294921875,1.0,True,-13.506640304263628,17.496494487556596,0.9324172120212356,
42,a7ab3_28e51a0e6693cfec,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_3f55f7b241c017b0,prod_7f82d14ecca86078,rank_atom,"Rank(Clip(Delta(realized_vol_24h,4),-3,3))",True,0.852294921875,1.0,True,0.0104166666666666,1.0,0.2886594722611368,
43,a7ab3_58203eba4254d6d4,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,skeleton_007ceb90e9646fcf,prod_dcefdf55af33c09a,clip_horizon_spread,"Clip(Sub(Mul(Decay(realized_vol_168h,4),ZScore(Delta(realized_vol_168h,4))),ZScore(realized_vol_168h)),-3,3)",True,0.852294921875,1.0,True,-5.0,2.3111711264173227,0.9371608038909944,
44,a7ab3_9e4c76ac7a668ba0,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_272214a507ab883c,prod_34a60812a4aba870,zscore_self_interaction,"ZScore(Mul(ZScore(Winsor(Delta(realized_vol_24h,1),3)),ZScore(Decay(Delta(realized_vol_24h,1),4))))",True,0.852294921875,1.0,True,-9.60690649901236,9.695887483418002,0.9947780321927768,
45,a7ab3_27293c9fb29d33c4,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_6914c509e2ef8a2e,prod_762a75a024f80c6f,decay_atom,"Decay(Winsor(ZScore(realized_vol_24h),3),12)",True,0.8505859375,1.0,True,-2.9143009355668283,5.0,0.8905880594709582,
46,a7ab3_2942692cc4933504,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,skeleton_1bfeeed2faa0c752,prod_5cff96a37f793b14,winsor_atom,"Winsor(Sub(Decay(realized_vol_168h,4),Decay(realized_vol_168h,12)),3)",True,0.8505859375,1.0,True,-0.0132331751020181,0.0174722485841776,0.000267659977225,
47,a7ab3_2a0039bf30a6a7d0,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_f79c9d833a6de838,prod_d6b2de4a876563ee,decay_atom,"Decay(Rank(Winsor(ZScore(realized_vol_24h),3)),12)",True,0.8505859375,1.0,True,0.0104166666666666,1.0,0.2801731692399274,
48,a7ab3_6eb23cd8ce4aeef1,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,skeleton_1bfeeed2faa0c752,prod_5cff96a37f793b14,winsor_atom,"Winsor(Sub(Decay(realized_vol_168h,12),Decay(realized_vol_168h,4)),3)",True,0.8505859375,1.0,True,-0.0174722485841776,0.0132331751020181,0.000267659977225,
49,a7ab3_9b74006f5f8908f8,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,skeleton_80be2e39216c5bd2,prod_05ef2fe8f8a41b76,single_atom,"ZScore(Sub(Decay(realized_vol_168h,12),Decay(realized_vol_168h,4)))",True,0.8505859375,1.0,True,-9.674085973917856,9.66097423681151,0.9947780321927768,
50,a7ab3_a40bddb7136ef900,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_5190274b100e392b,prod_f61390d4371ecad5,clip_atom,"Clip(Decay(realized_vol_24h,12),-3,3)",True,0.8505859375,1.0,True,0.0007854081143907,0.1433334496025409,0.0055536262145636,
51,a7ab3_b5cbf40bc83635e6,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,skeleton_007ceb90e9646fcf,prod_dcefdf55af33c09a,clip_horizon_spread,"Clip(Sub(Mul(Decay(realized_vol_168h,12),ZScore(Delta(realized_vol_168h,4))),ZScore(realized_vol_168h)),-3,3)",True,0.8505859375,1.0,True,-5.0,2.3111747743560485,0.9374138551473294,
52,a7ab3_b5f0e01f7f103d7f,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_92a027c8f2dc1bf3,prod_c2001a20471b7be1,horizon_spread,"Sub(Delta(realized_vol_24h,1),ZScore(Sub(Decay(realized_vol_24h,12),Decay(realized_vol_24h,4))))",True,0.8505859375,1.0,True,-9.62781886978677,9.626165916789615,0.9950282066188484,
53,a7ab3_b854fff95062ccbb,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_0d0b63c5ed3bddab,prod_5e474ba2094131c8,rank_atom,"Rank(Sub(Rank(Decay(realized_vol_24h,12)),Rank(Decay(realized_vol_24h,4))))",True,0.8505859375,1.0,True,0.0104166666666666,1.0,0.2873441258532803,
54,a7ab3_e0be061aa0f6ec18,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_0d0b63c5ed3bddab,prod_5e474ba2094131c8,rank_atom,"Rank(Sub(Rank(Decay(realized_vol_24h,4)),Rank(Decay(realized_vol_24h,12))))",True,0.8505859375,1.0,True,0.0104166666666666,1.0,0.2873441258532803,
55,a7ab3_f0f4c568b02b1b72,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,skeleton_80be2e39216c5bd2,prod_05ef2fe8f8a41b76,single_atom,"ZScore(Sub(Decay(realized_vol_168h,4),Decay(realized_vol_168h,12)))",True,0.8505859375,1.0,True,-9.66097423681151,9.674085973917856,0.9947780321927768,
56,a7ab3_f7a2b05233f70b11,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_92a027c8f2dc1bf3,prod_c2001a20471b7be1,horizon_spread,"Sub(Delta(realized_vol_24h,1),ZScore(Sub(Decay(realized_vol_24h,4),Decay(realized_vol_24h,12))))",True,0.8505859375,1.0,True,-9.625796598759417,9.627671966766917,0.994528623903865,
57,a7ab3_0bc78809db3a1428,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,skeleton_631f433b0ee241f4,prod_7b7185ad43eef39c,winsor_atom,"Winsor(ZScore(Decay(Delta(realized_vol_168h,1),12)),3)",True,0.850341796875,1.0,True,-5.0,5.0,0.8564174897478769,
58,a7ab3_e25116e69ba3fa53,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_272214a507ab883c,prod_34a60812a4aba870,zscore_self_interaction,"ZScore(Mul(ZScore(Winsor(Delta(realized_vol_24h,1),3)),ZScore(Decay(Delta(realized_vol_24h,1),12))))",True,0.850341796875,1.0,True,-9.62717526010433,9.695880459997362,0.9947780321927768,
59,a7ab3_0f1670a944d03193,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_92a027c8f2dc1bf3,prod_c2001a20471b7be1,horizon_spread,"Sub(Delta(realized_vol_24h,1),ZScore(Sub(Decay(realized_vol_24h,12),Decay(realized_vol_24h,24))))",True,0.84765625,1.0,True,-9.51192291002567,9.469351397520647,0.9946633595189818,
60,a7ab3_18e2cd1447c93035,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_b4719759c75cc639,prod_d6f921b63367049b,zscore_self_interaction,"ZScore(Mul(ZScore(Mean(realized_vol_24h,168)),Sub(Decay(realized_vol_24h,4),Decay(realized_vol_24h,24))))",True,0.84765625,1.0,True,-9.68724788957529,9.675924367764967,0.9947780321927768,
61,a7ab3_1f9142d27f055f5f,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_e52f279333afdc9d,prod_581577d7474ac034,zscore_self_interaction,"ZScore(Mul(Mul(TSRank(realized_vol_24h,72),ZScore(Mean(realized_vol_24h,168))),Rank(Clip(ZScore(realized_vol_24h),-3,3))))",True,0.84765625,1.0,True,-7.772970466243596,9.476190136467403,0.9947780321927768,
62,a7ab3_24741c8b2339897e,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_b4719759c75cc639,prod_d6f921b63367049b,zscore_self_interaction,"ZScore(Mul(ZScore(Mean(realized_vol_24h,168)),Sub(Decay(realized_vol_24h,12),Decay(realized_vol_24h,4))))",True,0.84765625,1.0,True,-9.68012755986307,9.69222049103405,0.9947780321927768,
63,a7ab3_24767370869504a1,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_7ca490bb03c28445,prod_a22634e55bb0946c,clip_atom,"Clip(Winsor(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,4)),3),-3,3)",True,0.84765625,1.0,True,-0.0981298450680547,0.0585460702729803,0.0029660741673865,
64,a7ab3_25ac66e9b9596cc4,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,skeleton_b4719759c75cc639,prod_d6f921b63367049b,zscore_self_interaction,"ZScore(Mul(ZScore(Mean(realized_vol_24h,168)),Sub(Decay(realized_vol_24h,4),Decay(realized_vol_24h,12))))",True,0.84765625,1.0,True,-9.69222049103405,9.68012755986307,0.9947780321927768,
65,a7ab3_249b631ed84be563,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_0f915c45eabbea19,prod_277874a2aaf361e5,rank_atom,Rank(ZScore(premium_close_bps)),True,0.999755859375,1.0,True,0.0104166666666666,1.0,0.2795074847506233,
66,a7ab3_448cdf2a0f96bd5d,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_9f0d66272a0406f6,prod_bb7eac364df83a76,single_atom,Rank(mark_index_basis_bps),True,0.999755859375,1.0,True,0.0104166666666666,1.0,0.2886489898217487,
67,a7ab3_d4ddbe33a0950c8d,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_d4e122deedc31056,prod_b35194d5d318b902,winsor_atom,"Winsor(Clip(ZScore(mark_index_basis_bps),-3,3),3)",True,0.999755859375,1.0,True,-5.0,5.0,0.9410655555141332,
68,a7ab3_dc42ddd075af946e,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_05854e1690e1ce55,prod_0f3a0053c3b2f11c,winsor_atom,"Winsor(Rank(Clip(ZScore(mark_index_basis_bps),-3,3)),3)",True,0.999755859375,1.0,True,0.0104166666666666,1.0,0.2886489654378832,
69,a7ab3_87c3ee594944936f,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_6574be5f6db7bce2,prod_b591949fd3b4092b,rank_atom,"Rank(Sub(ZScore(Mean(premium_close_bps,4)),ZScore(premium_close_bps)))",True,0.9990234375,1.0,True,0.0104166666666666,1.0,0.2883480805310776,
70,a7ab3_25c95d0d1feefd7d,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_85fc7254db9ccb56,prod_34b591858fb04fe0,single_atom,"Sub(ZScore(Delta(mark_index_basis_bps,1)),ZScore(Delta(mark_index_basis_bps,4)))",True,0.998779296875,1.0,True,-17.811184386728083,18.54108054590938,1.0483571369498503,
71,a7ab3_27f0c46869a85073,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_631f433b0ee241f4,prod_6bde1a4ee922c95f,winsor_atom,"Winsor(ZScore(Decay(Delta(mark_index_basis_bps,1),4)),3)",True,0.998779296875,1.0,True,-5.0,5.0,0.9480330893343496,
72,a7ab3_6007cdfe504c7891,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_007ceb90e9646fcf,prod_9d9aaf0773348c06,clip_horizon_spread,"Clip(Sub(Mul(Decay(mark_index_basis_bps,4),ZScore(Delta(mark_index_basis_bps,4))),ZScore(mark_index_basis_bps)),-3,3)",True,0.998779296875,1.0,True,-5.0,5.0,3.446638404156778,
73,a7ab3_6dd06b876d2a31a0,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_272214a507ab883c,prod_078043cd9e73f2a8,zscore_self_interaction,"ZScore(Mul(ZScore(Winsor(Delta(premium_close_bps,1),3)),ZScore(Decay(Delta(premium_close_bps,1),4))))",True,0.998779296875,1.0,True,-9.648972198333984,9.681619291967143,0.9947780321927768,
74,a7ab3_d49ebefba18748df,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_3f55f7b241c017b0,prod_f28ab002848add8b,rank_atom,"Rank(Clip(Delta(premium_close_bps,4),-3,3))",True,0.998779296875,1.0,True,0.0104166666666666,1.0,0.282919325783271,
75,a7ab3_12f53c28ae64a7c9,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_0d0b63c5ed3bddab,prod_27561277934afe9f,rank_atom,"Rank(Sub(Rank(Decay(premium_close_bps,4)),Rank(Decay(premium_close_bps,12))))",True,0.9970703125,1.0,True,0.0104166666666666,1.0,0.2885405180389337,
76,a7ab3_177d9ba31efe9ca9,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_80be2e39216c5bd2,prod_54938092429b135b,single_atom,"ZScore(Sub(Decay(mark_index_basis_bps,12),Decay(mark_index_basis_bps,4)))",True,0.9970703125,1.0,True,-9.509519083172812,9.634458869820095,0.9947780321927768,
77,a7ab3_2039549c89431ccf,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_1bfeeed2faa0c752,prod_63e40899e3e9801a,winsor_atom,"Winsor(Sub(Decay(mark_index_basis_bps,12),Decay(mark_index_basis_bps,4)),3)",True,0.9970703125,1.0,True,-5.0,5.0,2.693915307564384,
78,a7ab3_209db83affacfa08,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_1bfeeed2faa0c752,prod_63e40899e3e9801a,winsor_atom,"Winsor(Sub(Decay(mark_index_basis_bps,4),Decay(mark_index_basis_bps,12)),3)",True,0.9970703125,1.0,True,-5.0,5.0,2.693915307564384,
79,a7ab3_35b6dd6c60cc1f63,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_6914c509e2ef8a2e,prod_e9b6e189fbd62953,decay_atom,"Decay(Winsor(ZScore(premium_close_bps),3),12)",True,0.9970703125,1.0,True,-5.0,3.96394083099962,0.5884825430678109,
