candidate_id,interval,horizon,expression,placebo,recent_oos_net_normal_5bp_annualized
crypto_a1_1h_3_price_funding_state_54ab1649533d,1h,3,"Mul(Rank(ret_12),ZScore(funding_rate_persistence_3))",label_shuffle,-0.2664599808282874
crypto_a1_1h_3_price_funding_state_54ab1649533d,1h,3,"Mul(Rank(ret_12),ZScore(funding_rate_persistence_3))",time_shift,-3.1208312234441284
crypto_a1_1h_3_price_funding_state_54ab1649533d,1h,3,"Mul(Rank(ret_12),ZScore(funding_rate_persistence_3))",symbol_shuffle,-0.390465524096822
crypto_a1_1h_3_basis_funding_state_6f31eb328f68,1h,3,"Mul(Rank(mark_minus_index),ZScore(latest_known_funding_rate))",original,0.5189450561345144
crypto_a1_1h_3_basis_funding_state_6f31eb328f68,1h,3,"Mul(Rank(mark_minus_index),ZScore(latest_known_funding_rate))",sign_flip,-1.1494498010114227
crypto_a1_1h_3_basis_funding_state_6f31eb328f68,1h,3,"Mul(Rank(mark_minus_index),ZScore(latest_known_funding_rate))",label_shuffle,-0.45608360450287316
crypto_a1_1h_3_basis_funding_state_6f31eb328f68,1h,3,"Mul(Rank(mark_minus_index),ZScore(latest_known_funding_rate))",time_shift,-2.5334205387705873
crypto_a1_1h_3_basis_funding_state_6f31eb328f68,1h,3,"Mul(Rank(mark_minus_index),ZScore(latest_known_funding_rate))",symbol_shuffle,-0.38872753322725523
crypto_a1_1h_3_basis_funding_state_80a801adcdf7,1h,3,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",original,0.35791029096481425
crypto_a1_1h_3_basis_funding_state_80a801adcdf7,1h,3,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",sign_flip,-0.8892763806726125
crypto_a1_1h_3_basis_funding_state_80a801adcdf7,1h,3,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",label_shuffle,-0.21910438357791015
crypto_a1_1h_3_basis_funding_state_80a801adcdf7,1h,3,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",time_shift,-3.536458079655784
crypto_a1_1h_3_basis_funding_state_80a801adcdf7,1h,3,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",symbol_shuffle,0.20208610395932994
crypto_a1_1h_6_price_basis_confirmation_b6a7f930c89b,1h,6,"Mul(Rank(ret_24),Rank(mark_minus_index))",original,0.25729863241467876
crypto_a1_1h_6_price_basis_confirmation_b6a7f930c89b,1h,6,"Mul(Rank(ret_24),Rank(mark_minus_index))",sign_flip,-0.8088898853372481
crypto_a1_1h_6_price_basis_confirmation_b6a7f930c89b,1h,6,"Mul(Rank(ret_24),Rank(mark_minus_index))",label_shuffle,-0.21970821746594515
crypto_a1_1h_6_price_basis_confirmation_b6a7f930c89b,1h,6,"Mul(Rank(ret_24),Rank(mark_minus_index))",time_shift,-9.522785138059627
crypto_a1_1h_6_price_basis_confirmation_b6a7f930c89b,1h,6,"Mul(Rank(ret_24),Rank(mark_minus_index))",symbol_shuffle,-0.2096143245924357
crypto_a1_1h_6_price_funding_state_6108cc3017ea,1h,6,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",original,0.3095625559401821
crypto_a1_1h_6_price_funding_state_6108cc3017ea,1h,6,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",sign_flip,-0.7145045630001923
crypto_a1_1h_6_price_funding_state_6108cc3017ea,1h,6,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",label_shuffle,-0.21220103042002547
crypto_a1_1h_6_price_funding_state_6108cc3017ea,1h,6,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",time_shift,-5.314861380081528
crypto_a1_1h_6_price_funding_state_6108cc3017ea,1h,6,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",symbol_shuffle,-0.6861703233900619
crypto_a1_1h_6_price_funding_state_5654e7f99c44,1h,6,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",original,0.31237151412649306
crypto_a1_1h_6_price_funding_state_5654e7f99c44,1h,6,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",sign_flip,-0.6535272930209655
crypto_a1_1h_6_price_funding_state_5654e7f99c44,1h,6,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",label_shuffle,-0.15209225187889416
crypto_a1_1h_6_price_funding_state_5654e7f99c44,1h,6,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",time_shift,-5.779016372454893
crypto_a1_1h_6_price_funding_state_5654e7f99c44,1h,6,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",symbol_shuffle,-0.1925571323841695
crypto_a1_1h_6_price_funding_state_9a00b8ca89fa,1h,6,"Mul(Rank(ret_12),ZScore(latest_known_funding_rate))",original,0.5488468736885409
crypto_a1_1h_6_price_funding_state_9a00b8ca89fa,1h,6,"Mul(Rank(ret_12),ZScore(latest_known_funding_rate))",sign_flip,-1.0290880142927679
crypto_a1_1h_6_price_funding_state_9a00b8ca89fa,1h,6,"Mul(Rank(ret_12),ZScore(latest_known_funding_rate))",label_shuffle,-0.322529666807426
crypto_a1_1h_6_price_funding_state_9a00b8ca89fa,1h,6,"Mul(Rank(ret_12),ZScore(latest_known_funding_rate))",time_shift,-3.4884957899831472
crypto_a1_1h_6_price_funding_state_9a00b8ca89fa,1h,6,"Mul(Rank(ret_12),ZScore(latest_known_funding_rate))",symbol_shuffle,-0.3587621098804165
crypto_a1_1h_6_price_funding_state_de2cab5e2f2b,1h,6,"Mul(Rank(ret_12),ZScore(funding_rate_persistence_3))",original,0.27736584800595826
crypto_a1_1h_6_price_funding_state_de2cab5e2f2b,1h,6,"Mul(Rank(ret_12),ZScore(funding_rate_persistence_3))",sign_flip,-0.7026896894353274
crypto_a1_1h_6_price_funding_state_de2cab5e2f2b,1h,6,"Mul(Rank(ret_12),ZScore(funding_rate_persistence_3))",label_shuffle,-0.4783890356242189
crypto_a1_1h_6_price_funding_state_de2cab5e2f2b,1h,6,"Mul(Rank(ret_12),ZScore(funding_rate_persistence_3))",time_shift,-2.8063691307490317
crypto_a1_1h_6_price_funding_state_de2cab5e2f2b,1h,6,"Mul(Rank(ret_12),ZScore(funding_rate_persistence_3))",symbol_shuffle,-0.4031685532182612
crypto_a1_1h_6_price_funding_state_c8009f9961e8,1h,6,"Mul(Rank(hl_range),ZScore(latest_known_funding_rate))",original,0.18857090459386597
crypto_a1_1h_6_price_funding_state_c8009f9961e8,1h,6,"Mul(Rank(hl_range),ZScore(latest_known_funding_rate))",sign_flip,-0.8794488214324487
crypto_a1_1h_6_price_funding_state_c8009f9961e8,1h,6,"Mul(Rank(hl_range),ZScore(latest_known_funding_rate))",label_shuffle,-0.4506257040898186
crypto_a1_1h_6_price_funding_state_c8009f9961e8,1h,6,"Mul(Rank(hl_range),ZScore(latest_known_funding_rate))",time_shift,-3.7440807138408725
crypto_a1_1h_6_price_funding_state_c8009f9961e8,1h,6,"Mul(Rank(hl_range),ZScore(latest_known_funding_rate))",symbol_shuffle,-0.3069283548241079
crypto_a1_1h_6_price_funding_state_eb768fc8185e,1h,6,"Mul(Rank(hl_range),ZScore(funding_rate_persistence_3))",original,0.0781815113164691
crypto_a1_1h_6_price_funding_state_eb768fc8185e,1h,6,"Mul(Rank(hl_range),ZScore(funding_rate_persistence_3))",sign_flip,-0.8163333817798976
crypto_a1_1h_6_price_funding_state_eb768fc8185e,1h,6,"Mul(Rank(hl_range),ZScore(funding_rate_persistence_3))",label_shuffle,-0.31168848005977484
crypto_a1_1h_6_price_funding_state_eb768fc8185e,1h,6,"Mul(Rank(hl_range),ZScore(funding_rate_persistence_3))",time_shift,-3.8625370261487357
crypto_a1_1h_6_price_funding_state_eb768fc8185e,1h,6,"Mul(Rank(hl_range),ZScore(funding_rate_persistence_3))",symbol_shuffle,-0.13632964575080275
crypto_a1_1h_6_basis_funding_state_1713bf7671e4,1h,6,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",original,0.3473373038936497
crypto_a1_1h_6_basis_funding_state_1713bf7671e4,1h,6,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",sign_flip,-1.1274363274117354
crypto_a1_1h_6_basis_funding_state_1713bf7671e4,1h,6,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",label_shuffle,-0.5007547819991747
crypto_a1_1h_6_basis_funding_state_1713bf7671e4,1h,6,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",time_shift,-3.6882694438241685
crypto_a1_1h_6_basis_funding_state_1713bf7671e4,1h,6,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",symbol_shuffle,-0.5669192656159364
crypto_a1_1h_6_basis_funding_state_d529e4332c94,1h,6,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",original,0.1394734076052886
crypto_a1_1h_6_basis_funding_state_d529e4332c94,1h,6,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",sign_flip,-0.9513997057627427
crypto_a1_1h_6_basis_funding_state_d529e4332c94,1h,6,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",label_shuffle,-0.3259468784692018
crypto_a1_1h_6_basis_funding_state_d529e4332c94,1h,6,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",time_shift,-3.673479808708914
crypto_a1_1h_6_basis_funding_state_d529e4332c94,1h,6,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",symbol_shuffle,-0.1695606068163363
crypto_a1_1h_6_basis_funding_state_c76816e530ca,1h,6,"Mul(Rank(mark_minus_index),ZScore(latest_known_funding_rate))",original,0.5451909855346455
crypto_a1_1h_6_basis_funding_state_c76816e530ca,1h,6,"Mul(Rank(mark_minus_index),ZScore(latest_known_funding_rate))",sign_flip,-0.8604433579730998
crypto_a1_1h_6_basis_funding_state_c76816e530ca,1h,6,"Mul(Rank(mark_minus_index),ZScore(latest_known_funding_rate))",label_shuffle,-0.07441607992325246
crypto_a1_1h_6_basis_funding_state_c76816e530ca,1h,6,"Mul(Rank(mark_minus_index),ZScore(latest_known_funding_rate))",time_shift,-3.0023732721079175
crypto_a1_1h_6_basis_funding_state_c76816e530ca,1h,6,"Mul(Rank(mark_minus_index),ZScore(latest_known_funding_rate))",symbol_shuffle,-0.05754913142807168
crypto_a1_1h_6_basis_funding_state_aa00f3501663,1h,6,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",original,0.46531888585799697
crypto_a1_1h_6_basis_funding_state_aa00f3501663,1h,6,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",sign_flip,-0.7310019307118961
crypto_a1_1h_6_basis_funding_state_aa00f3501663,1h,6,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",label_shuffle,0.03005134542636726
crypto_a1_1h_6_basis_funding_state_aa00f3501663,1h,6,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",time_shift,-3.367912130739553
crypto_a1_1h_6_basis_funding_state_aa00f3501663,1h,6,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",symbol_shuffle,-0.028793201467761247
crypto_a1_1h_6_momentum_volatility_state_b3a0691eafb7,1h,6,"Mul(Rank(ret_24),ZScore(realized_vol_6))",original,0.02827646204522474
crypto_a1_1h_6_momentum_volatility_state_b3a0691eafb7,1h,6,"Mul(Rank(ret_24),ZScore(realized_vol_6))",sign_flip,-0.718953581194356
crypto_a1_1h_6_momentum_volatility_state_b3a0691eafb7,1h,6,"Mul(Rank(ret_24),ZScore(realized_vol_6))",label_shuffle,-0.17134959260594837
crypto_a1_1h_6_momentum_volatility_state_b3a0691eafb7,1h,6,"Mul(Rank(ret_24),ZScore(realized_vol_6))",time_shift,-1.1190381865681396
crypto_a1_1h_6_momentum_volatility_state_b3a0691eafb7,1h,6,"Mul(Rank(ret_24),ZScore(realized_vol_6))",symbol_shuffle,-0.6778740637836519
crypto_a1_1h_6_momentum_liquidity_state_41d14a80434c,1h,6,"Mul(Rank(ret_12),ZScore(avg_trade_size_quote))",original,0.20274889687055844
crypto_a1_1h_6_momentum_liquidity_state_41d14a80434c,1h,6,"Mul(Rank(ret_12),ZScore(avg_trade_size_quote))",sign_flip,-0.5769688574445282
crypto_a1_1h_6_momentum_liquidity_state_41d14a80434c,1h,6,"Mul(Rank(ret_12),ZScore(avg_trade_size_quote))",label_shuffle,-0.09539836260361945
crypto_a1_1h_6_momentum_liquidity_state_41d14a80434c,1h,6,"Mul(Rank(ret_12),ZScore(avg_trade_size_quote))",time_shift,0.3712978062711139
crypto_a1_1h_6_momentum_liquidity_state_41d14a80434c,1h,6,"Mul(Rank(ret_12),ZScore(avg_trade_size_quote))",symbol_shuffle,-0.13426347152531284
crypto_a1_1h_12_price_momentum_continuation_b1bbef70a917,1h,12,Rank(ret_24),original,0.2675369228846649
crypto_a1_1h_12_price_momentum_continuation_b1bbef70a917,1h,12,Rank(ret_24),sign_flip,-0.5315217922106623
crypto_a1_1h_12_price_momentum_continuation_b1bbef70a917,1h,12,Rank(ret_24),label_shuffle,-0.1481266268573201
crypto_a1_1h_12_price_momentum_continuation_b1bbef70a917,1h,12,Rank(ret_24),time_shift,-14.529725875561137
crypto_a1_1h_12_price_momentum_continuation_b1bbef70a917,1h,12,Rank(ret_24),symbol_shuffle,-0.0043589423794945775
crypto_a1_1h_12_price_basis_confirmation_a8a1e24559bf,1h,12,"Mul(Rank(ret_24),Rank(mark_index_ratio))",original,0.13389617737313647
crypto_a1_1h_12_price_basis_confirmation_a8a1e24559bf,1h,12,"Mul(Rank(ret_24),Rank(mark_index_ratio))",sign_flip,-0.691219882095741
crypto_a1_1h_12_price_basis_confirmation_a8a1e24559bf,1h,12,"Mul(Rank(ret_24),Rank(mark_index_ratio))",label_shuffle,-0.44642348189138426
crypto_a1_1h_12_price_basis_confirmation_a8a1e24559bf,1h,12,"Mul(Rank(ret_24),Rank(mark_index_ratio))",time_shift,-9.961737249218759
crypto_a1_1h_12_price_basis_confirmation_a8a1e24559bf,1h,12,"Mul(Rank(ret_24),Rank(mark_index_ratio))",symbol_shuffle,-0.3691379276605399
crypto_a1_1h_12_price_basis_confirmation_d8d8183e1cbb,1h,12,"Mul(Rank(ret_24),Rank(premium_index))",original,0.11365301218444435
crypto_a1_1h_12_price_basis_confirmation_d8d8183e1cbb,1h,12,"Mul(Rank(ret_24),Rank(premium_index))",sign_flip,-0.7108740117259391
crypto_a1_1h_12_price_basis_confirmation_d8d8183e1cbb,1h,12,"Mul(Rank(ret_24),Rank(premium_index))",label_shuffle,-0.392737669819172
crypto_a1_1h_12_price_basis_confirmation_d8d8183e1cbb,1h,12,"Mul(Rank(ret_24),Rank(premium_index))",time_shift,-9.993355745339933
crypto_a1_1h_12_price_basis_confirmation_d8d8183e1cbb,1h,12,"Mul(Rank(ret_24),Rank(premium_index))",symbol_shuffle,-0.3713983396973389
crypto_a1_1h_12_price_funding_state_830c611c5c9c,1h,12,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",original,0.47055584607283657
crypto_a1_1h_12_price_funding_state_830c611c5c9c,1h,12,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",sign_flip,-0.6730212289247396
crypto_a1_1h_12_price_funding_state_830c611c5c9c,1h,12,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",label_shuffle,-0.2784021235182759
crypto_a1_1h_12_price_funding_state_830c611c5c9c,1h,12,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",time_shift,-5.738106950741077
crypto_a1_1h_12_price_funding_state_830c611c5c9c,1h,12,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",symbol_shuffle,-0.5071621469082536
crypto_a1_1h_12_price_funding_state_d3a92fcdcb6c,1h,12,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",original,0.47349809268386167
crypto_a1_1h_12_price_funding_state_d3a92fcdcb6c,1h,12,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",sign_flip,-0.6440997958808463
crypto_a1_1h_12_price_funding_state_d3a92fcdcb6c,1h,12,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",label_shuffle,-0.17654653443788587
crypto_a1_1h_12_price_funding_state_d3a92fcdcb6c,1h,12,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",time_shift,-5.151016640416303
crypto_a1_1h_12_price_funding_state_d3a92fcdcb6c,1h,12,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",symbol_shuffle,0.27653147118784455
crypto_a1_1h_12_price_funding_state_07c3e440d74b,1h,12,"Mul(Rank(hl_range),ZScore(latest_known_funding_rate))",original,0.35141264726494004
crypto_a1_1h_12_price_funding_state_07c3e440d74b,1h,12,"Mul(Rank(hl_range),ZScore(latest_known_funding_rate))",sign_flip,-0.6968321795895619
crypto_a1_1h_12_price_funding_state_07c3e440d74b,1h,12,"Mul(Rank(hl_range),ZScore(latest_known_funding_rate))",label_shuffle,0.04672437247964865
crypto_a1_1h_12_price_funding_state_07c3e440d74b,1h,12,"Mul(Rank(hl_range),ZScore(latest_known_funding_rate))",time_shift,-4.23441380818062
crypto_a1_1h_12_price_funding_state_07c3e440d74b,1h,12,"Mul(Rank(hl_range),ZScore(latest_known_funding_rate))",symbol_shuffle,-0.3344249445625752
crypto_a1_1h_12_price_funding_state_076b6d10ef3a,1h,12,"Mul(Rank(hl_range),ZScore(funding_rate_persistence_3))",original,0.20440830356242634
crypto_a1_1h_12_price_funding_state_076b6d10ef3a,1h,12,"Mul(Rank(hl_range),ZScore(funding_rate_persistence_3))",sign_flip,-0.5735357641236438
crypto_a1_1h_12_price_funding_state_076b6d10ef3a,1h,12,"Mul(Rank(hl_range),ZScore(funding_rate_persistence_3))",label_shuffle,-0.09910578116688121
crypto_a1_1h_12_price_funding_state_076b6d10ef3a,1h,12,"Mul(Rank(hl_range),ZScore(funding_rate_persistence_3))",time_shift,-3.3131165711492065
crypto_a1_1h_12_price_funding_state_076b6d10ef3a,1h,12,"Mul(Rank(hl_range),ZScore(funding_rate_persistence_3))",symbol_shuffle,0.08554136855418543
crypto_a1_1h_12_price_funding_state_587d316e0cde,1h,12,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))",original,0.5171814460717233
crypto_a1_1h_12_price_funding_state_587d316e0cde,1h,12,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))",sign_flip,-0.8726757147558135
crypto_a1_1h_12_price_funding_state_587d316e0cde,1h,12,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))",label_shuffle,0.1451303282764878
crypto_a1_1h_12_price_funding_state_587d316e0cde,1h,12,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))",time_shift,-3.935133634173032
crypto_a1_1h_12_price_funding_state_587d316e0cde,1h,12,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))",symbol_shuffle,0.012328942456028136
crypto_a1_1h_12_basis_funding_state_ff70353aad8e,1h,12,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",original,0.536261086933391
crypto_a1_1h_12_basis_funding_state_ff70353aad8e,1h,12,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",sign_flip,-0.9263307797348586
crypto_a1_1h_12_basis_funding_state_ff70353aad8e,1h,12,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",label_shuffle,0.000416494045623552
crypto_a1_1h_12_basis_funding_state_ff70353aad8e,1h,12,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",time_shift,-4.245526731145792
crypto_a1_1h_12_basis_funding_state_ff70353aad8e,1h,12,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",symbol_shuffle,-0.030743893005858676
crypto_a1_1h_12_basis_funding_state_00c74eea59eb,1h,12,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",original,0.32347674099458545
crypto_a1_1h_12_basis_funding_state_00c74eea59eb,1h,12,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",sign_flip,-0.7294625942218181
crypto_a1_1h_12_basis_funding_state_00c74eea59eb,1h,12,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",label_shuffle,-0.08272881112874395
crypto_a1_1h_12_basis_funding_state_00c74eea59eb,1h,12,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",time_shift,-3.061413140176232
crypto_a1_1h_12_basis_funding_state_00c74eea59eb,1h,12,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",symbol_shuffle,-0.44922109630359713
crypto_a1_1h_12_basis_funding_state_cca224f9b80e,1h,12,"Mul(Rank(premium_index),ZScore(latest_known_funding_rate))",original,0.4429224474321044
crypto_a1_1h_12_basis_funding_state_cca224f9b80e,1h,12,"Mul(Rank(premium_index),ZScore(latest_known_funding_rate))",sign_flip,-0.8516688940162402
crypto_a1_1h_12_basis_funding_state_cca224f9b80e,1h,12,"Mul(Rank(premium_index),ZScore(latest_known_funding_rate))",label_shuffle,-0.12601467479966266
crypto_a1_1h_12_basis_funding_state_cca224f9b80e,1h,12,"Mul(Rank(premium_index),ZScore(latest_known_funding_rate))",time_shift,-4.179013960090337
crypto_a1_1h_12_basis_funding_state_cca224f9b80e,1h,12,"Mul(Rank(premium_index),ZScore(latest_known_funding_rate))",symbol_shuffle,-0.25995495513590433
crypto_a1_1h_12_momentum_volatility_state_7a42cf4c343f,1h,12,"Mul(Rank(ret_24),ZScore(realized_vol_24))",original,0.300670777657686
crypto_a1_1h_12_momentum_volatility_state_7a42cf4c343f,1h,12,"Mul(Rank(ret_24),ZScore(realized_vol_24))",sign_flip,-0.4673223136503499
crypto_a1_1h_12_momentum_volatility_state_7a42cf4c343f,1h,12,"Mul(Rank(ret_24),ZScore(realized_vol_24))",label_shuffle,0.14515351371566523
crypto_a1_1h_12_momentum_volatility_state_7a42cf4c343f,1h,12,"Mul(Rank(ret_24),ZScore(realized_vol_24))",time_shift,-2.7288169485098255
crypto_a1_1h_12_momentum_volatility_state_7a42cf4c343f,1h,12,"Mul(Rank(ret_24),ZScore(realized_vol_24))",symbol_shuffle,-0.06302292388738476
crypto_a1_1h_12_momentum_volatility_state_f1c696327e4f,1h,12,"Mul(Rank(ret_24),ZScore(realized_vol_6))",original,0.24035009765722873
crypto_a1_1h_12_momentum_volatility_state_f1c696327e4f,1h,12,"Mul(Rank(ret_24),ZScore(realized_vol_6))",sign_flip,-0.5856692173271051
crypto_a1_1h_12_momentum_volatility_state_f1c696327e4f,1h,12,"Mul(Rank(ret_24),ZScore(realized_vol_6))",label_shuffle,-0.046229565431842805
crypto_a1_1h_12_momentum_volatility_state_f1c696327e4f,1h,12,"Mul(Rank(ret_24),ZScore(realized_vol_6))",time_shift,-0.9366925592604661
crypto_a1_1h_12_momentum_volatility_state_f1c696327e4f,1h,12,"Mul(Rank(ret_24),ZScore(realized_vol_6))",symbol_shuffle,-0.23517920216612617
crypto_a1_1h_12_momentum_liquidity_state_32539992c449,1h,12,"Mul(Rank(ret_24),ZScore(avg_trade_size_quote))",original,0.313790863142185
crypto_a1_1h_12_momentum_liquidity_state_32539992c449,1h,12,"Mul(Rank(ret_24),ZScore(avg_trade_size_quote))",sign_flip,-0.47712878152824667
crypto_a1_1h_12_momentum_liquidity_state_32539992c449,1h,12,"Mul(Rank(ret_24),ZScore(avg_trade_size_quote))",label_shuffle,0.1126511786721724
crypto_a1_1h_12_momentum_liquidity_state_32539992c449,1h,12,"Mul(Rank(ret_24),ZScore(avg_trade_size_quote))",time_shift,-5.19171766730405
crypto_a1_1h_12_momentum_liquidity_state_32539992c449,1h,12,"Mul(Rank(ret_24),ZScore(avg_trade_size_quote))",symbol_shuffle,0.09446475054388682
crypto_a1_5m_12_price_funding_state_b987e15a2541,5m,12,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",original,0.3522257505164943
crypto_a1_5m_12_price_funding_state_b987e15a2541,5m,12,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",sign_flip,-1.958649441762524
crypto_a1_5m_12_price_funding_state_b987e15a2541,5m,12,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",label_shuffle,-0.6839177796364561
crypto_a1_5m_12_price_funding_state_b987e15a2541,5m,12,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",time_shift,-2.745234824672198
crypto_a1_5m_12_price_funding_state_b987e15a2541,5m,12,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",symbol_shuffle,-0.5553598777229262
