a7ls_arm,arm_name,search_role,level,candidate_role,generation_priority,semantic_pair,motif,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_transform,secondary_transform,modifier_guard_required,expression,skeleton_key,production_key,blueprint_id,in_materialization_queue,in_company_numeric_wave_queue,materialization_shard,checkpoint_key,numeric_shard
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,mean_8h,delta_8h,False,"Neg(Mul(Mean(premium_count,8),Delta(mark_index_basis_bps,8)))",skel_5aa3c6bd7cbc604b,prod_c43ef8957150841c,a7ls1_2ee4016b7370bfd0,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_2ee4016b7370bfd0,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,delta_48h,mean_72h,False,"Neg(Mul(Delta(premium_count,48),Mean(mark_trade_basis_bps,72)))",skel_5aa3c6bd7cbc604b,prod_5d596235f1e9e31f,a7ls1_2eed1eef7e367f02,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_2eed1eef7e367f02,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,premium_close_bps,low_prior_axes,basis_premium_like,zmean_4h,delta_12h,False,"Neg(Mul(ZScore(Mean(premium_count,4)),Delta(premium_close_bps,12)))",skel_9995be0537f8d000,prod_a8cb89c6aeacc87b,a7ls1_2ef6d2ce6b441cb8,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_2ef6d2ce6b441cb8,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,mean_12h,zmean_48h,False,"Neg(Mul(Mean(premium_count,12),ZScore(Mean(mark_trade_basis_bps,48))))",skel_7a46080bacc0bcf0,prod_9a939d33adb85f36,a7ls1_2f0501c80c42f43c,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_2f0501c80c42f43c,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,decay_24h,zmean_8h,False,"Neg(Mul(Decay(premium_count,24),ZScore(Mean(mark_trade_basis_bps,8))))",skel_7a46080bacc0bcf0,prod_57cea7f3539fcce7,a7ls1_2f065bec1a5b49ff,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_2f065bec1a5b49ff,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,mean_24h,zmean_8h,False,"Neg(Mul(Mean(premium_count,24),ZScore(Mean(mark_trade_basis_bps,8))))",skel_7a46080bacc0bcf0,prod_82fc5d04b78953bb,a7ls1_2f32f8c23a16ecee,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_2f32f8c23a16ecee,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,delta_4h,zmean_2h,False,"Neg(Mul(Delta(premium_count,4),ZScore(Mean(mark_trade_basis_bps,2))))",skel_7a46080bacc0bcf0,prod_4ee4263c658ae7c4,a7ls1_2f4ff0ebcb9e6991,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_2f4ff0ebcb9e6991,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,mean_168h,mean_2h,False,"Neg(Mul(Mean(premium_count,168),Mean(mark_index_basis_bps,2)))",skel_5aa3c6bd7cbc604b,prod_87bbdd2b9de31de5,a7ls1_2f71a92a91ea3d69,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_2f71a92a91ea3d69,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,premium_close_bps,low_prior_axes,basis_premium_like,zmean_1h,mean_2h,False,"Neg(Mul(ZScore(Mean(premium_count,1)),Mean(premium_close_bps,2)))",skel_9995be0537f8d000,prod_1e61eb06a886e07b,a7ls1_2f97a74fd8054d19,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_2f97a74fd8054d19,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,mean_1h,zmean_1h,False,"Neg(Mul(Mean(premium_count,1),ZScore(Mean(mark_trade_basis_bps,1))))",skel_7a46080bacc0bcf0,prod_e6d6e202f6937a12,a7ls1_2f9f968a8a8fa75d,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_2f9f968a8a8fa75d,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,decay_24h,delta_24h,False,"Neg(Mul(Decay(premium_count,24),Delta(mark_index_basis_bps,24)))",skel_5aa3c6bd7cbc604b,prod_0a2d49a2246c460b,a7ls1_2fb65073028e2335,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_2fb65073028e2335,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,zmean_24h,zmean_1h,False,"Neg(Mul(ZScore(Mean(premium_count,24)),ZScore(Mean(mark_trade_basis_bps,1))))",skel_faecf1a8e834b946,prod_363f737582cae0ec,a7ls1_2fc7f321dc39426b,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_2fc7f321dc39426b,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,level,delta_48h,False,"Neg(Mul(premium_count,Delta(mark_index_basis_bps,48)))",skel_03a79df769f8f145,prod_49c30cf311259d5b,a7ls1_2fe9173ff65b1da7,True,True,a7ls_d_materialization_s060,a7ls_d_numeric_s014::a7ls1_2fe9173ff65b1da7,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,premium_close_bps,low_prior_axes,basis_premium_like,delta_12h,zmean_8h,False,"Neg(Mul(Delta(premium_count,12),ZScore(Mean(premium_close_bps,8))))",skel_7a46080bacc0bcf0,prod_bf5bc162c6000d00,a7ls1_2ff1057443ec6a32,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_2ff1057443ec6a32,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,premium_close_bps,low_prior_axes,basis_premium_like,mean_2h,delta_48h,False,"Neg(Mul(Mean(premium_count,2),Delta(premium_close_bps,48)))",skel_5aa3c6bd7cbc604b,prod_917f085cffa759c9,a7ls1_2ff30f223bfdd32e,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_2ff30f223bfdd32e,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,zmean_1h,decay_24h,False,"Neg(Mul(ZScore(Mean(premium_count,1)),Decay(mark_trade_basis_bps,24)))",skel_9995be0537f8d000,prod_4c3368343ecd55a6,a7ls1_301358b69ce3ea28,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_301358b69ce3ea28,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,premium_close_bps,low_prior_axes,basis_premium_like,zmean_1h,delta_8h,False,"Neg(Mul(ZScore(Mean(premium_count,1)),Delta(premium_close_bps,8)))",skel_9995be0537f8d000,prod_21b0985bf0b47926,a7ls1_3015e90871dd1b72,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_3015e90871dd1b72,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,zmean_168h,zmean_168h,False,"Neg(Mul(ZScore(Mean(premium_count,168)),ZScore(Mean(mark_trade_basis_bps,168))))",skel_faecf1a8e834b946,prod_511ee004d2f982e0,a7ls1_3024ababd76410a1,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_3024ababd76410a1,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,premium_close_bps,low_prior_axes,basis_premium_like,delta_24h,mean_12h,False,"Neg(Mul(Delta(premium_count,24),Mean(premium_close_bps,12)))",skel_5aa3c6bd7cbc604b,prod_90e0ecd169bd2aa3,a7ls1_3035a8f604f375f5,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_3035a8f604f375f5,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,mean_1h,abs_zmean_24h,False,"Neg(Mul(Mean(premium_count,1),Abs(ZScore(Mean(mark_trade_basis_bps,24)))))",skel_f20ce62b76c5eca0,prod_208bebc67cfb2ab3,a7ls1_304af593caf7b3f7,True,True,a7ls_d_materialization_s060,a7ls_d_numeric_s014::a7ls1_304af593caf7b3f7,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,tsrank_24h,delta_2h,False,"Neg(Mul(TSRank(premium_count,24),Delta(mark_trade_basis_bps,2)))",skel_5aa3c6bd7cbc604b,prod_9135723ba994a23b,a7ls1_305ba107d955b7e1,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_305ba107d955b7e1,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,decay_24h,mean_8h,False,"Neg(Mul(Decay(premium_count,24),Mean(mark_trade_basis_bps,8)))",skel_5aa3c6bd7cbc604b,prod_43f0096e4d6ff593,a7ls1_307e1474420da364,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_307e1474420da364,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,delta_12h,delta_24h,False,"Neg(Mul(Delta(premium_count,12),Delta(mark_trade_basis_bps,24)))",skel_5aa3c6bd7cbc604b,prod_47926f4d9df3b518,a7ls1_308b2cdc5b8d40c5,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_308b2cdc5b8d40c5,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,zmean_24h,mean_12h,False,"Neg(Mul(ZScore(Mean(premium_count,24)),Mean(mark_index_basis_bps,12)))",skel_9995be0537f8d000,prod_16186ae3a5720fad,a7ls1_309835748bfa29a3,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_309835748bfa29a3,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,mean_72h,zmean_48h,False,"Neg(Mul(Mean(premium_count,72),ZScore(Mean(mark_index_basis_bps,48))))",skel_7a46080bacc0bcf0,prod_04681c8a7d7ee7f4,a7ls1_30a3925839518e00,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_30a3925839518e00,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,premium_close_bps,low_prior_axes,basis_premium_like,delta_2h,delta_8h,False,"Neg(Mul(Delta(premium_count,2),Delta(premium_close_bps,8)))",skel_5aa3c6bd7cbc604b,prod_de5d7066069fc1fb,a7ls1_30cec7b28a98d17d,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_30cec7b28a98d17d,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,mean_72h,mean_72h,False,"Neg(Mul(Mean(premium_count,72),Mean(mark_trade_basis_bps,72)))",skel_5aa3c6bd7cbc604b,prod_a011f02d73000f8d,a7ls1_30daca6e4d9db38f,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_30daca6e4d9db38f,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,mean_1h,mean_168h,False,"Neg(Mul(Mean(premium_count,1),Mean(mark_trade_basis_bps,168)))",skel_5aa3c6bd7cbc604b,prod_c3ea4903637bbe7b,a7ls1_30e1f4eedcedbd93,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_30e1f4eedcedbd93,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,delta_12h,mean_168h,False,"Neg(Mul(Delta(premium_count,12),Mean(mark_index_basis_bps,168)))",skel_5aa3c6bd7cbc604b,prod_4d32fb7db1237e75,a7ls1_30e9c11ecca6a632,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_30e9c11ecca6a632,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,zmean_2h,mean_1h,False,"Neg(Mul(ZScore(Mean(premium_count,2)),Mean(mark_index_basis_bps,1)))",skel_9995be0537f8d000,prod_cfd456e2a4271a62,a7ls1_31008788060a6d15,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_31008788060a6d15,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,mean_168h,abs_zmean_24h,False,"Neg(Mul(Mean(premium_count,168),Abs(ZScore(Mean(mark_index_basis_bps,24)))))",skel_f20ce62b76c5eca0,prod_6566ad6d65fd83f2,a7ls1_31128e934de31562,True,True,a7ls_d_materialization_s060,a7ls_d_numeric_s014::a7ls1_31128e934de31562,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,delta_48h,zmean_1h,False,"Neg(Mul(Delta(premium_count,48),ZScore(Mean(mark_index_basis_bps,1))))",skel_7a46080bacc0bcf0,prod_95bd119ba3120675,a7ls1_3122bcae7b321d89,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_3122bcae7b321d89,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,delta_2h,mean_24h,False,"Neg(Mul(Delta(premium_count,2),Mean(mark_trade_basis_bps,24)))",skel_5aa3c6bd7cbc604b,prod_48623f3d7ac833a1,a7ls1_313a32d69284600d,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_313a32d69284600d,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,premium_close_bps,low_prior_axes,basis_premium_like,zmean_1h,mean_4h,False,"Neg(Mul(ZScore(Mean(premium_count,1)),Mean(premium_close_bps,4)))",skel_9995be0537f8d000,prod_e7628bb49a2695c8,a7ls1_313e292bb9ec704e,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_313e292bb9ec704e,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,abs_zmean_72h,mean_2h,False,"Neg(Mul(Abs(ZScore(Mean(premium_count,72))),Mean(mark_index_basis_bps,2)))",skel_6973b6ef87ba0b0d,prod_31141cb360df0801,a7ls1_315be788eb5d76a8,True,True,a7ls_d_materialization_s060,a7ls_d_numeric_s014::a7ls1_315be788eb5d76a8,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,mean_24h,delta_48h,False,"Neg(Mul(Mean(premium_count,24),Delta(mark_trade_basis_bps,48)))",skel_5aa3c6bd7cbc604b,prod_e29009b99e381b67,a7ls1_317e29460cdaa286,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_317e29460cdaa286,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,mean_1h,level,False,"Neg(Mul(Mean(premium_count,1),mark_trade_basis_bps))",skel_b38374ffbf4aa226,prod_5e31c71132930a4a,a7ls1_3195352607a16735,True,True,a7ls_d_materialization_s060,a7ls_d_numeric_s014::a7ls1_3195352607a16735,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,delta_4h,zmean_72h,False,"Neg(Mul(Delta(premium_count,4),ZScore(Mean(mark_index_basis_bps,72))))",skel_7a46080bacc0bcf0,prod_e24dc4c3ac6b0d04,a7ls1_319b9cfd3bc3b83c,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_319b9cfd3bc3b83c,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,zmean_12h,mean_24h,False,"Neg(Mul(ZScore(Mean(premium_count,12)),Mean(mark_index_basis_bps,24)))",skel_9995be0537f8d000,prod_0f3f3873150c66aa,a7ls1_31a8ba26964a183b,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_31a8ba26964a183b,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,premium_close_bps,low_prior_axes,basis_premium_like,mean_72h,delta_12h,False,"Neg(Mul(Mean(premium_count,72),Delta(premium_close_bps,12)))",skel_5aa3c6bd7cbc604b,prod_abcbc2f7ce90597d,a7ls1_31cb396cd2eab65e,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_31cb396cd2eab65e,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,tsrank_24h,zmean_48h,False,"Neg(Mul(TSRank(premium_count,24),ZScore(Mean(mark_trade_basis_bps,48))))",skel_7a46080bacc0bcf0,prod_b88952f9d750fd9f,a7ls1_31d6d218bba7220e,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_31d6d218bba7220e,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,abs_zmean_24h,mean_12h,False,"Neg(Mul(Abs(ZScore(Mean(premium_count,24))),Mean(mark_trade_basis_bps,12)))",skel_6973b6ef87ba0b0d,prod_b5a6fcd2aa135250,a7ls1_31e85ab1f1ef3a89,True,True,a7ls_d_materialization_s060,a7ls_d_numeric_s014::a7ls1_31e85ab1f1ef3a89,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,mean_72h,delta_24h,False,"Neg(Mul(Mean(premium_count,72),Delta(mark_index_basis_bps,24)))",skel_5aa3c6bd7cbc604b,prod_9139945e517bb660,a7ls1_31fdc3bfd700ca87,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_31fdc3bfd700ca87,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,premium_close_bps,low_prior_axes,basis_premium_like,mean_8h,delta_8h,False,"Neg(Mul(Mean(premium_count,8),Delta(premium_close_bps,8)))",skel_5aa3c6bd7cbc604b,prod_e9926cfb3506268a,a7ls1_320d52aba34ea6f9,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_320d52aba34ea6f9,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,zmean_72h,mean_24h,False,"Neg(Mul(ZScore(Mean(premium_count,72)),Mean(mark_index_basis_bps,24)))",skel_9995be0537f8d000,prod_6e40abd4a672cfbf,a7ls1_3215a65b394744d1,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_3215a65b394744d1,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,premium_close_bps,low_prior_axes,basis_premium_like,delta_168h,tsrank_24h,False,"Neg(Mul(Delta(premium_count,168),TSRank(premium_close_bps,24)))",skel_5aa3c6bd7cbc604b,prod_65a101b42a1ad9cb,a7ls1_321fed7ff26aa3ca,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_321fed7ff26aa3ca,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,delta_168h,tsrank_24h,False,"Neg(Mul(Delta(premium_count,168),TSRank(mark_index_basis_bps,24)))",skel_5aa3c6bd7cbc604b,prod_b92ab7a3705d2417,a7ls1_3251e4106210b773,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_3251e4106210b773,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,zmean_8h,mean_2h,False,"Neg(Mul(ZScore(Mean(premium_count,8)),Mean(mark_index_basis_bps,2)))",skel_9995be0537f8d000,prod_893cdbe0e63ff41f,a7ls1_3261bcbcee6a195f,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_3261bcbcee6a195f,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,mean_12h,zmean_72h,False,"Neg(Mul(Mean(premium_count,12),ZScore(Mean(mark_trade_basis_bps,72))))",skel_7a46080bacc0bcf0,prod_e802eb601fc03e1f,a7ls1_327cf6e318f08581,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_327cf6e318f08581,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,delta_2h,mean_2h,False,"Neg(Mul(Delta(premium_count,2),Mean(mark_index_basis_bps,2)))",skel_5aa3c6bd7cbc604b,prod_ac2c495b9511ed0f,a7ls1_32b2218906d823d6,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_32b2218906d823d6,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,delta_1h,mean_2h,False,"Neg(Mul(Delta(premium_count,1),Mean(mark_index_basis_bps,2)))",skel_5aa3c6bd7cbc604b,prod_9faf5d6a0ad34296,a7ls1_32f7edc2edef6eb2,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_32f7edc2edef6eb2,a7ls_d_numeric_s014
A7LS_D,control_and_selector_stress,negative_control,L2_typed_arm_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,mean_4h,mean_8h,False,"Neg(Mul(Mean(premium_count,4),Mean(mark_index_basis_bps,8)))",skel_5aa3c6bd7cbc604b,prod_fc02fc6bcd476824,a7ls1_3300b64546afb664,True,True,a7ls_d_materialization_s064,a7ls_d_numeric_s014::a7ls1_3300b64546afb664,a7ls_d_numeric_s014
