candidate_id,arm,family,horizon,expression,expr_hash,field_list,field_family_combo,operator_combo,formula_depth,object_type
L0_cost_aware_low_turnover_0017,L0_cost_aware_low_turnover,cost_aware_low_turnover,12,"Mul(Rank(realized_vol_24),ZScore(quote_volume_mean_24))",957d2731e2bfb9f6,quote_volume_mean_24;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0018,L0_cost_aware_low_turnover,cost_aware_low_turnover,12,"Mul(Mul(Rank(realized_vol_24),ZScore(avg_trade_size_quote)),ZScore(ret_12))",75fc7697df79bcfe,avg_trade_size_quote;realized_vol_24;ret_12,liquidity;price;volatility,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0019,L0_cost_aware_low_turnover,cost_aware_low_turnover,12,"Mul(Rank(realized_vol_24),ZScore(number_of_trades))",a2994e1ddc7353d3,number_of_trades;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0020,L0_cost_aware_low_turnover,cost_aware_low_turnover,12,"Mul(Rank(hl_range),ZScore(quote_volume_mean_12))",7a1b5496305a65d7,hl_range;quote_volume_mean_12,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0021,L0_cost_aware_low_turnover,cost_aware_low_turnover,12,"Mul(Mul(Rank(hl_range),ZScore(quote_volume_mean_24)),ZScore(ret_12))",a627343f33dbc9c0,hl_range;quote_volume_mean_24;ret_12,liquidity;price;volatility,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0022,L0_cost_aware_low_turnover,cost_aware_low_turnover,12,"Mul(Rank(hl_range),ZScore(avg_trade_size_quote))",c46452b8d6df31c5,avg_trade_size_quote;hl_range,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0023,L0_cost_aware_low_turnover,cost_aware_low_turnover,12,"Mul(Rank(hl_range),ZScore(number_of_trades))",98c592f3f90b1cdf,hl_range;number_of_trades,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0024,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Mul(Rank(ret_6),ZScore(quote_volume_mean_12)),ZScore(ret_12))",5769f21bcb9cc026,quote_volume_mean_12;ret_12;ret_6,liquidity;price,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0025,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Rank(ret_6),ZScore(quote_volume_mean_24))",c33755bb48355a0c,quote_volume_mean_24;ret_6,liquidity;price,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0026,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Rank(ret_6),ZScore(avg_trade_size_quote))",116410d9dc742138,avg_trade_size_quote;ret_6,liquidity;price,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0027,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Mul(Rank(ret_6),ZScore(number_of_trades)),ZScore(ret_12))",26f38cfd3d273766,number_of_trades;ret_12;ret_6,liquidity;price,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0028,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Rank(ret_12),ZScore(quote_volume_mean_12))",52cd42bf7cb8d7db,quote_volume_mean_12;ret_12,liquidity;price,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0029,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Rank(ret_12),ZScore(quote_volume_mean_24))",18f7fa9b3364a101,quote_volume_mean_24;ret_12,liquidity;price,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0030,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Mul(Rank(ret_12),ZScore(avg_trade_size_quote)),ZScore(ret_12))",d735907bee007c64,avg_trade_size_quote;ret_12,liquidity;price,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0031,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Rank(ret_12),ZScore(number_of_trades))",83d11b6a8c440454,number_of_trades;ret_12,liquidity;price,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0032,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Rank(ret_24),ZScore(quote_volume_mean_12))",5584ef1840c1cc12,quote_volume_mean_12;ret_24,liquidity;price,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0033,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Mul(Rank(ret_24),ZScore(quote_volume_mean_24)),ZScore(ret_12))",60ec11193cbcc0e3,quote_volume_mean_24;ret_12;ret_24,liquidity;price,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0034,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Rank(ret_24),ZScore(avg_trade_size_quote))",0668d0320ace81d2,avg_trade_size_quote;ret_24,liquidity;price,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0035,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Rank(ret_24),ZScore(number_of_trades))",2551a62f516b5b98,number_of_trades;ret_24,liquidity;price,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0036,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Mul(Rank(realized_vol_12),ZScore(quote_volume_mean_12)),ZScore(ret_12))",24d7c52fb103f177,quote_volume_mean_12;realized_vol_12;ret_12,liquidity;price;volatility,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0037,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Rank(realized_vol_12),ZScore(quote_volume_mean_24))",c111ecf6cbafb4e5,quote_volume_mean_24;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0038,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Rank(realized_vol_12),ZScore(avg_trade_size_quote))",5259d40aab74a0ff,avg_trade_size_quote;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0039,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Mul(Rank(realized_vol_12),ZScore(number_of_trades)),ZScore(ret_12))",513139f641aea741,number_of_trades;realized_vol_12;ret_12,liquidity;price;volatility,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0040,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Rank(realized_vol_24),ZScore(quote_volume_mean_12))",6440d94b2d3a39f9,quote_volume_mean_12;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0041,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Rank(realized_vol_24),ZScore(quote_volume_mean_24))",c9989bdb75b12237,quote_volume_mean_24;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0042,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Mul(Rank(realized_vol_24),ZScore(avg_trade_size_quote)),ZScore(ret_12))",32a68e14bd4065c6,avg_trade_size_quote;realized_vol_24;ret_12,liquidity;price;volatility,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0043,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Rank(realized_vol_24),ZScore(number_of_trades))",2d0040593433599c,number_of_trades;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0044,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Rank(hl_range),ZScore(quote_volume_mean_12))",3fc44940ab0ad08c,hl_range;quote_volume_mean_12,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0045,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Mul(Rank(hl_range),ZScore(quote_volume_mean_24)),ZScore(ret_12))",1cbdda5d051206c0,hl_range;quote_volume_mean_24;ret_12,liquidity;price;volatility,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0046,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Rank(hl_range),ZScore(avg_trade_size_quote))",477e68a1c0559b21,avg_trade_size_quote;hl_range,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0047,L0_cost_aware_low_turnover,cost_aware_low_turnover,24,"Mul(Rank(hl_range),ZScore(number_of_trades))",c722a2a190ee3c0d,hl_range;number_of_trades,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0048,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Mul(Rank(ret_6),ZScore(quote_volume_mean_12)),ZScore(ret_12))",a8f9f0cac179ea87,quote_volume_mean_12;ret_12;ret_6,liquidity;price,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0049,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Rank(ret_6),ZScore(quote_volume_mean_24))",63aff2406c9070c7,quote_volume_mean_24;ret_6,liquidity;price,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0050,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Rank(ret_6),ZScore(avg_trade_size_quote))",db90f10a72a95eec,avg_trade_size_quote;ret_6,liquidity;price,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0051,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Mul(Rank(ret_6),ZScore(number_of_trades)),ZScore(ret_12))",6987b3545363f1f9,number_of_trades;ret_12;ret_6,liquidity;price,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0052,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Rank(ret_12),ZScore(quote_volume_mean_12))",75264e5ca377671c,quote_volume_mean_12;ret_12,liquidity;price,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0053,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Rank(ret_12),ZScore(quote_volume_mean_24))",683104aa3ce74fb2,quote_volume_mean_24;ret_12,liquidity;price,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0054,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Mul(Rank(ret_12),ZScore(avg_trade_size_quote)),ZScore(ret_12))",a12b3225e7fe6a16,avg_trade_size_quote;ret_12,liquidity;price,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0055,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Rank(ret_12),ZScore(number_of_trades))",94e1555e3e4e6c5d,number_of_trades;ret_12,liquidity;price,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0056,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Rank(ret_24),ZScore(quote_volume_mean_12))",9d2fdcf7b80c61f5,quote_volume_mean_12;ret_24,liquidity;price,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0057,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Mul(Rank(ret_24),ZScore(quote_volume_mean_24)),ZScore(ret_12))",30682633b3b88d01,quote_volume_mean_24;ret_12;ret_24,liquidity;price,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0058,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Rank(ret_24),ZScore(avg_trade_size_quote))",5f90daf583418a4a,avg_trade_size_quote;ret_24,liquidity;price,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0059,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Rank(ret_24),ZScore(number_of_trades))",1baa99d920abb8fd,number_of_trades;ret_24,liquidity;price,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0060,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Mul(Rank(realized_vol_12),ZScore(quote_volume_mean_12)),ZScore(ret_12))",1399c7b98e28a8ea,quote_volume_mean_12;realized_vol_12;ret_12,liquidity;price;volatility,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0061,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Rank(realized_vol_12),ZScore(quote_volume_mean_24))",2459a2d6e280e6b9,quote_volume_mean_24;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0062,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Rank(realized_vol_12),ZScore(avg_trade_size_quote))",8b286a532878a83f,avg_trade_size_quote;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0063,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Mul(Rank(realized_vol_12),ZScore(number_of_trades)),ZScore(ret_12))",a595539185913fe8,number_of_trades;realized_vol_12;ret_12,liquidity;price;volatility,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0064,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Rank(realized_vol_24),ZScore(quote_volume_mean_12))",49d335d60a1d1a56,quote_volume_mean_12;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0065,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Rank(realized_vol_24),ZScore(quote_volume_mean_24))",6f04509b1d3fa489,quote_volume_mean_24;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0066,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Mul(Rank(realized_vol_24),ZScore(avg_trade_size_quote)),ZScore(ret_12))",c34ad8ad686bd37d,avg_trade_size_quote;realized_vol_24;ret_12,liquidity;price;volatility,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0067,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Rank(realized_vol_24),ZScore(number_of_trades))",2ffa8247e557dd5c,number_of_trades;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0068,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Rank(hl_range),ZScore(quote_volume_mean_12))",bf562bb99939e7a2,hl_range;quote_volume_mean_12,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0069,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Mul(Rank(hl_range),ZScore(quote_volume_mean_24)),ZScore(ret_12))",349bbdd720dcfc76,hl_range;quote_volume_mean_24;ret_12,liquidity;price;volatility,Mul;Rank;ZScore,3,candidate
L0_cost_aware_low_turnover_0070,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Rank(hl_range),ZScore(avg_trade_size_quote))",2602feae8010ea7f,avg_trade_size_quote;hl_range,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L0_cost_aware_low_turnover_0071,L0_cost_aware_low_turnover,cost_aware_low_turnover,48,"Mul(Rank(hl_range),ZScore(number_of_trades))",a86ebf0867e9f0c7,hl_range;number_of_trades,liquidity;volatility,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0000,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Mul(Rank(mark_index_ratio),ZScore(ret_6)),ZScore(avg_trade_size_quote))",f034c66b2b6c21fd,avg_trade_size_quote;mark_index_ratio;ret_6,basis;liquidity;price,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0001,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Rank(mark_index_ratio),ZScore(ret_12))",814bc2849e0ea222,mark_index_ratio;ret_12,basis;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0002,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Rank(mark_index_ratio),ZScore(ret_24))",44fb8b848d5f7d1c,mark_index_ratio;ret_24,basis;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0003,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Mul(Rank(mark_index_ratio),ZScore(realized_vol_12)),ZScore(avg_trade_size_quote))",54ccb9a2dbc80abe,avg_trade_size_quote;mark_index_ratio;realized_vol_12,basis;liquidity;volatility,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0004,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Rank(mark_index_ratio),ZScore(quote_volume_mean_12))",e34eed4d3e184f30,mark_index_ratio;quote_volume_mean_12,basis;liquidity,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0005,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Rank(mark_minus_index),ZScore(ret_6))",34f105681d550039,mark_minus_index;ret_6,basis;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0006,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Mul(Rank(mark_minus_index),ZScore(ret_12)),ZScore(avg_trade_size_quote))",609f059a9e967df7,avg_trade_size_quote;mark_minus_index;ret_12,basis;liquidity;price,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0007,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Rank(mark_minus_index),ZScore(ret_24))",7c74473f445d56dd,mark_minus_index;ret_24,basis;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0008,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Rank(mark_minus_index),ZScore(realized_vol_12))",dc2361013fe575a6,mark_minus_index;realized_vol_12,basis;volatility,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0009,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Mul(Rank(mark_minus_index),ZScore(quote_volume_mean_12)),ZScore(avg_trade_size_quote))",d572b78936c1102b,avg_trade_size_quote;mark_minus_index;quote_volume_mean_12,basis;liquidity,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0010,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Rank(premium_index),ZScore(ret_6))",1bd1645302b79f24,premium_index;ret_6,basis;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0011,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Rank(premium_index),ZScore(ret_12))",df998c5a3f972235,premium_index;ret_12,basis;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0012,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Mul(Rank(premium_index),ZScore(ret_24)),ZScore(avg_trade_size_quote))",20904af3399ee5f1,avg_trade_size_quote;premium_index;ret_24,basis;liquidity;price,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0013,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Rank(premium_index),ZScore(realized_vol_12))",790a4c18d09ef0ad,premium_index;realized_vol_12,basis;volatility,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0014,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Rank(premium_index),ZScore(quote_volume_mean_12))",105bca4efdb0f0db,premium_index;quote_volume_mean_12,basis;liquidity,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0015,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Mul(Rank(cs_z_mark_index_ratio),ZScore(ret_6)),ZScore(avg_trade_size_quote))",adae1048dbf45994,avg_trade_size_quote;cs_z_mark_index_ratio;ret_6,cross_symbol;liquidity;price,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0016,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Rank(cs_z_mark_index_ratio),ZScore(ret_12))",598367fb1bcc0ec5,cs_z_mark_index_ratio;ret_12,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0017,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Rank(cs_z_mark_index_ratio),ZScore(ret_24))",b3f459db936aae95,cs_z_mark_index_ratio;ret_24,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0018,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Mul(Rank(cs_z_mark_index_ratio),ZScore(realized_vol_12)),ZScore(avg_trade_size_quote))",0814ef89d8def4ab,avg_trade_size_quote;cs_z_mark_index_ratio;realized_vol_12,cross_symbol;liquidity;volatility,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0019,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Rank(cs_z_mark_index_ratio),ZScore(quote_volume_mean_12))",ca0886401311c7dd,cs_z_mark_index_ratio;quote_volume_mean_12,cross_symbol;liquidity,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0020,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Rank(cs_z_premium_index),ZScore(ret_6))",80294ecc58e0368a,cs_z_premium_index;ret_6,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0021,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Mul(Rank(cs_z_premium_index),ZScore(ret_12)),ZScore(avg_trade_size_quote))",a76e8b866ea3c1af,avg_trade_size_quote;cs_z_premium_index;ret_12,cross_symbol;liquidity;price,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0022,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Rank(cs_z_premium_index),ZScore(ret_24))",1fc42b6361338ab2,cs_z_premium_index;ret_24,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0023,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Rank(cs_z_premium_index),ZScore(realized_vol_12))",9b9f8f3726362c72,cs_z_premium_index;realized_vol_12,cross_symbol;volatility,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0024,L1_residual_orthogonal_basis,residual_orthogonal_basis,12,"Mul(Mul(Rank(cs_z_premium_index),ZScore(quote_volume_mean_12)),ZScore(avg_trade_size_quote))",c3c40efefb2ae14d,avg_trade_size_quote;cs_z_premium_index;quote_volume_mean_12,cross_symbol;liquidity,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0025,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Rank(mark_index_ratio),ZScore(ret_6))",7d7a42cfafbde8f5,mark_index_ratio;ret_6,basis;price,Mul;Rank;ZScore,2,candidate
