symbol,path,file_exists,manifest_status,manifest_rows,manifest_min_timestamp,manifest_max_timestamp,read_ok,error,actual_rows,row_count_match,actual_min_timestamp,actual_max_timestamp,min_timestamp_match,max_timestamp_match,duplicate_timestamp_count,monotonic_timestamp,gap_hours,inf_cell_count,nan_cell_count,negative_value_count
1000SATSUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=1000SATSUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
1000SHIBUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=1000SHIBUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
1000XECUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=1000XECUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
1INCHUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=1INCHUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
1MBABYDOGEUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=1MBABYDOGEUSDT\part.csv.gz,True,ok,14750,2024-09-16 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,,14750,True,2024-09-16 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
2ZUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=2ZUSDT\part.csv.gz,True,ok,5605,2025-10-02 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,,5605,True,2025-10-02 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
4USDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=4USDT\part.csv.gz,True,ok,5462,2025-10-08 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,,5462,True,2025-10-08 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
AAVEUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AAVEUSDT\part.csv.gz,True,ok,20943,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,,20943,True,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,True,0,True,10,0,4,0
ACEUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ACEUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
ACHUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ACHUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
ACTUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ACTUSDT\part.csv.gz,True,ok,13405,2024-11-11 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,,13405,True,2024-11-11 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
ACUUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ACUUSDT\part.csv.gz,True,ok,2941,2026-01-21 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,,2941,True,2026-01-21 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
ACXUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ACXUSDT\part.csv.gz,True,ok,12802,2024-12-06 15:00:00+00:00,2026-05-24 00:00:00+00:00,True,,12802,True,2024-12-06 15:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
ADAUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ADAUSDT\part.csv.gz,True,ok,20943,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,,20943,True,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,True,0,True,10,0,4,0
AERGOUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AERGOUSDT\part.csv.gz,True,ok,9662,2025-04-16 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,,9662,True,2025-04-16 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
AEROUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AEROUSDT\part.csv.gz,True,ok,12851,2024-12-04 14:00:00+00:00,2026-05-24 00:00:00+00:00,True,,12851,True,2024-12-04 14:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
AEVOUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AEVOUSDT\part.csv.gz,True,ok,19236,2024-03-13 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,,19236,True,2024-03-13 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
AGLDUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AGLDUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
AGTUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AGTUSDT\part.csv.gz,True,ok,8847,2025-05-20 10:00:00+00:00,2026-05-24 00:00:00+00:00,True,,8847,True,2025-05-20 10:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
AIAUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AIAUSDT\part.csv.gz,True,ok,2967,2026-01-20 02:00:00+00:00,2026-05-24 00:00:00+00:00,True,,2967,True,2026-01-20 02:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,8,0,6,0
AINUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AINUSDT\part.csv.gz,True,ok,7623,2025-07-10 10:00:00+00:00,2026-05-24 00:00:00+00:00,True,,7623,True,2025-07-10 10:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
AIOTUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AIOTUSDT\part.csv.gz,True,ok,9325,2025-04-30 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,,9325,True,2025-04-30 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
AIOUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AIOUSDT\part.csv.gz,True,ok,6806,2025-08-13 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,,6806,True,2025-08-13 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
AIXBTUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AIXBTUSDT\part.csv.gz,True,ok,12463,2024-12-20 18:00:00+00:00,2026-05-24 00:00:00+00:00,True,,12463,True,2024-12-20 18:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
AKEUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AKEUSDT\part.csv.gz,True,ok,5749,2025-09-26 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,,5749,True,2025-09-26 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
AKTUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AKTUSDT\part.csv.gz,True,ok,13238,2024-11-18 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,,13238,True,2024-11-18 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
ALCHUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ALCHUSDT\part.csv.gz,True,ok,12038,2025-01-07 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,,12038,True,2025-01-07 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
ALGOUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ALGOUSDT\part.csv.gz,True,ok,20943,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,,20943,True,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,True,0,True,10,0,4,0
ALICEUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ALICEUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
ALLOUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ALLOUSDT\part.csv.gz,True,ok,4643,2025-11-11 14:00:00+00:00,2026-05-24 00:00:00+00:00,True,,4643,True,2025-11-11 14:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
ALLUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ALLUSDT\part.csv.gz,True,ok,6976,2025-08-06 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,,6976,True,2025-08-06 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,2,0
ALPINEUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ALPINEUSDT\part.csv.gz,True,ok,9184,2025-05-06 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,,9184,True,2025-05-06 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
ALTUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ALTUSDT\part.csv.gz,True,ok,20377,2024-01-25 14:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20377,True,2024-01-25 14:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
ANIMEUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ANIMEUSDT\part.csv.gz,True,ok,11648,2025-01-23 17:00:00+00:00,2026-05-24 00:00:00+00:00,True,,11648,True,2025-01-23 17:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
ANKRUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ANKRUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
APEUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=APEUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
API3USDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=API3USDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
APRUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=APRUSDT\part.csv.gz,True,ok,5103,2025-10-23 10:00:00+00:00,2026-05-24 00:00:00+00:00,True,,5103,True,2025-10-23 10:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
APTUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=APTUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
ARBUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ARBUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
ARCUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ARCUSDT\part.csv.gz,True,ok,11796,2025-01-17 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,,11796,True,2025-01-17 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
ARIAUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ARIAUSDT\part.csv.gz,True,ok,6302,2025-09-03 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,,6302,True,2025-09-03 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
ARKMUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ARKMUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
ARKUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ARKUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
ARPAUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ARPAUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
ARUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ARUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
ASRUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ASRUSDT\part.csv.gz,True,ok,9184,2025-05-06 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,,9184,True,2025-05-06 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
ASTERUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ASTERUSDT\part.csv.gz,True,ok,5917,2025-09-19 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,,5917,True,2025-09-19 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
ASTRUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ASTRUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
ATHUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ATHUSDT\part.csv.gz,True,ok,9994,2025-04-02 15:00:00+00:00,2026-05-24 00:00:00+00:00,True,,9994,True,2025-04-02 15:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
ATOMUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ATOMUSDT\part.csv.gz,True,ok,20943,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,,20943,True,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,True,0,True,10,0,4,0
ATUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=ATUSDT\part.csv.gz,True,ok,4958,2025-10-29 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,,4958,True,2025-10-29 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
AUCTIONUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AUCTIONUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
AUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AUSDT\part.csv.gz,True,ok,8657,2025-05-28 08:00:00+00:00,2026-05-24 00:00:00+00:00,True,,8657,True,2025-05-28 08:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
AVAAIUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AVAAIUSDT\part.csv.gz,True,ok,11796,2025-01-17 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,,11796,True,2025-01-17 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,6,0
AVAUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AVAUSDT\part.csv.gz,True,ok,12636,2024-12-13 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,,12636,True,2024-12-13 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
AVAXUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AVAXUSDT\part.csv.gz,True,ok,20943,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,,20943,True,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,True,0,True,10,0,4,0
AVNTUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AVNTUSDT\part.csv.gz,True,ok,6154,2025-09-09 15:00:00+00:00,2026-05-24 00:00:00+00:00,True,,6154,True,2025-09-09 15:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
AWEUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AWEUSDT\part.csv.gz,True,ok,8825,2025-05-21 08:00:00+00:00,2026-05-24 00:00:00+00:00,True,,8825,True,2025-05-21 08:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
AXLUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AXLUSDT\part.csv.gz,True,ok,19522,2024-03-01 15:00:00+00:00,2026-05-24 00:00:00+00:00,True,,19522,True,2024-03-01 15:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
