signal_name,field_family,original_decision,control,validation_mean_spread_24h,abs_vs_original_ratio,valid_row_share,control_flag
oi_level_log,open_interest,FIELD_FAMILY_STRUCTURE_FOUND_DIAGNOSTIC,wrong_lag_stale_168h,-0.0026130844722669746,1.3916147974871451,0.9861983555452886,CONTROL_TOO_STRONG
oi_level_log,open_interest,FIELD_FAMILY_STRUCTURE_FOUND_DIAGNOSTIC,sign_flip,0.0019410368386240347,1.0337115450207688,0.9944330866822784,EXPECTED_INVERSION
oi_level_log,open_interest,FIELD_FAMILY_STRUCTURE_FOUND_DIAGNOSTIC,random_field,-7.104163081419985e-05,0.03783367347206012,0.995294284597746,OK
lev_high_oi_change_24h,upper_regime_interaction,NO_STABLE_FIELD_FAMILY_STRUCTURE,original,-0.0021718046444616896,1.0,0.2571558640943028,REFERENCE
lev_high_oi_change_24h,upper_regime_interaction,NO_STABLE_FIELD_FAMILY_STRUCTURE,wrong_lag_future_24h,0.0209625441532512,9.652131561053476,0.2567147032753415,NONBLOCKING_DIAGNOSTIC
lev_high_oi_change_24h,upper_regime_interaction,NO_STABLE_FIELD_FAMILY_STRUCTURE,wrong_lag_stale_168h,0.0003709203438621343,0.17078900020221285,0.2561755067188332,NONBLOCKING_DIAGNOSTIC
lev_high_oi_change_24h,upper_regime_interaction,NO_STABLE_FIELD_FAMILY_STRUCTURE,sign_flip,0.002245041005897459,1.0337214314475887,0.2571558640943028,EXPECTED_INVERSION
lev_high_oi_change_24h,upper_regime_interaction,NO_STABLE_FIELD_FAMILY_STRUCTURE,random_field,0.00020632151922998047,0.0950000359176504,0.995294284597746,NONBLOCKING_DIAGNOSTIC
trade_count_level,liquidity_volume,FIELD_FAMILY_STRUCTURE_FOUND_DIAGNOSTIC,original,-0.0010393375537147225,1.0,0.9952452667289726,REFERENCE
trade_count_level,liquidity_volume,FIELD_FAMILY_STRUCTURE_FOUND_DIAGNOSTIC,wrong_lag_future_24h,0.01483720050383133,14.275632060826936,0.9952452667289726,CONTROL_TOO_STRONG
trade_count_level,liquidity_volume,FIELD_FAMILY_STRUCTURE_FOUND_DIAGNOSTIC,wrong_lag_stale_168h,-5.171486806023792e-07,0.0004975752860598802,0.9870102647750283,OK
trade_count_level,liquidity_volume,FIELD_FAMILY_STRUCTURE_FOUND_DIAGNOSTIC,sign_flip,0.0010317138960732144,0.992664887731363,0.9952452667289726,EXPECTED_INVERSION
trade_count_level,liquidity_volume,FIELD_FAMILY_STRUCTURE_FOUND_DIAGNOSTIC,random_field,-0.00011831710382377615,0.11383895771002983,0.995294284597746,OK
funding_abs_168h,funding,NO_STABLE_FIELD_FAMILY_STRUCTURE,original,0.00151680849799139,1.0,0.2692223843212149,REFERENCE
funding_abs_168h,funding,NO_STABLE_FIELD_FAMILY_STRUCTURE,wrong_lag_future_24h,0.0037684189359093387,2.484439493119671,0.26966435759103985,NONBLOCKING_DIAGNOSTIC
funding_abs_168h,funding,NO_STABLE_FIELD_FAMILY_STRUCTURE,wrong_lag_stale_168h,0.000920230581827714,0.6066887039770116,0.26614807025316783,NONBLOCKING_DIAGNOSTIC
funding_abs_168h,funding,NO_STABLE_FIELD_FAMILY_STRUCTURE,sign_flip,-0.0009243037984391033,0.6093740901788842,0.2692223843212149,EXPECTED_INVERSION
funding_abs_168h,funding,NO_STABLE_FIELD_FAMILY_STRUCTURE,random_field,0.00015020827108269197,0.09902915976644576,0.995294284597746,NONBLOCKING_DIAGNOSTIC
premium_abs_bps,premium_basis,HOLD_A7AL1_STATE_OR_GROUP_BIAS,original,-3.307537692969819e-05,1.0,0.994706882623328,REFERENCE
premium_abs_bps,premium_basis,HOLD_A7AL1_STATE_OR_GROUP_BIAS,wrong_lag_future_24h,0.0049354784380424305,149.21911392069103,0.9947093199759189,NONBLOCKING_DIAGNOSTIC
premium_abs_bps,premium_basis,HOLD_A7AL1_STATE_OR_GROUP_BIAS,wrong_lag_stale_168h,-0.0012221970834330957,36.95187166062775,0.9864718806693837,NONBLOCKING_DIAGNOSTIC
premium_abs_bps,premium_basis,HOLD_A7AL1_STATE_OR_GROUP_BIAS,sign_flip,6.356064210839161e-05,1.9216906354080239,0.994706882623328,EXPECTED_INVERSION
premium_abs_bps,premium_basis,HOLD_A7AL1_STATE_OR_GROUP_BIAS,random_field,0.00019264786385604087,5.824510005298336,0.995294284597746,NONBLOCKING_DIAGNOSTIC
top_position_long_short_level,long_short_positioning,NO_STABLE_FIELD_FAMILY_STRUCTURE,original,-0.0012031727962532983,1.0,0.9947851487231928,REFERENCE
top_position_long_short_level,long_short_positioning,NO_STABLE_FIELD_FAMILY_STRUCTURE,wrong_lag_future_24h,-0.0038875603333801026,3.2310906176453087,0.9947851487231928,NONBLOCKING_DIAGNOSTIC
top_position_long_short_level,long_short_positioning,NO_STABLE_FIELD_FAMILY_STRUCTURE,wrong_lag_stale_168h,-0.0006389253207098451,0.5310337157717246,0.9865501467692486,NONBLOCKING_DIAGNOSTIC
top_position_long_short_level,long_short_positioning,NO_STABLE_FIELD_FAMILY_STRUCTURE,sign_flip,0.0011127452223078675,0.9248424048257874,0.9947851487231928,EXPECTED_INVERSION
top_position_long_short_level,long_short_positioning,NO_STABLE_FIELD_FAMILY_STRUCTURE,random_field,0.00024309257872553647,0.20204294801422631,0.995294284597746,NONBLOCKING_DIAGNOSTIC
