cluster_id,semantic_pair,motif,skeleton_key,record_count,unique_expression_count,strict_count,accepted_prior_count,selected_nearmiss_count,rejected_count,duplicate_pressure,max_train_sortino,max_min_oos_floor_sortino,max_stress_floor_sortino,min_recent_control_ratio,example_expression,next_action
cluster-d671a68d32697015,open_interest|premium,additive_composite,skeleton-5ba56e244be625c6,1,1,0,0,0,1,0,4.145374805764961,-0.3134831535676616,-0.38519288503382415,1.1368567563778107,"Add(Decay(open_interest_value_change_24h,24),Abs(ZScore(premium_close_bps)))",ban_or_downweight
cluster-3dfb4236cb9c27e2,open_interest|premium,additive_composite,skeleton-b2b5d97089e90c87,1,1,0,0,0,1,0,3.6836041592478255,0.5320559249627277,0.5175441927992571,1.3101997051994987,"Add(Decay(open_interest_value_change_24h,12),Delta(premium_close_bps,48))",ban_or_downweight
cluster-e37d2312f42a408a,open_interest|premium,additive_composite_gated,skeleton-04f878759e1f58f9,1,1,0,0,0,1,0,2.62519686403371,-0.7148243916848197,3.2963013846287113,1.0306938288544483,"Mul(Add(Delta(open_interest_value_last,120),CSRank(premium_close_bps)),Sign(TSRank(quote_volume_z_168h,36)))",ban_or_downweight
cluster-ce75523af8c4a763,open_interest|premium,additive_composite_gated,skeleton-07cb682fc0f6abbd,1,1,0,0,0,1,0,2.625205870737987,-0.7148243916848197,22.62792480356062,1.0306845342836728,"Mul(Add(Delta(open_interest_value_last,120),TSRank(premium_abs_state,720)),Sign(Decay(age_percentile_active_universe,48)))",ban_or_downweight
cluster-484a9b4cb29a8b54,open_interest|premium,safe_div_abs,skeleton-2b8999b49e66c6e9,1,1,0,0,0,1,0,2.4708205723165984,-0.5790313797903237,-0.017337048540778468,1.3490397340469173,"SafeDiv(Decay(open_interest_value_change_24h,12),Abs(Abs(ZScore(premium_abs_state))))",ban_or_downweight
cluster-8b1bd1cf934c9c9e,open_interest|premium,safe_div_abs,skeleton-677127d6451577d5,1,1,0,0,0,1,0,3.4033810588169064,0.12102100768645001,1.22394591327021,1.475109177665061,"SafeDiv(Decay(open_interest_value_change_24h,6),Abs(Decay(premium_abs_state,240)))",ban_or_downweight
cluster-77a0cceb25bff52c,open_interest|premium,smooth_mul,skeleton-47ccb738c8e1e5a9,1,1,0,0,0,1,0,1.1505484424979078,-0.25427518321660364,5.243840891576219,0.9767101630833194,"Mul(CSRank(open_interest_last),Mean(premium_close_bps,240))",ban_or_downweight
cluster-36b7ba1cef5f1ea5,open_interest|premium,smooth_mul_gated,skeleton-7110c421bfa4ecc5,1,1,0,0,0,1,0,2.0240406183025406,-0.20130326818874897,2.123642622247736,1.0427794401185178,"Mul(Mul(Decay(open_interest_last,36),Mean(premium_close_bps,12)),Sign(Abs(ZScore(quote_volume_z_168h))))",ban_or_downweight
cluster-0857827cad3cf7bb,open_interest|premium,smooth_mul_gated,skeleton-2407c9e8236f9c11,1,1,0,0,0,1,0,0.8925138880941399,1.4821775651669686,8.397385501188708,0.985993227515645,"Mul(Mul(Mean(open_interest_mean,6),Mean(premium_close_bps,336)),Sign(Decay(listing_age_days,504)))",ban_or_downweight
cluster-335ee279363f82a2,open_interest|premium,spread,skeleton-0e0e2e14133685d1,1,1,0,0,0,1,0,2.625195613525573,-0.7148243916848197,3.2963013846287113,1.0306938288544483,"Sub(Delta(open_interest_value_last,120),TSRank(premium_abs_state,504))",ban_or_downweight
cluster-05eb8d63fbab1293,open_interest|premium,spread,skeleton-bdd2b784d74ebf71,1,1,0,0,0,1,0,3.9206946732894155,0.23078263139332508,0.55584762563893,1.2201677000910476,"Sub(Mean(open_interest_value_change_24h,12),Mean(premium_close_bps,3))",ban_or_downweight
cluster-8fcc2be238658fa6,open_interest|premium,spread,skeleton-17ee35677bc15f36,1,1,0,0,0,1,0,2.6252033288583494,-0.7148243916848197,3.2963013846287113,1.030686904320413,"Sub(Delta(open_interest_value_last,120),CSRank(premium_close_bps))",ban_or_downweight
cluster-32ee833685a8cf77,open_interest|premium,spread_gated,skeleton-a3dbfecacbc1d22e,1,1,0,0,0,1,0,0.43591956497473533,0.29120023758162283,1.145892052326815,1.0115823994614905,"Mul(Sub(Mean(open_interest_value_last,6),Mean(premium_close_bps,96)),Sign(Decay(market_breadth_state,720)))",ban_or_downweight
cluster-a60ad8d47b794bec,open_interest|taker_flow,additive_composite,skeleton-01b5b94516fb0eba,1,1,0,0,0,1,0,2.6224964358755507,-0.7148243916848197,3.296345340173277,1.030691581632622,"Add(Delta(open_interest_value_last,120),Sign(Delta(taker_buy_sell_volume_ratio_last,48)))",ban_or_downweight
cluster-dfe78b2987e608fa,open_interest|taker_flow,additive_composite,skeleton-953f07d9f41912be,1,1,0,0,0,1,0,3.6385331895679247,0.5317274827785671,0.519003293114198,1.310234356750827,"Add(Decay(open_interest_value_change_24h,12),CSRank(taker_buy_sell_volume_ratio_mean))",ban_or_downweight
cluster-39b1e78becd9500c,open_interest|taker_flow,additive_composite_gated,skeleton-e4db43c9cd3089e5,1,1,0,0,0,1,0,3.134894231795923,2.7076794569247333,-0.028778331459276867,1.1266200700067708,"Mul(Add(TSRank(open_interest_value_mean,336),Mean(kline_taker_buy_quote_share,720)),Sign(Mean(trade_quote_volume,16)))",ban_or_downweight
cluster-e110755c72f941a9,open_interest|taker_flow,safe_div_abs,skeleton-7df38c2438a1592e,1,1,0,0,0,1,0,2.5586178451268378,-0.3143762755832941,1.858612905943612,1.032864670051434,"SafeDiv(Abs(ZScore(open_interest_value_mean)),Abs(Mean(kline_taker_buy_quote_share,48)))",ban_or_downweight
cluster-b34b7187eede2362,open_interest|taker_flow,safe_div_abs,skeleton-62a53b4c4fcf3315,1,1,0,0,0,1,0,0.21783538629156235,-0.7148935551747863,4.795150348264974,1.1330120052151198,"SafeDiv(Abs(ZScore(open_interest_last)),Abs(Sign(Delta(taker_buy_sell_volume_ratio_mean,72))))",ban_or_downweight
cluster-5b5fc4ea059d4345,open_interest|taker_flow,safe_div_abs,skeleton-c6f0de8338c568ef,1,1,0,0,0,1,0,2.9195430956021795,-0.4100057135897447,2.144254730047516,0.9912463410169015,"SafeDiv(TSRank(open_interest_value_last,504),Abs(Decay(taker_buy_sell_volume_ratio_last,48)))",ban_or_downweight
cluster-876b13f1451d6660,open_interest|taker_flow,safe_div_abs,skeleton-879977ea91e9aa98,1,1,0,0,0,1,0,3.8316894566798476,-0.741356815141011,0.2003232335170034,1.0873599756466525,"SafeDiv(Mean(open_interest_value_change_24h,16),Abs(Mean(taker_buy_sell_volume_ratio_mean,336)))",ban_or_downweight
cluster-2032dbca64ef7f22,open_interest|taker_flow,safe_div_abs,skeleton-dc63136227d41afd,1,1,0,0,0,1,0,2.6807304225448334,2.2040049225660288,8.732447922035801,1.1081179743011758,"SafeDiv(TSRank(open_interest_value_mean,504),Abs(Mean(taker_buy_sell_volume_ratio_mean,4)))",ban_or_downweight
cluster-27f3ab08c003c60f,open_interest|taker_flow,smooth_mul,skeleton-43f349acd173b4c8,1,1,0,0,0,1,0,2.0301028647162513,-0.11356204869085439,4.979935096961563,0.989856540271231,"Mul(Mean(open_interest_value_change_24h,120),Mean(taker_buy_sell_volume_ratio_last,12))",ban_or_downweight
cluster-a7c77897f394babf,open_interest|taker_flow,spread,skeleton-f24f66de9e61280b,1,1,0,0,0,1,0,4.142872791177352,-0.31292355994111126,-0.3857678539005637,1.1368676205459984,"Sub(Decay(open_interest_value_change_24h,24),ZScore(kline_taker_buy_quote_share))",ban_or_downweight
cluster-cabdd35aea1b0562,open_interest|taker_flow,spread,skeleton-e3a5d54a138fa2b2,1,1,0,0,0,1,0,3.638508761615011,0.5317274827785671,0.5191455411121831,1.3102956368683252,"Sub(Decay(open_interest_value_change_24h,12),CSRank(kline_taker_buy_quote_share))",ban_or_downweight
cluster-b702e2f54c22d934,open_interest|taker_flow,spread,skeleton-f5f3e6bf426c8aca,1,1,0,0,0,1,0,3.928271083582781,-0.3423186226208403,0.5534401532521818,1.1238985994764998,"Sub(Mean(open_interest_value_change_24h,16),Decay(taker_buy_sell_volume_ratio_mean,240))",ban_or_downweight
cluster-d3ed900355153ae5,open_interest|taker_flow,spread,skeleton-ba5985e1bc0cffba,1,1,0,0,0,1,0,3.9207056433193554,0.23078263139332508,0.5550463337085462,1.2201262087556666,"Sub(Mean(open_interest_value_change_24h,12),CSRank(kline_taker_buy_quote_share))",ban_or_downweight
cluster-b37e1aed097df4a1,open_interest|taker_flow,spread,skeleton-67af30cc152dc212,1,1,0,0,0,1,0,4.439732444730895,-0.31607373351622464,-0.3849416736871639,1.1364637397051751,"Sub(Decay(open_interest_value_change_24h,24),Delta(taker_buy_sell_volume_ratio_mean,72))",ban_or_downweight
cluster-956987137a3ffbbd,open_interest|taker_flow,spread,skeleton-bdd2b784d74ebf71,1,1,0,0,0,1,0,3.928256879409583,-0.3422306423236818,0.5541038974506126,1.1232009116114086,"Sub(Mean(open_interest_value_change_24h,16),Mean(taker_buy_sell_volume_ratio_last,48))",ban_or_downweight
cluster-eee532a9d29b20f5,positioning|positioning,additive_composite_gated,skeleton-4086058b097ceb6b,1,1,0,0,0,1,0,1.374826108938512,-0.7269800396831972,0.5844364567043592,0.9872025541323253,"Mul(Add(CSRank(global_long_short_account_ratio_last),Decay(top_global_account_divergence,120)),Sign(Decay(age_percentile_active_universe,120)))",ban_or_downweight
cluster-9368808f6d2803b5,positioning|positioning,additive_composite_gated,skeleton-b25ce5a2f44885b3,1,1,0,0,0,1,0,1.0099850726362933,1.3241552463066029,4.52625224269892,1.0377635315524514,"Mul(Add(CSRank(top_long_short_account_ratio_last),Delta(top_long_short_position_ratio_last,96)),Sign(TSRank(trade_quote_volume,336)))",ban_or_downweight
cluster-d3d936619a15e6e1,positioning|positioning,additive_composite_gated,skeleton-ff44edc5165a0d4d,1,1,0,0,0,1,0,0.1453297131548115,-0.3411200303430052,-0.23853742908135425,0.9826041163819749,"Mul(Add(Decay(top_global_account_divergence,120),Mean(top_long_short_account_ratio_last,168)),Sign(TSRank(quote_volume_z_168h,16)))",ban_or_downweight
cluster-33c0f3c87f6bc044,positioning|positioning,safe_div_abs_gated,skeleton-5263430b6553e78b,1,1,0,0,0,1,0,0.5219196081194393,0.5799481023367676,-0.4428346018107906,0.9963718936623907,"Mul(SafeDiv(ZScore(account_position_divergence),Abs(CSRank(account_position_divergence))),Sign(CSRank(trade_quote_volume)))",ban_or_downweight
cluster-de373d34126be9b3,positioning|positioning,safe_div_abs_gated,skeleton-ad1d69c5cb70ac87,1,1,0,0,0,1,0,0.08538034879991838,-0.7203664636833629,4.526280723560755,1.0036045170095245,"Mul(SafeDiv(ZScore(top_long_short_account_ratio_last),Abs(CSRank(top_long_short_account_ratio_last))),Sign(Abs(ZScore(quote_volume_z_168h))))",ban_or_downweight
cluster-2a548d9b67f2a0a7,positioning|positioning,smooth_mul_gated,skeleton-f717010e6b9fc383,1,1,0,0,0,1,0,0.3709643567830496,0.3458465728860346,-0.6804598418458248,0.991281329930686,"Mul(Mul(ZScore(account_position_divergence),Mean(top_long_short_account_ratio_last,36)),Sign(Decay(listing_age_days,720)))",ban_or_downweight
cluster-36bf716c4d027a6c,positioning|positioning,smooth_mul_gated,skeleton-183d170a15e44214,1,1,0,0,0,1,0,0.3951152414246091,0.9661298217439336,-0.7493846943993292,3.6900788627421415,"Mul(Mul(ZScore(top_long_short_account_ratio_last),ZScore(top_long_short_position_ratio_last)),Sign(Decay(sqrt_listing_age_days,168)))",ban_or_downweight
cluster-6f98d9c30546bfff,positioning|positioning,spread_gated,skeleton-53ea207db4affa75,1,1,0,0,0,1,0,0.2635420086731569,0.8377650060397703,1.5437412859129163,1.0069463213056102,"Mul(Sub(CSRank(global_long_short_account_ratio_last),Mean(top_global_account_divergence,336)),Sign(Abs(ZScore(quote_volume_z_168h))))",ban_or_downweight
cluster-7bb61b208daaac6b,positioning|positioning,spread_gated,skeleton-9f6aa25a3ce9d559,1,1,0,0,0,1,0,0.12840306826773445,-0.09357675197166106,-0.6306563593695708,0.9847446570098268,"Mul(Sub(TSRank(top_long_short_account_ratio_last,504),ZScore(account_position_divergence)),Sign(Decay(age_percentile_active_universe,720)))",ban_or_downweight
cluster-0fb19740acf2c334,positioning|positioning,spread_gated,skeleton-dd1c6c08f2c1f5e7,1,1,0,0,0,1,0,0.5993576748323342,-0.20914311060044255,1.5461724649612658,0.9563539192490323,"Mul(Sub(Mean(account_position_divergence,24),TSRank(top_long_short_account_ratio_last,36)),Sign(Mean(trade_quote_volume,24)))",ban_or_downweight
cluster-c37be2ddc34ea7ca,positioning|positioning,spread_gated,skeleton-526eda67cfbd902c,1,1,0,0,0,1,0,0.06761888804133712,-0.6638782519802128,0.12118514867101587,0.9826603290722402,"Mul(Sub(CSRank(account_position_divergence),Decay(top_long_short_account_ratio_last,336)),Sign(Decay(listing_age_days,336)))",ban_or_downweight
cluster-11b65e8a75f4b6e5,positioning|premium,safe_div_abs,skeleton-7df38c2438a1592e,1,1,0,0,0,1,0,0.18650316073107254,-0.5504218873584572,4.3277911562417675,0.988613068049399,"SafeDiv(Abs(ZScore(account_position_divergence)),Abs(Mean(premium_abs_state,12)))",ban_or_downweight
cluster-839d12ecec697183,positioning|taker_flow,additive_composite,skeleton-bb1b9f680a41010c,1,1,0,0,0,1,0,0.10507235686904895,-0.7399229427920225,4.339463840845885,1.0011985237604681,"Add(CSRank(top_long_short_account_ratio_last),Mean(kline_taker_buy_quote_share,96))",ban_or_downweight
cluster-a940c8b9e50317cb,positioning|taker_flow,additive_composite_gated,skeleton-fe8fd2ab44567b2c,1,1,0,0,0,1,0,0.4525105680746665,0.9422051429776854,-0.5760977652094524,0.9956831651088275,"Mul(Add(CSRank(account_position_divergence),Mean(kline_taker_buy_quote_share,120)),Sign(Decay(listing_age_days,720)))",ban_or_downweight
cluster-2490b4d8874ec4a9,positioning|taker_flow,safe_div_abs,skeleton-677127d6451577d5,1,1,0,0,0,1,0,0.295840238416897,1.100968522992168,-0.6071160399443222,0.9929235395569036,"SafeDiv(Decay(account_position_divergence,12),Abs(Decay(taker_buy_sell_volume_ratio_mean,720)))",ban_or_downweight
cluster-658a10c0ca34ec96,positioning|taker_flow,safe_div_abs,skeleton-582da8da4ef0dfdb,1,1,0,0,0,1,0,0.5374201790970203,0.8240694117737289,-0.4455581975052572,0.9960687253768027,"SafeDiv(CSRank(account_position_divergence),Abs(Sign(Delta(kline_taker_buy_quote_share,12))))",ban_or_downweight
cluster-eab392acc56e99b1,positioning|taker_flow,safe_div_abs,skeleton-1469f9f099198bd6,1,1,0,0,0,1,0,0.39388482869532493,0.6491343000853743,0.2619674687610229,0.9951061216883745,"SafeDiv(ZScore(account_position_divergence),Abs(Decay(taker_buy_sell_volume_ratio_last,504)))",ban_or_downweight
cluster-8033b4059c2ac571,positioning|taker_flow,safe_div_abs_gated,skeleton-63c94d70a0905e73,1,1,0,0,0,1,0,0.0849850420022209,-0.7044722005985211,4.525678966575855,1.0029760615286287,"Mul(SafeDiv(ZScore(top_long_short_account_ratio_last),Abs(Sign(Delta(kline_taker_buy_quote_share,168)))),Sign(TSRank(quote_volume_z_168h,504)))",ban_or_downweight
cluster-d72c9831f6fd5de6,positioning|taker_flow,smooth_mul,skeleton-47ccb738c8e1e5a9,1,1,0,0,0,1,0,0.4618500907641331,1.0404500631471214,-0.4297653149846012,0.9952062495349996,"Mul(CSRank(account_position_divergence),Mean(kline_taker_buy_quote_share,336))",ban_or_downweight
cluster-9ca64c5232f34496,positioning|taker_flow,smooth_mul,skeleton-c3c4e5e3f6c3df3b,1,1,0,0,0,1,0,0.9173149005373886,-0.275265443726882,-0.49604766206852946,1.0220773056258017,"Mul(TSRank(account_position_divergence,720),Mean(taker_buy_sell_volume_ratio_last,720))",ban_or_downweight
cluster-7031ea5b2e65fe22,positioning|taker_flow,spread,skeleton-d4514d525ee0b200,1,1,0,0,0,1,0,0.5361425860587935,1.2709542858074614,-0.282209330457725,0.9923326183331961,"Sub(CSRank(account_position_divergence),Mean(kline_taker_buy_quote_share,16))",ban_or_downweight
cluster-f142b60f2576af64,positioning|taker_flow,spread,skeleton-acb500c300a68e1f,1,1,0,0,0,1,0,0.06065195750280375,-0.6618664194275717,4.417571739593933,1.0022229696904796,"Sub(ZScore(top_long_short_account_ratio_last),Decay(kline_taker_buy_quote_share,240))",ban_or_downweight
cluster-4e45ee8b0b432896,positioning|taker_flow,spread,skeleton-f023bff846b7d4e3,1,1,0,0,0,1,0,0.492953820336424,0.7645738745550883,-0.39897385609309316,0.9969529906355246,"Sub(CSRank(account_position_divergence),Decay(kline_taker_buy_quote_share,504))",ban_or_downweight
cluster-410d2c000c15e102,positioning|taker_flow,spread,skeleton-c503c7265e75b733,1,1,0,0,0,1,0,2.0367880998449666,0.4303545905306104,3.950137170869186,1.0642042120642667,"Sub(Delta(top_global_account_divergence,720),Decay(kline_taker_buy_quote_share,36))",ban_or_downweight
cluster-0c5994bbbfba5dc9,positioning|taker_flow,spread,skeleton-96d37f4f56573af6,1,1,0,0,0,1,0,0.09235503436319331,-0.5718604932667648,4.064023787456679,1.0012257537196327,"Sub(ZScore(top_long_short_account_ratio_last),Mean(kline_taker_buy_quote_share,3))",ban_or_downweight
cluster-d5be369a29158547,positioning|taker_flow,spread_gated,skeleton-e5c71cb2c5f2f136,1,1,0,0,0,1,0,0.3276070954742085,-0.22806368947761743,6.022303249316898,0.9948696841644527,"Mul(Sub(ZScore(global_long_short_account_ratio_last),Mean(kline_taker_buy_quote_share,120)),Sign(Decay(stress_proxy_state,336)))",ban_or_downweight
