cluster_id,semantic_pair,motif,skeleton_key,record_count,unique_expression_count,strict_count,accepted_prior_count,selected_nearmiss_count,rejected_count,duplicate_pressure,max_train_sortino,max_min_oos_floor_sortino,max_stress_floor_sortino,min_recent_control_ratio,example_expression,next_action
cluster-0ea5fdcc56699aff,open_interest|taker_flow,additive_composite,skeleton-d93c080507e9ffc7,1,1,1,0,0,0,0,0.9446108630183228,0.318659423253377,7.4149648502729,0.9878756071874394,"Add(Delta(open_interest_value_mean,240),Abs(ZScore(taker_buy_sell_volume_ratio_last)))",keep_but_cluster_cap
cluster-fada50966be62b78,open_interest|taker_flow,smooth_mul_gated,skeleton-84317c981d9a0b4a,1,1,1,0,0,0,0,2.3556866805722674,0.03998648330151647,4.970946588024582,1.0037956554961567,"Mul(Mul(Mean(open_interest_value_change_24h,120),Mean(taker_buy_sell_volume_ratio_last,168)),Sign(Mean(trade_quote_volume,3)))",keep_but_cluster_cap
cluster-ec23e57c52707f64,open_interest|taker_flow,spread_gated,skeleton-1b8609a3b16e4571,1,1,1,0,0,0,0,2.5957891604275716,0.004702216479586793,0.10627491050839948,1.0401780146178445,"Mul(Sub(Delta(open_interest_value_mean,120),Decay(taker_buy_sell_volume_ratio_mean,72)),Sign(Decay(log1p_listing_age_days,72)))",keep_but_cluster_cap
cluster-52511c4d795ab1fb,open_interest|taker_flow,spread_gated,skeleton-bcd3d9894b968b7f,1,1,1,0,0,0,0,0.9446108630183228,0.318659423253377,7.4149648502729,0.987873879179183,"Mul(Sub(Delta(open_interest_value_mean,240),ZScore(taker_buy_sell_volume_ratio_mean)),Sign(CSRank(trade_quote_volume)))",keep_but_cluster_cap
cluster-d7df2170f1b22c9d,positioning|positioning,safe_div_abs_gated,skeleton-7513f01ff673e273,1,1,1,0,0,0,0,2.6063232773322516,0.3733987644855309,2.0560717765356693,0.9806922690184225,"Mul(SafeDiv(ZScore(global_long_short_account_ratio_last),Abs(Sign(Delta(global_long_short_account_ratio_last,720)))),Sign(Decay(liquidity_cycle_state,720)))",keep_but_cluster_cap
cluster-7c01ae1b7dd30d88,positioning|positioning,smooth_mul_gated,skeleton-6a26976338896d7d,1,1,1,0,0,0,0,0.3078998202205484,0.8312523547668085,2.936250496331934,0.9714435972693429,"Mul(Mul(ZScore(account_position_divergence),TSRank(account_position_divergence,120)),Sign(Abs(ZScore(trade_quote_volume))))",keep_but_cluster_cap
cluster-816c7f1068b8507b,positioning|positioning,spread_gated,skeleton-86b4f95436687260,1,1,1,0,0,0,0,0.5446732977174243,0.35228673663795734,0.7017562146041108,1.0313936000406319,"Mul(Sub(Mean(account_position_divergence,720),ZScore(account_position_divergence)),Sign(CSRank(quote_volume_z_168h)))",keep_but_cluster_cap
cluster-cd08b72e2edd306b,age|positioning,safe_div_abs,age|positioning|safe_div_abs|a850b291064d,6,2,0,6,0,0,5,0.3697474200577449,6.416625252888201,9.471925570486452,1.0085087605348486,"SafeDiv(Sign(TSRank(listing_age_days,8)),Abs(Decay(account_position_divergence,3)))",observe_with_cap
cluster-52fa1433d89c5c4f,open_interest_like|positioning_like,safe_div_abs,open_interest_like|positioning_like|safe_div_abs|7946a7d9baa2,4,2,0,4,0,0,3,2.60547134675401,7.160915978307452,3.3254023671840964,1.0038939110655867,"SafeDiv(ZScore(Mean(open_interest_value_last,240)),Abs(Mean(account_position_divergence,72)))",observe_with_cap
cluster-22f2af082a326827,open_interest|taker_flow,spread,skeleton-00f253dd1bed99c8,4,2,0,0,0,4,3,1.073036942501191,0.007221933688572964,11.685467391604716,0.9835064625991355,"Sub(Delta(open_interest_value_last,240),Mean(kline_taker_buy_quote_share,336))",ban_or_downweight
cluster-00caa9f34f187ab6,age|positioning,smooth_mul,age|positioning|smooth_mul|e84b1d05c3ed,3,1,0,3,0,0,2,0.8706854070449,2.5433712418553056,-0.3909227023568336,1.0064744974192612,"Mul(Decay(log1p_listing_age_days,3),Decay(account_position_divergence,3))",observe_with_cap
cluster-c29a0125f9a13e9c,age|positioning,state_conditioned_signed,age|positioning|state_conditioned_signed|ec6842ed1f90,3,1,0,3,0,0,2,0.6175716750183878,2.667253447385216,-0.460189074853468,1.006175535733888,"Mul(ZScore(Mean(account_position_divergence,3)),Sign(CSRank(log1p_listing_age_days)))",observe_with_cap
cluster-499a5b61aa0223da,open_interest|positioning,smooth_mul,open_interest|positioning|smooth_mul|6a9722cefb74,3,1,0,3,0,0,2,1.503386170912726,2.544948970433533,-0.6605145385498957,1.0062686997892876,"Mul(Decay(account_position_divergence,3),Abs(ZScore(Mean(open_interest_value_mean,4))))",observe_with_cap
cluster-3b34fc5f7192061c,open_interest|premium,safe_div_abs,skeleton-5e0f8d47f166d49e,3,2,0,0,0,3,2,2.666647655534718,0.506775109278272,8.854002894765518,0.9954904079259991,"SafeDiv(Delta(open_interest_value_last,120),Abs(Decay(premium_abs_state,504)))",ban_or_downweight
cluster-e9fabf515ae8fb4b,open_interest|taker_flow,smooth_mul,skeleton-a95a855a3cfd4559,3,3,0,0,0,3,2,2.6288589453343434,-0.40386352036759277,11.502822445470551,0.9882346788953424,"Mul(Delta(open_interest_value_last,120),Decay(taker_buy_sell_volume_ratio_mean,4))",ban_or_downweight
cluster-20a26082038bb68f,positioning|taker_flow,safe_div_abs,skeleton-91425c3a2f8738cc,3,3,0,0,0,3,2,0.5752478890324566,0.8208884157650622,-0.5250587405571975,0.9776071545672719,"SafeDiv(Mean(account_position_divergence,12),Abs(Sign(Delta(taker_buy_sell_volume_ratio_last,48))))",ban_or_downweight
cluster-cf77eeb9cb7391a0,positioning|universe_state,smooth_mul,positioning|universe_state|smooth_mul|9f31bdc28835,3,1,0,3,0,0,2,0.6175716750183878,2.667253447385216,-0.460189074853468,1.006175535733888,"Mul(ZScore(Mean(account_position_divergence,3)),CSRank(active_universe_size))",observe_with_cap
cluster-82491fdf65022085,positioning|universe_state,spread_rank,positioning|universe_state|spread_rank|98a4dc5d1a15,3,1,0,3,0,0,2,0.6371579390439059,2.667253447385216,-0.460189074853468,1.006175535733888,"Sub(CSRank(Sign(TSRank(active_universe_size,6))),CSRank(ZScore(Mean(account_position_divergence,3))))",observe_with_cap
cluster-d89a1b1916989d7b,positioning|universe_state,state_conditioned_rank_mul,positioning|universe_state|state_conditioned_rank_mul|6c51e3adab31,3,1,0,3,0,0,2,0.701695217603017,2.5903159777503992,-0.4622330145696153,1.0064914985594602,"Mul(CSRank(Decay(account_position_divergence,3)),CSRank(CSRank(active_universe_size)))",observe_with_cap
cluster-a0566726f7c978d6,positioning|universe_state,state_conditioned_signed,positioning|universe_state|state_conditioned_signed|b0b58ece36f4,3,1,0,3,0,0,2,0.6371579390439059,2.667253447385216,-0.460189074853468,1.006175535733888,"Mul(ZScore(Mean(account_position_divergence,3)),Sign(Sign(TSRank(active_universe_size,6))))",observe_with_cap
cluster-c9a35575c27e98d9,positioning|universe_state,state_conditioned_signed,positioning|universe_state|state_conditioned_signed|6b14db5c9c5f,3,1,0,3,0,0,2,0.701695217603017,2.5903159777503992,-0.4622330145696153,1.0064914985594602,"Mul(Decay(account_position_divergence,3),Sign(CSRank(active_universe_size)))",observe_with_cap
cluster-85d7172bf0092416,basis|positioning,safe_div_abs,skeleton-7314e6e19bde0054,2,2,0,0,0,2,1,1.9381606438472203,-0.7394983251332595,3.150655901585819,0.9906207691201809,"SafeDiv(Decay(mark_index_basis_bps,336),Abs(Sign(Delta(account_position_divergence,96))))",ban_or_downweight
cluster-1a0ab9a9cdee3e37,basis|positioning,smooth_mul,skeleton-fb3d7bd996d38b1e,2,2,0,0,0,2,1,2.639380995845459,1.995003994864168,2.788198315187044,0.9757272446468435,"Mul(Decay(mark_index_basis_bps,336),CSRank(account_position_divergence))",ban_or_downweight
cluster-0528efb6a94af5c3,basis|positioning,smooth_mul,skeleton-2d42977c834917c5,2,2,0,0,0,2,1,1.8793170750268413,1.289756331080794,6.343655257084995,0.9362860009131431,"Mul(Decay(mark_index_basis_bps,96),ZScore(global_long_short_account_ratio_last))",ban_or_downweight
cluster-b1c68a14b4ccb5c1,liquidity|open_interest,additive_composite,skeleton-b1639f0dfa7d87c9,2,1,0,0,0,2,1,1.0280892674293274,0.007221933688572964,11.685467391604716,0.9835064625991355,"Add(Abs(ZScore(trade_quote_volume)),Delta(open_interest_value_last,240))",ban_or_downweight
cluster-de170ce2e29f7ca5,liquidity|open_interest,additive_composite,skeleton-2d919dceda7ef6c1,2,1,0,0,0,2,1,1.0550129101602364,0.007221933688572964,11.685467391604716,0.9835064625991355,"Add(TSRank(quote_volume_z_168h,48),Delta(open_interest_value_last,240))",ban_or_downweight
cluster-50cedda3a877a105,liquidity|positioning,additive_composite,skeleton-a5a775423efb185f,2,2,0,0,0,2,1,1.1847887758841404,0.36151432421812396,1.3925674626732267,1.0588349942311892,"Add(Abs(ZScore(trade_quote_volume)),CSRank(global_long_short_account_ratio_last))",ban_or_downweight
cluster-ac019a926bf508ce,liquidity|positioning,spread,skeleton-f24f66de9e61280b,2,2,0,0,0,2,1,0.7397022551497607,-0.4393411593254746,2.0365988905324,1.0622235181369815,"Sub(Decay(quote_volume_z_168h,3),ZScore(top_long_short_account_ratio_last))",ban_or_downweight
cluster-a27f80e1d7787603,open_interest_like|positioning_like,safe_div_abs,open_interest_like|positioning_like|safe_div_abs|c35df304e3ff,2,1,0,2,0,0,1,1.4631902341038934,6.616169898012441,1.5695771442849566,1.004024944843695,"SafeDiv(SafeDiv(ZScore(Mean(open_interest_value_last,4)),Abs(Mean(account_position_divergence,96))),Abs(ZScore(Mean(open_interest_last,168))))",observe_with_cap
cluster-6daf13ef7931792a,open_interest|open_interest,additive_composite_gated,skeleton-b5731d7c96c30642,2,1,0,0,0,2,1,1.0550129101602364,0.007221933688572964,11.685467391604716,0.9835064625991355,"Mul(Add(Delta(open_interest_value_last,240),ZScore(open_interest_last)),Sign(CSRank(trade_quote_volume)))",ban_or_downweight
cluster-2d81f75ffbdac927,open_interest|positioning,additive_composite_gated,skeleton-0b7024be8d5dfaf9,2,1,0,0,0,2,1,1.0280892674293274,0.007221933688572964,11.685467391604716,0.9835064625991355,"Mul(Add(Delta(open_interest_value_last,240),Mean(top_global_account_divergence,36)),Sign(Abs(ZScore(trade_quote_volume))))",ban_or_downweight
cluster-58fe8106136ffc2b,open_interest|positioning,safe_div_abs,open_interest|positioning|safe_div_abs|c0a76179a960,2,1,0,2,0,0,1,0.7382564491614338,1.8652087154206216,-0.3965925076759266,1.007667874602476,"SafeDiv(ZScore(Mean(account_position_divergence,3)),Abs(Abs(ZScore(Mean(open_interest_mean,3)))))",observe_with_cap
cluster-8470bec9fa9fafd1,open_interest|premium,additive_composite,skeleton-3aab66d027e1c375,2,1,0,0,0,2,1,1.0550141349513602,0.007221933688572964,11.685467391604716,0.9835064625991355,"Add(Delta(open_interest_value_last,240),ZScore(premium_close_bps))",ban_or_downweight
cluster-40872003a2fa9407,open_interest|premium,safe_div_abs,skeleton-00ae1a76babdf9ac,2,1,0,0,0,2,1,0.6522361396079989,-0.2440146815510576,10.019876793355396,0.9960906704858542,"SafeDiv(Delta(open_interest_value_last,240),Abs(Mean(premium_close_bps,336)))",ban_or_downweight
cluster-088453bd9c41cc71,open_interest|premium,safe_div_abs_gated,skeleton-e788708f1af444f6,2,1,0,0,0,2,1,0.8829732432475229,-0.0909084557931852,10.217948834168828,0.9818960863166064,"Mul(SafeDiv(Delta(open_interest_value_last,240),Abs(TSRank(premium_close_bps,3))),Sign(Mean(trade_quote_volume,120)))",ban_or_downweight
cluster-9c156451d62c6b9b,open_interest|premium,spread,skeleton-3f38f8035e0eea90,2,1,0,0,0,2,1,1.0550129101602364,0.007221933688572964,11.685467391604716,0.9835064625991355,"Sub(Delta(open_interest_value_last,240),Abs(ZScore(premium_abs_state)))",ban_or_downweight
cluster-c8c8c6d49ae1986f,open_interest|regime,safe_div_abs,open_interest|regime|safe_div_abs|8c5dd79d525b,2,1,0,2,0,0,1,2.5453624160400503,1.7988240224581489,-1.140500837826403,1.0280047538749593,"SafeDiv(Abs(ZScore(Mean(open_interest_value_last,336))),Abs(Decay(basis_dislocation_state,720)))",observe_with_cap
cluster-4738404e4d528ad8,open_interest|taker_flow,additive_composite,skeleton-5becf8fb12f217d0,2,2,0,0,0,2,1,2.62538867130656,-0.7149601953347736,3.2963576380258215,1.0307123391332182,"Add(Delta(open_interest_value_last,120),Decay(taker_buy_sell_volume_ratio_last,120))",ban_or_downweight
cluster-80a1f8c7063ad733,open_interest|taker_flow,additive_composite,skeleton-45980d21e2cca1c1,2,2,0,0,0,2,1,3.9604187398663253,0.5331504795772836,0.518969997848527,1.3101746913162,"Add(Decay(open_interest_value_change_24h,12),Sign(Delta(kline_taker_buy_quote_share,336)))",ban_or_downweight
cluster-d1e28c5fbbb4e0d0,positioning|positioning,safe_div_abs_gated,skeleton-85a469a665ee5973,2,1,0,0,0,2,1,0.18353818365421054,3.1189232095317037,3.50222089246319,0.9811102004300214,"Mul(SafeDiv(CSRank(global_long_short_account_ratio_last),Abs(Decay(top_long_short_position_ratio_last,504))),Sign(CSRank(trade_quote_volume)))",ban_or_downweight
cluster-ceb103b3c4e3dfbb,positioning|positioning,safe_div_abs_gated,skeleton-3f0e227260eb2a0e,2,1,0,0,0,2,1,0.5932186521800021,3.1526512160243128,3.8407309074796743,0.9805976598577478,"Mul(SafeDiv(CSRank(global_long_short_account_ratio_last),Abs(Decay(top_long_short_position_ratio_last,240))),Sign(Abs(ZScore(quote_volume_z_168h))))",ban_or_downweight
cluster-39510407b6b0057c,positioning|positioning,signed_rank_gate,positioning|positioning|signed_rank_gate|45df18a90709,2,1,0,2,0,0,1,0.3488870512124599,1.143920279422443,-1.4255016478496032,1.0203300105495994,"Mul(CSRank(ZScore(Mean(top_global_account_divergence,3))),Sign(ZScore(Mean(account_position_divergence,3))))",observe_with_cap
cluster-c1947c55d591e0c3,positioning|taker_flow,safe_div_abs,skeleton-78bfb00a98adff4e,2,2,0,0,0,2,1,0.049309574743111866,-0.4221199119024979,4.619087863260757,0.9995167599005845,"SafeDiv(CSRank(top_long_short_account_ratio_last),Abs(Decay(kline_taker_buy_quote_share,168)))",ban_or_downweight
cluster-20ce74ca204b4c0d,positioning|taker_flow,safe_div_abs,skeleton-084b7088d9e0955c,2,2,0,0,0,2,1,0.24336004392069344,-0.7044722005985211,4.525678966575855,1.0029760615286287,"SafeDiv(ZScore(top_long_short_account_ratio_last),Abs(Sign(Delta(taker_buy_sell_volume_ratio_mean,120))))",ban_or_downweight
cluster-3241121b9c2bd82d,positioning|taker_flow,smooth_mul,skeleton-fb4470928a5857b3,2,2,0,0,0,2,1,0.5684804677005661,0.8580693635376426,-0.46317264840592687,0.9936610611108004,"Mul(ZScore(account_position_divergence),Mean(kline_taker_buy_quote_share,168))",ban_or_downweight
cluster-3e9eec534dba7d10,age|positioning,safe_div_abs_gated,skeleton-a46b9c5d8e75b131,1,1,0,0,0,1,0,0.05431817715573132,-0.706096650055891,3.1981381841439918,1.0029760615286287,"Mul(SafeDiv(Decay(log1p_listing_age_days,504),Abs(CSRank(top_long_short_account_ratio_last))),Sign(Abs(ZScore(quote_volume_z_168h))))",ban_or_downweight
cluster-2196725debd86c26,age|positioning,smooth_mul,age|positioning|smooth_mul|9766b1fc40c0,1,1,0,1,0,0,0,2.2699232102629643,0.3815932260361217,-0.1293900581215897,1.0193203519649523,"Mul(Abs(ZScore(Mean(account_position_divergence,3))),CSRank(log1p_listing_age_days))",observe_with_cap
cluster-9f93dfe8c10b183b,age|positioning,smooth_mul,age|positioning|smooth_mul|541dd55da124,1,1,0,1,0,0,0,2.2699232102629643,0.3815932260361217,-0.1293900581215897,1.0193203519649523,"Mul(CSRank(log1p_listing_age_days),Abs(ZScore(Mean(account_position_divergence,3))))",observe_with_cap
cluster-14e3228c96fd6e38,age|positioning,state_conditioned_signed,age|positioning|state_conditioned_signed|a51d2558c117,1,1,0,1,0,0,0,0.6271665237317879,0.7708088163133646,4.0434483689448,1.0323565009280726,"Mul(Sign(TSRank(sqrt_listing_age_days,4)),Sign(ZScore(Mean(account_position_divergence,3))))",observe_with_cap
cluster-65d8bea4ee815898,basis|open_interest,additive_composite,skeleton-9a2446218c0991db,1,1,0,0,0,1,0,3.4117435365675806,0.4603791919456904,0.531253091502065,1.5354436830854152,"Add(TSRank(mark_index_basis_bps,240),Decay(open_interest_value_change_24h,8))",ban_or_downweight
cluster-d971da1641567a0e,basis|open_interest,additive_composite,skeleton-5ba56e244be625c6,1,1,0,0,0,1,0,2.567698997240935,-0.46725205050455415,3.122645352753603,0.9909322415877826,"Add(Decay(mark_index_basis_bps,336),Abs(ZScore(open_interest_value_last)))",ban_or_downweight
cluster-c069ed413341c69f,basis|open_interest,additive_composite,skeleton-fed9e8352718094f,1,1,0,0,0,1,0,1.9224254555218905,0.6384961578550806,1.6068182047309045,1.0039313955236069,"Add(Decay(mark_trade_basis_bps,96),TSRank(open_interest_value_last,720))",ban_or_downweight
cluster-b59513a264c1feb7,basis|open_interest,additive_composite,skeleton-51f87c69a1e4ad1c,1,1,0,0,0,1,0,2.397563838492995,-0.7144062562423431,3.2988201196992653,1.030674966654597,"Add(Delta(mark_index_basis_bps,168),Delta(open_interest_value_last,120))",ban_or_downweight
cluster-c0ace2bf635d9cb7,basis|open_interest,additive_composite,skeleton-45980d21e2cca1c1,1,1,0,0,0,1,0,1.9522433154463479,-0.3836400800683735,2.4186643337778593,0.9929544378866457,"Add(Decay(mark_index_basis_bps,240),Sign(Delta(open_interest_value_mean,720)))",ban_or_downweight
