candidate_id,expression,objective_family,source_stage,field_families,fields,operator_signature,window_signature,skeleton_key,production_key,historical_source_ok,field_lineage_ok,pit_policy_ok,negative_control_attached,selected_for_family_balanced_preflight,preflight_decision,shared_pool_stage,control_modes
a7al2x3_23f49936bc301294,"Sub(ZScore(Delta(open_interest_last,168)),ZScore(Mean(mark_index_basis_bps,168)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_index_basis_bps,Delta|Mean|Sub|ZScore,168,skeleton-30d3ba252910d42c,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_index_basis_bps::Delta|Mean|Sub|ZScore::168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_4529f2a727b6c66c,"Sub(Rank(Mean(Delta(open_interest_last,168),168)),Rank(Mean(mark_index_basis_bps,168)))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_index_basis_bps,Delta|Mean|Rank|Sub,168,skeleton-361d7cd1c0a8b369,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_index_basis_bps::Delta|Mean|Rank|Sub::168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_35d4fbc6ca2699b6,"Add(ZScore(Delta(open_interest_last,168)),Neg(Rank(Mean(mark_index_basis_bps,336))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_index_basis_bps,Add|Delta|Mean|Neg|Rank|ZScore,168|336,skeleton-0f63c80be98e501f,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_index_basis_bps::Add|Delta|Mean|Neg|Rank|ZScore::168|336,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_c4069bf78415ab2e,"Add(ZScore(Delta(open_interest_last,24)),Neg(Rank(Mean(mark_index_basis_bps,24))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_index_basis_bps,Add|Delta|Mean|Neg|Rank|ZScore,24,skeleton-0f63c80be98e501f,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_index_basis_bps::Add|Delta|Mean|Neg|Rank|ZScore::24,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_4059c8d99e2021eb,"Add(ZScore(Delta(open_interest_last,168)),Neg(Rank(Mean(mark_index_basis_bps,24))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_index_basis_bps,Add|Delta|Mean|Neg|Rank|ZScore,24|168,skeleton-0f63c80be98e501f,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_index_basis_bps::Add|Delta|Mean|Neg|Rank|ZScore::24|168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_9733cada7099c087,"Add(ZScore(Delta(open_interest_last,24)),Neg(Rank(Mean(mark_index_basis_bps,336))))",F1_OI_basis_premium_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|mark_index_basis_bps,Add|Delta|Mean|Neg|Rank|ZScore,24|336,skeleton-0f63c80be98e501f,a7al2x3::F1_OI_basis_premium_interaction::open_interest_last|mark_index_basis_bps::Add|Delta|Mean|Neg|Rank|ZScore::24|336,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_dcf6359c32accfb4,"Mul(Clip(ZScore(Mean(funding_rate_abs_168h,168))),Sign(Delta(open_interest_last,168)))",F2_OI_funding_crowding_interaction,a7al2x3_family_balanced_dry_generation,funding|open_interest,open_interest_last|funding_rate_abs_168h,Clip|Delta|Mean|Mul|Sign|ZScore,168,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F2_OI_funding_crowding_interaction::open_interest_last|funding_rate_abs_168h::Clip|Delta|Mean|Mul|Sign|ZScore::168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_0bd3d497403b3991,"Add(ZScore(Delta(open_interest_last,168)),Neg(ZScore(Mean(funding_rate_abs_168h,168))))",F2_OI_funding_crowding_interaction,a7al2x3_family_balanced_dry_generation,funding|open_interest,open_interest_last|funding_rate_abs_168h,Add|Delta|Mean|Neg|ZScore,168,skeleton-35edb41b49f7651a,a7al2x3::F2_OI_funding_crowding_interaction::open_interest_last|funding_rate_abs_168h::Add|Delta|Mean|Neg|ZScore::168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_49318bc4563b3038,"Sub(Rank(Mean(Delta(open_interest_last,168),168)),Rank(Mean(funding_rate_abs_168h,168)))",F2_OI_funding_crowding_interaction,a7al2x3_family_balanced_dry_generation,funding|open_interest,open_interest_last|funding_rate_abs_168h,Delta|Mean|Rank|Sub,168,skeleton-361d7cd1c0a8b369,a7al2x3::F2_OI_funding_crowding_interaction::open_interest_last|funding_rate_abs_168h::Delta|Mean|Rank|Sub::168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_2a3e04a7ef01524d,"Mul(Rank(Delta(open_interest_last,168)),Abs(ZScore(Mean(funding_rate_abs_168h,168))))",F2_OI_funding_crowding_interaction,a7al2x3_family_balanced_dry_generation,funding|open_interest,open_interest_last|funding_rate_abs_168h,Abs|Delta|Mean|Mul|Rank|ZScore,168,skeleton-5efd121098fbebb2,a7al2x3::F2_OI_funding_crowding_interaction::open_interest_last|funding_rate_abs_168h::Abs|Delta|Mean|Mul|Rank|ZScore::168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_03902ab9f8781dff,"Mul(Clip(ZScore(Mean(funding_rate_abs_168h,168))),Sign(Delta(open_interest_last,336)))",F2_OI_funding_crowding_interaction,a7al2x3_family_balanced_dry_generation,funding|open_interest,open_interest_last|funding_rate_abs_168h,Clip|Delta|Mean|Mul|Sign|ZScore,168|336,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F2_OI_funding_crowding_interaction::open_interest_last|funding_rate_abs_168h::Clip|Delta|Mean|Mul|Sign|ZScore::168|336,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_9794f9f4dde82087,"Mul(Clip(ZScore(Mean(funding_rate_abs_168h,24))),Sign(Delta(open_interest_last,24)))",F2_OI_funding_crowding_interaction,a7al2x3_family_balanced_dry_generation,funding|open_interest,open_interest_last|funding_rate_abs_168h,Clip|Delta|Mean|Mul|Sign|ZScore,24,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F2_OI_funding_crowding_interaction::open_interest_last|funding_rate_abs_168h::Clip|Delta|Mean|Mul|Sign|ZScore::24,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_4ffc6837ac0783ef,"Mul(Clip(ZScore(Mean(funding_rate_abs_168h,24))),Sign(Delta(open_interest_last,168)))",F2_OI_funding_crowding_interaction,a7al2x3_family_balanced_dry_generation,funding|open_interest,open_interest_last|funding_rate_abs_168h,Clip|Delta|Mean|Mul|Sign|ZScore,24|168,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F2_OI_funding_crowding_interaction::open_interest_last|funding_rate_abs_168h::Clip|Delta|Mean|Mul|Sign|ZScore::24|168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_3453ef7a612e7a2f,"Mul(Clip(ZScore(Mean(funding_rate_abs_168h,336))),Sign(Delta(open_interest_last,24)))",F2_OI_funding_crowding_interaction,a7al2x3_family_balanced_dry_generation,funding|open_interest,open_interest_last|funding_rate_abs_168h,Clip|Delta|Mean|Mul|Sign|ZScore,24|336,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F2_OI_funding_crowding_interaction::open_interest_last|funding_rate_abs_168h::Clip|Delta|Mean|Mul|Sign|ZScore::24|336,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_93725c2d40077dd9,"Mul(Sign(Delta(top_long_short_account_ratio_last,168)),Rank(Delta(index_close,12)))",F3_positioning_divergence,a7al2x3_family_balanced_dry_generation,positioning|price,top_long_short_account_ratio_last|index_close,Delta|Mul|Rank|Sign,12|168,skeleton-57a021ebecabcc57,a7al2x3::F3_positioning_divergence::top_long_short_account_ratio_last|index_close::Delta|Mul|Rank|Sign::12|168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_afebb1f45f8929ea,"Sub(Rank(Mean(top_long_short_account_ratio_last,168)),Rank(Mean(global_long_short_account_ratio_last,168)))",F3_positioning_divergence,a7al2x3_family_balanced_dry_generation,positioning,top_long_short_account_ratio_last|global_long_short_account_ratio_last,Mean|Rank|Sub,168,skeleton-612ffe194eccb811,a7al2x3::F3_positioning_divergence::top_long_short_account_ratio_last|global_long_short_account_ratio_last::Mean|Rank|Sub::168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_0cff1969d14056bc,"Sub(ZScore(Mean(top_long_short_account_ratio_last,168)),ZScore(Mean(global_long_short_account_ratio_last,12)))",F3_positioning_divergence,a7al2x3_family_balanced_dry_generation,positioning,top_long_short_account_ratio_last|global_long_short_account_ratio_last,Mean|Sub|ZScore,12|168,skeleton-7762e3f46e546cc2,a7al2x3::F3_positioning_divergence::top_long_short_account_ratio_last|global_long_short_account_ratio_last::Mean|Sub|ZScore::12|168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_5d6c524b5728d76d,"Sub(Rank(Delta(top_long_short_account_ratio_last,168)),Rank(Delta(global_long_short_account_ratio_last,12)))",F3_positioning_divergence,a7al2x3_family_balanced_dry_generation,positioning,top_long_short_account_ratio_last|global_long_short_account_ratio_last,Delta|Rank|Sub,12|168,skeleton-8ad46b9059e6381f,a7al2x3::F3_positioning_divergence::top_long_short_account_ratio_last|global_long_short_account_ratio_last::Delta|Rank|Sub::12|168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_90f96f99f826374d,"Mul(Sign(Delta(top_long_short_account_ratio_last,24)),Rank(Delta(index_close,12)))",F3_positioning_divergence,a7al2x3_family_balanced_dry_generation,positioning|price,top_long_short_account_ratio_last|index_close,Delta|Mul|Rank|Sign,12|24,skeleton-57a021ebecabcc57,a7al2x3::F3_positioning_divergence::top_long_short_account_ratio_last|index_close::Delta|Mul|Rank|Sign::12|24,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_6f9b57cfb28def3d,"Mul(Sign(Delta(top_long_short_account_ratio_last,336)),Rank(Delta(index_close,12)))",F3_positioning_divergence,a7al2x3_family_balanced_dry_generation,positioning|price,top_long_short_account_ratio_last|index_close,Delta|Mul|Rank|Sign,12|336,skeleton-57a021ebecabcc57,a7al2x3::F3_positioning_divergence::top_long_short_account_ratio_last|index_close::Delta|Mul|Rank|Sign::12|336,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_da77f7acad8f2253,"Mul(Sign(Delta(top_long_short_account_ratio_last,48)),Rank(Delta(index_close,12)))",F3_positioning_divergence,a7al2x3_family_balanced_dry_generation,positioning|price,top_long_short_account_ratio_last|index_close,Delta|Mul|Rank|Sign,12|48,skeleton-57a021ebecabcc57,a7al2x3::F3_positioning_divergence::top_long_short_account_ratio_last|index_close::Delta|Mul|Rank|Sign::12|48,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_8cd55bb4dcd9ea8d,"Mul(Sign(Delta(top_long_short_account_ratio_last,72)),Rank(Delta(index_close,12)))",F3_positioning_divergence,a7al2x3_family_balanced_dry_generation,positioning|price,top_long_short_account_ratio_last|index_close,Delta|Mul|Rank|Sign,12|72,skeleton-57a021ebecabcc57,a7al2x3::F3_positioning_divergence::top_long_short_account_ratio_last|index_close::Delta|Mul|Rank|Sign::12|72,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_1fd71f89fcb97240,"Mul(Clip(ZScore(Mean(kline_taker_buy_quote_share,12))),Sign(Delta(open_interest_last,12)))",F4_OI_taker_flow_interaction,a7al2x3_family_balanced_dry_generation,open_interest|taker_flow,open_interest_last|kline_taker_buy_quote_share,Clip|Delta|Mean|Mul|Sign|ZScore,12,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F4_OI_taker_flow_interaction::open_interest_last|kline_taker_buy_quote_share::Clip|Delta|Mean|Mul|Sign|ZScore::12,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_a551e0d946a6abf3,"Sub(ZScore(Delta(open_interest_last,12)),ZScore(Mean(kline_taker_buy_quote_share,12)))",F4_OI_taker_flow_interaction,a7al2x3_family_balanced_dry_generation,open_interest|taker_flow,open_interest_last|kline_taker_buy_quote_share,Delta|Mean|Sub|ZScore,12,skeleton-30d3ba252910d42c,a7al2x3::F4_OI_taker_flow_interaction::open_interest_last|kline_taker_buy_quote_share::Delta|Mean|Sub|ZScore::12,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_9d7989b8d4655bf1,"Mul(Sign(Delta(open_interest_last,12)),Rank(Delta(kline_taker_buy_quote_share,12)))",F4_OI_taker_flow_interaction,a7al2x3_family_balanced_dry_generation,open_interest|taker_flow,open_interest_last|kline_taker_buy_quote_share,Delta|Mul|Rank|Sign,12,skeleton-57a021ebecabcc57,a7al2x3::F4_OI_taker_flow_interaction::open_interest_last|kline_taker_buy_quote_share::Delta|Mul|Rank|Sign::12,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_e5af54998a54bc71,"Add(ZScore(Delta(open_interest_last,12)),Neg(Rank(Delta(kline_taker_buy_quote_share,12))))",F4_OI_taker_flow_interaction,a7al2x3_family_balanced_dry_generation,open_interest|taker_flow,open_interest_last|kline_taker_buy_quote_share,Add|Delta|Neg|Rank|ZScore,12,skeleton-ae37e2737f6e97ed,a7al2x3::F4_OI_taker_flow_interaction::open_interest_last|kline_taker_buy_quote_share::Add|Delta|Neg|Rank|ZScore::12,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_694ea01b8dc33dd4,"Mul(Clip(ZScore(Mean(kline_taker_buy_quote_share,168))),Sign(Delta(open_interest_last,12)))",F4_OI_taker_flow_interaction,a7al2x3_family_balanced_dry_generation,open_interest|taker_flow,open_interest_last|kline_taker_buy_quote_share,Clip|Delta|Mean|Mul|Sign|ZScore,12|168,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F4_OI_taker_flow_interaction::open_interest_last|kline_taker_buy_quote_share::Clip|Delta|Mean|Mul|Sign|ZScore::12|168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_d44b1d21d537c838,"Mul(Clip(ZScore(Mean(kline_taker_buy_quote_share,12))),Sign(Delta(open_interest_last,24)))",F4_OI_taker_flow_interaction,a7al2x3_family_balanced_dry_generation,open_interest|taker_flow,open_interest_last|kline_taker_buy_quote_share,Clip|Delta|Mean|Mul|Sign|ZScore,12|24,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F4_OI_taker_flow_interaction::open_interest_last|kline_taker_buy_quote_share::Clip|Delta|Mean|Mul|Sign|ZScore::12|24,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_907e3c49019029cc,"Mul(Clip(ZScore(Mean(kline_taker_buy_quote_share,12))),Sign(Delta(open_interest_last,336)))",F4_OI_taker_flow_interaction,a7al2x3_family_balanced_dry_generation,open_interest|taker_flow,open_interest_last|kline_taker_buy_quote_share,Clip|Delta|Mean|Mul|Sign|ZScore,12|336,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F4_OI_taker_flow_interaction::open_interest_last|kline_taker_buy_quote_share::Clip|Delta|Mean|Mul|Sign|ZScore::12|336,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_7f6ff1bafbd2c316,"Mul(Clip(ZScore(Mean(kline_taker_buy_quote_share,12))),Sign(Delta(open_interest_last,48)))",F4_OI_taker_flow_interaction,a7al2x3_family_balanced_dry_generation,open_interest|taker_flow,open_interest_last|kline_taker_buy_quote_share,Clip|Delta|Mean|Mul|Sign|ZScore,12|48,skeleton-2f4edf4dd2dd7cdd,a7al2x3::F4_OI_taker_flow_interaction::open_interest_last|kline_taker_buy_quote_share::Clip|Delta|Mean|Mul|Sign|ZScore::12|48,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_9add29eae207e174,"GroupNeutralize(Rank(Delta(open_interest_last,168)),R5_basis_premium_dislocation_state)",F5_OI_upper_regime_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|R5_basis_premium_dislocation_state,Delta|GroupNeutralize|Rank,168,skeleton-048cc31a2e098314,a7al2x3::F5_OI_upper_regime_interaction::open_interest_last|R5_basis_premium_dislocation_state::Delta|GroupNeutralize|Rank::168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_d294deb3ca25cf27,"GroupNeutralize(Rank(Delta(open_interest_last,168)),R4_leverage_crowding_state)",F5_OI_upper_regime_interaction,a7al2x3_family_balanced_dry_generation,open_interest|upper_regime,open_interest_last|R4_leverage_crowding_state,Delta|GroupNeutralize|Rank,168,skeleton-0f5d6f26a06bb698,a7al2x3::F5_OI_upper_regime_interaction::open_interest_last|R4_leverage_crowding_state::Delta|GroupNeutralize|Rank::168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_c23082c0a63a46bd,"GroupNeutralize(Rank(Delta(open_interest_last,168)),R3_liquidity_cycle_state)",F5_OI_upper_regime_interaction,a7al2x3_family_balanced_dry_generation,open_interest|upper_regime,open_interest_last|R3_liquidity_cycle_state,Delta|GroupNeutralize|Rank,168,skeleton-2ebf4840176bb556,a7al2x3::F5_OI_upper_regime_interaction::open_interest_last|R3_liquidity_cycle_state::Delta|GroupNeutralize|Rank::168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
