candidate_id,family_id,split,split_pass_count,median_net_book_return,median_control_ratio
a7ffcore33_008,F1a_aggtrades_flow_microstructure,validation_2025H1,0,0.0015111779,2.995966
a7ffcore33_009,F2a_basis_funding_independent,recent_2026JanApr,0,0.0028293955,62.593845
a7ffcore33_009,F2a_basis_funding_independent,test_2025H2,0,0.012060653,15.524736
a7ffcore33_009,F2a_basis_funding_independent,validation_2025H1,0,-0.0025097518,10.348299
a7ffcore33_010,F2a_basis_funding_independent,recent_2026JanApr,0,-0.015416671,4.7041836
a7ffcore33_010,F2a_basis_funding_independent,test_2025H2,0,0.0033597164,70.9573
a7ffcore33_011,F2a_basis_funding_independent,recent_2026JanApr,0,-0.010238046,3.5913944
a7ffcore33_011,F2a_basis_funding_independent,test_2025H2,0,-0.008595808,9.574413
a7ffcore33_011,F2a_basis_funding_independent,train_2024,0,-0.096346684,1.0748583
a7ffcore33_011,F2a_basis_funding_independent,validation_2025H1,1,0.031477198,1.8133936
a7ffcore33_012,F1b_taker_flow_market_panel,recent_2026JanApr,0,-0.018733697,1.1447619
a7ffcore33_012,F1b_taker_flow_market_panel,test_2025H2,0,0.025002342,3.4831057
a7ffcore33_012,F1b_taker_flow_market_panel,train_2024,0,-0.0071221814,4.687437
a7ffcore33_012,F1b_taker_flow_market_panel,validation_2025H1,1,0.015456465,3.386306
a7ffcore33_013,F2a_basis_funding_independent,recent_2026JanApr,0,0.019930163,1.4991105
a7ffcore33_013,F2a_basis_funding_independent,test_2025H2,0,-0.029100206,4.5127096
a7ffcore33_013,F2a_basis_funding_independent,train_2024,0,-0.049393617,3.001745
a7ffcore33_013,F2a_basis_funding_independent,validation_2025H1,0,0.045842156,1.1918594
a7ffcore33_014,F1b_taker_flow_market_panel,recent_2026JanApr,0,-0.0056770034,15.823926
a7ffcore33_014,F1b_taker_flow_market_panel,test_2025H2,0,0.002882415,23.074007
a7ffcore33_015,F1a_aggtrades_flow_microstructure,recent_2026JanApr,0,-0.001334053,2.8332138
a7ffcore33_015,F1a_aggtrades_flow_microstructure,test_2025H2,0,-0.0015379819,1.3786899
a7ffcore33_015,F1a_aggtrades_flow_microstructure,train_2024,0,-0.0014850539,6.6756334
a7ffcore33_015,F1a_aggtrades_flow_microstructure,validation_2025H1,0,-0.0027581598,2.1407132
a7ffcore33_016,F1a_aggtrades_flow_microstructure,recent_2026JanApr,0,0.00033953026,6.9294343
a7ffcore33_016,F1a_aggtrades_flow_microstructure,test_2025H2,0,-0.0015922021,1.8133686
a7ffcore33_016,F1a_aggtrades_flow_microstructure,train_2024,0,0.0005254606,6.415927
a7ffcore33_016,F1a_aggtrades_flow_microstructure,validation_2025H1,0,0.0002506901,4.1676717
a7ffcore33_017,F1a_aggtrades_flow_microstructure,recent_2026JanApr,2,0.0003786903,1.704715
a7ffcore33_017,F1a_aggtrades_flow_microstructure,test_2025H2,0,-0.0023080865,1.2995318
a7ffcore33_017,F1a_aggtrades_flow_microstructure,train_2024,0,-0.0030843818,3.7219138
a7ffcore33_017,F1a_aggtrades_flow_microstructure,validation_2025H1,0,-0.0020955447,2.1039305
a7ffcore33_018,F1a_aggtrades_flow_microstructure,recent_2026JanApr,0,-0.00012264132,4.771617
a7ffcore33_018,F1a_aggtrades_flow_microstructure,test_2025H2,0,-0.0011090887,2.825986
a7ffcore33_018,F1a_aggtrades_flow_microstructure,train_2024,0,-0.00038379856,6.318507
a7ffcore33_018,F1a_aggtrades_flow_microstructure,validation_2025H1,0,-0.0013960195,1.6611781
a7ffcore33_019,F1b_taker_flow_market_panel,recent_2026JanApr,0,-0.0040473267,23.969063
a7ffcore33_019,F1b_taker_flow_market_panel,test_2025H2,0,-0.0017777162,34.356007
a7ffcore33_019,F1b_taker_flow_market_panel,validation_2025H1,0,0.0061601093,4.9473896
a7ffcore33_020,F1a_aggtrades_flow_microstructure,recent_2026JanApr,1,-5.1868315e-05,9.023396
a7ffcore33_020,F1a_aggtrades_flow_microstructure,test_2025H2,0,-0.0014807481,2.2497826
a7ffcore33_020,F1a_aggtrades_flow_microstructure,train_2024,0,-0.0048566638,2.5517478
a7ffcore33_020,F1a_aggtrades_flow_microstructure,validation_2025H1,0,-0.0029560127,1.4167297
