blueprint_id,expression,semantic_pair,motif,parse_ok,roundtrip_ok,rendered_expression,error,node_count,max_depth,field_count,operator_count,raw_inputs,operator_path
a7ff55r3_816cbed61d10f28e,"Delta(open_interest_value_mean,72)",open_interest_like,single,True,True,"Delta(open_interest_value_mean,72)",,3,2,1,1,open_interest_value_mean,Delta
a7ff55r3_1cd1275b06add886,"Mean(open_interest_value_mean,72)",open_interest_like,single,True,True,"Mean(open_interest_value_mean,72)",,3,2,1,1,open_interest_value_mean,Mean
a7ff55r3_4f85f576f1886f55,taker_buy_quote_volume,taker_flow_like,single,True,True,taker_buy_quote_volume,,1,1,1,0,taker_buy_quote_volume,
a7ff55r3_3e2ff5684ee3369c,"Delta(taker_buy_quote_volume,4)",taker_flow_like,single,True,True,"Delta(taker_buy_quote_volume,4)",,3,2,1,1,taker_buy_quote_volume,Delta
a7ff55r3_00de280dce6975f6,"Mean(taker_buy_quote_volume,4)",taker_flow_like,single,True,True,"Mean(taker_buy_quote_volume,4)",,3,2,1,1,taker_buy_quote_volume,Mean
a7ff55r3_4b47a6ae82d68fb9,"ZScore(Mean(taker_buy_quote_volume,4))",taker_flow_like,single,True,True,"ZScore(Mean(taker_buy_quote_volume,4))",,4,3,1,2,taker_buy_quote_volume,ZScore>Mean
a7ff55r3_5acedce2c1568639,"Delta(taker_buy_quote_volume,8)",taker_flow_like,single,True,True,"Delta(taker_buy_quote_volume,8)",,3,2,1,1,taker_buy_quote_volume,Delta
a7ff55r3_cccf7c8fe9252362,"Mean(taker_buy_quote_volume,8)",taker_flow_like,single,True,True,"Mean(taker_buy_quote_volume,8)",,3,2,1,1,taker_buy_quote_volume,Mean
a7ff55r3_819d8727cfab1057,"ZScore(Mean(taker_buy_quote_volume,8))",taker_flow_like,single,True,True,"ZScore(Mean(taker_buy_quote_volume,8))",,4,3,1,2,taker_buy_quote_volume,ZScore>Mean
a7ff55r3_0d7bf87453aa581b,"Delta(taker_buy_quote_volume,24)",taker_flow_like,single,True,True,"Delta(taker_buy_quote_volume,24)",,3,2,1,1,taker_buy_quote_volume,Delta
a7ff55r3_042fe037b105bd17,"Mean(taker_buy_quote_volume,24)",taker_flow_like,single,True,True,"Mean(taker_buy_quote_volume,24)",,3,2,1,1,taker_buy_quote_volume,Mean
a7ff55r3_dda10c6d7aa8ef90,"ZScore(Mean(taker_buy_quote_volume,24))",taker_flow_like,single,True,True,"ZScore(Mean(taker_buy_quote_volume,24))",,4,3,1,2,taker_buy_quote_volume,ZScore>Mean
a7ff55r3_66d5d4faeee64606,"Delta(taker_buy_quote_volume,72)",taker_flow_like,single,True,True,"Delta(taker_buy_quote_volume,72)",,3,2,1,1,taker_buy_quote_volume,Delta
a7ff55r3_0ef0d2c19c017b1b,"Mean(taker_buy_quote_volume,72)",taker_flow_like,single,True,True,"Mean(taker_buy_quote_volume,72)",,3,2,1,1,taker_buy_quote_volume,Mean
a7ff55r3_88ee09ec63ddd7ab,taker_buy_sell_volume_ratio_last,taker_flow_like,single,True,True,taker_buy_sell_volume_ratio_last,,1,1,1,0,taker_buy_sell_volume_ratio_last,
a7ff55r3_e0dbbb01940bf2ec,"Delta(taker_buy_sell_volume_ratio_last,4)",taker_flow_like,single,True,True,"Delta(taker_buy_sell_volume_ratio_last,4)",,3,2,1,1,taker_buy_sell_volume_ratio_last,Delta
a7ff55r3_469cf4ab6572ccdd,"Mean(taker_buy_sell_volume_ratio_last,4)",taker_flow_like,single,True,True,"Mean(taker_buy_sell_volume_ratio_last,4)",,3,2,1,1,taker_buy_sell_volume_ratio_last,Mean
a7ff55r3_fe9511b714d96c68,"ZScore(Mean(taker_buy_sell_volume_ratio_last,4))",taker_flow_like,single,True,True,"ZScore(Mean(taker_buy_sell_volume_ratio_last,4))",,4,3,1,2,taker_buy_sell_volume_ratio_last,ZScore>Mean
a7ff55r3_cfec59c20c8a3e6b,"Delta(taker_buy_sell_volume_ratio_last,8)",taker_flow_like,single,True,True,"Delta(taker_buy_sell_volume_ratio_last,8)",,3,2,1,1,taker_buy_sell_volume_ratio_last,Delta
a7ff55r3_006bd6b52d08b269,"Mean(taker_buy_sell_volume_ratio_last,8)",taker_flow_like,single,True,True,"Mean(taker_buy_sell_volume_ratio_last,8)",,3,2,1,1,taker_buy_sell_volume_ratio_last,Mean
a7ff55r3_d851888b8e735a0d,"ZScore(Mean(taker_buy_sell_volume_ratio_last,8))",taker_flow_like,single,True,True,"ZScore(Mean(taker_buy_sell_volume_ratio_last,8))",,4,3,1,2,taker_buy_sell_volume_ratio_last,ZScore>Mean
a7ff55r3_7529bf416638cfc4,"Delta(taker_buy_sell_volume_ratio_last,24)",taker_flow_like,single,True,True,"Delta(taker_buy_sell_volume_ratio_last,24)",,3,2,1,1,taker_buy_sell_volume_ratio_last,Delta
a7ff55r3_de84a73ee821606b,"Mean(taker_buy_sell_volume_ratio_last,24)",taker_flow_like,single,True,True,"Mean(taker_buy_sell_volume_ratio_last,24)",,3,2,1,1,taker_buy_sell_volume_ratio_last,Mean
a7ff55r3_f06178eabbdd575a,"ZScore(Mean(taker_buy_sell_volume_ratio_last,24))",taker_flow_like,single,True,True,"ZScore(Mean(taker_buy_sell_volume_ratio_last,24))",,4,3,1,2,taker_buy_sell_volume_ratio_last,ZScore>Mean
a7ff55r3_3a0e9749aa7715ab,"Delta(taker_buy_sell_volume_ratio_last,72)",taker_flow_like,single,True,True,"Delta(taker_buy_sell_volume_ratio_last,72)",,3,2,1,1,taker_buy_sell_volume_ratio_last,Delta
a7ff55r3_ba5ae69eba114f24,"Mean(taker_buy_sell_volume_ratio_last,72)",taker_flow_like,single,True,True,"Mean(taker_buy_sell_volume_ratio_last,72)",,3,2,1,1,taker_buy_sell_volume_ratio_last,Mean
a7ff55r3_36b648cbd00fd359,taker_buy_sell_volume_ratio_mean,taker_flow_like,single,True,True,taker_buy_sell_volume_ratio_mean,,1,1,1,0,taker_buy_sell_volume_ratio_mean,
a7ff55r3_618fb53973f8b965,"Delta(taker_buy_sell_volume_ratio_mean,4)",taker_flow_like,single,True,True,"Delta(taker_buy_sell_volume_ratio_mean,4)",,3,2,1,1,taker_buy_sell_volume_ratio_mean,Delta
a7ff55r3_f44c64458053b250,"Mean(taker_buy_sell_volume_ratio_mean,4)",taker_flow_like,single,True,True,"Mean(taker_buy_sell_volume_ratio_mean,4)",,3,2,1,1,taker_buy_sell_volume_ratio_mean,Mean
a7ff55r3_297e078a3393cd98,"ZScore(Mean(taker_buy_sell_volume_ratio_mean,4))",taker_flow_like,single,True,True,"ZScore(Mean(taker_buy_sell_volume_ratio_mean,4))",,4,3,1,2,taker_buy_sell_volume_ratio_mean,ZScore>Mean
a7ff55r3_e4960029108a299c,"Delta(taker_buy_sell_volume_ratio_mean,8)",taker_flow_like,single,True,True,"Delta(taker_buy_sell_volume_ratio_mean,8)",,3,2,1,1,taker_buy_sell_volume_ratio_mean,Delta
a7ff55r3_47aa38c6d5bcf563,"Mean(taker_buy_sell_volume_ratio_mean,8)",taker_flow_like,single,True,True,"Mean(taker_buy_sell_volume_ratio_mean,8)",,3,2,1,1,taker_buy_sell_volume_ratio_mean,Mean
a7ff55r3_2c4965dcf4811179,"ZScore(Mean(taker_buy_sell_volume_ratio_mean,8))",taker_flow_like,single,True,True,"ZScore(Mean(taker_buy_sell_volume_ratio_mean,8))",,4,3,1,2,taker_buy_sell_volume_ratio_mean,ZScore>Mean
a7ff55r3_e67dc215ee757f9f,"Delta(taker_buy_sell_volume_ratio_mean,24)",taker_flow_like,single,True,True,"Delta(taker_buy_sell_volume_ratio_mean,24)",,3,2,1,1,taker_buy_sell_volume_ratio_mean,Delta
a7ff55r3_3fadf9519959c448,"Mean(taker_buy_sell_volume_ratio_mean,24)",taker_flow_like,single,True,True,"Mean(taker_buy_sell_volume_ratio_mean,24)",,3,2,1,1,taker_buy_sell_volume_ratio_mean,Mean
a7ff55r3_9565182809ec76cb,"ZScore(Mean(taker_buy_sell_volume_ratio_mean,24))",taker_flow_like,single,True,True,"ZScore(Mean(taker_buy_sell_volume_ratio_mean,24))",,4,3,1,2,taker_buy_sell_volume_ratio_mean,ZScore>Mean
a7ff55r3_c10958c28b5fe198,"Delta(taker_buy_sell_volume_ratio_mean,72)",taker_flow_like,single,True,True,"Delta(taker_buy_sell_volume_ratio_mean,72)",,3,2,1,1,taker_buy_sell_volume_ratio_mean,Delta
a7ff55r3_b903d0b3300676e7,"Mean(taker_buy_sell_volume_ratio_mean,72)",taker_flow_like,single,True,True,"Mean(taker_buy_sell_volume_ratio_mean,72)",,3,2,1,1,taker_buy_sell_volume_ratio_mean,Mean
a7ff55r3_32ef23b1b1494541,trade_count,liquidity_like,single,True,True,trade_count,,1,1,1,0,trade_count,
a7ff55r3_0d2000ebd15b7032,"Delta(trade_count,4)",liquidity_like,single,True,True,"Delta(trade_count,4)",,3,2,1,1,trade_count,Delta
a7ff55r3_57375f2be61d85bf,"Mean(trade_count,4)",liquidity_like,single,True,True,"Mean(trade_count,4)",,3,2,1,1,trade_count,Mean
a7ff55r3_b6319e55bed865d7,"ZScore(Mean(trade_count,4))",liquidity_like,single,True,True,"ZScore(Mean(trade_count,4))",,4,3,1,2,trade_count,ZScore>Mean
a7ff55r3_161b740e47dbc95e,"Delta(trade_count,8)",liquidity_like,single,True,True,"Delta(trade_count,8)",,3,2,1,1,trade_count,Delta
a7ff55r3_161c4b258dc53c01,"Mean(trade_count,8)",liquidity_like,single,True,True,"Mean(trade_count,8)",,3,2,1,1,trade_count,Mean
a7ff55r3_c7bd20c1859368fe,"ZScore(Mean(trade_count,8))",liquidity_like,single,True,True,"ZScore(Mean(trade_count,8))",,4,3,1,2,trade_count,ZScore>Mean
a7ff55r3_d65b88576027c583,"Delta(trade_count,24)",liquidity_like,single,True,True,"Delta(trade_count,24)",,3,2,1,1,trade_count,Delta
a7ff55r3_5885f0c22b156df2,"Mean(trade_count,24)",liquidity_like,single,True,True,"Mean(trade_count,24)",,3,2,1,1,trade_count,Mean
a7ff55r3_620f368be88b1cad,"ZScore(Mean(trade_count,24))",liquidity_like,single,True,True,"ZScore(Mean(trade_count,24))",,4,3,1,2,trade_count,ZScore>Mean
a7ff55r3_4c817ac72ccefc81,"Delta(trade_count,72)",liquidity_like,single,True,True,"Delta(trade_count,72)",,3,2,1,1,trade_count,Delta
a7ff55r3_b44111aeb5a4f0f0,"Mean(trade_count,72)",liquidity_like,single,True,True,"Mean(trade_count,72)",,3,2,1,1,trade_count,Mean
a7ff55r3_bfcdb45ce0401481,trade_quote_volume,liquidity_like,single,True,True,trade_quote_volume,,1,1,1,0,trade_quote_volume,
a7ff55r3_a82c96426727d8a1,"Delta(trade_quote_volume,4)",liquidity_like,single,True,True,"Delta(trade_quote_volume,4)",,3,2,1,1,trade_quote_volume,Delta
a7ff55r3_2eb852791ae842a7,"Mean(trade_quote_volume,4)",liquidity_like,single,True,True,"Mean(trade_quote_volume,4)",,3,2,1,1,trade_quote_volume,Mean
a7ff55r3_7ab533ff6e92cce2,"ZScore(Mean(trade_quote_volume,4))",liquidity_like,single,True,True,"ZScore(Mean(trade_quote_volume,4))",,4,3,1,2,trade_quote_volume,ZScore>Mean
a7ff55r3_576e78e001d23f91,"Delta(trade_quote_volume,8)",liquidity_like,single,True,True,"Delta(trade_quote_volume,8)",,3,2,1,1,trade_quote_volume,Delta
a7ff55r3_dc78d04c1035bb7e,"Mean(trade_quote_volume,8)",liquidity_like,single,True,True,"Mean(trade_quote_volume,8)",,3,2,1,1,trade_quote_volume,Mean
a7ff55r3_7fd99f567a3e968a,"ZScore(Mean(trade_quote_volume,8))",liquidity_like,single,True,True,"ZScore(Mean(trade_quote_volume,8))",,4,3,1,2,trade_quote_volume,ZScore>Mean
a7ff55r3_c08a6ee85b3941f3,"Delta(trade_quote_volume,24)",liquidity_like,single,True,True,"Delta(trade_quote_volume,24)",,3,2,1,1,trade_quote_volume,Delta
a7ff55r3_da89968847378326,"Mean(trade_quote_volume,24)",liquidity_like,single,True,True,"Mean(trade_quote_volume,24)",,3,2,1,1,trade_quote_volume,Mean
a7ff55r3_10643f012f22b237,"ZScore(Mean(trade_quote_volume,24))",liquidity_like,single,True,True,"ZScore(Mean(trade_quote_volume,24))",,4,3,1,2,trade_quote_volume,ZScore>Mean
a7ff55r3_4513b00367b82490,"Delta(trade_quote_volume,72)",liquidity_like,single,True,True,"Delta(trade_quote_volume,72)",,3,2,1,1,trade_quote_volume,Delta
a7ff55r3_c6237b7f9ee13715,"Mean(trade_quote_volume,72)",liquidity_like,single,True,True,"Mean(trade_quote_volume,72)",,3,2,1,1,trade_quote_volume,Mean
a7ff55r3_892cb5d5a078a89a,trade_volume,liquidity_like,single,True,True,trade_volume,,1,1,1,0,trade_volume,
a7ff55r3_9d792a8390b54ac8,"Delta(trade_volume,4)",liquidity_like,single,True,True,"Delta(trade_volume,4)",,3,2,1,1,trade_volume,Delta
a7ff55r3_4b4fb24f86e233f2,"Mean(trade_volume,4)",liquidity_like,single,True,True,"Mean(trade_volume,4)",,3,2,1,1,trade_volume,Mean
a7ff55r3_7fc1a3a696fedba5,"ZScore(Mean(trade_volume,4))",liquidity_like,single,True,True,"ZScore(Mean(trade_volume,4))",,4,3,1,2,trade_volume,ZScore>Mean
a7ff55r3_047246911d3b2031,"Delta(trade_volume,8)",liquidity_like,single,True,True,"Delta(trade_volume,8)",,3,2,1,1,trade_volume,Delta
a7ff55r3_99d06b226a6bbbd5,"Mean(trade_volume,8)",liquidity_like,single,True,True,"Mean(trade_volume,8)",,3,2,1,1,trade_volume,Mean
a7ff55r3_31d075458211d71d,"ZScore(Mean(trade_volume,8))",liquidity_like,single,True,True,"ZScore(Mean(trade_volume,8))",,4,3,1,2,trade_volume,ZScore>Mean
a7ff55r3_384d196fd66fc4a7,"Delta(trade_volume,24)",liquidity_like,single,True,True,"Delta(trade_volume,24)",,3,2,1,1,trade_volume,Delta
a7ff55r3_6eee0822ca54571e,"Mean(trade_volume,24)",liquidity_like,single,True,True,"Mean(trade_volume,24)",,3,2,1,1,trade_volume,Mean
a7ff55r3_d18f98cd1d3661b9,"ZScore(Mean(trade_volume,24))",liquidity_like,single,True,True,"ZScore(Mean(trade_volume,24))",,4,3,1,2,trade_volume,ZScore>Mean
a7ff55r3_5d9042e844a0cec8,"Delta(trade_volume,72)",liquidity_like,single,True,True,"Delta(trade_volume,72)",,3,2,1,1,trade_volume,Delta
a7ff55r3_4248d2f6fe3b0f0c,"Mean(trade_volume,72)",liquidity_like,single,True,True,"Mean(trade_volume,72)",,3,2,1,1,trade_volume,Mean
a7ff55r3_ed6cee8c11091f22,age_x_liquidity,liquidity_like,single,True,True,age_x_liquidity,,1,1,1,0,age_x_liquidity,
a7ff55r3_53c7517c5d9a3f5f,"Delta(age_x_liquidity,4)",liquidity_like,single,True,True,"Delta(age_x_liquidity,4)",,3,2,1,1,age_x_liquidity,Delta
a7ff55r3_9e733f6330c59016,"Mean(age_x_liquidity,4)",liquidity_like,single,True,True,"Mean(age_x_liquidity,4)",,3,2,1,1,age_x_liquidity,Mean
a7ff55r3_277eebac43baf473,"ZScore(Mean(age_x_liquidity,4))",liquidity_like,single,True,True,"ZScore(Mean(age_x_liquidity,4))",,4,3,1,2,age_x_liquidity,ZScore>Mean
a7ff55r3_ed16b93221590940,"Delta(age_x_liquidity,8)",liquidity_like,single,True,True,"Delta(age_x_liquidity,8)",,3,2,1,1,age_x_liquidity,Delta
a7ff55r3_9a61b481387b8c03,"Mean(age_x_liquidity,8)",liquidity_like,single,True,True,"Mean(age_x_liquidity,8)",,3,2,1,1,age_x_liquidity,Mean
a7ff55r3_1c9200cea7950cb8,"ZScore(Mean(age_x_liquidity,8))",liquidity_like,single,True,True,"ZScore(Mean(age_x_liquidity,8))",,4,3,1,2,age_x_liquidity,ZScore>Mean
a7ff55r3_aed3d07b32a7c1f3,"Delta(age_x_liquidity,24)",liquidity_like,single,True,True,"Delta(age_x_liquidity,24)",,3,2,1,1,age_x_liquidity,Delta
a7ff55r3_eae0a033eac8194e,"Mean(age_x_liquidity,24)",liquidity_like,single,True,True,"Mean(age_x_liquidity,24)",,3,2,1,1,age_x_liquidity,Mean
a7ff55r3_6b255b1609fed6de,"ZScore(Mean(age_x_liquidity,24))",liquidity_like,single,True,True,"ZScore(Mean(age_x_liquidity,24))",,4,3,1,2,age_x_liquidity,ZScore>Mean
a7ff55r3_7ddfd882a3c2075f,"Delta(age_x_liquidity,72)",liquidity_like,single,True,True,"Delta(age_x_liquidity,72)",,3,2,1,1,age_x_liquidity,Delta
a7ff55r3_c2057e02a118fe92,"Mean(age_x_liquidity,72)",liquidity_like,single,True,True,"Mean(age_x_liquidity,72)",,3,2,1,1,age_x_liquidity,Mean
a7ff55r3_c70403f0bed79d17,liquidity_rank_active_universe,liquidity_like,single,True,True,liquidity_rank_active_universe,,1,1,1,0,liquidity_rank_active_universe,
a7ff55r3_1f314ed12c341ea5,"Delta(liquidity_rank_active_universe,4)",liquidity_like,single,True,True,"Delta(liquidity_rank_active_universe,4)",,3,2,1,1,liquidity_rank_active_universe,Delta
a7ff55r3_00439980e4a31870,"Mean(liquidity_rank_active_universe,4)",liquidity_like,single,True,True,"Mean(liquidity_rank_active_universe,4)",,3,2,1,1,liquidity_rank_active_universe,Mean
a7ff55r3_f46a2acc3a33042e,"ZScore(Mean(liquidity_rank_active_universe,4))",liquidity_like,single,True,True,"ZScore(Mean(liquidity_rank_active_universe,4))",,4,3,1,2,liquidity_rank_active_universe,ZScore>Mean
a7ff55r3_f60dae8df7ab3887,"Delta(liquidity_rank_active_universe,8)",liquidity_like,single,True,True,"Delta(liquidity_rank_active_universe,8)",,3,2,1,1,liquidity_rank_active_universe,Delta
a7ff55r3_26496c85242f3f61,"Mean(liquidity_rank_active_universe,8)",liquidity_like,single,True,True,"Mean(liquidity_rank_active_universe,8)",,3,2,1,1,liquidity_rank_active_universe,Mean
a7ff55r3_f28ae07c63216b58,"ZScore(Mean(liquidity_rank_active_universe,8))",liquidity_like,single,True,True,"ZScore(Mean(liquidity_rank_active_universe,8))",,4,3,1,2,liquidity_rank_active_universe,ZScore>Mean
a7ff55r3_327fcc8e57a38686,"Delta(liquidity_rank_active_universe,24)",liquidity_like,single,True,True,"Delta(liquidity_rank_active_universe,24)",,3,2,1,1,liquidity_rank_active_universe,Delta
a7ff55r3_69892dff1bbedc57,"Mean(liquidity_rank_active_universe,24)",liquidity_like,single,True,True,"Mean(liquidity_rank_active_universe,24)",,3,2,1,1,liquidity_rank_active_universe,Mean
a7ff55r3_6e0ab2c2a5cd8522,"ZScore(Mean(liquidity_rank_active_universe,24))",liquidity_like,single,True,True,"ZScore(Mean(liquidity_rank_active_universe,24))",,4,3,1,2,liquidity_rank_active_universe,ZScore>Mean
a7ff55r3_22fb1a05dcee9007,"Delta(liquidity_rank_active_universe,72)",liquidity_like,single,True,True,"Delta(liquidity_rank_active_universe,72)",,3,2,1,1,liquidity_rank_active_universe,Delta
a7ff55r3_f03412e89018d43c,"Mean(liquidity_rank_active_universe,72)",liquidity_like,single,True,True,"Mean(liquidity_rank_active_universe,72)",,3,2,1,1,liquidity_rank_active_universe,Mean
a7ff55r3_44906b7d8fc1b922,log_quote_volume_168h,liquidity_like,single,True,True,log_quote_volume_168h,,1,1,1,0,log_quote_volume_168h,
