seed_id,semantic_pair,operator,operator_origin,expression,materialization_status,rows,non_null_rows,finite_rows,nan_rows,inf_rows,active_rows,non_null_ratio,active_ratio,std,stale_signal,sign_flip_signal,time_shuffle_signal,symbol_shuffle_signal,stale_signal_corr,sign_flip_signal_corr,time_shuffle_signal_corr,symbol_shuffle_signal_corr
a7ffcore48se_0023,basis_premium_like|generic_numeric,Delta,native,"Mul(Delta(mark_trade_basis_bps,4),ZScore(Delta(source_metrics,4)))",pass,6949596,15447,15447,6934149,0,13920,0.002223,0.002003,16087.9598659055,15447,15447,15447,15399,0.999875381625274,-1.0,0.4798445342546164,-0.00018667456881595593
a7ffcore48se_0024,basis_premium_like|generic_numeric,Identity,native,"Mul(ZScore(index_close),Sign(Delta(is_forward_only,4)))",fail_inactive_or_empty,6949596,6937250,6937250,12346,0,0,0.998223,0.0,0.0,6937250,6937250,6925796,6916230,,,,
a7ffcore48se_0025,basis_premium_like|generic_numeric,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(index_close,4)),Sign(Delta(is_forward_only,4)))",fail_inactive_or_empty,6949596,6937156,6937156,12440,0,0,0.99821,0.0,0.0,6937156,6937156,6925702,6916136,,,,
a7ffcore48se_0026,basis_premium_like|generic_numeric,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(index_close,4)),ZScore(Mean(is_forward_only,16)))",fail_inactive_or_empty,6949596,0,0,6949596,0,0,0.0,0.0,,0,0,0,0,,,,
a7ffcore48se_0027,basis_premium_like|generic_numeric,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(index_close,4)),-3,3),Sign(Delta(is_forward_only,4)))",fail_inactive_or_empty,6949596,6937156,6937156,12440,0,0,0.99821,0.0,0.0,6937156,6937156,6925702,6916136,,,,
a7ffcore48se_0028,basis_premium_like|liquidity_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(index_close,4)),Sign(Delta(taker_buy_quote_volume,4)))",pass,6949596,6937156,6937156,12440,0,6932123,0.99821,0.997486,45.5182922284,6937156,6937156,6925702,6916136,0.36407966908129785,-0.9999999999999999,0.12412173802891631,0.00032653560688422585
a7ffcore48se_0029,basis_premium_like|liquidity_like,CSRank,native,"Mul(CSRank(mark_trade_basis_bps),Sign(Delta(taker_buy_quote_volume,4)))",pass,6949596,6944896,6944896,4700,0,6940660,0.999324,0.998714,0.5754660535,6944896,6944896,6933442,6923876,0.2209372975265219,-1.0,0.08516382132825061,0.20703895036244363
a7ffcore48se_0030,basis_premium_like|liquidity_like,Delta,native,"Mul(Delta(mark_trade_basis_bps,4),ZScore(Delta(taker_buy_quote_volume,4)))",pass,6949596,6944882,6944882,4714,0,6177599,0.999322,0.888915,237.5735316444,6944882,6944882,6933428,6923862,0.14398208282066746,-1.0,0.00030713285499450743,3.8087435081124097e-06
a7ffcore48se_0031,basis_premium_like|liquidity_like,Identity,native,"Mul(ZScore(index_close),Sign(Delta(taker_buy_quote_volume,4)))",pass,6949596,6937250,6937250,12346,0,6933538,0.998223,0.997689,0.9985696565,6937250,6937250,6925796,6916230,0.34182252795673296,-1.0,0.19346761767969495,-0.0013084490239697914
a7ffcore48se_0032,basis_premium_like|liquidity_like,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(index_close,4)),Sign(Delta(taker_buy_quote_volume,4)))",pass,6949596,6937156,6937156,12440,0,6933444,0.99821,0.997676,0.5783861824,6937156,6937156,6925702,6916136,0.26414256018742405,-1.0,0.08140500902603864,0.20164349804936837
a7ffcore48se_0033,basis_premium_like|liquidity_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(index_close,4)),ZScore(Mean(taker_buy_quote_volume,16)))",pass,6949596,6931917,6931917,17679,0,6931917,0.997456,0.997456,0.6968175762,6931917,6931917,6920463,6910908,0.9992007190125034,-1.0,0.9562888784601083,-0.000413937146061026
a7ffcore48se_0034,basis_premium_like|liquidity_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(index_close,4)),-3,3),Sign(Delta(taker_buy_quote_volume,4)))",pass,6949596,6937156,6937156,12440,0,6933444,0.99821,0.997676,0.2407616251,6937156,6937156,6925702,6916136,0.17939429462514817,-1.0,0.004472658858206257,0.006754352564269346
a7ffcore48se_0035,basis_premium_like|positioning_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(index_close,4)),Sign(Delta(open_interest_last,4)))",pass,6949596,6930678,6930678,18918,0,6929334,0.997278,0.997084,45.5384938702,6930678,6930678,6919224,6909672,0.5765007621495987,-1.0,0.033991238721724895,7.57621871670179e-05
a7ffcore48se_0036,basis_premium_like|positioning_like,CSRank,native,"Mul(CSRank(mark_trade_basis_bps),Sign(Delta(open_interest_last,4)))",pass,6949596,6937886,6937886,11710,0,6937863,0.998315,0.998312,0.5745503629,6937886,6937886,6926432,6916880,0.47001888973942896,-1.0,0.015283631591393596,0.019423544492306415
a7ffcore48se_0037,basis_premium_like|positioning_like,Delta,native,"Mul(Delta(mark_trade_basis_bps,4),ZScore(Delta(open_interest_last,4)))",pass,6949596,6937872,6937872,11724,0,6171448,0.998313,0.88803,19.3698876679,6937872,6937872,6926418,6916866,0.03297115949160966,-1.0,0.011116563793273438,-6.488504014247139e-05
a7ffcore48se_0038,basis_premium_like|positioning_like,Identity,native,"Mul(ZScore(index_close),Sign(Delta(open_interest_last,4)))",pass,6949596,6930772,6930772,18824,0,6930749,0.997291,0.997288,0.9988115061,6930772,6930772,6919318,6909766,0.6118422950567314,-1.0,0.040969865061316654,-8.791516973253373e-05
a7ffcore48se_0039,basis_premium_like|positioning_like,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(index_close,4)),Sign(Delta(open_interest_last,4)))",pass,6949596,6930678,6930678,18918,0,6930655,0.997278,0.997275,0.5780833466,6930678,6930678,6919224,6909672,0.5453796909876093,-1.0,0.016409218288331584,0.020324767622615723
a7ffcore48se_0040,basis_premium_like|positioning_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(index_close,4)),ZScore(Mean(open_interest_last,16)))",pass,6949596,6923355,6923355,26241,0,6923355,0.996224,0.996224,1.4179146243,6923355,6923355,6911901,6902371,0.9999984794761926,-0.9999999999999999,0.999572502895684,0.01102292713285105
a7ffcore48se_0041,basis_premium_like|positioning_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(index_close,4)),-3,3),Sign(Delta(open_interest_last,4)))",pass,6949596,6930678,6930678,18918,0,6930655,0.997278,0.997275,0.2408116859,6930678,6930678,6919224,6909672,0.34380477358980444,-0.9999999999999999,0.01868967650710641,0.0010245948205237238
a7ffcore48se_0042,basis_premium_like|price_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(index_close,4)),Sign(Delta(trade_return_1h,4)))",pass,6949596,6935682,6935682,13914,0,6915912,0.997998,0.995153,45.524216224,6935682,6935682,6924228,6914665,-0.013145722658031172,-1.0,-0.0036127945237333686,0.00044644358540517847
a7ffcore48se_0043,basis_premium_like|price_like,CSRank,native,"Mul(CSRank(mark_trade_basis_bps),Sign(Delta(trade_return_1h,4)))",pass,6949596,6943402,6943402,6194,0,6924358,0.999109,0.996368,0.5748544779,6943402,6943402,6931948,6922385,-0.012869184164042433,-0.9999999999999998,-0.005226122179878117,0.29564553596455373
a7ffcore48se_0044,basis_premium_like|price_like,Delta,native,"Mul(Delta(mark_trade_basis_bps,4),ZScore(Delta(trade_return_1h,4)))",pass,6949596,6943388,6943388,6208,0,6176375,0.999107,0.888739,481.4009563235,6943388,6943388,6931934,6922371,-0.2011595468658477,-1.0,-0.00036301237344666846,1.14457843733055e-05
a7ffcore48se_0045,basis_premium_like|price_like,Identity,native,"Mul(ZScore(index_close),Sign(Delta(trade_return_1h,4)))",pass,6949596,6935776,6935776,13820,0,6917286,0.998011,0.995351,0.9985875142,6935776,6935776,6924322,6914759,-0.02999143263414157,-1.0,-0.0037496599065377934,-0.0015110177144010241
a7ffcore48se_0046,basis_premium_like|price_like,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(index_close,4)),Sign(Delta(trade_return_1h,4)))",pass,6949596,6935682,6935682,13914,0,6917192,0.997998,0.995337,0.5769235834,6935682,6935682,6924228,6914665,-0.018360235462381344,-1.0,0.0020902253566462974,0.2860192987355493
a7ffcore48se_0047,basis_premium_like|price_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(index_close,4)),ZScore(Mean(trade_return_1h,16)))",pass,6949596,6923471,6923471,26125,0,6923471,0.996241,0.996241,1.4093887597,6923471,6923471,6912017,6902479,0.96559933491822,-0.9999999999999999,0.4984641604175159,0.001189908822670253
a7ffcore48se_0048,basis_premium_like|price_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(index_close,4)),-3,3),Sign(Delta(trade_return_1h,4)))",pass,6949596,6935682,6935682,13914,0,6917192,0.997998,0.995337,0.2407784408,6935682,6935682,6924228,6914665,-0.012575474726980153,-1.0,0.05416233595335678,0.00997544061880975
a7ffcore48se_0049,basis_premium_like|state_or_taxonomy,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(index_close,4)),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6932942,6932942,16654,0,6931621,0.997604,0.997414,45.5323074581,6932942,6932942,6921488,6911924,-0.006114861673656659,-1.0,-0.004804544389268386,0.00012415855152185247
a7ffcore48se_0050,basis_premium_like|state_or_taxonomy,CSRank,native,"Mul(CSRank(mark_trade_basis_bps),Sign(Delta(raw_latent_state_id,4)))",fail_inactive_or_empty,6949596,0,0,6949596,0,0,0.0,0.0,,0,0,0,0,,,,
a7ffcore48se_0051,basis_premium_like|state_or_taxonomy,Delta,native,"Mul(Delta(mark_trade_basis_bps,4),ZScore(Delta(raw_latent_state_id,4)))",fail_inactive_or_empty,6949596,0,0,6949596,0,0,0.0,0.0,,0,0,0,0,,,,
a7ffcore48se_0052,basis_premium_like|state_or_taxonomy,Identity,native,"Mul(ZScore(index_close),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6933036,6933036,16560,0,6933036,0.997617,0.997617,0.9988388678,6933036,6933036,6921582,6912018,0.008117072397638446,-1.0,0.004308148339407141,-0.0004762721012806859
a7ffcore48se_0053,basis_premium_like|state_or_taxonomy,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(index_close,4)),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6932942,6932942,16654,0,6932942,0.997604,0.997604,0.5784598813,6932942,6932942,6921488,6911924,0.014843219776418764,-1.0,0.001847319463486805,0.05851119158403788
a7ffcore48se_0054,basis_premium_like|state_or_taxonomy,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(index_close,4)),ZScore(Mean(kline_taker_buy_quote_share,16)))",pass,6949596,6924397,6924397,25199,0,6924397,0.996374,0.996374,1.3954025015,6924397,6924397,6912943,6903404,0.9766498365174524,-1.0,0.5631719301768425,0.003920636462417356
a7ffcore48se_0055,basis_premium_like|state_or_taxonomy,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(index_close,4)),-3,3),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6932942,6932942,16654,0,6932942,0.997604,0.997604,0.2408605005,6932942,6932942,6921488,6911924,-0.01208723555788777,-1.0,0.009365426757078696,0.001504516674194245
a7ffcore48se_0056,basis_premium_like|volatility_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(index_close,4)),Sign(Delta(realized_vol_168h,4)))",pass,6949596,6615412,6615412,334184,0,6610793,0.951913,0.951249,46.3406914804,6615412,6615412,6615412,6595040,0.6472910699463439,-1.0,0.14120709599807454,0.00025215566615992583
a7ffcore48se_0057,basis_premium_like|volatility_like,CSRank,native,"Mul(CSRank(mark_trade_basis_bps),Sign(Delta(realized_vol_168h,4)))",pass,6949596,6622192,6622192,327404,0,6618317,0.952889,0.952331,0.5755438736,6622192,6622192,6622192,6601820,0.502991699831077,-1.0,0.0792970936328042,0.22180934594390245
a7ffcore48se_0058,basis_premium_like|volatility_like,Delta,native,"Mul(Delta(mark_trade_basis_bps,4),ZScore(Delta(realized_vol_168h,4)))",pass,6949596,6622178,6622178,327418,0,5897801,0.952887,0.848654,778.6054409707,6622178,6622178,6622178,6601806,0.7477914513465664,-1.0,-0.0004334794430855839,1.275750300224787e-06
a7ffcore48se_0059,basis_premium_like|volatility_like,Identity,native,"Mul(ZScore(index_close),Sign(Delta(realized_vol_168h,4)))",pass,6949596,6615506,6615506,334090,0,6612107,0.951927,0.951438,0.9996396444,6615506,6615506,6615506,6595134,0.6264210511698772,-1.0,0.09612679257862265,-0.0011854473954399944
a7ffcore48se_0060,basis_premium_like|volatility_like,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(index_close,4)),Sign(Delta(realized_vol_168h,4)))",pass,6949596,6615412,6615412,334184,0,6612013,0.951913,0.951424,0.5785321934,6615412,6615412,6615412,6595040,0.5881124813629086,-1.0,0.07663676935107266,0.21155694929737992
a7ffcore48se_0061,basis_premium_like|volatility_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(index_close,4)),ZScore(Mean(realized_vol_168h,16)))",pass,6949596,6610173,6610173,339423,0,6610173,0.951159,0.951159,1.4610124608,6610173,6610173,6610173,6589812,0.9999319320711841,-1.0,0.9832944755970932,0.005798613775451762
a7ffcore48se_0062,basis_premium_like|volatility_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(index_close,4)),-3,3),Sign(Delta(realized_vol_168h,4)))",pass,6949596,6615412,6615412,334184,0,6612013,0.951913,0.951424,0.2422042326,6615412,6615412,6615412,6595040,0.38004285551936595,-1.0,0.0008252683545477693,0.007579002900035911
a7ffcore48se_0063,funding_like,AbsDelta,repaired_native_proxy,"Abs(Delta(funding_rate,4))",pass,6949596,1024018,1024018,5925578,0,516530,0.147349,0.074325,0.000611489,1024018,1024018,1024018,1023160,0.673715771108816,-1.0,0.2148941692898712,0.009288536622173521
a7ffcore48se_0064,funding_like,CSRank,native,CSRank(funding_rate),pass,6949596,1367167,1367167,5582429,0,1367167,0.196726,0.196726,0.2663132255,1367167,1367167,1367167,1364117,0.4668827524375004,-0.9999999999999998,0.5386340838149806,0.007295537689851882
a7ffcore48se_0065,funding_like,Delta,native,"Delta(funding_rate_abs_168h,4)",pass,6949596,3874619,3874619,3074977,0,2185496,0.557532,0.314478,2.29317e-05,3874619,3874619,3874619,3871706,0.9229479029774589,-1.0,0.22854328135449412,-6.590949718638938e-05
a7ffcore48se_0066,funding_like,Identity,native,ZScore(funding_rate),pass,6949596,1366052,1366052,5583544,0,1366052,0.196566,0.196566,0.9960200467,1366052,1366052,1366052,1363002,0.46857971088068073,-1.0,0.4136954091355803,0.00179711264458712
a7ffcore48se_0067,funding_like,SignedRankDelta,repaired_native_proxy,"CSRank(Delta(funding_rate,4))",pass,6949596,1024018,1024018,5925578,0,1024018,0.147349,0.147349,0.2636103736,1024018,1024018,1024018,1023160,0.4173651369347725,-0.9999999999999998,0.01354918480876054,-0.0030321510457003457
a7ffcore48se_0068,funding_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(funding_rate,4)),ZScore(Mean(funding_rate,16)))",pass,6949596,60508,60508,6889088,0,59313,0.008707,0.008535,0.533275097,60508,60508,60508,60346,0.8837798646815082,-1.0,-0.006299884525617214,-0.1696599187294816
a7ffcore48se_0069,funding_like,WinsorZ,repaired_native_proxy,"Clip(ZScore(Delta(funding_rate,4)),-3,3)",pass,6949596,1023190,1023190,5926406,0,1023190,0.14723,0.14723,0.612277782,1023190,1023190,1023190,1022332,0.47872735601461514,-1.0,0.012289268615669953,-4.926237038913056e-05
a7ffcore48se_0070,funding_like|funding_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(funding_rate,4)),Sign(Delta(funding_rate_abs_168h,4)))",pass,6949596,1015780,1015780,5933816,0,476216,0.146164,0.068524,0.0005946108,1015780,1015780,1015780,1014925,0.5299999898088356,-1.0,0.11869933005031158,0.002599760686241495
a7ffcore48se_0071,funding_like|funding_like,CSRank,native,"Mul(CSRank(funding_rate),Sign(Delta(funding_rate_abs_168h,4)))",pass,6949596,1016124,1016124,5933472,0,716606,0.146213,0.103115,0.4363170463,1016124,1016124,1016124,1015269,0.6753317238405507,-1.0,0.14587349663842167,0.028198083812668417
a7ffcore48se_0072,funding_like|funding_like,Delta,native,"Mul(Delta(funding_rate_abs_168h,4),ZScore(Delta(funding_rate_mean_168h,4)))",pass,6949596,3874619,3874619,3074977,0,2185438,0.557532,0.31447,0.0002471475,3874619,3874619,3874619,3871706,0.9096011949010073,-1.0,0.1580350844607613,-0.00046332691549143983
a7ffcore48se_0073,funding_like|funding_like,Identity,native,"Mul(ZScore(funding_rate),Sign(Delta(funding_rate_abs_168h,4)))",pass,6949596,1015036,1015036,5934560,0,715638,0.146057,0.102975,0.9969592722,1015036,1015036,1015036,1014181,0.4257986372432407,-0.9999999999999999,0.25793181342894794,0.0067800763538520895
a7ffcore48se_0074,funding_like|funding_like,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(funding_rate,4)),Sign(Delta(funding_rate_abs_168h,4)))",pass,6949596,1015780,1015780,5933816,0,716263,0.146164,0.103065,0.4884160193,1015780,1015780,1015780,1014925,0.7178198694647696,-1.0,0.12237830610662283,0.020649642029589087
a7ffcore48se_0075,funding_like|funding_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(funding_rate,4)),ZScore(Mean(funding_rate_abs_168h,16)))",pass,6949596,61572,61572,6888024,0,61572,0.00886,0.00886,3.2295647082,61572,61572,61572,61413,0.9968509892556431,-1.0,0.9382928039664873,-0.06064298893484089
a7ffcore48se_0076,funding_like|funding_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(funding_rate,4)),-3,3),Sign(Delta(funding_rate_abs_168h,4)))",pass,6949596,1014975,1014975,5934621,0,715509,0.146048,0.102957,0.5858104886,1014975,1014975,1014975,1014120,0.3942669818572157,-1.0,0.0302924290712276,0.009662420383142353
a7ffcore48se_0077,funding_like|generic_numeric,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(funding_rate,4)),Sign(Delta(gap_hours_recent_168h,4)))",pass,6949596,1021916,1021916,5927680,0,4,0.147047,1e-06,1.0088e-06,1021916,1021916,1021916,1021058,,-1.0,-2.791170277585939e-06,-3.5990034998883388e-06
a7ffcore48se_0078,funding_like|generic_numeric,CSRank,native,"Mul(CSRank(funding_rate),Sign(Delta(gap_hours_recent_168h,4)))",pass,6949596,1364110,1364110,5585486,0,19,0.196286,3e-06,0.002315134,1364110,1364110,1364110,1361064,,-1.0,-8.67035801461882e-07,-3.904114281146923e-08
a7ffcore48se_0079,funding_like|generic_numeric,Delta,native,"Mul(Delta(funding_rate_abs_168h,4),ZScore(Delta(gap_hours_recent_168h,4)))",pass,6949596,16179,16179,6933417,0,8792,0.002328,0.001265,0.0001474359,16179,16179,16179,16167,0.8737378619984355,-1.0,,-0.00036582593951262635
a7ffcore48se_0080,funding_like|generic_numeric,Identity,native,"Mul(ZScore(funding_rate),Sign(Delta(gap_hours_recent_168h,4)))",pass,6949596,1363001,1363001,5586595,0,19,0.196127,3e-06,0.0108088718,1363001,1363001,1363001,1359955,,-1.0,-1.7636200277823453e-07,-4.4799891310653437e-07
a7ffcore48se_0081,funding_like|generic_numeric,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(funding_rate,4)),Sign(Delta(gap_hours_recent_168h,4)))",pass,6949596,1021916,1021916,5927680,0,10,0.147047,1e-06,0.0021091915,1021916,1021916,1021916,1021058,,-1.0,-8.043736095424207e-06,-7.767704269476672e-06
