checkpoint_id,cell_id,candidate_decision,count
03,C0173,A7O_PILOT_REJECTED,1
03,C0174,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
03,C0174,A7O_PILOT_PRE_MAY_NEAR_MISS,1
03,C0175,A7O_PILOT_PRE_MAY_NEAR_MISS,1
03,C0175,A7O_PILOT_REJECTED,2
03,C0176,A7O_PILOT_PRE_MAY_NEAR_MISS,2
03,C0176,A7O_PILOT_REJECTED,1
03,C0177,A7O_PILOT_PRE_MAY_NEAR_MISS,3
03,C0178,A7O_PILOT_REJECTED,3
03,C0179,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
03,C0179,A7O_PILOT_REJECTED,1
03,C0180,A7O_PILOT_REJECTED,3
03,C0181,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
03,C0181,A7O_PILOT_REJECTED,2
03,C0182,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
03,C0182,A7O_PILOT_PRE_MAY_NEAR_MISS,1
03,C0182,A7O_PILOT_REJECTED,1
03,C0183,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
03,C0184,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
03,C0184,A7O_PILOT_REJECTED,1
03,C0185,NEGATIVE_CONTROL,3
03,C0186,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
03,C0187,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
03,C0188,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
03,C0188,A7O_PILOT_REJECTED,2
03,C0189,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
03,C0189,A7O_PILOT_PRE_MAY_NEAR_MISS,1
03,C0190,A7O_PILOT_PRE_MAY_NEAR_MISS,1
03,C0190,A7O_PILOT_REJECTED,2
03,C0191,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0192,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
04,C0192,A7O_PILOT_REJECTED,1
04,C0192,A7O_PILOT_RESEARCH_CANDIDATE,1
04,C0193,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
04,C0193,A7O_PILOT_PRE_MAY_NEAR_MISS,1
04,C0193,A7O_PILOT_REJECTED,1
04,C0194,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0195,A7O_PILOT_PRE_MAY_NEAR_MISS,1
04,C0195,A7O_PILOT_REJECTED,2
04,C0196,A7O_PILOT_REJECTED,3
04,C0197,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0198,NEGATIVE_CONTROL,3
04,C0199,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0200,A7O_PILOT_MAY_VETOED_NEAR_MISS,6
04,C0201,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
04,C0201,A7O_PILOT_REJECTED,2
04,C0202,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0203,A7O_PILOT_PRE_MAY_NEAR_MISS,2
04,C0203,A7O_PILOT_REJECTED,1
04,C0204,A7O_PILOT_REJECTED,3
04,C0205,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
04,C0205,A7O_PILOT_PRE_MAY_NEAR_MISS,1
04,C0205,A7O_PILOT_REJECTED,1
04,C0206,A7O_PILOT_PRE_MAY_NEAR_MISS,1
04,C0206,A7O_PILOT_REJECTED,2
04,C0207,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
04,C0207,A7O_PILOT_REJECTED,2
04,C0208,NEGATIVE_CONTROL,2
04,C0208,NEGATIVE_CONTROL_RESEARCH_LIKE_FAIL,1
04,C0209,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0210,A7O_PILOT_REJECTED,3
04,C0211,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
04,C0211,A7O_PILOT_REJECTED,1
04,C0212,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0213,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0214,A7O_PILOT_REJECTED,3
04,C0215,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0216,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
04,C0216,A7O_PILOT_PRE_MAY_NEAR_MISS,1
04,C0216,A7O_PILOT_RESEARCH_CANDIDATE,1
04,C0217,A7O_PILOT_PRE_MAY_NEAR_MISS,1
04,C0217,A7O_PILOT_REJECTED,2
04,C0218,NEGATIVE_CONTROL,3
04,C0219,A7O_PILOT_PRE_MAY_NEAR_MISS,1
04,C0219,A7O_PILOT_REJECTED,2
04,C0220,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0221,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0222,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0223,NEGATIVE_CONTROL,2
04,C0223,NEGATIVE_CONTROL_RESEARCH_LIKE_FAIL,1
04,C0224,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
04,C0224,A7O_PILOT_REJECTED,1
04,C0225,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
04,C0225,A7O_PILOT_PRE_MAY_NEAR_MISS,1
04,C0225,A7O_PILOT_REJECTED,1
04,C0226,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0227,A7O_PILOT_MAY_VETOED_NEAR_MISS,4
04,C0228,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
04,C0228,A7O_PILOT_REJECTED,1
04,C0229,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0230,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
04,C0230,A7O_PILOT_REJECTED,1
04,C0231,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0232,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0233,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
04,C0233,A7O_PILOT_PRE_MAY_NEAR_MISS,2
04,C0234,A7O_PILOT_PRE_MAY_NEAR_MISS,1
04,C0234,A7O_PILOT_REJECTED,1
04,C0234,A7O_PILOT_RESEARCH_CANDIDATE,1
04,C0235,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0236,NEGATIVE_CONTROL,3
04,C0237,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
04,C0237,A7O_PILOT_RESEARCH_CANDIDATE,1
04,C0238,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
04,C0238,A7O_PILOT_RESEARCH_CANDIDATE,1
04,C0239,A7O_PILOT_PRE_MAY_NEAR_MISS,1
04,C0239,A7O_PILOT_REJECTED,2
04,C0240,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
04,C0240,A7O_PILOT_REJECTED,1
04,C0241,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0242,A7O_PILOT_PRE_MAY_NEAR_MISS,2
04,C0242,A7O_PILOT_RESEARCH_CANDIDATE,1
04,C0243,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
04,C0243,A7O_PILOT_REJECTED,2
04,C0244,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
04,C0244,A7O_PILOT_PRE_MAY_NEAR_MISS,1
04,C0244,A7O_PILOT_REJECTED,1
04,C0245,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
04,C0245,A7O_PILOT_REJECTED,1
04,C0246,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
04,C0246,A7O_PILOT_RESEARCH_CANDIDATE,1
04,C0247,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
04,C0247,A7O_PILOT_RESEARCH_CANDIDATE,1
04,C0248,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
04,C0248,A7O_PILOT_PRE_MAY_NEAR_MISS,1
04,C0249,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
04,C0250,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
04,C0250,A7O_PILOT_PRE_MAY_NEAR_MISS,1
04,C0250,A7O_PILOT_REJECTED,1
04,C0251,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0252,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
04,C0254,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
04,C0254,A7O_PILOT_PRE_MAY_NEAR_MISS,1
04,C0255,A7O_PILOT_MAY_VETOED_NEAR_MISS,4
05,C0256,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
05,C0257,A7O_PILOT_REJECTED,3
05,C0258,A7O_PILOT_REJECTED,1
05,C0258,A7O_PILOT_RESEARCH_CANDIDATE,2
05,C0259,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
05,C0259,A7O_PILOT_REJECTED,1
05,C0259,A7O_PILOT_RESEARCH_CANDIDATE,1
05,C0260,A7O_PILOT_PRE_MAY_NEAR_MISS,2
05,C0260,A7O_PILOT_REJECTED,1
05,C0261,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
05,C0262,A7O_PILOT_MAY_VETOED_NEAR_MISS,5
05,C0263,A7O_PILOT_REJECTED,3
05,C0264,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0264,A7O_PILOT_REJECTED,2
05,C0265,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
05,C0265,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0265,A7O_PILOT_REJECTED,1
05,C0266,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0266,A7O_PILOT_REJECTED,2
05,C0267,A7O_PILOT_REJECTED,3
05,C0268,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
05,C0268,A7O_PILOT_REJECTED,1
05,C0269,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
05,C0269,A7O_PILOT_REJECTED,2
05,C0270,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
05,C0271,A7O_PILOT_REJECTED,2
05,C0271,A7O_PILOT_RESEARCH_CANDIDATE,1
05,C0272,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
05,C0273,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
05,C0273,A7O_PILOT_REJECTED,1
05,C0274,A7O_PILOT_REJECTED,2
05,C0274,A7O_PILOT_RESEARCH_CANDIDATE,1
05,C0275,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0275,A7O_PILOT_REJECTED,2
05,C0276,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
05,C0276,A7O_PILOT_REJECTED,1
05,C0277,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
05,C0278,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
05,C0279,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
05,C0279,A7O_PILOT_REJECTED,1
05,C0280,A7O_PILOT_MAY_VETOED_NEAR_MISS,5
05,C0281,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
05,C0282,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
05,C0282,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0282,A7O_PILOT_RESEARCH_CANDIDATE,1
05,C0283,NEGATIVE_CONTROL,3
05,C0284,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
05,C0284,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0284,A7O_PILOT_REJECTED,1
05,C0285,NEGATIVE_CONTROL,3
05,C0286,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
05,C0286,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0286,A7O_PILOT_REJECTED,1
05,C0287,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
05,C0287,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0287,A7O_PILOT_RESEARCH_CANDIDATE,1
05,C0288,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
05,C0288,A7O_PILOT_REJECTED,2
05,C0289,A7O_PILOT_MAY_VETOED_NEAR_MISS,5
05,C0290,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
05,C0290,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0291,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
05,C0291,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0292,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
05,C0292,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0293,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
05,C0293,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0293,A7O_PILOT_REJECTED,1
05,C0294,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0294,A7O_PILOT_REJECTED,2
05,C0295,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
05,C0295,A7O_PILOT_REJECTED,1
05,C0296,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0296,A7O_PILOT_REJECTED,2
05,C0297,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0297,A7O_PILOT_REJECTED,2
05,C0298,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
05,C0298,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0298,A7O_PILOT_REJECTED,1
05,C0299,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
05,C0299,A7O_PILOT_REJECTED,1
05,C0300,A7O_PILOT_REJECTED,3
05,C0301,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
05,C0301,A7O_PILOT_PRE_MAY_NEAR_MISS,2
05,C0302,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
05,C0303,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
05,C0304,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
05,C0304,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0304,A7O_PILOT_RESEARCH_CANDIDATE,1
05,C0305,A7O_PILOT_REJECTED,3
05,C0306,NEGATIVE_CONTROL,3
05,C0307,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
05,C0307,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0307,A7O_PILOT_REJECTED,1
05,C0308,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
05,C0309,A7O_PILOT_RESEARCH_CANDIDATE,3
05,C0310,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
05,C0311,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
05,C0312,NEGATIVE_CONTROL,3
05,C0314,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
05,C0316,A7O_PILOT_MAY_VETOED_NEAR_MISS,5
05,C0317,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
05,C0318,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
05,C0319,A7O_PILOT_PRE_MAY_NEAR_MISS,1
05,C0319,A7O_PILOT_REJECTED,2
06,C0320,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
06,C0320,A7O_PILOT_PRE_MAY_NEAR_MISS,1
06,C0321,A7O_PILOT_REJECTED,2
06,C0321,A7O_PILOT_RESEARCH_CANDIDATE,1
06,C0322,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
06,C0323,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
06,C0324,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
06,C0325,NEGATIVE_CONTROL,3
06,C0326,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
06,C0326,A7O_PILOT_PRE_MAY_NEAR_MISS,2
06,C0327,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
06,C0327,A7O_PILOT_PRE_MAY_NEAR_MISS,2
06,C0328,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
06,C0328,A7O_PILOT_PRE_MAY_NEAR_MISS,1
06,C0329,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
06,C0330,A7O_PILOT_PRE_MAY_NEAR_MISS,1
06,C0330,A7O_PILOT_REJECTED,1
06,C0330,A7O_PILOT_RESEARCH_CANDIDATE,1
06,C0331,A7O_PILOT_PRE_MAY_NEAR_MISS,1
06,C0331,A7O_PILOT_REJECTED,2
06,C0332,NEGATIVE_CONTROL,3
06,C0333,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
06,C0334,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
06,C0334,A7O_PILOT_PRE_MAY_NEAR_MISS,2
06,C0335,A7O_PILOT_REJECTED,3
06,C0336,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
06,C0336,A7O_PILOT_PRE_MAY_NEAR_MISS,1
06,C0337,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
06,C0337,A7O_PILOT_PRE_MAY_NEAR_MISS,1
06,C0338,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
06,C0339,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
06,C0340,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
06,C0340,A7O_PILOT_REJECTED,2
06,C0341,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
06,C0341,A7O_PILOT_PRE_MAY_NEAR_MISS,2
06,C0342,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
06,C0342,A7O_PILOT_RESEARCH_CANDIDATE,1
06,C0343,A7O_PILOT_MAY_VETOED_NEAR_MISS,4
06,C0343,A7O_PILOT_PRE_MAY_NEAR_MISS,1
06,C0343,A7O_PILOT_RESEARCH_CANDIDATE,1
06,C0344,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
06,C0344,A7O_PILOT_PRE_MAY_NEAR_MISS,3
06,C0345,A7O_PILOT_REJECTED,3
06,C0346,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
06,C0346,A7O_PILOT_REJECTED,2
06,C0347,A7O_PILOT_RESEARCH_CANDIDATE,4
06,C0348,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
06,C0348,A7O_PILOT_PRE_MAY_NEAR_MISS,2
06,C0349,A7O_PILOT_REJECTED,3
06,C0350,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
06,C0351,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
06,C0351,A7O_PILOT_REJECTED,1
06,C0352,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
06,C0353,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
06,C0354,A7O_PILOT_PRE_MAY_NEAR_MISS,2
06,C0354,A7O_PILOT_REJECTED,1
06,C0355,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
06,C0355,A7O_PILOT_RESEARCH_CANDIDATE,1
06,C0356,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
06,C0356,A7O_PILOT_REJECTED,1
06,C0357,NEGATIVE_CONTROL,1
06,C0358,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
06,C0358,A7O_PILOT_REJECTED,1
06,C0358,A7O_PILOT_RESEARCH_CANDIDATE,1
06,C0359,A7O_PILOT_REJECTED,3
06,C0360,A7O_PILOT_MAY_VETOED_NEAR_MISS,7
06,C0360,A7O_PILOT_PRE_MAY_NEAR_MISS,2
06,C0361,A7O_PILOT_MAY_VETOED_NEAR_MISS,4
06,C0361,A7O_PILOT_PRE_MAY_NEAR_MISS,1
06,C0362,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
06,C0362,A7O_PILOT_REJECTED,2
06,C0363,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
06,C0364,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
06,C0367,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
06,C0367,A7O_PILOT_PRE_MAY_NEAR_MISS,2
06,C0368,A7O_PILOT_MAY_VETOED_NEAR_MISS,6
06,C0368,A7O_PILOT_PRE_MAY_NEAR_MISS,1
06,C0368,A7O_PILOT_RESEARCH_CANDIDATE,1
06,C0369,A7O_PILOT_MAY_VETOED_NEAR_MISS,3
06,C0370,A7O_PILOT_MAY_VETOED_NEAR_MISS,5
06,C0371,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
06,C0371,A7O_PILOT_PRE_MAY_NEAR_MISS,1
06,C0372,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
06,C0372,A7O_PILOT_PRE_MAY_NEAR_MISS,1
06,C0372,A7O_PILOT_RESEARCH_CANDIDATE,1
06,C0373,A7O_PILOT_REJECTED,3
06,C0374,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
06,C0374,A7O_PILOT_PRE_MAY_NEAR_MISS,1
06,C0374,A7O_PILOT_REJECTED,1
06,C0375,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
06,C0375,A7O_PILOT_PRE_MAY_NEAR_MISS,1
06,C0375,A7O_PILOT_RESEARCH_CANDIDATE,1
06,C0380,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
06,C0380,A7O_PILOT_REJECTED,1
06,C0381,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
06,C0381,A7O_PILOT_REJECTED,1
06,C0382,NEGATIVE_CONTROL,3
06,C0383,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
06,C0383,A7O_PILOT_PRE_MAY_NEAR_MISS,1
06,C0383,A7O_PILOT_REJECTED,1
