candidate_id,interval,horizon,motif_family,expression,full_recent_ls,best_low_order_name,best_low_order_expression,best_low_order_recent_ls,marginal_ls,ablation_pass
crypto_a1_5m_6_price_funding_state_16a24ac9b137,5m,6,price_funding_state,"Mul(Rank(ret_6),ZScore(latest_known_funding_rate))",1.0879307895099577,B,Rank(ret_6),2.119769640620751,-1.0318388511107932,False
crypto_a1_5m_6_price_funding_state_5fee409f09cb,5m,6,price_funding_state,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",0.7234064190395153,B,Rank(ret_6),2.119769640620751,-1.3963632215812356,False
crypto_a1_5m_6_price_funding_state_5e68f197cc9e,5m,6,price_funding_state,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))",0.9839785192500768,B,Rank(ret_3),1.8457314813091648,-0.8617529620590879,False
crypto_a1_5m_6_price_funding_state_62e212ef4bb9,5m,6,price_funding_state,"Mul(Rank(ret_3),ZScore(funding_rate_persistence_3))",0.7825227136729992,B,Rank(ret_3),1.8457314813091648,-1.0632087676361657,False
crypto_a1_5m_6_price_funding_state_8511f1afe71d,5m,6,price_funding_state,"Mul(Rank(ret_12),ZScore(latest_known_funding_rate))",1.0958211256149923,B,Rank(ret_12),1.770905191829617,-0.6750840662146247,False
crypto_a1_5m_6_price_funding_state_9e0adc9cd285,5m,6,price_funding_state,"Mul(Rank(ret_12),ZScore(funding_rate_persistence_3))",0.7313900954901619,B,Rank(ret_12),1.770905191829617,-1.0395150963394553,False
crypto_a1_5m_6_basis_funding_state_fa5d0f0db105,5m,6,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",0.831805552195654,B,Rank(mark_index_ratio),0.7974244984275626,0.03438105376809142,True
crypto_a1_5m_6_basis_funding_state_160d9862d4b2,5m,6,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",0.5079122977828049,B,Rank(mark_index_ratio),0.7974244984275626,-0.2895122006447577,False
crypto_a1_5m_6_basis_funding_state_501f50c740ea,5m,6,basis_funding_state,"Mul(Rank(premium_index),ZScore(latest_known_funding_rate))",0.6500368173942027,B,Rank(premium_index),0.6934560962434198,-0.043419278849217036,False
crypto_a1_5m_6_basis_funding_state_e24eb99eeead,5m,6,basis_funding_state,"Mul(Rank(premium_index),ZScore(funding_rate_persistence_3))",0.5265436382422887,B,Rank(premium_index),0.6934560962434198,-0.16691245800113108,False
crypto_a1_5m_6_momentum_volatility_state_421160228649,5m,6,momentum_volatility_state,"Mul(Rank(ret_6),ZScore(quote_volume_mean_24))",0.9015284075594155,B,Rank(ret_6),2.119769640620751,-1.2182412330613355,False
crypto_a1_5m_6_momentum_volatility_state_57d537586ce9,5m,6,momentum_volatility_state,"Mul(Rank(ret_3),ZScore(quote_volume_mean_24))",0.7862409616502914,B,Rank(ret_3),1.8457314813091648,-1.0594905196588733,False
crypto_a1_5m_6_momentum_liquidity_state_761475c0582a,5m,6,momentum_liquidity_state,"Mul(Rank(ret_6),ZScore(avg_trade_size_quote))",0.8426997048477781,B,Rank(ret_6),2.119769640620751,-1.277069935772973,False
crypto_a1_5m_6_momentum_liquidity_state_306080f260ec,5m,6,momentum_liquidity_state,"Mul(Rank(ret_3),ZScore(avg_trade_size_quote))",0.7245375147805436,B,Rank(ret_3),1.8457314813091648,-1.121193966528621,False
crypto_a1_5m_12_price_basis_confirmation_b9931680b9ab,5m,12,price_basis_confirmation,"Mul(Rank(ret_6),Rank(premium_index))",1.0867639406529674,B,Rank(ret_6),1.3044930776296204,-0.21772913697665297,False
crypto_a1_5m_12_price_basis_confirmation_890e24a23432,5m,12,price_basis_confirmation,"Mul(Rank(ret_6),Rank(mark_index_ratio))",1.0958656842462742,B,Rank(ret_6),1.3044930776296204,-0.20862739338334624,False
crypto_a1_5m_12_price_basis_confirmation_0aaa53790f21,5m,12,price_basis_confirmation,"Mul(Rank(ret_24),Rank(premium_index))",0.9915125515698476,B,Rank(ret_24),1.2621097750254913,-0.27059722345564363,False
crypto_a1_5m_12_price_basis_confirmation_9694040c5917,5m,12,price_basis_confirmation,"Mul(Rank(ret_24),Rank(mark_index_ratio))",0.9831382879141014,B,Rank(ret_24),1.2621097750254913,-0.27897148711138986,False
crypto_a1_5m_12_price_basis_confirmation_14a2e9170773,5m,12,price_basis_confirmation,"Mul(Rank(ret_3),Rank(premium_index))",1.0432747342987423,B,Rank(ret_3),1.0643549317455687,-0.021080197446826432,False
crypto_a1_5m_12_price_basis_confirmation_4bb0297624ef,5m,12,price_basis_confirmation,"Mul(Rank(ret_3),Rank(mark_index_ratio))",1.0057103055201395,B,Rank(ret_3),1.0643549317455687,-0.05864462622542921,False
crypto_a1_5m_12_price_funding_state_8bb3bb249f5e,5m,12,price_funding_state,"Mul(Rank(ret_6),ZScore(latest_known_funding_rate))",1.0474128874325703,B,Rank(ret_6),1.3044930776296204,-0.2570801901970501,False
crypto_a1_5m_12_price_funding_state_4dcabe2f786c,5m,12,price_funding_state,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",0.6535424207897258,B,Rank(ret_6),1.3044930776296204,-0.6509506568398946,False
crypto_a1_5m_12_price_funding_state_b987e15a2541,5m,12,price_funding_state,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",1.11994226175678,B,Rank(ret_24),1.2621097750254913,-0.14216751326871124,False
crypto_a1_5m_12_price_funding_state_ddb018e8ec4e,5m,12,price_funding_state,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",0.7517639272873656,B,Rank(ret_24),1.2621097750254913,-0.5103458477381256,False
crypto_a1_5m_12_price_funding_state_0d824710e2ba,5m,12,price_funding_state,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))",1.010004672749884,B,Rank(ret_3),1.0643549317455687,-0.0543502589956848,False
crypto_a1_5m_12_price_funding_state_d6df2119f39b,5m,12,price_funding_state,"Mul(Rank(ret_3),ZScore(funding_rate_persistence_3))",0.7061014943869851,B,Rank(ret_3),1.0643549317455687,-0.3582534373585836,False
crypto_a1_5m_12_basis_funding_state_e0c6530f2b88,5m,12,basis_funding_state,"Mul(Rank(premium_index),ZScore(latest_known_funding_rate))",0.7599336581741557,B,Rank(premium_index),0.4096461172926223,0.3502875408815334,True
crypto_a1_5m_12_basis_funding_state_cbee5c288251,5m,12,basis_funding_state,"Mul(Rank(premium_index),ZScore(funding_rate_persistence_3))",0.5541127919837643,B,Rank(premium_index),0.4096461172926223,0.144466674691142,True
crypto_a1_5m_12_basis_funding_state_2ea8bfaaf660,5m,12,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",0.8369857457135357,B,Rank(mark_index_ratio),0.3896578421496509,0.4473279035638848,True
crypto_a1_5m_12_basis_funding_state_27c735d68144,5m,12,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",0.4603721985608542,B,Rank(mark_index_ratio),0.3896578421496509,0.07071435641120333,True
crypto_a1_5m_12_momentum_volatility_state_81c3e1cb2b02,5m,12,momentum_volatility_state,"Mul(Rank(ret_6),ZScore(realized_vol_24))",0.3485181079745231,B,Rank(ret_6),1.3044930776296204,-0.9559749696550973,False
crypto_a1_5m_12_momentum_liquidity_state_131fc257f419,5m,12,momentum_liquidity_state,"Mul(Rank(ret_6),ZScore(avg_trade_size_quote))",0.5972656663282708,B,Rank(ret_6),1.3044930776296204,-0.7072274113013496,False
crypto_a1_5m_12_momentum_liquidity_state_fab70a94b4e5,5m,12,momentum_liquidity_state,"Mul(Rank(ret_24),ZScore(avg_trade_size_quote))",0.6544768086065378,B,Rank(ret_24),1.2621097750254913,-0.6076329664189535,False
