candidate_id,expression,objective_family,source_stage,field_families,fields,operator_signature,window_signature,skeleton_key,production_key,historical_source_ok,field_lineage_ok,pit_policy_ok,negative_control_attached,selected_for_family_balanced_preflight,preflight_decision,shared_pool_stage,control_modes
a7al2x3_20ce9622602f2b99,"Sub(Rank(Mean(Delta(open_interest_last,12),168)),Rank(Mean(Delta(index_close,168),168)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Mean|Rank|Sub,12|168,skeleton-97885bc9cf5b75ae,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Mean|Rank|Sub::12|168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_4073c608c5404d2a,"Add(ZScore(Delta(open_interest_last,12)),Neg(ZScore(Delta(index_close,168))))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Add|Delta|Neg|ZScore,12|168,skeleton-ce90f730823c326b,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Add|Delta|Neg|ZScore::12|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_37f57fd03d3ee536,"Sub(Abs(ZScore(Delta(open_interest_last,12))),Abs(ZScore(Delta(index_close,168))))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Abs|Delta|Sub|ZScore,12|168,skeleton-df45a983764233a6,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Abs|Delta|Sub|ZScore::12|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_44b07e04830935dd,"Mul(Clip(ZScore(Delta(open_interest_last,12))),Sign(Delta(index_close,168)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Clip|Delta|Mul|Sign|ZScore,12|168,skeleton-feb27d2488d27cee,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Clip|Delta|Mul|Sign|ZScore::12|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_85e39b3776e13ab2,"Mul(Winsor(ZScore(Delta(open_interest_last,12))),Winsor(ZScore(Delta(index_close,168))))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Mul|Winsor|ZScore,12|168,skeleton-0f95d494e3163e7b,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Mul|Winsor|ZScore::12|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_26143fbe9397b8d0,"Mul(Sign(Delta(open_interest_last,168)),Rank(Delta(index_close,12)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Mul|Rank|Sign,12|168,skeleton-57a021ebecabcc57,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Mul|Rank|Sign::12|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_892fc34585cdaadc,"Sub(ZScore(Delta(open_interest_last,12)),ZScore(Delta(index_close,168)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Sub|ZScore,12|168,skeleton-7bb80280bed53044,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Sub|ZScore::12|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_9bf3c28580c0d41c,"Sub(Rank(Mean(Delta(open_interest_last,168),168)),Rank(Mean(Delta(index_close,12),168)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Mean|Rank|Sub,12|168,skeleton-97885bc9cf5b75ae,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Mean|Rank|Sub::12|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_7b754353fb61df70,"Add(ZScore(Delta(open_interest_last,168)),Neg(ZScore(Delta(index_close,12))))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Add|Delta|Neg|ZScore,12|168,skeleton-ce90f730823c326b,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Add|Delta|Neg|ZScore::12|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_f8ba322478d7a851,"Sub(Abs(ZScore(Delta(open_interest_last,168))),Abs(ZScore(Delta(index_close,12))))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Abs|Delta|Sub|ZScore,12|168,skeleton-df45a983764233a6,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Abs|Delta|Sub|ZScore::12|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_cf7d871c42762a5c,"Mul(Clip(ZScore(Delta(open_interest_last,168))),Sign(Delta(index_close,12)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Clip|Delta|Mul|Sign|ZScore,12|168,skeleton-feb27d2488d27cee,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Clip|Delta|Mul|Sign|ZScore::12|168,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_93c3678f22a08669,"Mul(Winsor(ZScore(Delta(open_interest_last,24))),Winsor(ZScore(Delta(index_close,12))))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Mul|Winsor|ZScore,12|24,skeleton-0f95d494e3163e7b,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Mul|Winsor|ZScore::12|24,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_3059961b27c76009,"Mul(Sign(Delta(open_interest_last,24)),Rank(Delta(index_close,12)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Mul|Rank|Sign,12|24,skeleton-57a021ebecabcc57,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Mul|Rank|Sign::12|24,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_938c8de15beb9e29,"Sub(ZScore(Delta(open_interest_last,12)),ZScore(Delta(index_close,24)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Sub|ZScore,12|24,skeleton-7bb80280bed53044,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Sub|ZScore::12|24,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_663a5ea1a6e2a66d,"Sub(Rank(Mean(Delta(open_interest_last,12),24)),Rank(Mean(Delta(index_close,24),24)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Mean|Rank|Sub,12|24,skeleton-97885bc9cf5b75ae,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Mean|Rank|Sub::12|24,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_91b0e7f1ebde7cfc,"Add(ZScore(Delta(open_interest_last,24)),Neg(ZScore(Delta(index_close,12))))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Add|Delta|Neg|ZScore,12|24,skeleton-ce90f730823c326b,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Add|Delta|Neg|ZScore::12|24,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_17dc1751697bfe31,"Sub(Abs(ZScore(Delta(open_interest_last,12))),Abs(ZScore(Delta(index_close,24))))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Abs|Delta|Sub|ZScore,12|24,skeleton-df45a983764233a6,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Abs|Delta|Sub|ZScore::12|24,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_3ad1dec32c264c31,"Mul(Clip(ZScore(Delta(open_interest_last,24))),Sign(Delta(index_close,12)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Clip|Delta|Mul|Sign|ZScore,12|24,skeleton-feb27d2488d27cee,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Clip|Delta|Mul|Sign|ZScore::12|24,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_ff92133ceefc6c10,"Mul(Winsor(ZScore(Delta(open_interest_last,12))),Winsor(ZScore(Delta(index_close,24))))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Mul|Winsor|ZScore,12|24,skeleton-0f95d494e3163e7b,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Mul|Winsor|ZScore::12|24,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_7c2a8627151b23d9,"Mul(Sign(Delta(open_interest_last,12)),Rank(Delta(index_close,24)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Mul|Rank|Sign,12|24,skeleton-57a021ebecabcc57,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Mul|Rank|Sign::12|24,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_970a62330f3f9e10,"Sub(ZScore(Delta(open_interest_last,24)),ZScore(Delta(index_close,12)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Sub|ZScore,12|24,skeleton-7bb80280bed53044,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Sub|ZScore::12|24,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_6ba7054ade1d75d9,"Sub(Rank(Mean(Delta(open_interest_last,24),24)),Rank(Mean(Delta(index_close,12),24)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Mean|Rank|Sub,12|24,skeleton-97885bc9cf5b75ae,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Mean|Rank|Sub::12|24,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_be148bb338cbfcb9,"Add(ZScore(Delta(open_interest_last,12)),Neg(ZScore(Delta(index_close,24))))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Add|Delta|Neg|ZScore,12|24,skeleton-ce90f730823c326b,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Add|Delta|Neg|ZScore::12|24,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_ce39af745f3c7576,"Sub(Abs(ZScore(Delta(open_interest_last,24))),Abs(ZScore(Delta(index_close,12))))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Abs|Delta|Sub|ZScore,12|24,skeleton-df45a983764233a6,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Abs|Delta|Sub|ZScore::12|24,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_7c929d7188041e3d,"Mul(Clip(ZScore(Delta(open_interest_last,12))),Sign(Delta(index_close,24)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Clip|Delta|Mul|Sign|ZScore,12|24,skeleton-feb27d2488d27cee,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Clip|Delta|Mul|Sign|ZScore::12|24,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_4cd7689ef5bcda11,"Mul(Winsor(ZScore(Delta(open_interest_last,12))),Winsor(ZScore(Delta(index_close,336))))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Mul|Winsor|ZScore,12|336,skeleton-0f95d494e3163e7b,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Mul|Winsor|ZScore::12|336,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_0e80d16577ac1dd9,"Mul(Sign(Delta(open_interest_last,12)),Rank(Delta(index_close,336)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Mul|Rank|Sign,12|336,skeleton-57a021ebecabcc57,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Mul|Rank|Sign::12|336,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_61dfe18f6d7e10a9,"Sub(ZScore(Delta(open_interest_last,12)),ZScore(Delta(index_close,336)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Sub|ZScore,12|336,skeleton-7bb80280bed53044,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Sub|ZScore::12|336,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_95dfb2b3cb785ab9,"Sub(Rank(Mean(Delta(open_interest_last,336),336)),Rank(Mean(Delta(index_close,12),336)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Mean|Rank|Sub,12|336,skeleton-97885bc9cf5b75ae,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Mean|Rank|Sub::12|336,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_7811fee24c89556c,"Add(ZScore(Delta(open_interest_last,336)),Neg(ZScore(Delta(index_close,12))))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Add|Delta|Neg|ZScore,12|336,skeleton-ce90f730823c326b,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Add|Delta|Neg|ZScore::12|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_068ccb7ca674a835,"Sub(Abs(ZScore(Delta(open_interest_last,336))),Abs(ZScore(Delta(index_close,12))))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Abs|Delta|Sub|ZScore,12|336,skeleton-df45a983764233a6,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Abs|Delta|Sub|ZScore::12|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_19a943d90d86fb32,"Mul(Clip(ZScore(Delta(open_interest_last,12))),Sign(Delta(index_close,336)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Clip|Delta|Mul|Sign|ZScore,12|336,skeleton-feb27d2488d27cee,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Clip|Delta|Mul|Sign|ZScore::12|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_a06b9c05d10e8928,"Mul(Winsor(ZScore(Delta(open_interest_last,336))),Winsor(ZScore(Delta(index_close,12))))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Mul|Winsor|ZScore,12|336,skeleton-0f95d494e3163e7b,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Mul|Winsor|ZScore::12|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_241368c46df8bb48,"Mul(Sign(Delta(open_interest_last,336)),Rank(Delta(index_close,12)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Mul|Rank|Sign,12|336,skeleton-57a021ebecabcc57,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Mul|Rank|Sign::12|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_fb07b4d0fc7b2348,"Sub(ZScore(Delta(open_interest_last,336)),ZScore(Delta(index_close,12)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Sub|ZScore,12|336,skeleton-7bb80280bed53044,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Sub|ZScore::12|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_d38e47b12f7c09f7,"Sub(Rank(Mean(Delta(open_interest_last,12),336)),Rank(Mean(Delta(index_close,336),336)))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Delta|Mean|Rank|Sub,12|336,skeleton-97885bc9cf5b75ae,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Delta|Mean|Rank|Sub::12|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_a8ed6a3976732876,"Add(ZScore(Delta(open_interest_last,12)),Neg(ZScore(Delta(index_close,336))))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Add|Delta|Neg|ZScore,12|336,skeleton-ce90f730823c326b,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Add|Delta|Neg|ZScore::12|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_7623733a58590d44,"Sub(Abs(ZScore(Delta(open_interest_last,12))),Abs(ZScore(Delta(index_close,336))))",F0_OI_delta_price_interaction,a7al2x3_family_balanced_dry_generation,open_interest|price,open_interest_last|index_close,Abs|Delta|Sub|ZScore,12|336,skeleton-df45a983764233a6,a7al2x3::F0_OI_delta_price_interaction::open_interest_last|index_close::Abs|Delta|Sub|ZScore::12|336,True,True,True,True,False,,dry_generated,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
