shadow_rank,consolidated_decision,decision_reasons,evidence_tier,source_count,source_ids,source_kinds,source_lag_status,source_lag_required,canonical_key,canonical_expression,canonical_skeleton,blueprint_id,semantic_pair,motif,horizon_h,expression,skeleton_key,train_sortino,validation_sortino,test_sortino,recent_sortino,min_oos_sortino,min_oos_floor_sortino,stress_floor_sortino,recent_sharpe,recent_rankic,recent_avg_turnover,recent_control_ratio,recent_shuffle_control_ratio,oos_control_dominated_count,oos_lag_stale_dominated_count,hard_reject,hard_reject_reasons,gate_pass,pareto_rank,source_file
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,2,A7LS29_SELECTED_TOP|A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(sub(csrank(delta(mark_index_basis_bps,24)),csrank(top_long_short_account_ratio_mean)))|h=4","zscore(sub(csrank(delta(mark_index_basis_bps,24)),csrank(top_long_short_account_ratio_mean)))",basis_premium_like|positioning_like|spread_rank|34e08c702bd3,a7ls30_2bc60eab9b22836c,basis_premium_like|positioning_like,spread_rank,4,"ZScore(Sub(CSRank(Delta(mark_index_basis_bps,24)),CSRank(top_long_short_account_ratio_mean)))",basis_premium_like|positioning_like|spread_rank|34e08c702bd3,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,2,A7LS29_SELECTED_TOP|A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"sub(csrank(delta(mark_index_basis_bps,96)),csrank(decay(global_long_short_account_ratio_last,6)))|h=4","sub(csrank(delta(mark_index_basis_bps,96)),csrank(decay(global_long_short_account_ratio_last,6)))",basis_premium_like|positioning_like|spread_rank|f6895cda2696,a7ls30_c51ff94c9acac158,basis_premium_like|positioning_like,spread_rank,4,"Sub(CSRank(Delta(mark_index_basis_bps,96)),CSRank(Decay(global_long_short_account_ratio_last,6)))",basis_premium_like|positioning_like|spread_rank|f6895cda2696,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"neg(safediv(tsrank(mark_index_basis_bps,16),abs(decay(account_position_divergence,168))))|h=24","neg(safediv(tsrank(mark_index_basis_bps,16),abs(decay(account_position_divergence,168))))",basis_premium_like|positioning_like|safe_div_abs|e740a0aa371c,a7ls30_1e8278c16afb1f4c,basis_premium_like|positioning_like,safe_div_abs,24,"Neg(SafeDiv(TSRank(mark_index_basis_bps,16),Abs(Decay(account_position_divergence,168))))",basis_premium_like|positioning_like|safe_div_abs|e740a0aa371c,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"mul(safediv(tsrank(mark_index_basis_bps,6),abs(decay(account_position_divergence,504))),sign(decay(liquidity_cycle_state,24)))|h=24","mul(safediv(tsrank(mark_index_basis_bps,6),abs(decay(account_position_divergence,504))),sign(decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|safe_div_abs|d40239548165,a7ls30_0d2e45e57b9c1939,basis_premium_like|positioning_like,safe_div_abs,24,"Mul(SafeDiv(TSRank(mark_index_basis_bps,6),Abs(Decay(account_position_divergence,504))),Sign(Decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like|safe_div_abs|d40239548165,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"abs(neg(safediv(tsrank(mark_index_basis_bps,8),abs(decay(account_position_divergence,168)))))|h=24","abs(neg(safediv(tsrank(mark_index_basis_bps,8),abs(decay(account_position_divergence,168)))))",basis_premium_like|positioning_like|safe_div_abs|33984dc41fa6,a7ls30_f091c7b12b8adf50,basis_premium_like|positioning_like,safe_div_abs,24,"Abs(Neg(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(account_position_divergence,168)))))",basis_premium_like|positioning_like|safe_div_abs|33984dc41fa6,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(zscore(safediv(tsrank(mark_index_basis_bps,8),abs(decay(account_position_divergence,168)))))|h=24","zscore(zscore(safediv(tsrank(mark_index_basis_bps,8),abs(decay(account_position_divergence,168)))))",basis_premium_like|positioning_like|safe_div_abs|a3e212bc238d,a7ls30_a67871543b537c93,basis_premium_like|positioning_like,safe_div_abs,24,"ZScore(ZScore(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(account_position_divergence,168)))))",basis_premium_like|positioning_like|safe_div_abs|a3e212bc238d,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"safediv(abs(zscore(mean(open_interest_mean,168))),abs(decay(account_position_divergence,168)))|h=24","safediv(abs(zscore(mean(open_interest_mean,168))),abs(decay(account_position_divergence,168)))",open_interest_like|positioning_like|safe_div_abs|cc4d01d2849f,a7ls30_c667865bf98b0175,open_interest_like|positioning_like,safe_div_abs,24,"SafeDiv(Abs(ZScore(Mean(open_interest_mean,168))),Abs(Decay(account_position_divergence,168)))",open_interest_like|positioning_like|safe_div_abs|cc4d01d2849f,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"safediv(tsrank(mark_index_basis_bps,6),abs(decay(account_position_divergence,120)))|h=24","safediv(tsrank(mark_index_basis_bps,6),abs(decay(account_position_divergence,120)))",basis_premium_like|positioning_like|safe_div_abs|044c7da54852,a7ls30_904c73cae9c357bd,basis_premium_like|positioning_like,safe_div_abs,24,"SafeDiv(TSRank(mark_index_basis_bps,6),Abs(Decay(account_position_divergence,120)))",basis_premium_like|positioning_like|safe_div_abs|044c7da54852,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"abs(safediv(tsrank(mark_index_basis_bps,6),abs(decay(account_position_divergence,504))))|h=24","abs(safediv(tsrank(mark_index_basis_bps,6),abs(decay(account_position_divergence,504))))",basis_premium_like|positioning_like|safe_div_abs|255e9dd67c24,a7ls30_8654e39d790613a4,basis_premium_like|positioning_like,safe_div_abs,24,"Abs(SafeDiv(TSRank(mark_index_basis_bps,6),Abs(Decay(account_position_divergence,504))))",basis_premium_like|positioning_like|safe_div_abs|255e9dd67c24,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(safediv(tsrank(mark_index_basis_bps,6),abs(decay(account_position_divergence,504))))|h=24","csrank(safediv(tsrank(mark_index_basis_bps,6),abs(decay(account_position_divergence,504))))",basis_premium_like|positioning_like|safe_div_abs|a9e1fabae300,a7ls30_05ebe7975ee30996,basis_premium_like|positioning_like,safe_div_abs,24,"CSRank(SafeDiv(TSRank(mark_index_basis_bps,6),Abs(Decay(account_position_divergence,504))))",basis_premium_like|positioning_like|safe_div_abs|a9e1fabae300,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(safediv(tsrank(mark_index_basis_bps,6),abs(decay(account_position_divergence,504))))|h=24","zscore(safediv(tsrank(mark_index_basis_bps,6),abs(decay(account_position_divergence,504))))",basis_premium_like|positioning_like|safe_div_abs|a92a45f756ed,a7ls30_ce04d4304027e465,basis_premium_like|positioning_like,safe_div_abs,24,"ZScore(SafeDiv(TSRank(mark_index_basis_bps,6),Abs(Decay(account_position_divergence,504))))",basis_premium_like|positioning_like|safe_div_abs|a92a45f756ed,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"clip(safediv(tsrank(mark_index_basis_bps,6),abs(decay(account_position_divergence,504))),-3,3)|h=24","clip(safediv(tsrank(mark_index_basis_bps,6),abs(decay(account_position_divergence,504))),-3,3)",basis_premium_like|positioning_like|safe_div_abs|6cf4ca98f728,a7ls30_1b3475a75dd7dcb3,basis_premium_like|positioning_like,safe_div_abs,24,"Clip(SafeDiv(TSRank(mark_index_basis_bps,6),Abs(Decay(account_position_divergence,504))),-3,3)",basis_premium_like|positioning_like|safe_div_abs|6cf4ca98f728,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(safediv(tsrank(mark_index_basis_bps,8),abs(decay(account_position_divergence,504))))|h=24","csrank(safediv(tsrank(mark_index_basis_bps,8),abs(decay(account_position_divergence,504))))",basis_premium_like|positioning_like|safe_div_abs|a9e1fabae300,a7ls30_304c5715fb98ad55,basis_premium_like|positioning_like,safe_div_abs,24,"CSRank(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(account_position_divergence,504))))",basis_premium_like|positioning_like|safe_div_abs|a9e1fabae300,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"abs(safediv(tsrank(mark_index_basis_bps,8),abs(decay(account_position_divergence,504))))|h=24","abs(safediv(tsrank(mark_index_basis_bps,8),abs(decay(account_position_divergence,504))))",basis_premium_like|positioning_like|safe_div_abs|255e9dd67c24,a7ls30_e8b114ed70485e4c,basis_premium_like|positioning_like,safe_div_abs,24,"Abs(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(account_position_divergence,504))))",basis_premium_like|positioning_like|safe_div_abs|255e9dd67c24,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"csrank(safediv(abs(zscore(mean(open_interest_last,24))),abs(decay(account_position_divergence,120))))|h=24","csrank(safediv(abs(zscore(mean(open_interest_last,24))),abs(decay(account_position_divergence,120))))",open_interest_like|positioning_like|safe_div_abs|1c24f2bbe951,a7ls30_8c44296a4594b755,open_interest_like|positioning_like,safe_div_abs,24,"CSRank(SafeDiv(Abs(ZScore(Mean(open_interest_last,24))),Abs(Decay(account_position_divergence,120))))",open_interest_like|positioning_like|safe_div_abs|1c24f2bbe951,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"zscore(safediv(abs(zscore(mean(open_interest_last,48))),abs(decay(account_position_divergence,120))))|h=24","zscore(safediv(abs(zscore(mean(open_interest_last,48))),abs(decay(account_position_divergence,120))))",open_interest_like|positioning_like|safe_div_abs|ede788b53b6e,a7ls30_c94e14bb2b98e5b3,open_interest_like|positioning_like,safe_div_abs,24,"ZScore(SafeDiv(Abs(ZScore(Mean(open_interest_last,48))),Abs(Decay(account_position_divergence,120))))",open_interest_like|positioning_like|safe_div_abs|ede788b53b6e,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"safediv(zscore(mean(open_interest_value_last,240)),abs(mean(account_position_divergence,72)))|h=24","safediv(zscore(mean(open_interest_value_last,240)),abs(mean(account_position_divergence,72)))",open_interest_like|positioning_like|safe_div_abs|7946a7d9baa2,a7ls30_c94e306c3e19bd08,open_interest_like|positioning_like,safe_div_abs,24,"SafeDiv(ZScore(Mean(open_interest_value_last,240)),Abs(Mean(account_position_divergence,72)))",open_interest_like|positioning_like|safe_div_abs|7946a7d9baa2,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"safediv(safediv(abs(zscore(mean(open_interest_last,240))),abs(decay(account_position_divergence,96))),abs(zscore(mean(open_interest_last,168))))|h=24","safediv(safediv(abs(zscore(mean(open_interest_last,240))),abs(decay(account_position_divergence,96))),abs(zscore(mean(open_interest_last,168))))",open_interest_like|positioning_like|safe_div_abs|650a16a484ae,a7ls30_fa77c59f98cd8837,open_interest_like|positioning_like,safe_div_abs,24,"SafeDiv(SafeDiv(Abs(ZScore(Mean(open_interest_last,240))),Abs(Decay(account_position_divergence,96))),Abs(ZScore(Mean(open_interest_last,168))))",open_interest_like|positioning_like|safe_div_abs|650a16a484ae,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
,DIAGNOSTIC_NUMERIC_ONLY,not_strict_reward_validated,TIER4_DIAGNOSTIC_NUMERIC,1,A7LS30_SELECTED_TOP,diagnostic_numeric,HOLD_SOURCE_LAG_NOT_TESTED,True,"safediv(abs(zscore(mean(open_interest_last,504))),abs(decay(account_position_divergence,120)))|h=24","safediv(abs(zscore(mean(open_interest_last,504))),abs(decay(account_position_divergence,120)))",open_interest_like|positioning_like|safe_div_abs|cc4d01d2849f,a7ls30_e255e6987a8176ab,open_interest_like|positioning_like,safe_div_abs,24,"SafeDiv(Abs(ZScore(Mean(open_interest_last,504))),Abs(Decay(account_position_divergence,120)))",open_interest_like|positioning_like|safe_div_abs|cc4d01d2849f,,,,,,,,,,,,,,,,,,,runtime/a7ls30_productive_numeric_acceptance_20260610/a7ls30_selected_top240.csv
