cell_id,candidate_decision,count
C0373,A7O_PILOT_REJECTED,3
C0374,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
C0374,A7O_PILOT_PRE_MAY_NEAR_MISS,1
C0374,A7O_PILOT_REJECTED,1
C0375,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
C0375,A7O_PILOT_PRE_MAY_NEAR_MISS,1
C0375,A7O_PILOT_RESEARCH_CANDIDATE,1
C0380,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
C0380,A7O_PILOT_REJECTED,1
C0381,A7O_PILOT_MAY_VETOED_NEAR_MISS,2
C0381,A7O_PILOT_REJECTED,1
C0382,NEGATIVE_CONTROL,3
C0383,A7O_PILOT_MAY_VETOED_NEAR_MISS,1
C0383,A7O_PILOT_PRE_MAY_NEAR_MISS,1
C0383,A7O_PILOT_REJECTED,1
