signal_name,field_family,source_column,direction,label_horizon,valid_rows,valid_row_share,n_dates,avg_n_obs,mean_ic,ic_tstat,positive_ic_rate,mean_decile_spread,decile_spread_tstat,positive_spread_rate
funding_spread_okx_minus_binance,funding,funding_spread_okx_minus_binance,1.0,1h,4496,0.2012083240098456,25,179.84,-0.0040350072900164295,-0.2724039898262477,0.48,0.0003283190424966619,0.36200936334751577,0.52
funding_spread_okx_minus_binance,funding,funding_spread_okx_minus_binance,1.0,4h,4496,0.2012083240098456,24,181.29166666666666,0.023477510143862946,1.4416537760612222,0.625,0.0014303692770025727,0.9593302563850254,0.5416666666666666
funding_spread_okx_minus_binance,funding,funding_spread_okx_minus_binance,1.0,12h,4496,0.2012083240098456,22,181.27272727272728,-0.020323256796900856,-1.3128440795417873,0.4090909090909091,0.000875937795271747,0.3277302182301618,0.4090909090909091
funding_spread_binance_minus_okx,funding,funding_spread_okx_minus_binance,-1.0,1h,4496,0.2012083240098456,25,179.84,0.0040350072900164295,0.2724039898262477,0.52,-0.0003283190424966619,-0.36200936334751577,0.48
funding_spread_binance_minus_okx,funding,funding_spread_okx_minus_binance,-1.0,4h,4496,0.2012083240098456,24,181.29166666666666,-0.023477510143862946,-1.4416537760612222,0.375,-0.0014303692770025727,-0.9593302563850254,0.4583333333333333
funding_spread_binance_minus_okx,funding,funding_spread_okx_minus_binance,-1.0,12h,4496,0.2012083240098456,22,181.27272727272728,0.020323256796900856,1.3128440795417873,0.5909090909090909,-0.000875937795271747,-0.3277302182301618,0.5909090909090909
okx_internal_basis,basis,okx_internal_mark_index_basis_bps,1.0,1h,22287,0.9974043410158873,102,216.36274509803923,-0.005190092769103623,-0.5656030616806387,0.4215686274509804,0.00010902097397142724,0.23785083802996593,0.49019607843137253
okx_internal_basis,basis,okx_internal_mark_index_basis_bps,1.0,4h,22287,0.9974043410158873,99,216.31313131313132,0.007535214685597203,0.882499306183643,0.5353535353535354,0.0007863137149404295,1.1091098925526215,0.5555555555555556
okx_internal_basis,basis,okx_internal_mark_index_basis_bps,1.0,12h,22287,0.9974043410158873,91,216.16483516483515,0.028650941347848152,3.2633326371124123,0.6923076923076923,0.0025936298788324656,2.4720703070557244,0.5824175824175825
binance_internal_basis,basis,binance_internal_mark_index_basis_bps,1.0,1h,22345,1.0,102,216.9313725490196,-0.021183166102319895,-2.432564820257371,0.4019607843137255,5.039618623921244e-05,0.1173481632218512,0.5
binance_internal_basis,basis,binance_internal_mark_index_basis_bps,1.0,4h,22345,1.0,99,216.8989898989899,-0.003919242153981762,-0.45093291847152034,0.494949494949495,0.0003147237293161461,0.4872044008574962,0.5353535353535354
binance_internal_basis,basis,binance_internal_mark_index_basis_bps,1.0,12h,22345,1.0,91,216.8021978021978,0.02625993727709491,3.1495135625209922,0.6263736263736264,0.001832350690318366,1.9616543689968586,0.5384615384615384
