field,dtype,non_null_rate_all,non_null_rate_common_window,core12_non_null_rate,primary_addition_non_null_rate
agg_notional_le_100,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_notional_shock_24h_mad,float64,0.06362583790371724,0.0625,0.24943857804959627,0.0
agg_notional_sum_24h,float64,0.06365935405240707,0.0625,0.2495699746762865,0.0
agg_notional_sum_4h,float64,0.06368982327848872,0.0625,0.2496894261550958,0.0
agg_open_price,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_price_range_bps,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_price_range_bps_max_24h,float64,0.06365935405240707,0.0625,0.2495699746762865,0.0
agg_price_range_bps_max_4h,float64,0.06368982327848872,0.0625,0.2496894261550958,0.0
agg_price_std,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_quantity,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_quantity_sum_24h,float64,0.06365935405240707,0.0625,0.2495699746762865,0.0
agg_quantity_sum_4h,float64,0.06368982327848872,0.0625,0.2496894261550958,0.0
agg_sell_agg_trade_count,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_sell_notional,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_sell_notional_share,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_sell_quantity,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_sell_underlying_trade_count,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_sell_vwap,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_signed_aggressor_notional,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_signed_aggressor_quantity,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_signed_flow_z_24h,float64,0.06365935405240707,0.0625,0.2495699746762865,0.0
agg_signed_notional_sum_24h,float64,0.06365935405240707,0.0625,0.2495699746762865,0.0
agg_signed_notional_sum_4h,float64,0.06368982327848872,0.0625,0.2496894261550958,0.0
agg_signed_quantity_sum_24h,float64,0.06365935405240707,0.0625,0.2495699746762865,0.0
agg_signed_quantity_sum_4h,float64,0.06368982327848872,0.0625,0.2496894261550958,0.0
agg_trade_count,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_trade_count_100_1k,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_trade_count_100k_1m,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_trade_count_10k_100k,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_trade_count_1k_10k,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_trade_count_gt_1m,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_trade_count_le_100,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_trade_count_sum_24h,float64,0.06365935405240707,0.0625,0.2495699746762865,0.0
agg_trade_count_sum_4h,float64,0.06368982327848872,0.0625,0.2496894261550958,0.0
agg_underlying_trade_count,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_universe_large_notional,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_universe_notional,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_universe_signed_notional,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_volume_imbalance,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_vwap,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
agg_vwap_close_bps,float64,0.06369287020109689,0.0625,0.24970137130297673,0.0
spot_close,float64,0.12446069469835466,0.125,0.4879354006402599,0.0
spot_perp_basis,float64,0.12446069469835466,0.125,0.4879354006402599,0.0
open_interest_x_taker_imbalance,float64,0.2548314036156815,0.24987799090192708,0.9990404064535652,0.0
open_interest_x_price_move_1h,float64,0.25484359130611417,0.24989142309621032,0.999088187045089,0.0
agg_feature_schema,object,0.25507617306520414,0.25,1.0,0.0
checksum_status,object,0.25507617306520414,0.25,1.0,0.0
metrics_feature_available_time,"datetime64[us, UTC]",0.25507617306520414,0.25,1.0,0.0
source_timestamp_unit,object,0.25507617306520414,0.25,1.0,0.0
spot_available,float64,0.25507617306520414,0.25,1.0,0.0
unified_feature_schema,object,0.25507617306520414,0.25,1.0,0.0
metrics_historical_backfill_allowed,object,0.7436898232784888,0.7490317626620818,0.0,0.9983434498781106
metrics_pit_contract,object,0.7436898232784888,0.7490317626620818,0.0,0.9983434498781106
metrics_source,object,0.7436898232784888,0.7490317626620818,0.0,0.9983434498781106
historical_backfill_allowed,float64,0.7449238269347959,0.75,0.0,1.0
source_panel,object,0.7449238269347959,0.75,0.0,1.0
funding_rate_z_24,float64,0.8446892138939671,0.8651105469589512,0.8869431570229506,0.8302206552030671
open_interest_change_1h,float64,0.9982236441194393,0.9986209613869188,0.999088187045089,0.9979276080779655
open_interest_change_24h,float64,0.9971257363396303,0.9986209613869188,0.9979892334400433,0.9968300584087302
open_interest_change_4h,float64,0.9980804387568556,0.9986209613869188,0.9989448452705177,0.9977844494254566
open_interest_value_change_1h,float64,0.9982236441194393,0.9986209613869188,0.999088187045089,0.9979276080779655
open_interest_value_change_24h,float64,0.9971257363396303,0.9986209613869188,0.9979892334400433,0.9968300584087302
open_interest_value_change_4h,float64,0.9980804387568556,0.9986209613869188,0.9989448452705177,0.9977844494254566
top_long_short_account_ratio_change_24h,float64,0.9972547227300427,0.9987631187764167,0.9981843375220986,0.9969364048363083
top_long_short_account_ratio_change_4h,float64,0.99822262847857,0.9987776703202235,0.999139949352573,0.997908520257631
top_long_short_account_ratio_change_1h,float64,0.9984176315254926,0.9988347571459274,0.9993310717186679,0.9981048521239291
top_long_short_account_ratio_zscore_168h,float64,0.997401990656104,0.9988728150297299,0.9983276792966697,0.99708501715177
taker_buy_sell_volume_ratio_change_24h,float64,0.9973573024578509,0.9988761730783008,0.9983754598881934,0.9970086658704319
taker_buy_sell_volume_ratio_change_4h,float64,0.998332317692464,0.9988985600687729,0.9993310717186679,0.9979903252019219
top_long_short_account_ratio,float64,0.998523258175909,0.9988985600687729,0.9994266329017153,0.9982139253829835
taker_buy_sell_volume_ratio_change_1h,float64,0.9984775543367865,0.99890079876782,0.9994744134932391,0.9981362106859072
avg_trade_size_quote,Float64,0.9990351411740809,0.9989366179525754,0.9999522194084762,0.9987211160375866
cs_rank_taker_imbalance,float64,0.9990351411740809,0.9989366179525754,0.9999522194084762,0.9987211160375866
taker_buy_ratio,float64,0.9990351411740809,0.9989366179525754,0.9999522194084762,0.9987211160375866
taker_imbalance,float64,0.9990351411740809,0.9989366179525754,0.9999522194084762,0.9987211160375866
cs_z_taker_imbalance,float64,0.9990473288645135,0.9989500501468587,1.0,0.9987211160375866
global_long_short_account_ratio_change_24h,float64,0.9974365224456632,0.998963482341142,0.9983754598881934,0.9971150122980099
top_long_short_position_ratio_change_24h,float64,0.9974365224456632,0.998963482341142,0.9983754598881934,0.9971150122980099
global_long_short_account_ratio_zscore_168h,float64,0.9974852732073939,0.9989646016906655,0.9984232404797171,0.9971640952645845
taker_buy_sell_volume_ratio_zscore_168h,float64,0.9974852732073939,0.9989646016906655,0.9984232404797171,0.9971640952645845
top_long_short_position_ratio_zscore_168h,float64,0.9974852732073939,0.9989646016906655,0.9984232404797171,0.9971640952645845
global_long_short_account_ratio_change_4h,float64,0.9984115376802762,0.998985869331614,0.9993310717186679,0.9980966716295
top_long_short_position_ratio_change_4h,float64,0.9984115376802762,0.998985869331614,0.9993310717186679,0.9980966716295
global_long_short_account_ratio_change_1h,float64,0.9985577899654682,0.9989892273801848,0.9994744134932391,0.9982439205292235
top_long_short_position_ratio_change_1h,float64,0.9985577899654682,0.9989892273801848,0.9994744134932391,0.9982439205292235
global_long_short_account_ratio,float64,0.9986065407271989,0.9989903467297084,0.9995221940847627,0.998293003495798
taker_buy_sell_volume_ratio,float64,0.9986065407271989,0.9989903467297084,0.9995221940847627,0.998293003495798
top_long_short_position_ratio,float64,0.9986065407271989,0.9989903467297084,0.9995221940847627,0.998293003495798
open_interest_value_zscore_168h,float64,0.9975228519195612,0.9990060176230389,0.9984232404797171,0.9972145416468972
open_interest_zscore_168h,float64,0.9975228519195612,0.9990060176230389,0.9984232404797171,0.9972145416468972
open_interest,float64,0.9986441194393663,0.9990317626620818,0.9995221940847627,0.9983434498781106
open_interest_value,float64,0.9986441194393663,0.9990317626620818,0.9995221940847627,0.9983434498781106
fwd_ret_24,float64,0.9988299817184644,0.9990328820116054,0.9988532658034307,0.9988220088022121
fwd_ret_12,float64,0.9994149908592321,0.9995164410058027,0.9994266329017153,0.999411004401106
fwd_ret_6,float64,0.9997074954296161,0.9997582205029013,0.9997133164508577,0.999705502200553
fwd_ret_3,float64,0.9998537477148081,0.9998791102514507,0.9998566582254288,0.9998527511002765
cs_z_ret_1,float64,0.999926873857404,0.9999585840676266,1.0,0.999901834066851
cs_z_quote_asset_volume,float64,0.999963436928702,0.9999597034171502,1.0,0.9999509170334255
fwd_ret_1,float64,0.9999512492382694,0.9999597034171502,0.9999522194084762,0.9999509170334255
cs_rank_ret_24,float64,0.9988299817184644,0.9999731356114335,0.9988532658034307,0.9988220088022121
cs_z_ret_24,float64,0.9991224862888483,0.9999731356114335,1.0,0.9988220088022121
ret_24,float64,0.9988299817184644,0.9999731356114335,0.9988532658034307,0.9988220088022121
cs_rank_ret_12,float64,0.9994149908592321,0.9999865678057167,0.9994266329017153,0.999411004401106
cs_z_ret_12,float64,0.9995612431444242,0.9999865678057167,1.0,0.999411004401106
realized_vol_24,float64,0.9994149908592321,0.9999865678057167,0.9994266329017153,0.999411004401106
ret_12,float64,0.9994149908592321,0.9999865678057167,0.9994266329017153,0.999411004401106
quote_volume_mean_24,float64,0.9995978062157221,0.9999876871552403,1.0,0.9994600873676805
cs_rank_realized_vol_12,float64,0.9997074954296161,0.9999932839028584,0.9997133164508577,0.999705502200553
cs_rank_ret_6,float64,0.9997074954296161,0.9999932839028584,0.9997133164508577,0.999705502200553
cs_z_realized_vol_12,float64,0.999780621572212,0.9999932839028584,1.0,0.999705502200553
cs_z_ret_6,float64,0.999780621572212,0.9999932839028584,1.0,0.999705502200553
realized_vol_12,float64,0.9997074954296161,0.9999932839028584,0.9997133164508577,0.999705502200553
ret_6,float64,0.9997074954296161,0.9999932839028584,0.9997133164508577,0.999705502200553
quote_volume_mean_12,float64,0.9998171846435101,0.999994403252382,1.0,0.9997545851671275
cs_rank_ret_3,float64,0.9998537477148081,0.9999966419514292,0.9998566582254288,0.9998527511002765
cs_z_ret_3,float64,0.999890310786106,0.9999966419514292,1.0,0.9998527511002765
realized_vol_6,float64,0.9998537477148081,0.9999966419514292,0.9998566582254288,0.9998527511002765
ret_3,float64,0.9998537477148081,0.9999966419514292,0.9998566582254288,0.9998527511002765
quote_volume_mean_6,float64,0.999926873857404,0.9999977613009527,1.0,0.999901834066851
abs_ret_1,float64,0.9999512492382694,0.9999988806504764,0.9999522194084762,0.9999509170334255
cs_rank_ret_1,float64,0.9999512492382694,0.9999988806504764,0.9999522194084762,0.9999509170334255
funding_rate_persistence_3,float64,0.999963436928702,0.9999988806504764,1.0,0.9999509170334255
log_ret_1,float64,0.9999512492382694,0.9999988806504764,0.9999522194084762,0.9999509170334255
ret_1,float64,0.9999512492382694,0.9999988806504764,0.9999522194084762,0.9999509170334255
agg_features_available,bool,1.0,1.0,1.0,1.0
bar_close_timestamp,"datetime64[us, UTC]",1.0,1.0,1.0,1.0
bar_interval,object,1.0,1.0,1.0,1.0
close,float64,1.0,1.0,1.0,1.0
close_time_ms,Int64,1.0,1.0,1.0,1.0
core48_common_window_eligible,bool,1.0,1.0,1.0,1.0
core48_member,bool,1.0,1.0,1.0,1.0
cs_rank_latest_known_funding_rate,float64,1.0,1.0,1.0,1.0
cs_rank_mark_index_ratio,float64,1.0,1.0,1.0,1.0
cs_rank_premium_index,float64,0.9994871013609588,1.0,0.9979892334400433,1.0
cs_rank_quote_asset_volume,float64,1.0,1.0,1.0,1.0
cs_z_latest_known_funding_rate,float64,1.0,1.0,1.0,1.0
cs_z_mark_index_ratio,float64,1.0,1.0,1.0,1.0
cs_z_premium_index,float64,0.9994871013609588,1.0,0.9979892334400433,1.0
execution_time_min,"datetime64[ns, UTC]",1.0,1.0,1.0,1.0
feature_available_time,"datetime64[ns, UTC]",1.0,1.0,1.0,1.0
fundingTime_ms,Int64,1.0,1.0,1.0,1.0
funding_datetime_utc,"datetime64[us, UTC]",1.0,1.0,1.0,1.0
funding_mark_price,float64,1.0,1.0,1.0,1.0
funding_rate_sign,float64,1.0,1.0,1.0,1.0
high,float64,1.0,1.0,1.0,1.0
hl_range,float64,1.0,1.0,1.0,1.0
index_close,float64,1.0,1.0,1.0,1.0
index_high,float64,1.0,1.0,1.0,1.0
index_low,float64,1.0,1.0,1.0,1.0
index_open,float64,1.0,1.0,1.0,1.0
interval,object,1.0,1.0,1.0,1.0
latest_known_funding_rate,float64,1.0,1.0,1.0,1.0
low,float64,1.0,1.0,1.0,1.0
mark_close,float64,1.0,1.0,1.0,1.0
mark_high,float64,1.0,1.0,1.0,1.0
mark_index_ratio,float64,1.0,1.0,1.0,1.0
mark_low,float64,1.0,1.0,1.0,1.0
mark_minus_index,float64,1.0,1.0,1.0,1.0
mark_open,float64,1.0,1.0,1.0,1.0
metrics_features_available,bool,1.0,1.0,1.0,1.0
metrics_vendor_warning_caveat,bool,1.0,1.0,1.0,1.0
number_of_trades,Int64,1.0,1.0,1.0,1.0
open,float64,1.0,1.0,1.0,1.0
open_time_ms,Int64,1.0,1.0,1.0,1.0
positioning_historical_allowed,bool,1.0,1.0,1.0,1.0
premium_close,float64,0.9994871013609588,1.0,0.9979892334400433,1.0
premium_high,float64,0.9994871013609588,1.0,0.9979892334400433,1.0
premium_index,float64,0.9994871013609588,1.0,0.9979892334400433,1.0
premium_low,float64,0.9994871013609588,1.0,0.9979892334400433,1.0
premium_open,float64,0.9994871013609588,1.0,0.9979892334400433,1.0
quote_asset_volume,float64,1.0,1.0,1.0,1.0
taker_buy_base_asset_volume,float64,1.0,1.0,1.0,1.0
taker_buy_quote_asset_volume,float64,1.0,1.0,1.0,1.0
volume,float64,1.0,1.0,1.0,1.0
