candidate_id,production_family,horizon,source_fields,availability_mask,feature_available_lag_bars,replay_control_modes,blocked_control_modes,has_all_replay_controls,has_all_blocked_controls,decision
a7v3_rolling_self_reproduction_12_2a761691a9e1,rolling_self_reproduction,12,agg_flow_minus_btcusdt_4h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_7a351858e261,rolling_self_reproduction,12,agg_flow_minus_ethusdt_4h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_056d7fa10c70,rolling_self_reproduction,12,agg_universe_large_notional,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_edba8c6e3286,rolling_self_reproduction,12,agg_universe_notional,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_f9e954398374,rolling_self_reproduction,12,agg_universe_signed_notional,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_a8514d3b3a80,rolling_self_reproduction,12,agg_btcusdt_flow_imbalance_4h,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_201dc30d2413,rolling_self_reproduction,12,agg_cross_symbol_large_notional_share,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_ae2fb9cb7267,rolling_self_reproduction,12,agg_cross_symbol_notional_share,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_66456a3ec9e6,rolling_self_reproduction,12,agg_cross_symbol_signed_flow_share,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_0fd68b5b106f,rolling_self_reproduction,12,agg_btcusdt_flow_imbalance_4h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_c8e6c6b44ef8,rolling_self_reproduction,12,agg_cross_symbol_large_notional_share,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_c7d1c1d5a009,rolling_self_reproduction,12,agg_cross_symbol_notional_share,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_27c4b6cfe9f1,rolling_self_reproduction,12,agg_cross_symbol_signed_flow_share,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_df036b14457a,rolling_self_reproduction,12,agg_ethusdt_flow_imbalance_4h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_5eeada7b2610,rolling_self_reproduction,12,agg_flow_minus_btcusdt_4h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_eed0709a7f77,rolling_self_reproduction,12,agg_flow_minus_ethusdt_4h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_47a372e75428,rolling_self_reproduction,12,agg_universe_large_notional,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_49ed86284ffb,rolling_self_reproduction,12,agg_buy_agg_trade_count,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_c42b2ca603c7,rolling_self_reproduction,12,agg_buy_notional,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_a4e8c5bb4e66,rolling_self_reproduction,12,agg_buy_notional_share,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_d391ebe76a88,rolling_self_reproduction,12,agg_buy_quantity,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_0397fc8a4ada,rolling_self_reproduction,12,agg_buy_sell_notional_ratio,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_c2840fce52e7,rolling_self_reproduction,12,agg_buy_underlying_trade_count,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_036244059f53,rolling_self_reproduction,12,agg_flow_imbalance_notional,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_48c96a8c73a5,rolling_self_reproduction,12,agg_flow_imbalance_qty,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_d11c816fed03,rolling_self_reproduction,12,agg_sell_agg_trade_count,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_4076db4191a8,rolling_self_reproduction,12,agg_sell_notional,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_53250b011c06,rolling_self_reproduction,12,agg_sell_notional_share,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_df17fd1669c2,rolling_self_reproduction,12,agg_sell_quantity,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_728a225c91f3,rolling_self_reproduction,12,agg_sell_underlying_trade_count,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_8a0b1089e7ee,rolling_self_reproduction,12,agg_signed_aggressor_notional,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_326f0bf3595c,rolling_self_reproduction,12,agg_signed_aggressor_quantity,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_884eb7d070d4,rolling_self_reproduction,12,agg_volume_imbalance,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_f6ab7e6dd801,rolling_self_reproduction,12,agg_buy_agg_trade_count,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_d75d988c32d5,rolling_self_reproduction,12,agg_buy_notional,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_0301a5a557f5,rolling_self_reproduction,12,agg_buy_notional_share,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_7ecad0e91df9,rolling_self_reproduction,12,agg_buy_quantity,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_c3d9f2a0cf7f,rolling_self_reproduction,12,agg_buy_sell_notional_ratio,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_0962c2162f57,rolling_self_reproduction,12,agg_buy_underlying_trade_count,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_516cbfa992f0,rolling_self_reproduction,12,agg_large_count_share_100k_plus,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_06bc331f04b7,rolling_self_reproduction,12,agg_large_notional_100k_plus,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_d97b2990ece1,rolling_self_reproduction,12,agg_large_notional_ratio_100k_plus,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_50711bbdb709,rolling_self_reproduction,12,agg_large_notional_share_100k_plus,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_83a0c118f468,rolling_self_reproduction,12,agg_large_trade_count_100k_plus,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_f7de26c0e291,rolling_self_reproduction,12,agg_large_trade_count_ratio_100k_plus,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_b0a749905102,rolling_self_reproduction,12,agg_large_count_share_100k_plus,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_33c1cee36c45,rolling_self_reproduction,12,agg_large_notional_100k_plus,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_ab195699af20,rolling_self_reproduction,12,agg_large_notional_ratio_100k_plus,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_a9bdd181706b,rolling_self_reproduction,12,agg_large_notional_share_100k_plus,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_b34b2844e9ca,rolling_self_reproduction,12,agg_large_trade_count_100k_plus,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_014349afe049,rolling_self_reproduction,12,agg_large_trade_count_ratio_100k_plus,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_78975ad3b352,rolling_self_reproduction,12,agg_large_count_share_100k_plus,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_2f6feea2d461,rolling_self_reproduction,12,agg_large_notional_100k_plus,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_85771f4d66db,rolling_self_reproduction,12,agg_large_notional_ratio_100k_plus,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_baa5ab1d371e,rolling_self_reproduction,12,agg_large_notional_share_100k_plus,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_81f2afe4e8d0,rolling_self_reproduction,12,agg_large_trade_count_100k_plus,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_1370a29769ef,rolling_self_reproduction,12,agg_large_trade_count_ratio_100k_plus,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_d71b91422b0d,rolling_self_reproduction,24,agg_large_count_share_100k_plus,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_62cb2b6ce84c,rolling_self_reproduction,24,agg_large_notional_100k_plus,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_cae43d1c9242,rolling_self_reproduction,24,agg_large_notional_ratio_100k_plus,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_dbb31c1c9d45,rolling_self_reproduction,24,agg_large_notional_share_100k_plus,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_8435013059a4,rolling_self_reproduction,12,agg_avg_underlying_trades_per_agg,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_8db3de90a1bf,rolling_self_reproduction,12,agg_first_agg_trade_id,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_44d6da587319,rolling_self_reproduction,12,agg_first_transact_time_ms,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_11bc513f24d2,rolling_self_reproduction,12,agg_last_agg_trade_id,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_a402ed8a84e6,rolling_self_reproduction,12,agg_last_transact_time_ms,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_1de9a21b929b,rolling_self_reproduction,12,agg_avg_underlying_trades_per_agg,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_6b4feb65e8d7,rolling_self_reproduction,12,agg_first_agg_trade_id,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_e3cebe8120fb,rolling_self_reproduction,12,agg_first_transact_time_ms,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_c25e2f8944ac,rolling_self_reproduction,12,agg_last_agg_trade_id,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_7899bb18b18b,rolling_self_reproduction,12,agg_last_transact_time_ms,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_38c87daaf6b9,rolling_self_reproduction,24,agg_avg_underlying_trades_per_agg,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_1f2388553448,rolling_self_reproduction,24,agg_first_agg_trade_id,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_0dcb85080371,rolling_self_reproduction,24,agg_first_transact_time_ms,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_34491cd9b8b3,rolling_self_reproduction,24,agg_last_agg_trade_id,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_97a4b399e852,rolling_self_reproduction,24,agg_last_transact_time_ms,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_b3f0b06459f1,rolling_self_reproduction,24,agg_avg_underlying_trades_per_agg,agg_features_available,24,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_9bd60784a8b0,rolling_self_reproduction,24,agg_first_agg_trade_id,agg_features_available,24,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_8e0a8eed461b,rolling_self_reproduction,24,agg_first_transact_time_ms,agg_features_available,24,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_6826426e6d0e,rolling_self_reproduction,24,agg_last_agg_trade_id,agg_features_available,24,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_e5713b8e5304,rolling_self_reproduction,24,agg_last_transact_time_ms,agg_features_available,24,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_3e7ba5fe568e,rolling_self_reproduction,12,agg_avg_underlying_trades_per_agg,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_3b6fbfc6f7ef,rolling_self_reproduction,12,agg_first_agg_trade_id,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_efc2fe5455b1,rolling_self_reproduction,12,agg_buy_sell_vwap_spread_bps,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_ff8102addd5c,rolling_self_reproduction,12,agg_buy_vwap,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_4edbee772775,rolling_self_reproduction,12,agg_close_price,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_055680ec9ff6,rolling_self_reproduction,12,agg_close_to_open_bps,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_d5a45074a36f,rolling_self_reproduction,12,agg_high_price,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_ebba4f1d5669,rolling_self_reproduction,12,agg_low_price,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_2464783c8d03,rolling_self_reproduction,12,agg_open_price,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_24da6548ae47,rolling_self_reproduction,12,agg_price_range_bps,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_8b3f25e396cb,rolling_self_reproduction,12,agg_price_std,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_fb3881a86ecf,rolling_self_reproduction,12,agg_sell_vwap,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_789c50a37c06,rolling_self_reproduction,12,agg_vwap,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_d44e73103202,rolling_self_reproduction,12,agg_vwap_close_bps,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_466178f6a9a1,rolling_self_reproduction,12,agg_buy_sell_vwap_spread_bps,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_94e3478329d9,rolling_self_reproduction,12,agg_buy_vwap,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_0df2c0202463,rolling_self_reproduction,12,agg_close_price,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_43a9fcb4425c,rolling_self_reproduction,12,agg_close_to_open_bps,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_f8efbcdd1182,rolling_self_reproduction,12,agg_high_price,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_190f4d278365,rolling_self_reproduction,12,agg_low_price,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_09ef5c8173f7,rolling_self_reproduction,12,agg_open_price,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_46ffff1cc791,rolling_self_reproduction,12,agg_price_range_bps,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_26b3e7f2411d,rolling_self_reproduction,12,agg_price_std,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_a5ce451a9885,rolling_self_reproduction,12,agg_sell_vwap,agg_features_available,8,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_5f5c362b6725,rolling_self_reproduction,12,agg_avg_trade_notional_24h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_154cd338ec34,rolling_self_reproduction,12,agg_avg_trade_notional_4h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_47d63dc50368,rolling_self_reproduction,12,agg_close_to_open_bps_sum_24h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_6e95fb39c329,rolling_self_reproduction,12,agg_close_to_open_bps_sum_4h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_8a1b6440585a,rolling_self_reproduction,12,agg_flow_accel_4h_vs_24h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_fe381a37cb01,rolling_self_reproduction,12,agg_flow_imbalance_notional_24h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_54df14d406d4,rolling_self_reproduction,12,agg_flow_imbalance_notional_4h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_763d9e3117a5,rolling_self_reproduction,12,agg_large_notional_share_24h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_3aa13e21b219,rolling_self_reproduction,12,agg_large_notional_share_4h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_ce471ebd03ec,rolling_self_reproduction,12,agg_large_notional_sum_24h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_0555948ec043,rolling_self_reproduction,12,agg_large_notional_sum_4h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_73af4748acf9,rolling_self_reproduction,12,agg_notional_accel_4h_vs_24h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_7b9fe342c6f0,rolling_self_reproduction,12,agg_avg_trade_notional_24h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_1a56eac0e7da,rolling_self_reproduction,12,agg_avg_trade_notional_4h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_b17c5292a068,rolling_self_reproduction,12,agg_close_to_open_bps_sum_24h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_d1e62c06f475,rolling_self_reproduction,12,agg_close_to_open_bps_sum_4h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_b5fe0bcde768,rolling_self_reproduction,12,agg_flow_accel_4h_vs_24h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_9d7e15a09077,rolling_self_reproduction,12,agg_flow_imbalance_notional_24h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_d5e16d5e6462,rolling_self_reproduction,12,agg_flow_imbalance_notional_4h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_85f1a814fe28,rolling_self_reproduction,12,agg_large_notional_share_24h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_8ff93b5f6338,rolling_self_reproduction,12,agg_large_notional_share_4h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_12_94558b1b6518,rolling_self_reproduction,12,agg_large_notional_sum_24h,agg_features_available,4,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_57b5a3d28342,rolling_self_reproduction,24,agg_avg_agg_trade_notional,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_552560c0d494,rolling_self_reproduction,24,agg_avg_trade_notional_24h,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_b9e42f92107f,rolling_self_reproduction,24,agg_avg_trade_notional_4h,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_18e24e3ede93,rolling_self_reproduction,24,agg_avg_underlying_trade_notional,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_7054020c7fe5,rolling_self_reproduction,24,agg_avg_underlying_trades_per_agg,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_b6ba8757e52d,rolling_self_reproduction,24,agg_btcusdt_flow_imbalance_4h,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_3fd943f363ad,rolling_self_reproduction,24,agg_buy_agg_trade_count,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_d090e0536b8f,rolling_self_reproduction,24,agg_buy_notional,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_9588f05988ca,rolling_self_reproduction,24,agg_buy_notional_share,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_b44da463f409,rolling_self_reproduction,24,agg_buy_quantity,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_c21907ea275f,rolling_self_reproduction,24,agg_buy_sell_notional_ratio,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_d749b2c2625b,rolling_self_reproduction,24,agg_buy_sell_vwap_spread_bps,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_5572560f5864,rolling_self_reproduction,24,agg_buy_underlying_trade_count,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_f3ddfa23084d,rolling_self_reproduction,24,agg_buy_vwap,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_7191f134e9f4,rolling_self_reproduction,24,agg_close_price,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_ce8065b8baab,rolling_self_reproduction,24,agg_close_to_open_bps,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_4f3db4830903,rolling_self_reproduction,24,agg_close_to_open_bps_sum_24h,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_303020f51684,rolling_self_reproduction,24,agg_close_to_open_bps_sum_4h,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_7bcd49223c81,rolling_self_reproduction,24,agg_cross_symbol_large_notional_share,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_b959ad9b19c5,rolling_self_reproduction,24,agg_cross_symbol_notional_share,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_f7ceba288f1d,rolling_self_reproduction,24,agg_cross_symbol_signed_flow_share,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_8c116fe8dcb9,rolling_self_reproduction,24,agg_ethusdt_flow_imbalance_4h,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_4e61b74f7ef1,rolling_self_reproduction,24,agg_first_agg_trade_id,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_e3c698a7b695,rolling_self_reproduction,24,agg_first_transact_time_ms,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_394e651918c8,rolling_self_reproduction,24,agg_flow_accel_4h_vs_24h,agg_features_available,12,4,3,True,True,PASS
a7v3_rolling_self_reproduction_24_99ed3dbf9bd4,rolling_self_reproduction,24,agg_flow_imbalance_notional,agg_features_available,12,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_d28a9741d9ff,cross_symbol_self_reproduction_core3,12,agg_avg_agg_trade_notional,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc,cross_symbol_self_reproduction_core3,12,agg_avg_underlying_trade_notional,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_c609e63f4724,cross_symbol_self_reproduction_core3,12,agg_max_trade_notional,agg_features_available,1,4,3,True,True,PASS
a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441,cross_symbol_self_reproduction_core3,12,agg_notional,agg_features_available,1,4,3,True,True,PASS
