blueprint_id,level,candidate_role,generation_priority,semantic_pair,motif,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_route,secondary_route,primary_transform,secondary_transform,modifier_guard_required,skeleton_key,production_key,in_materialization_queue,in_company_numeric_wave_queue,company_shard,expression
a7ff24r_bb78ec0b9ce75244,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,mean_72h,,False,skel_1d39996e97d5ace0,prod_beb2285dedd5dcf4,True,True,shard_00,"Mean(mark_index_basis_bps,72)"
a7ff24r_daaa1b56bc5d5709,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,mean_12h,,False,skel_1d39996e97d5ace0,prod_20ca666688eb3fb0,True,True,shard_00,"Mean(mark_index_basis_bps,12)"
a7ff24r_e2c62815ca1308e7,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,decay_8h,,False,skel_1d39996e97d5ace0,prod_3ac3049ba5f25313,True,True,shard_00,"Decay(mark_index_basis_bps,8)"
a7ff24r_e66cb2221d4873e6,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,decay_72h,,False,skel_1d39996e97d5ace0,prod_0083bf8c67d2e358,True,True,shard_00,"Decay(mark_index_basis_bps,72)"
a7ff24r_eab92902c63036e3,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,delta_2h,,False,skel_1d39996e97d5ace0,prod_cc89c303d0cefe7f,True,True,shard_00,"Delta(mark_index_basis_bps,2)"
a7ff24r_eb94ce69b7faa44c,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,delta_72h,,False,skel_1d39996e97d5ace0,prod_47d0f6606d8c6144,True,True,shard_00,"Delta(mark_index_basis_bps,72)"
a7ff24r_ec49ba0ff46743d0,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,delta_48h,,False,skel_1d39996e97d5ace0,prod_5f5e93d7c35fd792,True,True,shard_00,"Delta(mark_index_basis_bps,48)"
a7ff24r_fad5886189793630,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,delta_8h,,False,skel_1d39996e97d5ace0,prod_43adedbb4e448796,True,True,shard_00,"Delta(mark_index_basis_bps,8)"
a7ff24r_ffbf24e72b8becc7,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,mean_48h,,False,skel_1d39996e97d5ace0,prod_ba8085b579efebb5,True,True,shard_00,"Mean(mark_index_basis_bps,48)"
a7ff24r_44729f0f6d18b9fe,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_2h,,False,skel_a311ee3fdacdeca2,prod_2574ffb099570c29,True,True,shard_00,"ZScore(Mean(mark_index_basis_bps,2))"
a7ff24r_49641183569fa632,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_1h,,False,skel_a311ee3fdacdeca2,prod_95d701a5f939ee83,True,True,shard_00,"ZScore(Mean(mark_index_basis_bps,1))"
a7ff24r_4f65613a81b1eeff,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_4h,,False,skel_a311ee3fdacdeca2,prod_b2e5f397e5aab576,True,True,shard_00,"ZScore(Mean(mark_index_basis_bps,4))"
a7ff24r_8471f37f26b71942,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_48h,,False,skel_a311ee3fdacdeca2,prod_0bbca4e5bb6161d1,True,True,shard_00,"ZScore(Mean(mark_index_basis_bps,48))"
a7ff24r_88992f2e9ba008c9,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_168h,,False,skel_a311ee3fdacdeca2,prod_9184d712825a40ec,True,True,shard_00,"ZScore(Mean(mark_index_basis_bps,168))"
a7ff24r_bfe9e22928a7e753,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_12h,,False,skel_a311ee3fdacdeca2,prod_070953943073420b,True,True,shard_00,"ZScore(Mean(mark_index_basis_bps,12))"
a7ff24r_d7aea3d28b581d05,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_336h,,False,skel_a311ee3fdacdeca2,prod_f6512d1a475709fc,True,True,shard_00,"ZScore(Mean(mark_index_basis_bps,336))"
a7ff24r_f38e776e4a9338ce,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_8h,,False,skel_a311ee3fdacdeca2,prod_8f045f7916cafaf5,True,True,shard_00,"ZScore(Mean(mark_index_basis_bps,8))"
a7ff24r_f78f703c043d4ca5,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_24h,,False,skel_a311ee3fdacdeca2,prod_454a597b2f65d7db,True,True,shard_00,"ZScore(Mean(mark_index_basis_bps,24))"
a7ff24r_fe0e46a6ad043180,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_72h,,False,skel_a311ee3fdacdeca2,prod_67e3ed6e234863cf,True,True,shard_00,"ZScore(Mean(mark_index_basis_bps,72))"
a7ff24r_09b35fe95cd05cef,L1_single_field_transform,ordinary_alpha_valid,P0,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,level,,False,skel_ca36cd3eaf5a3a94,prod_9565c946a2809299,True,True,shard_00,mark_index_basis_bps
a7ff24r_01cf1067ca4f1d1b,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,mean_2h,level,False,skel_136259b72205469f,prod_393b83dde6320cee,True,True,shard_00,"Mul(Mean(mark_index_basis_bps,2),Sign(premium_close_bps))"
a7ff24r_12c28f14b2e253f4,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,mean_1h,level,False,skel_136259b72205469f,prod_9e434d369a2f0a3f,True,True,shard_00,"Mul(Mean(mark_index_basis_bps,1),Sign(premium_close_bps))"
a7ff24r_168885405125bba0,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,delta_2h,level,False,skel_136259b72205469f,prod_d07844f9a60a42f7,True,True,shard_00,"Mul(Delta(mark_index_basis_bps,2),Sign(premium_close_bps))"
a7ff24r_18d238dbb46f8356,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,delta_4h,level,False,skel_136259b72205469f,prod_6465c8500ea9bfbb,True,True,shard_00,"Mul(Delta(mark_index_basis_bps,4),Sign(premium_close_bps))"
a7ff24r_2aba0095eb16d0ce,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,mean_4h,level,False,skel_136259b72205469f,prod_6b4eae51c72cbda7,True,True,shard_00,"Mul(Mean(mark_index_basis_bps,4),Sign(premium_close_bps))"
a7ff24r_654bac19bfd68712,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,delta_12h,level,False,skel_136259b72205469f,prod_86d9eb9b04888f8e,True,True,shard_00,"Mul(Delta(mark_index_basis_bps,12),Sign(premium_close_bps))"
a7ff24r_721fa669f6c5e4fa,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,mean_8h,level,False,skel_136259b72205469f,prod_dd5f1d6c8f31e579,True,True,shard_00,"Mul(Mean(mark_index_basis_bps,8),Sign(premium_close_bps))"
a7ff24r_96d6f119dec2cfa2,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,mean_12h,level,False,skel_136259b72205469f,prod_8136acb0c68759d3,True,True,shard_00,"Mul(Mean(mark_index_basis_bps,12),Sign(premium_close_bps))"
a7ff24r_cd42b88abdb7431f,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,delta_1h,level,False,skel_136259b72205469f,prod_6630d09a0c348867,True,True,shard_00,"Mul(Delta(mark_index_basis_bps,1),Sign(premium_close_bps))"
a7ff24r_e4aa857356712920,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,delta_8h,level,False,skel_136259b72205469f,prod_c42abd7fdc72f237,True,True,shard_00,"Mul(Delta(mark_index_basis_bps,8),Sign(premium_close_bps))"
a7ff24r_0f268297ef2840ff,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,zmean_2h,level,False,skel_51c2bb588b20fa9e,prod_6ff06b3782478da4,True,True,shard_00,"Mul(ZScore(Mean(mark_index_basis_bps,2)),Sign(premium_close_bps))"
a7ff24r_1d3f3101ab99b27f,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,zmean_4h,level,False,skel_51c2bb588b20fa9e,prod_8271c6dd55e45f1d,True,True,shard_00,"Mul(ZScore(Mean(mark_index_basis_bps,4)),Sign(premium_close_bps))"
a7ff24r_2ab082367c1b62e6,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,zmean_1h,level,False,skel_51c2bb588b20fa9e,prod_07934430548c1e30,True,True,shard_00,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(premium_close_bps))"
a7ff24r_2c0d6c573917da43,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,zmean_8h,level,False,skel_51c2bb588b20fa9e,prod_5911b212750c52bc,True,True,shard_00,"Mul(ZScore(Mean(mark_index_basis_bps,8)),Sign(premium_close_bps))"
a7ff24r_bc32b0288dcab0a1,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,zmean_12h,level,False,skel_51c2bb588b20fa9e,prod_29fd5cc45ab1ff60,True,True,shard_00,"Mul(ZScore(Mean(mark_index_basis_bps,12)),Sign(premium_close_bps))"
a7ff24r_1d2b1df468a7a96c,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,delta_1h,False,skel_a2f58ee62d9e7ad2,prod_c25b32e39b6b7e0a,True,True,shard_00,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,1)))"
a7ff24r_291a13ec6e55c045,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,delta_4h,False,skel_a2f58ee62d9e7ad2,prod_3167d66c71d97895,True,True,shard_00,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,4)))"
a7ff24r_3e2fde77fbddbec6,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,delta_2h,False,skel_a2f58ee62d9e7ad2,prod_72333dcce7590c56,True,True,shard_00,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,2)))"
a7ff24r_48f9f812cd8214e5,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,mean_8h,False,skel_a2f58ee62d9e7ad2,prod_ee6ee7477bab517b,True,True,shard_00,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,8)))"
a7ff24r_6b6636564de3dfde,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,delta_12h,False,skel_a2f58ee62d9e7ad2,prod_ab5d34688703ac8f,True,True,shard_00,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,12)))"
a7ff24r_6c90b9509851a83f,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,mean_1h,False,skel_a2f58ee62d9e7ad2,prod_fe8592a45e62448b,True,True,shard_00,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,1)))"
a7ff24r_7621f8118c16f1ec,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,delta_8h,False,skel_a2f58ee62d9e7ad2,prod_1aa55e43d651f449,True,True,shard_00,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,8)))"
a7ff24r_b0d378e198b93b66,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,mean_4h,False,skel_a2f58ee62d9e7ad2,prod_dd53343b2bfde2fc,True,True,shard_00,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,4)))"
a7ff24r_c788201269d6553a,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,mean_12h,False,skel_a2f58ee62d9e7ad2,prod_0de9e9b29e73d75b,True,True,shard_00,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,12)))"
a7ff24r_d34e5a1ebc8a9542,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,mean_2h,False,skel_a2f58ee62d9e7ad2,prod_84e929f0d825f65a,True,True,shard_00,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,2)))"
a7ff24r_8df15a328689de4d,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,zmean_1h,zmean_4h,False,skel_af8c1327eb17d836,prod_4836c4a0e04f731a,True,True,shard_00,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,4))))"
a7ff24r_b4fdfbf0e95cd293,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,zmean_1h,zmean_1h,False,skel_af8c1327eb17d836,prod_1b7cddd93c9a9a7f,True,True,shard_00,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,1))))"
a7ff24r_be3665cc85e43910,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,zmean_1h,zmean_2h,False,skel_af8c1327eb17d836,prod_072ae4ae45102b6f,True,True,shard_00,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,2))))"
a7ff24r_03973baca083813c,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,zmean_2h,False,skel_c80f62c274b367a9,prod_8059d73f6d7fc9e1,True,True,shard_00,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,2))))"
a7ff24r_09c2ead438b1c084,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,zmean_1h,False,skel_c80f62c274b367a9,prod_66ef301d31f278f8,True,True,shard_00,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,1))))"
a7ff24r_9541ec8967117ee6,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,zmean_4h,False,skel_c80f62c274b367a9,prod_dfa2ad93cff16465,True,True,shard_00,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,4))))"
a7ff24r_be85852a429d432f,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,zmean_8h,False,skel_c80f62c274b367a9,prod_f29dbac35635eb07,True,True,shard_00,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,8))))"
a7ff24r_db273ce127bc4c60,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,zmean_12h,False,skel_c80f62c274b367a9,prod_8fc167259d68c008,True,True,shard_00,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,12))))"
a7ff24r_5abdbff8f1a9df35,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,gated_sign,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,level,False,skel_d9d4f69744bac825,prod_792cc7ff8b3af71c,True,True,shard_00,"Mul(mark_index_basis_bps,Sign(premium_close_bps))"
a7ff24r_4badde106bddfdc1,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,mul,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,delta_1h,level,False,skel_0994b3a36a4d53ba,prod_51f10efaa8954181,True,True,shard_00,"Mul(Delta(mark_index_basis_bps,1),premium_close_bps)"
a7ff24r_5179e095cab6585f,L2_typed_two_field_interaction,role_mixed_allowed,P0,basis_premium_like|basis_premium_like,mul,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,delta_12h,level,False,skel_0994b3a36a4d53ba,prod_0c8d5460c371f31a,True,True,shard_00,"Mul(Delta(mark_index_basis_bps,12),premium_close_bps)"
