generator,production_family,derived_feature_id,expression,horizon,source_fields,source_field_families,transform,window_hours,availability_mask,cross_symbol_scope,feature_available_lag_bars,feature_timestamp_rule,execution_rule,requires_residual_baselines,required_negative_controls,paired_ablation_plan,decision,reject_reasons,control_id,base_candidate_id,control_mode,control_class,promotable,allowed_in_a7x3_replay
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_buy_notional_share,12,48)",48,agg_buy_notional_share,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_b5311d81eaf8__ctrl_sign_flip_67c5569411e1,a7x3_F0_slow_aggtrades_horizon_48_b5311d81eaf8,sign_flip,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",24,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_24_44f6877c820f__ctrl_row_shuffle_d7b0bbad24d6,a7x3_F0_slow_aggtrades_horizon_24_44f6877c820f,row_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",24,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_24_44f6877c820f__ctrl_time_shuffle_2b8909cf93b9,a7x3_F0_slow_aggtrades_horizon_24_44f6877c820f,time_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",24,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_24_44f6877c820f__ctrl_wrong_lag_e12630a86081,a7x3_F0_slow_aggtrades_horizon_24_44f6877c820f,wrong_lag,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",24,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_24_44f6877c820f__ctrl_sign_flip_a97c255a2997,a7x3_F0_slow_aggtrades_horizon_24_44f6877c820f,sign_flip,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",48,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2__ctrl_row_shuffle_a36073b63dcd,a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2,row_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",48,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2__ctrl_time_shuffle_2db75ee35343,a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2,time_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",48,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2__ctrl_wrong_lag_c2fb53f1fdce,a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2,wrong_lag,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_cross_symbol_signed_flow_share,12,48)",48,agg_cross_symbol_signed_flow_share,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2__ctrl_sign_flip_87241e0a3d6e,a7x3_F0_slow_aggtrades_horizon_48_f99a5c2b74a2,sign_flip,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",24,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_24_16ebdf68839d__ctrl_row_shuffle_862fa1cb8fa5,a7x3_F0_slow_aggtrades_horizon_24_16ebdf68839d,row_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",24,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_24_16ebdf68839d__ctrl_time_shuffle_eaa0a2f39695,a7x3_F0_slow_aggtrades_horizon_24_16ebdf68839d,time_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",24,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_24_16ebdf68839d__ctrl_wrong_lag_24c2772226a2,a7x3_F0_slow_aggtrades_horizon_24_16ebdf68839d,wrong_lag,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",24,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_24_16ebdf68839d__ctrl_sign_flip_ed999983a7e6,a7x3_F0_slow_aggtrades_horizon_24_16ebdf68839d,sign_flip,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",48,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f__ctrl_row_shuffle_5236b08fc8b0,a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f,row_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",48,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f__ctrl_time_shuffle_1eb1235a68cc,a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f,time_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",48,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f__ctrl_wrong_lag_d21d8f85d0e4,a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f,wrong_lag,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_accel_4h_vs_24h,12,48)",48,agg_flow_accel_4h_vs_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f__ctrl_sign_flip_9b432e44d992,a7x3_F0_slow_aggtrades_horizon_48_75dc2ca72e3f,sign_flip,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_imbalance_notional,12,48)",24,agg_flow_imbalance_notional,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_24_8c929afeca56__ctrl_row_shuffle_5ba8eceb79d0,a7x3_F0_slow_aggtrades_horizon_24_8c929afeca56,row_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_imbalance_notional,12,48)",24,agg_flow_imbalance_notional,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_24_8c929afeca56__ctrl_time_shuffle_e1a67a8fd23f,a7x3_F0_slow_aggtrades_horizon_24_8c929afeca56,time_shuffle,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_imbalance_notional,12,48)",24,agg_flow_imbalance_notional,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_24_8c929afeca56__ctrl_wrong_lag_675efdcce9c6,a7x3_F0_slow_aggtrades_horizon_24_8c929afeca56,wrong_lag,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_imbalance_notional,12,48)",24,agg_flow_imbalance_notional,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_24_8c929afeca56__ctrl_sign_flip_3db06c87e7e7,a7x3_F0_slow_aggtrades_horizon_24_8c929afeca56,sign_flip,a7x3_replay_negative_control,False,True
crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_imbalance_notional,12,48)",48,agg_flow_imbalance_notional,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,,a7x3_F0_slow_aggtrades_horizon_48_f22f5a1e2343__ctrl_row_shuffle_f497f674dccb,a7x3_F0_slow_aggtrades_horizon_48_f22f5a1e2343,row_shuffle,a7x3_replay_negative_control,False,True
