candidate_id,generator,production_family,derived_feature_id,expression,horizon,source_fields,source_field_families,transform,window_hours,availability_mask,cross_symbol_scope,feature_available_lag_bars,feature_timestamp_rule,execution_rule,requires_residual_baselines,required_negative_controls,paired_ablation_plan,decision,reject_reasons
a7x3_F0_slow_aggtrades_horizon_24_d177e27d482b,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_minus_btcusdt_4h,12,48)",24,agg_flow_minus_btcusdt_4h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_ece175f3b91d,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_minus_btcusdt_4h,12,48)",48,agg_flow_minus_btcusdt_4h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_8b7b85eebb38,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_minus_ethusdt_4h,12,48)",24,agg_flow_minus_ethusdt_4h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_d1bcf0b3e65a,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_flow_minus_ethusdt_4h,12,48)",48,agg_flow_minus_ethusdt_4h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_e05ecea323e6,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_large_notional_share_4h,12,48)",24,agg_large_notional_share_4h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_015c318d69cd,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_large_notional_share_4h,12,48)",48,agg_large_notional_share_4h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_b820df62f45e,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_large_notional_sum_24h,12,48)",24,agg_large_notional_sum_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_923970023469,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_large_notional_sum_24h,12,48)",48,agg_large_notional_sum_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_24_4777f848567d,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_notional_sum_24h,12,48)",24,agg_notional_sum_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F0_slow_aggtrades_horizon_48_50c526838e42,crypto_a7x3_small_controlled_diagnostic,F0_slow_aggtrades_horizon,horizon_spread,"HorizonSpread(agg_notional_sum_24h,12,48)",48,agg_notional_sum_24h,aggtrades_reset_interaction,horizon_spread,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_e34c785b8caa,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,12)),Rank(mark_index_ratio))",24,agg_buy_notional_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_d69a4f8b9fdb,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,12)),Rank(premium_index))",24,agg_buy_notional_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_25abae7ad24e,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,24)),Rank(mark_index_ratio))",24,agg_buy_notional_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_e19fe349bc53,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,24)),Rank(premium_index))",24,agg_buy_notional_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_94da6e9f3c12,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,48)),Rank(mark_index_ratio))",24,agg_buy_notional_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_30729d5d8f44,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_buy_notional_share,48)),Rank(premium_index))",24,agg_buy_notional_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_611fae9dc772,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_cross_symbol_signed_flow_share,12)),Rank(mark_index_ratio))",24,agg_cross_symbol_signed_flow_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_7409225ca6eb,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_cross_symbol_signed_flow_share,12)),Rank(premium_index))",24,agg_cross_symbol_signed_flow_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_5c0d8a906d08,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_cross_symbol_signed_flow_share,24)),Rank(mark_index_ratio))",24,agg_cross_symbol_signed_flow_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_d9801523c462,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_cross_symbol_signed_flow_share,24)),Rank(premium_index))",24,agg_cross_symbol_signed_flow_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_12028162f8f2,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_cross_symbol_signed_flow_share,48)),Rank(mark_index_ratio))",24,agg_cross_symbol_signed_flow_share;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_45e99316b43d,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_cross_symbol_signed_flow_share,48)),Rank(premium_index))",24,agg_cross_symbol_signed_flow_share;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_e50980a94af3,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,12)),Rank(mark_index_ratio))",24,agg_flow_accel_4h_vs_24h;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_535713451cb5,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,12)),Rank(premium_index))",24,agg_flow_accel_4h_vs_24h;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_0d9068bfa3ec,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,24)),Rank(mark_index_ratio))",24,agg_flow_accel_4h_vs_24h;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_eae76c1c903b,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,24)),Rank(premium_index))",24,agg_flow_accel_4h_vs_24h;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_6f7555ece84a,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,48)),Rank(mark_index_ratio))",24,agg_flow_accel_4h_vs_24h;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_ae7e6511450b,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_flow_accel_4h_vs_24h,48)),Rank(premium_index))",24,agg_flow_accel_4h_vs_24h;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_99097c53809b,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_flow_imbalance_notional,12)),Rank(mark_index_ratio))",24,agg_flow_imbalance_notional;mark_index_ratio,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F1_aggtrades_basis_interaction_24_589b58dee954,crypto_a7x3_small_controlled_diagnostic,F1_aggtrades_basis_interaction,agg_x_basis,"Mul(ZScore(Decay(agg_flow_imbalance_notional,12)),Rank(premium_index))",24,agg_flow_imbalance_notional;premium_index,aggtrades_reset_interaction,agg_x_basis,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_fa70aab482d1,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_avg_trade_notional_24h,12)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,agg_avg_trade_notional_24h;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_29b1281c2852,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_avg_trade_notional_24h,12)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,agg_avg_trade_notional_24h;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_2067953c2d57,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_avg_trade_notional_24h,24)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,agg_avg_trade_notional_24h;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
a7x3_F2_aggtrades_vol_compression_interaction_24_d2ba983daac5,crypto_a7x3_small_controlled_diagnostic,F2_aggtrades_vol_compression_interaction,agg_x_vol_compression,"Mul(ZScore(TSMean(agg_avg_trade_notional_24h,24)),Rank(Sub(realized_vol_12,realized_vol_24)))",24,agg_avg_trade_notional_24h;realized_vol_12;realized_vol_24,aggtrades_reset_interaction,agg_x_vol_compression,,agg_features_available,core3_only,1,agg hour bucket t observable only after hour close; all rolling inputs past-only,next-bar or later; May stress post-selection only,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;matched_family_controls,standalone_agg;market_state_only;interaction;matched_controls,A7X3_GENERATED_CANDIDATE,
