candidate_id,production_family,expression,horizon,validation_net10,recent_net10,recent_net20,may_net10,max_control_validation_net10,max_control_recent_net10,dominates_controls,control_val_recent_positive_count,a7x3_label,derived_feature_id,source_fields,transform,paired_ablation_plan
a7x3_F2_aggtrades_vol_compression_interaction_24_f6559a0e2a7e,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_accel_4h_vs_24h,24)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,-2.732834789788555,-6.69304248970874,-7.469542489708741,0.10948222282008341,1.852834789788554,5.140042489708739,0,1,A7X3_HOLD_CONTROL_CONTAMINATED,agg_x_vol_compression,agg_flow_accel_4h_vs_24h;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_fa70aab482d1,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_avg_trade_notional_24h,12)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,5.330733204674795,-1.1158068123670142,-1.4428068123670141,-0.626012636247363,6.305249899308184,0.46180681236701404,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_avg_trade_notional_24h;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_fb934eb37195,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_imbalance_notional,12)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,-1.1996646004324933,1.7855023605301559,0.3855023605301553,0.17912501052148727,-0.5383353995675082,-2.437801763336894,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_flow_imbalance_notional;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F2_aggtrades_vol_compression_interaction_24_ff91205578b5,F2_aggtrades_vol_compression_interaction,"Mul(ZScore(TSMean(agg_flow_imbalance_notional,24)),Rank(SafeDiv(realized_vol_12,realized_vol_24)))",24,-1.9829596343202962,0.3166235115465865,-0.6583764884534151,0.4410774782783525,0.7339596343202954,-2.266623511546587,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_vol_compression,agg_flow_imbalance_notional;realized_vol_12;realized_vol_24,agg_x_vol_compression,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F3_aggtrades_cross_symbol_dispersion_24_181fb836beea,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_signed_flow_share),ZScore(Sub(ret_6,ret_12)))",24,-2.9604479922215017,0.2114740245605169,-2.105525975439484,0.3789461174161591,0.33144799222149857,-3.3414961616194034,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_cross_symbol_signed_flow_share;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F3_aggtrades_cross_symbol_dispersion_24_227121e4405d,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_signed_flow_share),ZScore(mark_index_ratio))",24,-0.8602169743242833,-2.8553482059487325,-6.186348205948733,-0.46281885978055753,-1.89769725967057,-2.211762464058117,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_cross_symbol_signed_flow_share;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F3_aggtrades_cross_symbol_dispersion_24_2542907666b5,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_notional_share),ZScore(Sub(ret_6,ret_12)))",24,-3.238557062571082,1.007774964687207,-1.1212250353127937,0.2467780103764502,0.8275570625710794,-3.672664137005544,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_cross_symbol_notional_share;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F3_aggtrades_cross_symbol_dispersion_24_35cd003432d5,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_ethusdt_4h),ZScore(Sub(ret_6,ret_12)))",24,-3.1435671331648023,0.41401559131426136,-1.7704844086857399,0.36494097224840316,0.7025671331647999,-4.399967888076402,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_flow_minus_ethusdt_4h;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F3_aggtrades_cross_symbol_dispersion_24_384e17c86c83,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_signed_flow_share),ZScore(HorizonSpread(ret_6,12,48)))",24,1.6389088353342416,-8.1238492380892,-9.2378492380892,0.27072586729519954,-3.0459088353342425,5.895849238089198,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_cross_symbol_signed_flow_share;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F3_aggtrades_cross_symbol_dispersion_24_39915a007e7c,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_ethusdt_4h),ZScore(HorizonSpread(ret_6,12,48)))",24,1.9751182511943253,-8.13009307543775,-8.997593075437752,0.26015923478963077,-3.0671182511943265,6.3950930754377495,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_flow_minus_ethusdt_4h;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F3_aggtrades_cross_symbol_dispersion_24_45254b0ec0ae,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_notional_share),ZScore(HorizonSpread(ret_6,12,48)))",24,1.8663876332709475,-7.2434786360187005,-8.0044786360187,0.19497514307694114,-2.0420768729562404,5.721478636018699,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_cross_symbol_notional_share;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F3_aggtrades_cross_symbol_dispersion_24_5054b6baaa99,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_cross_symbol_notional_share),ZScore(mark_index_ratio))",24,-0.5266958780073345,-3.001637379026598,-6.353637379026599,-0.4054048725855379,-2.658602022930331,-1.8590796042965532,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_cross_symbol_notional_share;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F3_aggtrades_cross_symbol_dispersion_24_5f8ef74a9be4,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_btcusdt_4h),ZScore(Sub(ret_6,ret_12)))",24,-3.1435671331648023,0.41401559131426136,-1.7704844086857399,0.36494097224840316,0.7025671331647999,-3.6781317232482267,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_flow_minus_btcusdt_4h;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F3_aggtrades_cross_symbol_dispersion_24_5ff335131473,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_btcusdt_4h),ZScore(mark_index_ratio))",24,-0.9770740845878285,-3.3187152081992686,-6.6327152081992695,-0.5026588287855194,-2.016747404311707,-2.3320442694953987,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_flow_minus_btcusdt_4h;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F3_aggtrades_cross_symbol_dispersion_24_7bb13ffb7905,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_btcusdt_4h),ZScore(HorizonSpread(ret_6,12,48)))",24,1.9751182511943253,-8.13009307543775,-8.997593075437752,0.26015923478963077,-0.7766207980414941,6.3950930754377495,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_flow_minus_btcusdt_4h;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F3_aggtrades_cross_symbol_dispersion_24_f2b56fd363e5,F3_aggtrades_cross_symbol_dispersion,"Mul(CrossSymbolRank(agg_flow_minus_ethusdt_4h),ZScore(mark_index_ratio))",24,-0.9770740845878285,-3.3187152081992686,-6.6327152081992695,-0.5026588287855194,-0.17859830702213986,-2.3320442694953987,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,agg_x_cross_symbol_dispersion,agg_flow_minus_ethusdt_4h;mark_index_ratio;ret_12;ret_6,agg_x_cross_symbol_dispersion,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_022780a961bc,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_flow_minus_btcusdt_4h)),Rank(ret_12))",24,-0.8286865491549203,-1.4708079562148866,-3.8438079562148877,0.13106883058681273,-2.1203134508450816,-1.3190476461451552,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_flow_minus_btcusdt_4h;ret_12,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_036a07fd2342,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_cross_symbol_signed_flow_share)),Rank(premium_index))",24,-1.589618737435895,-3.1743319097424942,-7.879831909742494,-0.39702507128290704,-2.721475985107137,-4.514166625343717,1,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_cross_symbol_signed_flow_share;premium_index,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_04b2a9ed3946,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_signed_flow_z_24h)),Rank(ret_12))",24,-3.5299359423791676,-3.5585014134836164,-8.168501413483618,-0.039305399272987596,-1.70995322836816,-4.10643013288607,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_signed_flow_z_24h;ret_12,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_0c5ae757097f,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_buy_notional_share)),Rank(premium_index))",24,-3.4747615318313527,-5.713687322481607,-10.417687322481608,-0.40334319624833437,-1.6424968688998511,-3.694312677518401,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_buy_notional_share;premium_index,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_4331d79d08a0,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_flow_minus_ethusdt_4h)),Rank(premium_index))",24,0.32250040635719285,-1.1279110490941189,-3.5469110490941196,0.17340749500069763,-1.8954193125843102,-2.4410801721096593,1,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_flow_minus_ethusdt_4h;premium_index,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_57dc96eaf27d,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_large_notional_share_4h)),Rank(ret_12))",24,2.2993870100224627,0.5332365252899693,0.26773652528996994,-0.4559498218525959,2.3287031459789373,1.0235176638034353,0,2,A7X3_HOLD_CONTROL_CONTAMINATED,symbol_tier_neutralized,agg_large_notional_share_4h;ret_12,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_7d0a87607ee4,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_flow_minus_btcusdt_4h)),Rank(premium_index))",24,0.32250040635719285,-1.1279110490941189,-3.5469110490941196,0.17340749500069763,-1.1045148893821497,-2.4410801721096593,1,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_flow_minus_btcusdt_4h;premium_index,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_90f4123f1f4f,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_vwap_close_bps)),Rank(ret_12))",24,-1.5678376945541588,-4.969590874974129,-9.898590874974131,-0.4377424205577801,-2.4201121437316306,-3.2823246960217567,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_vwap_close_bps;ret_12,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_9520448745f1,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_signed_flow_z_24h)),Rank(premium_index))",24,-3.0846621387249265,-3.638774888748845,-8.279274888748846,0.11748484289990083,-2.3187936883176707,-3.438773349994339,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_signed_flow_z_24h;premium_index,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_9fce1a978df9,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_flow_imbalance_notional)),Rank(premium_index))",24,-3.4747615318313527,-5.713687322481607,-10.417687322481608,-0.40334319624833437,-1.6424968688998511,-3.694312677518401,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_flow_imbalance_notional;premium_index,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_a965630af774,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_flow_imbalance_notional)),Rank(ret_12))",24,-3.604947795918436,-5.243758912979326,-9.915258912979326,-0.3612771974746154,-1.0386108024311689,-3.6797855072782033,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_flow_imbalance_notional;ret_12,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_cbff22752f93,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_flow_minus_ethusdt_4h)),Rank(ret_12))",24,-0.8286865491549203,-1.4708079562148866,-3.8438079562148877,0.13106883058681273,-1.9862317728865992,-1.3190476461451552,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_flow_minus_ethusdt_4h;ret_12,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_d3d406059c7e,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_cross_symbol_signed_flow_share)),Rank(ret_12))",24,-3.3675286716498873,-5.653159358380885,-10.302659358380886,-0.2839793819353079,-1.6933514637716747,-3.645840641619123,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_cross_symbol_signed_flow_share;ret_12,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_d59fe4c71459,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_flow_accel_4h_vs_24h)),Rank(ret_12))",24,-1.7889386291908216,-4.50626766018445,-6.909267660184451,0.1261386587175844,-1.2170613708091813,-0.2997323398155539,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_flow_accel_4h_vs_24h;ret_12,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_d91ba7ac96aa,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_flow_accel_4h_vs_24h)),Rank(premium_index))",24,-2.705406561677356,-4.800092980246955,-7.282592980246957,0.11341279262755556,-0.4085934383226466,-0.164907019753049,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_flow_accel_4h_vs_24h;premium_index,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_da4430025194,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_vwap_close_bps)),Rank(premium_index))",24,-1.5194045471551318,-5.1990817759597725,-10.160081775959773,-0.5296465014249556,-0.0498508241654609,-3.661152990650982,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_vwap_close_bps;premium_index,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_e707b639322b,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_large_notional_share_4h)),Rank(premium_index))",24,2.463420703476796,0.6748884137121594,0.33438841371215755,-0.4848315178431484,2.172735888314943,0.5944598143600319,1,2,A7X3_HOLD_CONTROL_CONTAMINATED,symbol_tier_neutralized,agg_large_notional_share_4h;premium_index,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_ea0ee0805462,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToBTC(agg_buy_notional_share)),Rank(ret_12))",24,-3.604947795918436,-5.243758912979326,-9.915258912979326,-0.3612771974746154,-1.0386108024311689,-3.6797855072782033,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_buy_notional_share;ret_12,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_ef516539455a,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToETH(agg_buy_notional_share)),Rank(premium_index))",24,-3.4747615318313527,-5.713687322481607,-10.417687322481608,-0.40334319624833437,-1.6424968688998511,-3.694312677518401,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_buy_notional_share;premium_index,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
a7x3_F4_symbol_tier_neutralized_aggtrades_24_f799ee4d44ea,F4_symbol_tier_neutralized_aggtrades,"Mul(ZScore(RelativeToETH(agg_buy_notional_share)),Rank(ret_12))",24,-3.604947795918436,-5.243758912979326,-9.915258912979326,-0.3612771974746154,-1.0386108024311689,-3.6797855072782033,0,0,A7X3_HOLD_RAW_VAL_RECENT_FAIL,symbol_tier_neutralized,agg_buy_notional_share;ret_12,symbol_tier_neutralized,standalone_agg;market_state_only;interaction;matched_controls
