symbol,month,status,rows,min_timestamp,max_timestamp,active_universe_size_min,active_universe_size_max,age_days_min,age_days_max,output_path
1000LUNCUSDT,2023-09,ok,720,2023-09-01 00:00:00+00:00,2023-09-30 23:00:00+00:00,145,147,62.0,91.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000LUNCUSDT\month=2023-09\part.parquet
1000LUNCUSDT,2023-10,ok,744,2023-10-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,147,155,92.0,122.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000LUNCUSDT\month=2023-10\part.parquet
1000LUNCUSDT,2023-11,ok,720,2023-11-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,155,169,123.0,152.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000LUNCUSDT\month=2023-11\part.parquet
1000LUNCUSDT,2023-12,ok,744,2023-12-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,169,176,153.0,183.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000LUNCUSDT\month=2023-12\part.parquet
1000PEPEUSDT,2023-07,ok,744,2023-07-01 00:00:00+00:00,2023-07-31 23:00:00+00:00,135,140,0.0,30.958333333333332,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000PEPEUSDT\month=2023-07\part.parquet
1000PEPEUSDT,2023-08,ok,744,2023-08-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,140,145,31.0,61.958333333333336,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000PEPEUSDT\month=2023-08\part.parquet
1000PEPEUSDT,2023-09,ok,720,2023-09-01 00:00:00+00:00,2023-09-30 23:00:00+00:00,145,147,62.0,91.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000PEPEUSDT\month=2023-09\part.parquet
1000PEPEUSDT,2023-10,ok,744,2023-10-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,147,155,92.0,122.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000PEPEUSDT\month=2023-10\part.parquet
1000PEPEUSDT,2023-11,ok,720,2023-11-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,155,169,123.0,152.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000PEPEUSDT\month=2023-11\part.parquet
1000PEPEUSDT,2023-12,ok,744,2023-12-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,169,176,153.0,183.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000PEPEUSDT\month=2023-12\part.parquet
1000RATSUSDT,2023-12,ok,394,2023-12-15 14:00:00+00:00,2023-12-31 23:00:00+00:00,173,176,0.0,16.375,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000RATSUSDT\month=2023-12\part.parquet
1000SATSUSDT,2023-12,ok,466,2023-12-12 14:00:00+00:00,2023-12-31 23:00:00+00:00,171,176,0.0,19.375,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000SATSUSDT\month=2023-12\part.parquet
1000SHIBUSDT,2023-07,ok,744,2023-07-01 00:00:00+00:00,2023-07-31 23:00:00+00:00,135,140,0.0,30.958333333333332,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000SHIBUSDT\month=2023-07\part.parquet
1000SHIBUSDT,2023-08,ok,744,2023-08-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,140,145,31.0,61.958333333333336,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000SHIBUSDT\month=2023-08\part.parquet
1000SHIBUSDT,2023-09,ok,720,2023-09-01 00:00:00+00:00,2023-09-30 23:00:00+00:00,145,147,62.0,91.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000SHIBUSDT\month=2023-09\part.parquet
1000SHIBUSDT,2023-10,ok,744,2023-10-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,147,155,92.0,122.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000SHIBUSDT\month=2023-10\part.parquet
1000SHIBUSDT,2023-11,ok,720,2023-11-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,155,169,123.0,152.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000SHIBUSDT\month=2023-11\part.parquet
1000SHIBUSDT,2023-12,ok,744,2023-12-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,169,176,153.0,183.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000SHIBUSDT\month=2023-12\part.parquet
1000XECUSDT,2023-07,ok,744,2023-07-01 00:00:00+00:00,2023-07-31 23:00:00+00:00,135,140,0.0,30.958333333333332,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000XECUSDT\month=2023-07\part.parquet
1000XECUSDT,2023-08,ok,744,2023-08-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,140,145,31.0,61.958333333333336,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000XECUSDT\month=2023-08\part.parquet
1000XECUSDT,2023-09,ok,720,2023-09-01 00:00:00+00:00,2023-09-30 23:00:00+00:00,145,147,62.0,91.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000XECUSDT\month=2023-09\part.parquet
1000XECUSDT,2023-10,ok,744,2023-10-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,147,155,92.0,122.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000XECUSDT\month=2023-10\part.parquet
1000XECUSDT,2023-11,ok,720,2023-11-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,155,169,123.0,152.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000XECUSDT\month=2023-11\part.parquet
1000XECUSDT,2023-12,ok,744,2023-12-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,169,176,153.0,183.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1000XECUSDT\month=2023-12\part.parquet
1INCHUSDT,2023-07,ok,744,2023-07-01 00:00:00+00:00,2023-07-31 23:00:00+00:00,135,140,0.0,30.958333333333332,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1INCHUSDT\month=2023-07\part.parquet
1INCHUSDT,2023-08,ok,744,2023-08-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,140,145,31.0,61.958333333333336,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1INCHUSDT\month=2023-08\part.parquet
1INCHUSDT,2023-09,ok,720,2023-09-01 00:00:00+00:00,2023-09-30 23:00:00+00:00,145,147,62.0,91.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1INCHUSDT\month=2023-09\part.parquet
1INCHUSDT,2023-10,ok,744,2023-10-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,147,155,92.0,122.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1INCHUSDT\month=2023-10\part.parquet
1INCHUSDT,2023-11,ok,720,2023-11-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,155,169,123.0,152.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1INCHUSDT\month=2023-11\part.parquet
1INCHUSDT,2023-12,ok,744,2023-12-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,169,176,153.0,183.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=1INCHUSDT\month=2023-12\part.parquet
AAVEUSDT,2023-07,ok,744,2023-07-01 00:00:00+00:00,2023-07-31 23:00:00+00:00,135,140,0.0,30.958333333333332,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=AAVEUSDT\month=2023-07\part.parquet
AAVEUSDT,2023-08,ok,744,2023-08-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,140,145,31.0,61.958333333333336,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=AAVEUSDT\month=2023-08\part.parquet
AAVEUSDT,2023-09,ok,720,2023-09-01 00:00:00+00:00,2023-09-30 23:00:00+00:00,145,147,62.0,91.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=AAVEUSDT\month=2023-09\part.parquet
AAVEUSDT,2023-10,ok,744,2023-10-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,147,155,92.0,122.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=AAVEUSDT\month=2023-10\part.parquet
AAVEUSDT,2023-11,ok,720,2023-11-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,155,169,123.0,152.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=AAVEUSDT\month=2023-11\part.parquet
AAVEUSDT,2023-12,ok,744,2023-12-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,169,176,153.0,183.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=AAVEUSDT\month=2023-12\part.parquet
ACEUSDT,2023-12,ok,326,2023-12-18 10:00:00+00:00,2023-12-31 23:00:00+00:00,174,176,0.0,13.541666666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ACEUSDT\month=2023-12\part.parquet
ACHUSDT,2023-07,ok,744,2023-07-01 00:00:00+00:00,2023-07-31 23:00:00+00:00,135,140,0.0,30.958333333333332,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ACHUSDT\month=2023-07\part.parquet
ACHUSDT,2023-08,ok,744,2023-08-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,140,145,31.0,61.958333333333336,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ACHUSDT\month=2023-08\part.parquet
ACHUSDT,2023-09,ok,720,2023-09-01 00:00:00+00:00,2023-09-30 23:00:00+00:00,145,147,62.0,91.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ACHUSDT\month=2023-09\part.parquet
ACHUSDT,2023-10,ok,744,2023-10-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,147,155,92.0,122.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ACHUSDT\month=2023-10\part.parquet
ACHUSDT,2023-11,ok,720,2023-11-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,155,169,123.0,152.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ACHUSDT\month=2023-11\part.parquet
ACHUSDT,2023-12,ok,744,2023-12-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,169,176,153.0,183.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ACHUSDT\month=2023-12\part.parquet
ADAUSDT,2023-07,ok,744,2023-07-01 00:00:00+00:00,2023-07-31 23:00:00+00:00,135,140,0.0,30.958333333333332,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ADAUSDT\month=2023-07\part.parquet
ADAUSDT,2023-08,ok,744,2023-08-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,140,145,31.0,61.958333333333336,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ADAUSDT\month=2023-08\part.parquet
ADAUSDT,2023-09,ok,720,2023-09-01 00:00:00+00:00,2023-09-30 23:00:00+00:00,145,147,62.0,91.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ADAUSDT\month=2023-09\part.parquet
ADAUSDT,2023-10,ok,744,2023-10-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,147,155,92.0,122.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ADAUSDT\month=2023-10\part.parquet
ADAUSDT,2023-11,ok,720,2023-11-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,155,169,123.0,152.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ADAUSDT\month=2023-11\part.parquet
ADAUSDT,2023-12,ok,744,2023-12-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,169,176,153.0,183.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ADAUSDT\month=2023-12\part.parquet
AGLDUSDT,2023-07,ok,70,2023-07-29 02:00:00+00:00,2023-07-31 23:00:00+00:00,140,140,0.0,2.8541666666666665,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=AGLDUSDT\month=2023-07\part.parquet
AGLDUSDT,2023-08,ok,744,2023-08-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,140,145,2.8958333333333335,33.854166666666664,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=AGLDUSDT\month=2023-08\part.parquet
AGLDUSDT,2023-09,ok,720,2023-09-01 00:00:00+00:00,2023-09-30 23:00:00+00:00,145,147,33.895833333333336,63.854166666666664,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=AGLDUSDT\month=2023-09\part.parquet
AGLDUSDT,2023-10,ok,744,2023-10-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,147,155,63.895833333333336,94.85416666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=AGLDUSDT\month=2023-10\part.parquet
AGLDUSDT,2023-11,ok,720,2023-11-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,155,169,94.89583333333333,124.85416666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=AGLDUSDT\month=2023-11\part.parquet
AGLDUSDT,2023-12,ok,744,2023-12-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,169,176,124.89583333333333,155.85416666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=AGLDUSDT\month=2023-12\part.parquet
ALGOUSDT,2023-07,ok,744,2023-07-01 00:00:00+00:00,2023-07-31 23:00:00+00:00,135,140,0.0,30.958333333333332,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ALGOUSDT\month=2023-07\part.parquet
ALGOUSDT,2023-08,ok,744,2023-08-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,140,145,31.0,61.958333333333336,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ALGOUSDT\month=2023-08\part.parquet
ALGOUSDT,2023-09,ok,720,2023-09-01 00:00:00+00:00,2023-09-30 23:00:00+00:00,145,147,62.0,91.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ALGOUSDT\month=2023-09\part.parquet
ALGOUSDT,2023-10,ok,744,2023-10-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,147,155,92.0,122.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ALGOUSDT\month=2023-10\part.parquet
ALGOUSDT,2023-11,ok,720,2023-11-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,155,169,123.0,152.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ALGOUSDT\month=2023-11\part.parquet
ALGOUSDT,2023-12,ok,744,2023-12-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,169,176,153.0,183.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ALGOUSDT\month=2023-12\part.parquet
ALICEUSDT,2023-07,ok,744,2023-07-01 00:00:00+00:00,2023-07-31 23:00:00+00:00,135,140,0.0,30.958333333333332,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ALICEUSDT\month=2023-07\part.parquet
ALICEUSDT,2023-08,ok,744,2023-08-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,140,145,31.0,61.958333333333336,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ALICEUSDT\month=2023-08\part.parquet
ALICEUSDT,2023-09,ok,720,2023-09-01 00:00:00+00:00,2023-09-30 23:00:00+00:00,145,147,62.0,91.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ALICEUSDT\month=2023-09\part.parquet
ALICEUSDT,2023-10,ok,744,2023-10-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,147,155,92.0,122.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ALICEUSDT\month=2023-10\part.parquet
ALICEUSDT,2023-11,ok,720,2023-11-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,155,169,123.0,152.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ALICEUSDT\month=2023-11\part.parquet
ALICEUSDT,2023-12,ok,744,2023-12-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,169,176,153.0,183.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ALICEUSDT\month=2023-12\part.parquet
ANKRUSDT,2023-07,ok,744,2023-07-01 00:00:00+00:00,2023-07-31 23:00:00+00:00,135,140,0.0,30.958333333333332,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ANKRUSDT\month=2023-07\part.parquet
ANKRUSDT,2023-08,ok,744,2023-08-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,140,145,31.0,61.958333333333336,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ANKRUSDT\month=2023-08\part.parquet
ANKRUSDT,2023-09,ok,720,2023-09-01 00:00:00+00:00,2023-09-30 23:00:00+00:00,145,147,62.0,91.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ANKRUSDT\month=2023-09\part.parquet
ANKRUSDT,2023-10,ok,744,2023-10-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,147,155,92.0,122.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ANKRUSDT\month=2023-10\part.parquet
ANKRUSDT,2023-11,ok,720,2023-11-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,155,169,123.0,152.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ANKRUSDT\month=2023-11\part.parquet
ANKRUSDT,2023-12,ok,744,2023-12-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,169,176,153.0,183.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=ANKRUSDT\month=2023-12\part.parquet
APEUSDT,2023-07,ok,744,2023-07-01 00:00:00+00:00,2023-07-31 23:00:00+00:00,135,140,0.0,30.958333333333332,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=APEUSDT\month=2023-07\part.parquet
APEUSDT,2023-08,ok,744,2023-08-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,140,145,31.0,61.958333333333336,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=APEUSDT\month=2023-08\part.parquet
APEUSDT,2023-09,ok,720,2023-09-01 00:00:00+00:00,2023-09-30 23:00:00+00:00,145,147,62.0,91.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=APEUSDT\month=2023-09\part.parquet
APEUSDT,2023-10,ok,744,2023-10-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,147,155,92.0,122.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=APEUSDT\month=2023-10\part.parquet
APEUSDT,2023-11,ok,720,2023-11-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,155,169,123.0,152.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=APEUSDT\month=2023-11\part.parquet
APEUSDT,2023-12,ok,744,2023-12-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,169,176,153.0,183.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=APEUSDT\month=2023-12\part.parquet
API3USDT,2023-07,ok,744,2023-07-01 00:00:00+00:00,2023-07-31 23:00:00+00:00,135,140,0.0,30.958333333333332,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=API3USDT\month=2023-07\part.parquet
API3USDT,2023-08,ok,744,2023-08-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,140,145,31.0,61.958333333333336,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=API3USDT\month=2023-08\part.parquet
API3USDT,2023-09,ok,720,2023-09-01 00:00:00+00:00,2023-09-30 23:00:00+00:00,145,147,62.0,91.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=API3USDT\month=2023-09\part.parquet
API3USDT,2023-10,ok,744,2023-10-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,147,155,92.0,122.95833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=API3USDT\month=2023-10\part.parquet
API3USDT,2023-11,ok,720,2023-11-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,155,169,123.0,152.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe_pre2024_1h_backfill_gold_age_v1_20260612\symbol=API3USDT\month=2023-11\part.parquet
