symbol,pre2024_first_observed_timestamp,pre2024_last_observed_timestamp,pre2024_rows_1h,pre2024_months,main_first_observed_timestamp,main_last_observed_timestamp,main_rows_1h,combined_first_observed_timestamp,listing_age_source
ACHUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ADAUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
AGLDUSDT,2023-07-29 02:30:00+00:00,2023-12-31 23:59:00+00:00,3742,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-29 02:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ALGOUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ALICEUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ANKRUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
APEUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
API3USDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
APTUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ARBUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ARKMUSDT,2023-07-28 02:45:00+00:00,2023-12-31 23:59:00+00:00,3766,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-28 02:45:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ARKUSDT,2023-09-19 16:03:00+00:00,2023-12-31 23:59:00+00:00,2480,4,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-09-19 16:03:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ARPAUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ARUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ASTRUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ATOMUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
AUCTIONUSDT,2023-12-15 13:00:00+00:00,2023-12-31 23:59:00+00:00,395,1,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-12-15 13:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
AVAXUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
AXSUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
BANDUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
BATUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
BCHUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
BEAMXUSDT,2023-11-17 13:30:00+00:00,2023-12-31 23:59:00+00:00,1067,2,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-11-17 13:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
BELUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
BICOUSDT,2023-09-28 12:30:00+00:00,2023-12-31 23:59:00+00:00,2268,4,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-09-28 12:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
BIGTIMEUSDT,2023-10-12 14:30:00+00:00,2023-12-31 23:59:00+00:00,1930,3,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-10-12 14:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
BLURUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
BNBUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
BNTUSDT,2023-08-10 12:00:00+00:00,2023-12-31 23:59:00+00:00,3444,5,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-08-10 12:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
BSVUSDT,2023-10-20 12:30:00+00:00,2023-12-31 23:59:00+00:00,1740,3,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-10-20 12:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
BTCUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
C98USDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
CAKEUSDT,2023-11-02 12:45:00+00:00,2023-12-31 23:59:00+00:00,1428,2,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-11-02 12:45:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
CELOUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
CELRUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
CFXUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
CHRUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
CHZUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
CKBUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
COMPUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
COTIUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
CRVUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
CTSIUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
CYBERUSDT,2023-08-21 12:00:00+00:00,2023-12-31 23:59:00+00:00,3180,5,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-08-21 12:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
DASHUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
DODOXUSDT,2023-08-08 12:00:00+00:00,2023-12-31 23:59:00+00:00,3492,5,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-08-08 12:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
DOGEUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
DOTUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
DUSKUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
DYDXUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
EDUUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
EGLDUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ENJUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ENSUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ETCUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ETHUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ETHWUSDT,2023-11-28 12:30:00+00:00,2023-12-31 23:59:00+00:00,804,2,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-11-28 12:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
FETUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
FILUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
FLOWUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
GALAUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
GASUSDT,2023-10-25 02:45:00+00:00,2023-12-31 23:59:00+00:00,1630,3,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-10-25 02:45:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
GMTUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
GMXUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
GRTUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
GTCUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
HBARUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
HFTUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
HIGHUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
HOTUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ICPUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ICXUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
IDUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ILVUSDT,2023-11-10 16:30:00+00:00,2023-12-31 23:59:00+00:00,1232,2,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-11-10 16:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
IMXUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
INJUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
IOSTUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
IOTAUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
IOTXUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
JASMYUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
JOEUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
JTOUSDT,2023-12-08 10:01:00+00:00,2023-12-31 23:59:00+00:00,566,1,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-12-08 10:01:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
KASUSDT,2023-11-17 02:00:00+00:00,2023-12-31 23:59:00+00:00,1078,2,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-11-17 02:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
KAVAUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
KNCUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
KSMUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
LDOUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
LINKUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
LPTUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
LQTYUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
LTCUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
LUNA2USDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
MAGICUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
MANAUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
MASKUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
MAVUSDT,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
