candidate_id,family_id,label_family,horizon_h,variant,split,n_dates,avg_n_obs,mean_spread,spread_tstat,nonoverlap_median_tstat,nonoverlap_min_tstat,positive_rate
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_future_1h,train_2024,716,96.0,0.4572390498913718,69.23609044798447,33.37723560553175,32.645150101264996,0.9860335195530726
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_future_1h,validation_2025H1,716,96.0,0.45603425358684613,75.61448627843804,38.26918019947546,34.86589638242944,0.9902234636871509
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_future_1h,test_2025H2,716,96.0,0.457479409758783,79.9441166836458,39.83572507032643,37.43974519304645,0.9972067039106145
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_future_1h,recent_oos_2026JanApr,716,96.0,0.45459987800355295,79.04180479497958,39.01741092069679,37.188196981273485,0.9958100558659218
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_future_1h,known_may2026_stress,596,96.0,0.4616137959573363,75.9451759499178,38.54720420139493,35.44121570988303,0.9966442953020134
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_stale_24h,train_2024,692,96.0,-0.004283076429030184,-0.5988532242081663,-0.14058810861587628,-1.1705832527840867,0.49421965317919075
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_stale_24h,validation_2025H1,716,96.0,0.00656639317111995,1.007174849201142,0.7164572295446168,-0.6918522558508107,0.49860335195530725
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_stale_24h,test_2025H2,716,96.0,-0.0007898616689861437,-0.1300959140997702,-0.09438829077820363,-0.7930635265415324,0.49860335195530725
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_stale_24h,recent_oos_2026JanApr,716,96.0,0.0010663481072000645,0.1706590614120696,0.33232198197416296,-1.371232868330904,0.49441340782122906
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,wrong_lag_stale_24h,known_may2026_stress,595,96.0,0.006090363544407662,0.8719781423993095,0.4784506606003278,0.15122070479247715,0.5310924369747899
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,time_shuffle,train_2024,716,95.93435754189944,-0.0035838409114421687,-0.7168032981723124,-0.38471370085628787,-0.6857909325565015,0.5
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,time_shuffle,validation_2025H1,716,95.93994413407822,0.001428169615145873,0.28872609449716724,0.05686053731746697,-1.7878411715227005,0.5167597765363129
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,time_shuffle,test_2025H2,716,95.95670391061452,-0.0035238691030415876,-0.7042824571801117,-0.28987846630557823,-0.9053759951891296,0.4930167597765363
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,time_shuffle,recent_oos_2026JanApr,716,95.95251396648045,-0.001108751034554107,-0.2187550630714598,-0.1644449491963179,-2.0062096609169924,0.5139664804469274
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,time_shuffle,known_may2026_stress,596,95.93959731543625,0.0009204884414615952,0.1719889734750286,0.2482658552392181,-0.8698213406473279,0.47818791946308725
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,symbol_shuffle,train_2024,716,96.0,0.002536435702462241,0.5328087703323743,0.22764625596693674,-0.8260984542497855,0.505586592178771
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,symbol_shuffle,validation_2025H1,716,96.0,-0.0030431008613838544,-0.5994263133780702,-0.7006288405415693,-1.352969599445585,0.4860335195530726
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,symbol_shuffle,test_2025H2,716,96.0,-0.004654014538572849,-0.9097047809457124,-0.07338831514181517,-1.7394157693732246,0.48463687150837986
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,symbol_shuffle,recent_oos_2026JanApr,716,96.0,0.00020264549004947064,0.04076409104628561,-0.051923381711187766,-0.7165995425699047,0.5181564245810056
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,symbol_shuffle,known_may2026_stress,595,96.0,0.005584875364287129,1.0330758767312522,0.44204210205043265,-1.086049795577191,0.5025210084033613
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,same_family_random,train_2024,716,96.0,-0.0037023296865301065,-0.7519463827490888,-0.46176941493500295,-1.076243386058834,0.5041899441340782
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,same_family_random,validation_2025H1,716,96.0,-0.001366662140492448,-0.2795923983508133,0.27819705328695515,-1.5966281021321749,0.5139664804469274
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,same_family_random,test_2025H2,716,96.0,0.0073239964825160386,1.4615211035836304,0.45375601582740577,-0.10876315283978889,0.5223463687150838
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,same_family_random,recent_oos_2026JanApr,716,96.0,-0.00551886121456652,-1.1356081338834845,-0.5905666620950054,-2.154922398298222,0.4664804469273743
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L7_ranked_future_return,4,same_family_random,known_may2026_stress,596,96.0,-0.003149857071836937,-0.5750032780612718,-0.2783724932730249,-1.9011670123264222,0.4983221476510067
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,original,train_2024,719,96.0,-0.0010457143100433381,-3.768750277926125,-3.768750277926125,-3.768750277926125,0.41307371349095967
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,original,validation_2025H1,719,96.0,-0.00021927797767041783,-1.2404979935905247,-1.2404979935905247,-1.2404979935905247,0.43532684283727396
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,original,test_2025H2,719,96.0,-0.0006485066100570735,-3.2456523365081433,-3.2456523365081433,-3.2456523365081433,0.3810848400556328
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,original,recent_oos_2026JanApr,719,96.0,-0.0008754738809387902,-2.35321879779842,-2.35321879779842,-2.35321879779842,0.3852573018080668
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,original,known_may2026_stress,598,96.0,-0.0005749712627922545,-2.470372193638995,-2.470372193638995,-2.470372193638995,0.45819397993311034
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,one_bar_lag,train_2024,718,96.0,-0.00038788902621118935,-1.5260822442616209,-1.5260822442616209,-1.5260822442616209,0.45125348189415043
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,one_bar_lag,validation_2025H1,719,96.0,-0.00024951863608290483,-1.7374988086356529,-1.7374988086356529,-1.7374988086356529,0.4520166898470097
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,one_bar_lag,test_2025H2,719,96.0,-0.0005860836104603321,-3.321328015148503,-3.321328015148503,-3.321328015148503,0.44923504867872044
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,one_bar_lag,recent_oos_2026JanApr,719,96.0,-0.0008342330340096805,-2.3856871024930073,-2.3856871024930073,-2.3856871024930073,0.4853963838664812
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,one_bar_lag,known_may2026_stress,598,96.0,1.156165417366571e-05,0.055049311178263595,0.055049311178263595,0.055049311178263595,0.48494983277591974
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,wrong_lag_future_1h,train_2024,719,96.0,0.025731554616261924,61.376769047600135,61.376769047600135,61.376769047600135,1.0
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,wrong_lag_future_1h,validation_2025H1,719,96.0,0.01658983755557906,81.07889703489795,81.07889703489795,81.07889703489795,1.0
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,wrong_lag_future_1h,test_2025H2,719,96.0,0.019305659956418024,87.99762141625743,87.99762141625743,87.99762141625743,1.0
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,wrong_lag_future_1h,recent_oos_2026JanApr,719,96.0,0.028838397429334875,65.64175477454941,65.64175477454941,65.64175477454941,1.0
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,wrong_lag_future_1h,known_may2026_stress,599,96.0,0.022516970599338455,83.6363072136984,83.6363072136984,83.6363072136984,1.0
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,wrong_lag_stale_24h,train_2024,695,96.0,-0.0005062906030950477,-2.3872232666968705,-2.3872232666968705,-2.3872232666968705,0.46474820143884893
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,wrong_lag_stale_24h,validation_2025H1,719,96.0,0.00016839947108412056,1.2914911810632126,1.2914911810632126,1.2914911810632126,0.5146036161335188
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,wrong_lag_stale_24h,test_2025H2,719,96.0,-1.8929716509640276e-05,-0.1247086783339887,-0.1247086783339887,-0.1247086783339887,0.48956884561891517
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,wrong_lag_stale_24h,recent_oos_2026JanApr,719,96.0,0.00038097935173932824,1.371455022189038,1.371455022189038,1.371455022189038,0.5062586926286509
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,wrong_lag_stale_24h,known_may2026_stress,598,96.0,-0.00017055243679118558,-0.8543561350615823,-0.8543561350615823,-0.8543561350615823,0.48327759197324416
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,time_shuffle,train_2024,719,95.9346314325452,1.137387063477964e-05,0.08767018819412087,0.08767018819412087,0.08767018819412087,0.5048678720445062
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,time_shuffle,validation_2025H1,719,95.94019471488178,2.033021697896192e-05,0.22585172863736025,0.22585172863736025,0.22585172863736025,0.5132127955493742
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,time_shuffle,test_2025H2,719,95.95688456189151,-7.59170201211366e-05,-0.6741539485980033,-0.6741539485980033,-0.6741539485980033,0.4728789986091794
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,time_shuffle,recent_oos_2026JanApr,719,95.95132127955493,0.00010978370560604533,0.5975521436428741,0.5975521436428741,0.5975521436428741,0.5201668984700973
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,time_shuffle,known_may2026_stress,599,95.9398998330551,-3.921396446592519e-05,-0.29226215892262125,-0.29226215892262125,-0.29226215892262125,0.4991652754590985
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,symbol_shuffle,train_2024,719,96.0,-0.00011704451559702247,-0.8753083109300578,-0.8753083109300578,-0.8753083109300578,0.4965229485396384
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,symbol_shuffle,validation_2025H1,719,96.0,2.286667016302112e-05,0.2687941520709145,0.2687941520709145,0.2687941520709145,0.48400556328233657
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,symbol_shuffle,test_2025H2,719,96.0,8.154505377204581e-05,0.792740095092143,0.792740095092143,0.792740095092143,0.5104311543810849
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,symbol_shuffle,recent_oos_2026JanApr,719,96.0,0.00012085104613374266,0.6500203883582454,0.6500203883582454,0.6500203883582454,0.5340751043115438
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,symbol_shuffle,known_may2026_stress,598,96.0,-0.00016634068655973786,-1.2648085782232255,-1.2648085782232255,-1.2648085782232255,0.47324414715719065
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,same_family_random,train_2024,719,96.0,7.194085780806668e-05,0.4909528919440333,0.4909528919440333,0.4909528919440333,0.4951321279554937
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,same_family_random,validation_2025H1,719,96.0,5.462790294762821e-06,0.06541397283072299,0.06541397283072299,0.06541397283072299,0.5034770514603616
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,same_family_random,test_2025H2,719,96.0,5.0755761127679245e-05,0.471271930757975,0.471271930757975,0.471271930757975,0.5104311543810849
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,same_family_random,recent_oos_2026JanApr,719,96.0,-0.00012961364144456643,-0.6891437000986703,-0.6891437000986703,-0.6891437000986703,0.5159944367176634
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,1,same_family_random,known_may2026_stress,599,96.0,4.524174728135366e-05,0.3123042243385617,0.3123042243385617,0.3123042243385617,0.5125208681135225
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,4,original,train_2024,716,96.0,-0.0019572482194887032,-4.023343256537129,-1.8183974304530155,-3.6195294862104217,0.4106145251396648
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,4,original,validation_2025H1,716,96.0,-0.0007897954303678023,-2.5345637699781833,-1.2417442572320287,-1.846775676227019,0.43854748603351956
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,4,original,test_2025H2,716,96.0,-0.0013636789372808939,-3.8522535299758434,-2.080918068542175,-2.5185636901609385,0.4036312849162011
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,4,original,recent_oos_2026JanApr,716,96.0,-0.0009483870120120141,-1.4020516877216762,-0.7152602765399185,-2.004426257769221,0.43575418994413406
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,4,original,known_may2026_stress,595,96.0,-0.0005228220231953073,-1.2159482461814937,-0.31008800882651255,-1.6439681710118763,0.4588235294117647
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,4,one_bar_lag,train_2024,715,96.0,-0.0010403170659251048,-2.2022166483993133,-0.8621683158085367,-2.3496218929737034,0.44755244755244755
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,4,one_bar_lag,validation_2025H1,716,96.0,-0.0005992775477319073,-1.9746267281249048,-1.252137601712291,-1.4531698228188117,0.4594972067039106
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,4,one_bar_lag,test_2025H2,716,96.0,-0.000738287569030229,-2.157153684394452,-1.003809130138483,-1.8481239834255954,0.4622905027932961
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,4,one_bar_lag,recent_oos_2026JanApr,716,96.0,-0.0001812735500588715,-0.28081293705211463,-0.2809597879582949,-1.1850404220414705,0.47067039106145253
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,4,one_bar_lag,known_may2026_stress,595,96.0,0.00011206811224163718,0.2618792052868608,0.1755875548864417,-0.7803371165433521,0.492436974789916
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,4,wrong_lag_future_1h,train_2024,716,96.0,0.023934991785830837,40.18932380610738,19.977296181433218,19.3605100616467,0.9776536312849162
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,4,wrong_lag_future_1h,validation_2025H1,716,96.0,0.015827677468483587,48.93927925262143,25.397150874623698,22.140134991861608,0.9902234636871509
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,4,wrong_lag_future_1h,test_2025H2,716,96.0,0.018000197497725058,47.316624362737066,23.572693132983783,21.709578208960693,0.9874301675977654
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,4,wrong_lag_future_1h,recent_oos_2026JanApr,716,96.0,0.027202297628170162,38.30027761417814,18.972857149023138,18.135170443485183,0.9678770949720671
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,4,wrong_lag_future_1h,known_may2026_stress,596,96.0,0.022132927129487747,47.37241189574541,23.512878536887907,22.039844368853352,0.9949664429530202
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,4,wrong_lag_stale_24h,train_2024,692,96.0,-0.0005002760711114313,-1.203097520443773,-0.5010787989415669,-1.8282425216809324,0.4884393063583815
a7ab3_1bbac777d8c7cece,G0_price_return_reversal,L1_cross_sectional_relative_return,4,wrong_lag_stale_24h,validation_2025H1,716,96.0,0.0005046189278304833,1.9224703180973484,0.732260295660126,0.2545024808261337,0.520949720670391
