blueprint_id,semantic_pair,skeleton_key,label_family,a7ls20_deep_score,max_selected_proxy_corr,decision,reason
a7ls15_28ca8987b85dac7f,basis_premium_like|volatility_like,skel_b1251d7d11b756bc,L5_vol_adjusted_return,358.9031697303816,0.0,MARGINAL_REJECT,basis_premium_marginal_cap;l5_label_marginal_cap
a7ls15_7fd80716a8797661,basis_premium_like|funding_state_like,skel_bcb165b7818f5d85,L5_vol_adjusted_return,358.0164655195349,0.0,MARGINAL_REJECT,basis_premium_marginal_cap;l5_label_marginal_cap
a7ls15_018b93a851157cc6,basis_premium_like|open_interest_like,skel_156d0fafafecde17,L5_vol_adjusted_return,353.1706644457307,0.0,MARGINAL_REJECT,basis_premium_marginal_cap;l5_label_marginal_cap
a7ls15_36d05d7c87155393,price_like,skel_1d39996e97d5ace0,L5_vol_adjusted_return,350.7686305390464,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_680168dc3de0e8b2,price_like|positioning_like,skel_069f2015163fa7ef,L5_vol_adjusted_return,350.7686305390464,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_41b015be6536c51b,price_like|open_interest_like,skel_069f2015163fa7ef,L5_vol_adjusted_return,344.9050400058648,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_1bbd045f0db8a391,price_like|positioning_like,skel_9022329aa351176d,L5_vol_adjusted_return,343.0733805433255,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_f86433f7208c1329,basis_premium_like|liquidity_like,skel_d2c2cd29eb5fbfcd,L5_vol_adjusted_return,341.94465159122296,0.0,MARGINAL_REJECT,basis_premium_marginal_cap;l5_label_marginal_cap;semantic_pair_marginal_cap
a7ls15_f9c2ece012db71de,price_like|funding_state_like,skel_069f2015163fa7ef,L5_vol_adjusted_return,340.65584497716884,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_66f1558110e31c26,basis_premium_like|positioning_like,skel_437d739eeb4ca960,L5_vol_adjusted_return,339.862706464528,0.0,MARGINAL_REJECT,basis_premium_marginal_cap;l5_label_marginal_cap
a7ls15_06e563f3f6e91185,price_like|positioning_like,skel_68afc754cbb8a9d9,L5_vol_adjusted_return,335.0204498249216,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_6b4a43090639e6e5,basis_premium_like|price_like,skel_bd3c50a4e2306348,L5_vol_adjusted_return,334.97332156720296,0.0,MARGINAL_REJECT,basis_premium_marginal_cap;l5_label_marginal_cap
a7ls15_7ac455a2b52282dc,basis_premium_like|open_interest_like,skel_effc632350c0cac6,L5_vol_adjusted_return,333.97277647190896,0.0,MARGINAL_REJECT,basis_premium_marginal_cap;l5_label_marginal_cap
a7ls15_948d1b07afc0c505,price_like|taker_flow_like,skel_9022329aa351176d,L5_vol_adjusted_return,330.400658240619,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_f6c7c90d3f311708,price_like|liquidity_like,skel_069f2015163fa7ef,L5_vol_adjusted_return,328.815399599544,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_540e9347f72b049e,positioning_like,skel_effc632350c0cac6,L5_vol_adjusted_return,327.5633163786904,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_610e680c318ec441,basis_premium_like|positioning_like,skel_22748723bb8d2dfb,L5_vol_adjusted_return,317.3537590818913,0.0,MARGINAL_REJECT,basis_premium_marginal_cap;l5_label_marginal_cap
a7ls15_da3b11b2e7badd04,basis_premium_like,skel_437d739eeb4ca960,L5_vol_adjusted_return,301.5458107340898,0.0,MARGINAL_REJECT,basis_premium_marginal_cap;l5_label_marginal_cap;semantic_pair_marginal_cap
a7ls15_29dc8de3924f52b2,regime_state|price_like,skel_5aa3c6bd7cbc604b,L5_vol_adjusted_return,280.4874309247134,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_648a804eb90f46cb,open_interest_like|positioning_like,skel_f89a6e67ef647a58,L5_vol_adjusted_return,277.5835041200097,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_317d29618ee5ec80,basis_premium_like|regime_state,skel_3a90084955c27d13,L5_vol_adjusted_return,262.99370757108574,0.0,MARGINAL_REJECT,basis_premium_marginal_cap;l5_label_marginal_cap
a7ls15_c3747cdc4347a4ac,price_like|liquidity_like,skel_2e8b8619337ca522,L5_vol_adjusted_return,261.8625561979899,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_cb16a29f79da3d83,positioning_like|listing_age_like,skel_77f16279f08ff4ad,L5_vol_adjusted_return,261.2136560235316,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_c82860f6e61dc4dd,funding_state_like,skel_effc632350c0cac6,L5_vol_adjusted_return,253.81227740993535,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_f58f6b436c56b89d,price_like|regime_state,skel_c614d64ff6a8da31,L5_vol_adjusted_return,248.65352970043872,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_e110ebbc670dfaa2,price_like,skel_f5b37d2264eba0bd,L5_vol_adjusted_return,233.27404561020313,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_fb65b93e336d0f62,price_like|listing_age_like,skel_effc632350c0cac6,L5_vol_adjusted_return,226.11269245857542,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_a46b88681b1f44f2,regime_state|price_like,skel_bcb165b7818f5d85,L5_vol_adjusted_return,222.37235841940384,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_750c63038a5d38df,regime_state|price_like,skel_1a1b3fb29dff7328,L5_vol_adjusted_return,222.03726064434755,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_b86b957363dd935b,open_interest_like|positioning_like,skel_2674b9b28339672e,L5_vol_adjusted_return,201.4656819561775,0.0,MARGINAL_REJECT,l5_label_marginal_cap
a7ls15_85349fa9da154b90,positioning_like|regime_state,skel_de24d62b59cd8e14,L5_vol_adjusted_return,185.895031777031,0.0,MARGINAL_REJECT,l5_label_marginal_cap
