blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,source_file,shard,blocker_family,deep_followup_score
a7ls6_c31b98e75e807c19,"Mul(ZScore(Mean(realized_vol_24h,168)),Sign(ZScore(Mean(premium_close_bps,168))))",volatility_like|premium_close_bps,typed_gate,L3_liquidity_tier_relative_return,24,1.0,3,True,0.8698551412576667,0.0015959753418158,True,0.7451247123733336,-0.01749722300929,True,0.0012323014990676,0.0006323014990676,-0.0003676985009323,94.93333333333334,A7LS6S010_NUMERIC_CLUE,2113,0.0012205470369106,2.248395225747552,0.4042625365963654,-0.1916550324200894,0.5281590156176053,2136,0.0022090544918676,5.744019158877242,1.174028760772986,0.6722120370962866,0.5397940074906367,2136,0.011029468076409,18.823825892357707,3.761609768331212,3.2278926511105333,0.648876404494382,2136,0.0016323014990676,3.109488103333466,0.7451247123733336,-0.01749722300929,0.5463483146067416,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_010\a7ls6_s010_label_response_metrics.csv,s010,numeric_clue,14.610461216049128
a7ls6_5a69ac2d3d0954dd,"Mul(ZScore(Mean(premium_close_bps,168)),Sign(ZScore(Mean(realized_vol_168h,168))))",basis_premium_like|realized_vol_168h,typed_gate,L1_cross_sectional_relative_return,24,1.0,3,True,0.8773449215882976,0.0014171931131258,True,0.5817993701761743,-0.193102497844737,True,0.0010130561963007,0.0004130561963007,-0.0005869438036992,94.93333333333334,A7LS6S003_NUMERIC_CLUE,2113,0.001331021394307,2.8506399163329466,0.5557478692561955,-0.0214823822042259,0.5466161855182206,2136,0.001293531192077,3.015643874025212,0.6028881168331666,-0.0830438707862723,0.5210674157303371,2136,0.0060324145860305,13.16243049864718,2.689291866725665,2.1620970776774358,0.6156367041198502,2136,0.0014130561963007,2.5451476844468583,0.5817993701761743,-0.193102497844737,0.5594569288389513,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_003\a7ls6_s003_label_response_metrics.csv,s003,numeric_clue,13.682700954296042
a7ls6_cbc157eb34ecc74e,"Mul(ZScore(Mean(age_x_volatility,24)),Sign(ZScore(Mean(premium_abs_168h,24))))",listing_age_like|regime_state,typed_gate,L3_liquidity_tier_relative_return,4,-1.0,3,True,0.8895669169398501,0.00035844930562,True,0.9915697310345936,1.0602701557000078,True,3.468087351120953e-05,-0.0005653191264887,-0.0015653191264887,95.82222222222222,A7LS6S005_NUMERIC_CLUE,2133,-0.0002348088112666,-1.0194516879187994,-0.4973261092197699,-0.6079002837859933,0.5002344116268167,2156,-0.0006226481514043,-3.711143781079669,-1.8892604497554872,-2.0648856716855524,0.4689239332096475,2156,-0.0009719282060492,-4.171259226024588,-2.080550058728191,-2.1742707383277864,0.4536178107606679,2156,-0.0004346808735112,-1.8441004708896855,-0.9915697310345936,-1.0602701557000078,0.4749536178107607,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_005\a7ls6_s005_label_response_metrics.csv,s005,numeric_clue,12.462027767334996
a7ls6_4a5cfd2698ece591,CSRank(age_x_liquidity),listing_age_like,rank,L3_liquidity_tier_relative_return,24,-1.0,3,True,0.8994878851769396,0.001310575744969,True,0.6700822451266237,0.9263747645542382,True,0.0009301333331332,0.0003301333331332,-0.0006698666668667,94.93333333333334,A7LS6S004_NUMERIC_CLUE,2136,-0.0027536268818869,-8.923680088085897,-1.7686794277469349,-2.4458145195860816,0.449438202247191,2136,-0.0008529445728187,-3.1365388145635897,-0.6700822451266237,-0.9263747645542382,0.4850187265917603,2136,-0.0016104589334599,-4.824008375618157,-0.9743978089847952,-1.4004840001279295,0.4555243445692883,2136,-0.0013301333331332,-4.422900988992397,-0.8946153564335598,-1.476726043863627,0.4648876404494382,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_004\a7ls6_s004_label_response_metrics.csv,s004,numeric_clue,12.288161991829282
a7ls6_5265ad24b18b20e2,"ZScore(Mean(realized_vol_24h,336))",volatility_like,zmean,L0_raw_forward_return,24,-1.0,3,True,0.9539636342084974,0.0033938608647734,True,1.1896826506216436,1.4950543760034638,True,0.0030822700757155,0.0024822700757155,0.0014822700757155,94.93333333333334,A7LS6S008_NUMERIC_CLUE,2113,-0.0010143224795797,-1.4861795007834433,-0.2995794915983036,-0.679717008108909,0.4093705631803123,2136,-0.003762686997137,-6.961428871399941,-1.430020580474757,-1.670153138819728,0.4672284644194756,2136,-0.003739532977885,-5.635559057377031,-1.1896826506216436,-1.5550508086946642,0.3810861423220973,2136,-0.0034822700757155,-6.26979689665601,-1.2726793895400004,-1.4950543760034638,0.4424157303370786,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_008\a7ls6_s008_label_response_metrics.csv,s008,numeric_clue,10.974821895642624
a7ls6_5265ad24b18b20e2,"ZScore(Mean(realized_vol_24h,336))",volatility_like,zmean,L1_cross_sectional_relative_return,24,-1.0,3,True,0.9539636342084974,0.0033938608647734,True,1.1896826506216436,1.4950543760034636,True,0.0030822700757155,0.0024822700757155,0.0014822700757155,94.93333333333334,A7LS6S008_NUMERIC_CLUE,2113,-0.0010143224795797,-1.4861795007834435,-0.2995794915983032,-0.679717008108909,0.4093705631803123,2136,-0.003762686997137,-6.961428871399939,-1.4300205804747566,-1.6701531388197284,0.4672284644194756,2136,-0.003739532977885,-5.635559057377031,-1.1896826506216436,-1.5550508086946642,0.3810861423220973,2136,-0.0034822700757155,-6.26979689665601,-1.2726793895400008,-1.4950543760034636,0.4424157303370786,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_008\a7ls6_s008_label_response_metrics.csv,s008,numeric_clue,10.974821895642624
a7ls6_5265ad24b18b20e2,"ZScore(Mean(realized_vol_24h,336))",volatility_like,zmean,L0_raw_forward_return,8,-1.0,3,True,0.9253429158816494,0.0013585528125409,True,1.4424713221642405,1.6347963480107706,True,0.0009646190484936,0.0003646190484936,-0.0006353809515063,95.64444444444445,A7LS6S008_NUMERIC_CLUE,2129,-0.0003356998638193,-0.8542771735072684,-0.3503514880498871,-0.4050727279645802,0.466416157820573,2152,-0.0013827025411267,-4.469956275137892,-1.5363480632832724,-1.7380615162159252,0.4674721189591078,2152,-0.0015210737597211,-4.096105119520591,-1.4424713221642405,-1.6347963480107706,0.4219330855018587,2152,-0.0013646190484936,-4.137695417205936,-1.468177634620969,-1.6691743235385907,0.4502788104089219,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_008\a7ls6_s008_label_response_metrics.csv,s008,numeric_clue,10.45905757238673
a7ls6_5265ad24b18b20e2,"ZScore(Mean(realized_vol_24h,336))",volatility_like,zmean,L1_cross_sectional_relative_return,8,-1.0,3,True,0.9253429158816496,0.0013585528125409,True,1.4424713221642405,1.6347963480107706,True,0.0009646190484936,0.0003646190484936,-0.0006353809515063,95.64444444444445,A7LS6S008_NUMERIC_CLUE,2129,-0.0003356998638193,-0.8542771735072686,-0.3503514880498871,-0.4050727279645803,0.466416157820573,2152,-0.0013827025411267,-4.469956275137891,-1.5363480632832724,-1.738061516215925,0.4674721189591078,2152,-0.0015210737597211,-4.096105119520591,-1.4424713221642405,-1.6347963480107706,0.4219330855018587,2152,-0.0013646190484936,-4.137695417205936,-1.4681776346209694,-1.6691743235385903,0.4502788104089219,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_008\a7ls6_s008_label_response_metrics.csv,s008,numeric_clue,10.459057572386707
a7ls6_2f08b2d1eae777bb,"Mul(ZScore(Mean(volume_volatility_ratio_168h,72)),Sign(ZScore(Mean(age_percentile_active_universe,72))))",volatility_like|age_percentile_active_universe,typed_gate,L0_raw_forward_return,4,1.0,3,True,0.9375203381999956,0.0008227351540025,True,0.8898792973873579,0.8737515359546993,True,0.0004432449170324,-0.0001567550829675,-0.0011567550829675,95.82222222222222,A7LS6S009_NUMERIC_CLUE,2133,0.0002312296072524,0.8057990393869723,0.4025279596793775,0.3579947946947356,0.5185185185185185,2156,0.0005033261474956,2.2982276688652803,1.1282062854947243,1.0442621432389023,0.5153061224489796,2156,0.0005320893833356,1.8483208967768827,0.8898792973873579,0.8737515359546993,0.537569573283859,2156,0.0008432449170324,3.5656767221315646,1.783907941302313,1.6406520799546942,0.5547309833024119,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_009\a7ls6_s009_label_response_metrics.csv,s009,numeric_clue,7.944452869957641
a7ls6_2f08b2d1eae777bb,"Mul(ZScore(Mean(volume_volatility_ratio_168h,72)),Sign(ZScore(Mean(age_percentile_active_universe,72))))",volatility_like|age_percentile_active_universe,typed_gate,L1_cross_sectional_relative_return,4,1.0,3,True,0.9375203381999958,0.0008227351540025,True,0.8898792973873577,0.8737515359546998,True,0.0004432449170324,-0.0001567550829675,-0.0011567550829675,95.82222222222222,A7LS6S009_NUMERIC_CLUE,2133,0.0002312296072524,0.8057990393869724,0.4025279596793775,0.3579947946947356,0.5185185185185185,2156,0.0005033261474956,2.298227668865279,1.1282062854947243,1.0442621432389023,0.5153061224489796,2156,0.0005320893833356,1.848320896776883,0.8898792973873577,0.8737515359546998,0.537569573283859,2156,0.0008432449170324,3.565676722131565,1.783907941302313,1.6406520799546946,0.5547309833024119,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_009\a7ls6_s009_label_response_metrics.csv,s009,numeric_clue,7.94445286995762
a7ls6_5a69ac2d3d0954dd,"Mul(ZScore(Mean(premium_close_bps,168)),Sign(ZScore(Mean(realized_vol_168h,168))))",basis_premium_like|realized_vol_168h,typed_gate,L0_raw_forward_return,24,1.0,3,True,0.9393760958751962,0.0014171931131258,True,0.5817993701761744,-0.1931024978447369,True,0.0010130561963007,0.0004130561963007,-0.0005869438036992,94.93333333333334,A7LS6S003_NUMERIC_CLUE,2113,0.001331021394307,2.8506399163329457,0.5557478692561951,-0.0214823822042259,0.5466161855182206,2136,0.001293531192077,3.015643874025211,0.6028881168331666,-0.0830438707862724,0.5210674157303371,2136,0.0060324145860305,13.16243049864718,2.689291866725665,2.1620970776774358,0.6156367041198502,2136,0.0014130561963007,2.5451476844468583,0.5817993701761744,-0.1931024978447369,0.5594569288389513,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_003\a7ls6_s003_label_response_metrics.csv,s003,numeric_clue,7.479583525606179
a7ls6_4ec71bffe30b07a9,"Mul(ZScore(Mean(volume_volatility_ratio_168h,168)),Sign(ZScore(Mean(premium_close_bps,168))))",volatility_like|premium_close_bps,typed_gate,L1_cross_sectional_relative_return,24,-1.0,3,True,0.9658805954821016,0.0024345941233169,True,0.5753405450866141,0.9541561147270814,True,0.0019743491037174,0.0013743491037174,0.0003743491037174,94.93333333333334,A7LS6S010_NUMERIC_CLUE,2113,-0.0026410861946681,-4.975753839713701,-1.035811160394697,-1.272747057870234,0.4850922858495031,2136,-0.0010003661046286,-2.8916830967970983,-0.5753405450866141,-0.9541561147270814,0.4737827715355805,2136,-0.0056899239080636,-10.640486557467057,-2.101077646207174,-3.143107014867451,0.4138576779026217,2136,-0.0023743491037174,-5.759031495101515,-1.2248952971974068,-1.5353611907008409,0.4714419475655431,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_010\a7ls6_s010_label_response_metrics.csv,s010,numeric_clue,7.175039793551223
a7ls6_5cc8a20f941a59e2,"ZScore(Mean(volume_volatility_ratio_168h,72))",volatility_like,zmean,L1_cross_sectional_relative_return,4,1.0,3,True,0.9491190900013536,0.0008414627050156,True,1.0758268796833492,1.0213731212138888,True,0.000461126296801,-0.0001388737031989,-0.0011388737031989,95.82222222222222,A7LS6S009_NUMERIC_CLUE,2133,0.00025997875621,0.8880583070129423,0.4385346959570699,0.3945593210294205,0.5175808720112518,2156,0.0006311418876451,2.810002279828374,1.3968978223339863,1.3190631775772208,0.5264378478664193,2156,0.0006282930056132,2.196113561926587,1.0758268796833492,1.0213731212138888,0.5408163265306123,2156,0.000861126296801,3.636775282119787,1.8169413821508968,1.6626057156855922,0.5551948051948052,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_009\a7ls6_s009_label_response_metrics.csv,s009,numeric_clue,6.9509268260941255
