candidate_id,seed_lane,label_family,label_horizon_h,pass_splits,min_spread,mean_spread,max_control_ratio,min_sample_rows
core26de_S1_liquidity_basis_positioning_0ff56b27ce32ca,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,0,6.418400883295949e-05,0.000618659086306758,3.4164932396797223,26575
core26de_S1_liquidity_basis_positioning_1053821974a12d,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.004555478231722515,-0.0031215957955798546,1.4554938065472587,26575
core26de_S1_liquidity_basis_positioning_1058359f0441be,S1_liquidity_basis_positioning,L0_raw_forward_return,8,0,-0.0011190035315682449,-0.0007878930329843504,18.197951570318445,26573
core26de_S1_liquidity_basis_positioning_10aeb38247d1f2,S1_liquidity_basis_positioning,L0_raw_forward_return,8,0,-0.001773576759605104,-0.0003386407017099721,34.16391706032641,26574
core26de_S1_liquidity_basis_positioning_10e9b20f01e024,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.0024211728666509126,-0.001456902514470299,9.158548987046165,26561
core26de_S1_liquidity_basis_positioning_1201ea85c0b976,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.003810351343476029,-0.002207980238935942,3.463398989745989,26573
core26de_S1_liquidity_basis_positioning_134af0b5159c1a,S1_liquidity_basis_positioning,L0_raw_forward_return,8,1,-0.0003842568747552748,0.00040106792769113,78.91461425836684,26575
core26de_S1_liquidity_basis_positioning_1352c5775bf46a,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,24,0,-0.0005057507771735537,0.00037055031766641453,44.6888709267367,26575
core26de_S1_liquidity_basis_positioning_163df519721944,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.005181397376037366,-0.003906331160963435,1.7345937882407414,26573
core26de_S1_liquidity_basis_positioning_167e8186b1ff7e,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.0020027518685486454,0.0004182684610090574,4.179662201549797,26558
core26de_S1_liquidity_basis_positioning_17b9f515f3b7c5,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,24,0,-0.003959653784479848,-0.0036392098531827306,0.8596946892904089,26575
core26de_S1_liquidity_basis_positioning_18cd9a8cede0f6,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,0,-0.0012894131878374393,-0.0009162442144496486,30.261589638996593,26575
core26de_S1_liquidity_basis_positioning_199f71abf18cb4,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,24,0,-0.0037654891657794825,-0.0031779623207980347,1.4288871586935783,26574
core26de_S1_liquidity_basis_positioning_1ac05950c37d9f,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,0,-7.826717840285301e-05,0.000382131824890445,5.6604474503106434,26574
core26de_S1_liquidity_basis_positioning_1fc32c01dbdbbb,S1_liquidity_basis_positioning,L0_raw_forward_return,8,1,-0.001773576759605104,-0.0003386407017099721,34.16391706032641,26573
core26de_S1_liquidity_basis_positioning_2051720c84df54,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.0029995502635950036,-0.0018049739009273497,14.200573230214179,26575
core26de_S1_liquidity_basis_positioning_223353e2124ae3,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.0015513845448715301,0.0007149316957284057,3.545660566445572,26575
core26de_S1_liquidity_basis_positioning_294b055c2bbacc,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,24,0,-0.0009918535304403728,-0.0005544880470523581,9.657938417477693,26575
core26de_S1_liquidity_basis_positioning_2b8fb37b2ca062,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.0036665312384994526,-0.002425583418245418,2.417046613525959,26574
core26de_S1_liquidity_basis_positioning_2ba373550de0f0,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,0,-9.091397645142875e-05,0.0002682971444093083,2.3286502141679497,26575
core26de_S1_liquidity_basis_positioning_2ba59c50e27d83,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,0,-0.0006930666600080953,-0.00010488936577328385,5.341451849253342,26574
core26de_S1_liquidity_basis_positioning_2c00980e44a8c5,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,24,0,-0.00372958930208344,-0.0031841242056257035,1.4442935195327447,26573
core26de_S1_liquidity_basis_positioning_2fd5a56feb7fbd,S1_liquidity_basis_positioning,L0_raw_forward_return,24,1,-0.001175386644247991,0.0014426525038801301,3.9789147720118683,26575
core26de_S1_liquidity_basis_positioning_3014ddabbbb75a,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.005152322679335691,-0.003907710952668529,1.7041850542048422,26574
core26de_S1_liquidity_basis_positioning_30eff78e693e01,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,0,-0.0020052727989954386,-0.0017091432682411819,1.76631416559416,26575
core26de_S1_liquidity_basis_positioning_316027d3d9bf2d,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,1,-0.001221616498960362,4.946639266268938e-05,3.1879530985912594,26574
core26de_S1_liquidity_basis_positioning_31ec8627712e9f,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,24,1,-0.004901560984203808,-0.0013346411735850152,7.983897444590997,26575
core26de_S1_liquidity_basis_positioning_337cff7567bb25,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,24,1,0.0009322637972221661,0.0016067570780810465,3.2275542520051013,26574
core26de_S1_liquidity_basis_positioning_3459d3808bd63c,S1_liquidity_basis_positioning,L0_raw_forward_return,8,0,-0.0018585155318023344,-0.0008380613684335608,5.55772941996986,26562
core26de_S1_liquidity_basis_positioning_39802e66bd93ff,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,0,-0.0012664998112731538,-0.0005185603652581677,3.939484771026977,26573
core26de_S1_liquidity_basis_positioning_398a2c8bf11e76,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.0007150087169133085,0.0003064062821977392,58.35889300806772,26575
core26de_S1_liquidity_basis_positioning_3bbc7952e212e3,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.0036665312384994526,-0.002417670854601531,2.4630626865050846,26573
core26de_S1_liquidity_basis_positioning_3c630d1879105a,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,24,0,-0.0009687759268741721,-8.437201090354719e-05,13.247344221676826,26558
core26de_S1_liquidity_basis_positioning_3e280a532a9fbc,S1_liquidity_basis_positioning,L0_raw_forward_return,8,0,-0.002430616134377125,-0.0004688227089783359,1.9836255105122031,26573
core26de_S1_liquidity_basis_positioning_45a1fea433efab,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.004358230354224822,-0.0005804538069795565,5.154860523235378,26573
core26de_S1_liquidity_basis_positioning_481a168c1a1bed,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,24,0,-0.003949525869282039,-0.003523495964286445,1.4446846860689786,26574
core26de_S1_liquidity_basis_positioning_4adacd34da728b,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,0,-0.0006803602390654307,-0.00010880189621170273,5.344469414856348,26574
core26de_S1_liquidity_basis_positioning_4d4f4d3be0cc16,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,24,2,-0.00045913036659664185,0.0017549684345516843,26.47366166339513,26575
core26de_S1_liquidity_basis_positioning_4e216248396654,S1_liquidity_basis_positioning,L0_raw_forward_return,8,0,-0.001773576759605104,-0.0003386407017099721,34.16391706032641,26574
core26de_S1_liquidity_basis_positioning_4e6e14f20a9821,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.0029167443073945553,-0.0013555340283515724,2.503667907105097,26558
core26de_S1_liquidity_basis_positioning_561e77a5b51068,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.0036665312384994526,-0.0024279720434975667,2.4630626865050846,26574
core26de_S1_liquidity_basis_positioning_57d9e6bd753f1e,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.0022397692767304857,-0.001059993673778058,8.231056229270719,26573
core26de_S1_liquidity_basis_positioning_5a1ede6d703eae,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.002669004365543736,4.056818266145598e-05,4.934208038601957,26573
core26de_S1_liquidity_basis_positioning_5c125b897d5dc7,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,24,0,-0.003240550824146294,-0.0017172282508754768,2.710991190701951,26573
core26de_S1_liquidity_basis_positioning_5cefdac903e232,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,0,-7.826717840285301e-05,0.000382131824890445,5.6604474503106434,26574
core26de_S1_liquidity_basis_positioning_5e16839b171546,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.0020347846864694295,-0.0009997802289720703,3.731576467922748,26575
core26de_S1_liquidity_basis_positioning_5e51dd7f0b43fc,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,0,-0.0007765841072003086,1.5629805811594882e-05,6.550508456387252,26558
core26de_S1_liquidity_basis_positioning_5f00703cc59f15,S1_liquidity_basis_positioning,L0_raw_forward_return,8,0,-0.001760894390103513,-0.0007943509296000059,3.2946534061299633,26575
core26de_S1_liquidity_basis_positioning_5fdc3906531f0c,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,1,0.00018079082413793374,0.0006350644334003447,1.670931258692947,26575
core26de_S1_liquidity_basis_positioning_64024c92bae9f1,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,0,-0.0014103965660493699,-0.0006443808979788489,7.61845478542913,26573
core26de_S1_liquidity_basis_positioning_646d4d7635a734,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,1,-0.0019222859632855719,0.00011962130391638651,5.093246862468624,26574
core26de_S1_liquidity_basis_positioning_655b189138abf3,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.002750870826521805,-0.00084595196240147,3.077335829972702,26575
core26de_S1_liquidity_basis_positioning_659217656072f6,S1_liquidity_basis_positioning,L0_raw_forward_return,24,1,-0.0007775758135836199,0.002145183641295231,7.022552162550302,26575
core26de_S1_liquidity_basis_positioning_67a04b5e4fbf8a,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,24,0,-0.0016487873350031809,0.0004763711368016377,2.723746248739008,26574
core26de_S1_liquidity_basis_positioning_67cc6491058e0c,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,1,-7.826717840285301e-05,0.00038958937789845285,5.6604474503106434,26573
core26de_S1_liquidity_basis_positioning_68ca8405ce8556,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,0,-0.0002934798270726072,0.00031177305249126405,21.42841836949331,26558
core26de_S1_liquidity_basis_positioning_68d24e6b278ccd,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.005208239811379482,-0.003915278639410808,1.7345937882407414,26574
core26de_S1_liquidity_basis_positioning_69f5e42e4871bb,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,1,-0.00078573097101261,0.00027426479455838656,2.599901490769321,26558
core26de_S1_liquidity_basis_positioning_6af5c8c5db9f7e,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,0,-0.0024913199559172773,-0.0018871284450779353,1.8987182115378198,26561
core26de_S1_liquidity_basis_positioning_6b8906a3c7cd49,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,24,0,-0.002783308376762385,-0.0004099711534059671,2.8131508699254155,26575
core26de_S1_liquidity_basis_positioning_6bce887dc338a8,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.0037961893386263,-0.0024806392495476553,3.4710315438738224,26562
core26de_S1_liquidity_basis_positioning_6deb93b5514f58,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,24,0,-0.004307962978759836,-0.0037776562914342113,1.0767639347257834,26575
core26de_S1_liquidity_basis_positioning_703b232a44d5a3,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,0,-0.0011822845021907489,-0.0010836590247545366,2.8946992173117625,26575
core26de_S1_liquidity_basis_positioning_716139f1b09e69,S1_liquidity_basis_positioning,L0_raw_forward_return,24,2,-0.0010159711495999729,0.0020900935423828868,4.088705470913002,26575
core26de_S1_liquidity_basis_positioning_72ecd1f9f3254d,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.0017222791728020677,-0.0011874900740614896,57.08144147917309,26573
core26de_S1_liquidity_basis_positioning_74c5a9c128064b,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.0035025123678389287,-0.0017399046532704833,5.5390567615791815,26561
core26de_S1_liquidity_basis_positioning_752c21c62c2baa,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.0036665312384994526,-0.0024279720434975667,2.4630626865050846,26573
core26de_S1_liquidity_basis_positioning_78897e1e6f10e2,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.00029714664561053956,0.000626559540012083,37.53438470855416,26575
core26de_S1_liquidity_basis_positioning_795f271392ed78,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,24,0,0.0001554952511086248,0.0007928988543173013,3.8215600920683803,26575
core26de_S1_liquidity_basis_positioning_7b0b2e61eb573b,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,1,-0.0019381485200652114,-0.0004863284985518567,1.5467184918201706,26562
core26de_S1_liquidity_basis_positioning_7bed7a4e110bc3,S1_liquidity_basis_positioning,L0_raw_forward_return,8,0,-0.0025811881224983946,-0.0017319783139520338,3.1268916286763195,26575
core26de_S1_liquidity_basis_positioning_7d2a5ff76e4c5f,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.0054589822910593505,-0.004422067242693426,1.0810807902052266,26575
core26de_S1_liquidity_basis_positioning_7edc680cd99ed0,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,0,-7.826717840285301e-05,0.000382131824890445,5.6604474503106434,26573
core26de_S1_liquidity_basis_positioning_80ef3c84bcfd02,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,1,-0.0011442530380130302,0.0009938677800354475,5.680313953273703,26575
core26de_S1_liquidity_basis_positioning_80f23c65b7c71d,S1_liquidity_basis_positioning,L0_raw_forward_return,8,0,-0.003377354426105232,-0.002544531996121494,2.022236475332018,26561
core26de_S1_liquidity_basis_positioning_81c24a34f03f46,S1_liquidity_basis_positioning,L0_raw_forward_return,24,1,-0.0036234965180806317,0.0003459970162380235,2.839452437870964,26562
core26de_S1_liquidity_basis_positioning_81c92dac5ada71,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,1,-0.0007454453934513817,0.00036680627862113144,6.670471879474452,26575
core26de_S1_liquidity_basis_positioning_83643ffb3ea254,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.0036665312384994526,-0.0024279720434975667,2.4630626865050846,26573
core26de_S1_liquidity_basis_positioning_8379fb02f9ca0c,S1_liquidity_basis_positioning,L0_raw_forward_return,8,1,-0.0009786646766852705,4.054677060615646e-05,4.414244323180868,26562
core26de_S1_liquidity_basis_positioning_8bc352a180c407,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,1,-0.0036919882153927555,0.00015283347647706622,1.313537914056447,26562
core26de_S1_liquidity_basis_positioning_8c1c464cd76d18,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.005208239811379482,-0.003915278639410808,1.7345937882407414,26573
core26de_S1_liquidity_basis_positioning_8c3a7e35f26ded,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,0,-0.0009743721766758381,-0.0008908638448794794,4.1171191415378745,26575
core26de_S1_liquidity_basis_positioning_910cc13026bc91,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.006121078418348487,-0.003182376811755188,1.3356132438387684,26558
core26de_S1_liquidity_basis_positioning_948034c05ddcba,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,0,-0.0006689032448822917,-9.683489406468267e-05,4.682980353874561,26573
core26de_S1_liquidity_basis_positioning_955e6d4da2154c,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,0,-7.826717840285301e-05,0.0003790726218995538,5.6604474503106434,26574
core26de_S1_liquidity_basis_positioning_99116f93c3649f,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,0,-0.001282041618211072,-0.00041020053634281835,89.2562244261627,26575
core26de_S1_liquidity_basis_positioning_9b18ca41ce86f3,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,0,-0.0008716989028313702,-0.00010133653105423033,5.8829026768578245,26575
core26de_S1_liquidity_basis_positioning_9bc438f79718a3,S1_liquidity_basis_positioning,L0_raw_forward_return,24,1,-0.0006190733718930174,0.0004917764220765138,28.633571815427715,26575
core26de_S1_liquidity_basis_positioning_9bfbfa466f63b3,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,24,0,-0.003369322006378796,-0.000711023186207741,7.030098581480911,26573
core26de_S1_liquidity_basis_positioning_9ce7cc8c6e4668,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,24,0,-0.00372958930208344,-0.0031841242056257035,1.4442935195327447,26573
core26de_S1_liquidity_basis_positioning_9d63f9ca7fb333,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,0,-0.0006930666600080953,-0.00010488936577328385,5.331033100899002,26573
core26de_S1_liquidity_basis_positioning_9e24d5e61a6710,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,1,-0.0005154359703399845,0.00013127835002535354,10.971817536821277,26575
core26de_S1_liquidity_basis_positioning_9e766f6c5d9b18,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,0,-0.0011312785710948109,-0.0003384987275323499,4.308857456424022,26573
core26de_S1_liquidity_basis_positioning_9f2838be310c9a,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,1,-0.0006717931252288492,0.00045647417567297395,2.839519610831822,26575
core26de_S1_liquidity_basis_positioning_9f92a70e2bb57a,S1_liquidity_basis_positioning,L0_raw_forward_return,8,1,-0.001773576759605104,-0.00033276932386969984,34.16391706032641,26573
core26de_S1_liquidity_basis_positioning_a043ec4c1f7dc9,S1_liquidity_basis_positioning,L0_raw_forward_return,8,1,-0.0034287659727720364,-0.0006186069737629432,1.4377638890943896,26573
core26de_S1_liquidity_basis_positioning_a1be0442230879,S1_liquidity_basis_positioning,L0_raw_forward_return,8,1,-0.0008973816114544572,0.00039594651490464116,2.8224035280597266,26558
core26de_S1_liquidity_basis_positioning_a270fed48c2288,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.0036665312384994526,-0.0024279720434975667,2.4630626865050846,26574
core26de_S1_liquidity_basis_positioning_a2d6c02d63bfa6,S1_liquidity_basis_positioning,L0_raw_forward_return,8,1,-0.001773576759605104,-0.0003386407017099721,36.439079368502185,26573
core26de_S1_liquidity_basis_positioning_a53a9184010324,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,0,-0.0012745732097118577,-0.0010490447812272184,3.0858843632794013,26575
core26de_S1_liquidity_basis_positioning_a592eb235edd62,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,0,-0.0003762584649367172,-6.61596529254524e-05,37.662502975238056,26575
core26de_S1_liquidity_basis_positioning_a5b9082026fa88,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.0015441135899384054,-0.000638816728471885,6.83522044885554,26575
core26de_S1_liquidity_basis_positioning_a5c44e0758a228,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,0.001328183080186168,0.0023956346139766818,1.6097854479697375,26574
core26de_S1_liquidity_basis_positioning_a6ac32effc76ae,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,2,3.3596061907332825e-05,0.0018994347101715615,2.37452368313119,26575
core26de_S1_liquidity_basis_positioning_a87f3cc9b511db,S1_liquidity_basis_positioning,L0_raw_forward_return,24,1,-0.004957515134930396,0.001018798557920316,3.047874442491351,26558
core26de_S1_liquidity_basis_positioning_a8f9b1a6e9430b,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,2,-0.00012594619134147076,0.0005331677541300266,4.175946714069571,26575
core26de_S1_liquidity_basis_positioning_a8fb9d15ef5b92,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.0027985023676811633,-0.0008584706220560677,1.7599841170813033,26575
core26de_S1_liquidity_basis_positioning_ad281d1bc8460d,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,2,0.0008859895289371148,0.0011898755147957832,1.4307586531447465,26561
core26de_S1_liquidity_basis_positioning_b0fa6bd2d5d0cc,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,0,-0.0006930666600080953,-0.00010488936577328385,4.682980353874561,26573
core26de_S1_liquidity_basis_positioning_b241ff9ea14e19,S1_liquidity_basis_positioning,L0_raw_forward_return,8,0,-0.0022928590897313824,-0.0009339008031400642,15.215171761914883,26575
core26de_S1_liquidity_basis_positioning_b4f837364b53ea,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,1,0.0008821386341858676,0.0017206732241444574,3.0496879872615223,26574
core26de_S1_liquidity_basis_positioning_b53fc381bc4328,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,0,-0.001361948273934185,-0.0008657261311028113,10.227743163064723,26575
core26de_S1_liquidity_basis_positioning_b8e1eeb1015017,S1_liquidity_basis_positioning,L1_cross_sectional_relative_return,8,1,-7.826717840285301e-05,0.000382131824890445,5.6604474503106434,26573
core26de_S1_liquidity_basis_positioning_b8f5a85dbe0bd0,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,1,-0.004885211744476683,-0.0019163287941365078,3.9407729477286524,26575
core26de_S1_liquidity_basis_positioning_b9757cd92c67a1,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.005496202758293131,-0.0037795835311837376,1.2627831577735973,26562
core26de_S1_liquidity_basis_positioning_baae68ed8e5772,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,0,-0.001073453399358326,-1.4019101317705643e-05,1.6130298980126074,26558
core26de_S1_liquidity_basis_positioning_bc4ea1211ebd5c,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,0,-0.0020826166916869918,-0.0007741675868222509,5.996505602426341,26575
core26de_S1_liquidity_basis_positioning_bd9f129cd18203,S1_liquidity_basis_positioning,L0_raw_forward_return,8,1,-0.001773576759605104,-0.00034099740317881455,38.22151329876063,26574
core26de_S1_liquidity_basis_positioning_bea00239e957c8,S1_liquidity_basis_positioning,L0_raw_forward_return,8,1,-0.0006644530980847694,0.0005739795733894439,5.639340259738175,26575
core26de_S1_liquidity_basis_positioning_becad8e376a4b8,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.00148101566659274,0.0013448084943935058,2.7851410313028064,26558
core26de_S1_liquidity_basis_positioning_c0bfce21adce58,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.003541357780729248,-0.0010575042727500618,3.516786615034048,26573
core26de_S1_liquidity_basis_positioning_c271cc8a27a4f3,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.00522868389276553,-0.00403026703859142,1.8032259063023126,26575
core26de_S1_liquidity_basis_positioning_c68df6193e91e4,S1_liquidity_basis_positioning,L0_raw_forward_return,8,0,-0.0016555883258049435,-0.001190035130285986,3.3183961905921486,26575
core26de_S1_liquidity_basis_positioning_c6c5047ec59ad3,S1_liquidity_basis_positioning,L0_raw_forward_return,8,1,-0.0015792973258429966,-0.0005874726988733999,9.866913254759865,26575
core26de_S1_liquidity_basis_positioning_c6d5091e50371c,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.005208239811379482,-0.003915278639410808,1.7345937882407414,26573
core26de_S1_liquidity_basis_positioning_c70c9fd35f84e7,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,8,0,-0.0013022616332169451,-0.0010472586460002753,2.5446999254923446,26562
core26de_S1_liquidity_basis_positioning_c7338bad87d5a3,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.002805673274551148,-0.0008552931088725486,9.778270079780027,26575
core26de_S1_liquidity_basis_positioning_c7dafe30387574,S1_liquidity_basis_positioning,L3_liquidity_tier_relative_return,24,0,-0.004281915471528641,-0.002950123537177659,1.6762448937322654,26575
core26de_S1_liquidity_basis_positioning_c8bf6031acb97c,S1_liquidity_basis_positioning,L0_raw_forward_return,24,0,-0.005079000101702139,-0.003932098255579472,1.5582089307247677,26574
