blueprint_id,seed_lane,label_family,label_horizon_h,left_field,left_transform,operator,right_field,right_transform,expression,candidate_role
core26de_S3_cross_family_bridge_04bcda6c9d4973,S3_cross_family_bridge,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Delta(mark_trade_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_7c05ae4d2f58ac,S3_cross_family_bridge,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,delta_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Delta(mark_trade_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_e25f2696e9d41c,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,decay_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_trade_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_10d94c8f0f875c,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,decay_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_trade_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_ff928da03c7030,S3_cross_family_bridge,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,decay_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_trade_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_1da01c46891478,S3_cross_family_bridge,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,decay_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_trade_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_93a127b9eefe14,S3_cross_family_bridge,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,decay_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_trade_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_e96c62e91fc6dd,S3_cross_family_bridge,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,decay_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_trade_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_0ada372605be90,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,decay_72h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_trade_basis_bps,72)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_0dae9ff5340ad9,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,decay_72h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_trade_basis_bps,72)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_0599a281c94b9c,S3_cross_family_bridge,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,decay_72h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_trade_basis_bps,72)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_6e6f11568b8388,S3_cross_family_bridge,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,decay_72h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_trade_basis_bps,72)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_a2822a165a6ecd,S3_cross_family_bridge,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,decay_72h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_trade_basis_bps,72)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_60daad354830c5,S3_cross_family_bridge,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,decay_72h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_trade_basis_bps,72)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_e33889143ca748,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(ZScore(mark_trade_basis_bps)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_3762ce146584e6,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(ZScore(mark_trade_basis_bps)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_47abce29263aab,S3_cross_family_bridge,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(ZScore(mark_trade_basis_bps)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_6955b83aeb26ec,S3_cross_family_bridge,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(ZScore(mark_trade_basis_bps)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_0afdb1f50e330f,S3_cross_family_bridge,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(ZScore(mark_trade_basis_bps)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_1d84afc7987b14,S3_cross_family_bridge,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(ZScore(mark_trade_basis_bps)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_ad1f2a6d7a3b56,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,abs_zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Abs(ZScore(mark_trade_basis_bps))))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_733a6ce7f91d12,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,abs_zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Abs(ZScore(mark_trade_basis_bps))))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_bacb0e747e1b93,S3_cross_family_bridge,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,abs_zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Abs(ZScore(mark_trade_basis_bps))))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_cba02dd568f60c,S3_cross_family_bridge,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,abs_zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Abs(ZScore(mark_trade_basis_bps))))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_ac414fa5f2efc8,S3_cross_family_bridge,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,abs_zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Abs(ZScore(mark_trade_basis_bps))))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_424c4fdc0ad766,S3_cross_family_bridge,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,abs_zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Abs(ZScore(mark_trade_basis_bps))))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_94af903db0b40e,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,tsrank_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(TSRank(mark_trade_basis_bps,168)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_60d49e9eb95168,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,tsrank_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(TSRank(mark_trade_basis_bps,168)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_e3469203f23f48,S3_cross_family_bridge,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,tsrank_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(TSRank(mark_trade_basis_bps,168)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_b8b42f5f7ee17b,S3_cross_family_bridge,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,tsrank_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(TSRank(mark_trade_basis_bps,168)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_e0a4f54f78a31f,S3_cross_family_bridge,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,tsrank_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(TSRank(mark_trade_basis_bps,168)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_a5eed721d51b21,S3_cross_family_bridge,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_trade_basis_bps,tsrank_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(TSRank(mark_trade_basis_bps,168)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_c6d69ac5340089,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,delta_8h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Delta(mark_index_basis_bps,8)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_805a6db24617f8,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,delta_8h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Delta(mark_index_basis_bps,8)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_99718df64aa0d3,S3_cross_family_bridge,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,delta_8h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Delta(mark_index_basis_bps,8)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_9b7bdf80ccdf11,S3_cross_family_bridge,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,delta_8h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Delta(mark_index_basis_bps,8)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_6199e445e4e925,S3_cross_family_bridge,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,delta_8h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Delta(mark_index_basis_bps,8)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_150b329737fb15,S3_cross_family_bridge,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,delta_8h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Delta(mark_index_basis_bps,8)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_a650ac58653b64,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,delta_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Delta(mark_index_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_d7d13710c9f151,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,delta_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Delta(mark_index_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_752bf51ca5d335,S3_cross_family_bridge,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,delta_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Delta(mark_index_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_78ee7c8b4857b0,S3_cross_family_bridge,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,delta_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Delta(mark_index_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_808b39ac7471b3,S3_cross_family_bridge,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,delta_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Delta(mark_index_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_4e144a3eed4b04,S3_cross_family_bridge,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,delta_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Delta(mark_index_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_9a4f0dfc04e4b4,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,decay_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_index_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_920cdcaacdcfc0,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,decay_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_index_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_20b1ca88a516fa,S3_cross_family_bridge,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,decay_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_index_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_e9c84ba5ef2f7c,S3_cross_family_bridge,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,decay_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_index_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_4133656429bb0c,S3_cross_family_bridge,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,decay_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_index_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_83c5fc5469c1d5,S3_cross_family_bridge,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,decay_24h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_index_basis_bps,24)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_d1ad28a9cb3843,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,decay_72h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_index_basis_bps,72)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_277535142e9eed,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,decay_72h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_index_basis_bps,72)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_12b7c13b7706b8,S3_cross_family_bridge,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,decay_72h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_index_basis_bps,72)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_995734292e4c51,S3_cross_family_bridge,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,decay_72h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_index_basis_bps,72)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_70eea26af7a028,S3_cross_family_bridge,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,decay_72h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_index_basis_bps,72)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_d8949dc402c12d,S3_cross_family_bridge,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,decay_72h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Decay(mark_index_basis_bps,72)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_b8fd916eb9fb0c,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(ZScore(mark_index_basis_bps)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_69c3c9fa89172b,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(ZScore(mark_index_basis_bps)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_ad86f46b596562,S3_cross_family_bridge,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(ZScore(mark_index_basis_bps)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_739ae9347d0682,S3_cross_family_bridge,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(ZScore(mark_index_basis_bps)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_d56c941b0748ed,S3_cross_family_bridge,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(ZScore(mark_index_basis_bps)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_11d010276d8118,S3_cross_family_bridge,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(ZScore(mark_index_basis_bps)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_2a769686d22cd7,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,abs_zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Abs(ZScore(mark_index_basis_bps))))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_d390278f583963,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,abs_zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Abs(ZScore(mark_index_basis_bps))))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_8c9c94aa1429f6,S3_cross_family_bridge,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,abs_zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Abs(ZScore(mark_index_basis_bps))))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_e78d879b064b83,S3_cross_family_bridge,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,abs_zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Abs(ZScore(mark_index_basis_bps))))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_d5d18a80675353,S3_cross_family_bridge,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,abs_zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Abs(ZScore(mark_index_basis_bps))))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_2de327b2564a21,S3_cross_family_bridge,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,abs_zscore_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(Abs(ZScore(mark_index_basis_bps))))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_8f02f26f741d70,S3_cross_family_bridge,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,tsrank_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(TSRank(mark_index_basis_bps,168)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_dc10c0ad3eaa64,S3_cross_family_bridge,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,tsrank_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(TSRank(mark_index_basis_bps,168)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_c6d8334bb7a9a6,S3_cross_family_bridge,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,tsrank_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(TSRank(mark_index_basis_bps,168)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_564d5fc67770e4,S3_cross_family_bridge,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,tsrank_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(TSRank(mark_index_basis_bps,168)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_58d2941898cfb4,S3_cross_family_bridge,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,tsrank_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(TSRank(mark_index_basis_bps,168)))",split_consistency_repair_probe
core26de_S3_cross_family_bridge_d66650b02d8757,S3_cross_family_bridge,L0_raw_forward_return,24,top_long_short_position_ratio_last,delta_8h,SafeDiv,mark_index_basis_bps,tsrank_168h,"SafeDiv(Delta(top_long_short_position_ratio_last,8),Abs(TSRank(mark_index_basis_bps,168)))",split_consistency_repair_probe
