source_file,source_blueprint_id,blueprint_id,horizon_h,variant,split,formula,n_obs,net_mean,net_median,sharpe,sortino,nonoverlap_median_sortino,nonoverlap_floor_sortino,nonoverlap_median_sharpe,nonoverlap_floor_sharpe,max_drawdown,positive_rate,avg_cost,avg_turnover,ic_mean,rankic_mean,capacity_proxy_median_quote_volume,source_lag_hours,orientation,train_orientation_pos_net_mean_24h,train_orientation_neg_net_mean_24h
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_zscore_funding_rate_delta_state_24h,8,original,blind_june2026_20260601_20260611,ZScore(funding_rate_delta_state_24h),264,-0.0005588111732793,-0.0005272922985516,-6.789853789068704,-8.356011270357678,-7.43902138665784,-13.827336724410252,-6.066061199123213,-11.22027833717076,-0.1412196997357676,0.4166666666666667,5.020758440415204e-05,0.100415168808304,-0.0300681476732049,-0.0418749429518259,9174786.780969828,0,-1.0,-0.000119120987694,2.962341220715509e-05
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_zscore_funding_rate_delta_state_24h,8,source_lag_1h,blind_june2026_20260601_20260611,ZScore(funding_rate_delta_state_24h),264,-0.0004865301481155,-0.000477691950869,-5.913793957147598,-7.348653745504261,-7.40008227593526,-12.955609799568672,-5.925274527881079,-10.126308650208903,-0.1313601985456451,0.4166666666666667,5.020850917924674e-05,0.1004170183584934,-0.0256346626119009,-0.0398562494347048,8855755.807061728,1,-1.0,-0.000119120987694,2.962341220715509e-05
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_zscore_funding_rate_delta_state_24h,8,source_lag_2h,blind_june2026_20260601_20260611,ZScore(funding_rate_delta_state_24h),264,-0.0003736196777609,-0.0003846706387946,-4.487474491990192,-5.776485532146918,-6.254739813300189,-8.76126937235487,-4.913473816982002,-6.745705107349754,-0.1108210614111179,0.4356060606060606,5.020943395434144e-05,0.1004188679086828,-0.0208354998058481,-0.0367709741798867,8862748.691034876,2,-1.0,-0.000119120987694,2.962341220715509e-05
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_zscore_funding_rate_delta_state_24h,8,source_lag_4h,blind_june2026_20260601_20260611,ZScore(funding_rate_delta_state_24h),264,-0.0002326320150235,-0.0002353583919289,-2.7308734267481314,-3.69435303478305,-4.45810796006074,-6.576935701170632,-3.293670359881137,-4.942362945872698,-0.0865334536592664,0.4583333333333333,5.009008065983451e-05,0.100180161319669,-0.014486681572084,-0.0328361225897216,9139364.243216228,4,-1.0,-0.000119120987694,2.962341220715509e-05
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_zscore_funding_rate_delta_state_24h,8,control_one_bar_lag,blind_june2026_20260601_20260611,ZScore(funding_rate_delta_state_24h),264,-0.0004865301481155,-0.000477691950869,-5.913793957147598,-7.348653745504261,-7.40008227593526,-12.955609799568672,-5.925274527881079,-10.126308650208903,-0.1313601985456451,0.4166666666666667,5.020850917924674e-05,0.1004170183584934,-0.0256346626119009,-0.0398562494347048,8855755.807061728,1,-1.0,,
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_tsrank_funding_rate_delta_state_24h,8,original,blind_june2026_20260601_20260611,"TSRank(funding_rate_delta_state_24h,336)",264,-0.0004486350076068,-0.0005465777164541,-6.263211947703831,-8.098685381879083,-7.25795233293435,-12.3971428699078,-5.499268124594734,-9.418498046561472,-0.1252492000292181,0.3333333333333333,5.004457539755537e-05,0.1000891507951107,-0.0275582072885761,-0.0384991890289024,12434014.671543408,0,-1.0,-0.000102010179817,2.5524997062937003e-05
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_tsrank_funding_rate_delta_state_24h,8,source_lag_1h,blind_june2026_20260601_20260611,"TSRank(funding_rate_delta_state_24h,336)",264,-0.0003861173373072,-0.0005159977768651,-5.354434863468682,-6.9799476676486565,-6.151324457484565,-12.394035224206007,-4.884396969413562,-9.30455042042942,-0.1205441977249323,0.3522727272727273,5.003640764400031e-05,0.1000728152880006,-0.0230549310269263,-0.036956996474725,12456868.329331713,1,-1.0,-0.000102010179817,2.5524997062937003e-05
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_tsrank_funding_rate_delta_state_24h,8,source_lag_2h,blind_june2026_20260601_20260611,"TSRank(funding_rate_delta_state_24h,336)",264,-0.0002752546760762,-0.00042922212531,-3.772865929536745,-5.1395738064433125,-4.846600361411882,-8.455043271988632,-3.5391998194421017,-6.7394076436175725,-0.1023537315305724,0.3787878787878788,5.003394211248428e-05,0.1000678842249685,-0.0176881529655132,-0.0334179477630882,12403761.113425467,2,-1.0,-0.000102010179817,2.5524997062937003e-05
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_tsrank_funding_rate_delta_state_24h,8,source_lag_4h,blind_june2026_20260601_20260611,"TSRank(funding_rate_delta_state_24h,336)",264,-0.0001054795096106,-0.0001382516256045,-1.423955611014923,-2.071271443399429,-2.699016903564785,-5.874118168641993,-1.846186691239252,-4.2223417109605865,-0.0618013570204439,0.4356060606060606,4.977752612094529e-05,0.0995550522418905,-0.0090655257129551,-0.0281703828963683,12375712.49928045,4,-1.0,-0.000102010179817,2.5524997062937003e-05
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_tsrank_funding_rate_delta_state_24h,8,control_one_bar_lag,blind_june2026_20260601_20260611,"TSRank(funding_rate_delta_state_24h,336)",264,-0.0003861173373072,-0.0005159977768651,-5.354434863468682,-6.9799476676486565,-6.151324457484565,-12.394035224206007,-4.884396969413562,-9.30455042042942,-0.1205441977249323,0.3522727272727273,5.003640764400031e-05,0.1000728152880006,-0.0230549310269263,-0.036956996474725,12456868.329331713,1,-1.0,,
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_mean72_funding_rate_delta_state_24h,8,original,blind_june2026_20260601_20260611,"Mean(funding_rate_delta_state_24h,72)",264,-5.8727186927767145e-05,-0.0002973961611569,-0.7101526072851452,-1.055094986130772,-1.0270838897332146,-2.679641717675177,-0.6777046295130938,-1.907421291903795,-0.1027284335565471,0.428030303030303,1.9018969578596247e-05,0.0380379391571924,-0.0086802044219052,0.0011821607514281,8902741.824487004,0,-1.0,-8.195495616221089e-05,4.2180155368123714e-05
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_mean72_funding_rate_delta_state_24h,8,source_lag_1h,blind_june2026_20260601_20260611,"Mean(funding_rate_delta_state_24h,72)",264,-2.3371182017068176e-05,-0.0002736579707914,-0.2778447283546889,-0.4239971684038574,-0.7390860302768969,-1.1312120905716536,-0.4837654102088413,-0.7626017104694992,-0.1023143081558248,0.4318181818181818,1.897973777220704e-05,0.037959475544414,-0.0071128069561363,0.0024006545591397,8978614.448286425,1,-1.0,-8.195495616221089e-05,4.2180155368123714e-05
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_mean72_funding_rate_delta_state_24h,8,source_lag_2h,blind_june2026_20260601_20260611,"Mean(funding_rate_delta_state_24h,72)",264,-1.4518615587713597e-05,-0.0003086442632623,-0.1706073174704118,-0.2638768816750999,-0.5217576682109535,-2.393997030963505,-0.326129898147725,-1.6142187159585375,-0.1049465668952348,0.428030303030303,1.895669294972857e-05,0.0379133858994571,-0.0063435833140849,0.0026042811758513,8723048.87520064,2,-1.0,-8.195495616221089e-05,4.2180155368123714e-05
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_mean72_funding_rate_delta_state_24h,8,source_lag_4h,blind_june2026_20260601_20260611,"Mean(funding_rate_delta_state_24h,72)",264,-2.5347984559582228e-05,-0.0003443403609669,-0.2961818297037663,-0.4552017194409665,-0.8586381545784006,-3.047802598003486,-0.5706269314452671,-2.00238548142452,-0.1154083101521785,0.4318181818181818,1.885073010668785e-05,0.0377014602133756,-0.0062568953112588,0.0026847938649227,8501531.938439297,4,-1.0,-8.195495616221089e-05,4.2180155368123714e-05
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_mean72_funding_rate_delta_state_24h,8,control_one_bar_lag,blind_june2026_20260601_20260611,"Mean(funding_rate_delta_state_24h,72)",264,-2.3371182017068176e-05,-0.0002736579707914,-0.2778447283546889,-0.4239971684038574,-0.7390860302768969,-1.1312120905716536,-0.4837654102088413,-0.7626017104694992,-0.1023143081558248,0.4318181818181818,1.897973777220704e-05,0.037959475544414,-0.0071128069561363,0.0024006545591397,8978614.448286425,1,-1.0,,
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_csrank_open_interest_value_last,8,original,blind_june2026_20260601_20260611,CSRank(open_interest_value_last),264,-0.0004029779622528,-0.0003228344092037,-3.992276462438115,-5.0497668689401305,-5.1521200744274935,-5.746865483477682,-3.9492896428431576,-4.764457440512763,-0.1701215613755916,0.4469696969696969,2.700850481768044e-06,0.005401700963536,-0.0176422145574408,-0.0319178918372019,20258967.281056963,0,-1.0,-0.000297468122406,0.0002904097799518
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_csrank_open_interest_value_last,8,source_lag_1h,blind_june2026_20260601_20260611,CSRank(open_interest_value_last),264,-0.0004091082870082,-0.0003341831101476,-4.052081109641347,-5.113492026282345,-5.156569033329042,-5.829668045644905,-4.009863440223792,-4.711981546086714,-0.1704935191877603,0.4469696969696969,2.6990490286284924e-06,0.0053980980572569,-0.0179043908845495,-0.0322347205610335,20257515.143299416,1,-1.0,-0.000297468122406,0.0002904097799518
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_csrank_open_interest_value_last,8,source_lag_2h,blind_june2026_20260601_20260611,CSRank(open_interest_value_last),264,-0.0004143741354215,-0.0003105348632602,-4.099277531200785,-5.1648050026921295,-5.14703747538033,-5.877141070953669,-4.150941707488547,-4.537479052481211,-0.1713202879590233,0.4469696969696969,2.7029492621248037e-06,0.0054058985242496,-0.018139679969295,-0.0324279611089663,20257984.855711743,2,-1.0,-0.000297468122406,0.0002904097799518
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_csrank_open_interest_value_last,8,source_lag_4h,blind_june2026_20260601_20260611,CSRank(open_interest_value_last),264,-0.0004244211848891,-0.0002518278279839,-4.188260680784835,-5.261702284657448,-5.34772662338506,-6.010044410970691,-4.067667980460556,-5.089682858868598,-0.1726605028637532,0.4431818181818182,2.7000809289705656e-06,0.0054001618579411,-0.0186124527072943,-0.0326197319376691,20256959.65970127,4,-1.0,-0.000297468122406,0.0002904097799518
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_csrank_open_interest_value_last,8,control_one_bar_lag,blind_june2026_20260601_20260611,CSRank(open_interest_value_last),264,-0.0004091082870082,-0.0003341831101476,-4.052081109641347,-5.113492026282345,-5.156569033329042,-5.829668045644905,-4.009863440223792,-4.711981546086714,-0.1704935191877603,0.4469696969696969,2.6990490286284924e-06,0.0053980980572569,-0.0179043908845495,-0.0322347205610335,20257515.143299416,1,-1.0,,
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_zscore_open_interest_value_last,8,original,blind_june2026_20260601_20260611,ZScore(open_interest_value_last),264,-0.0004029779622528,-0.0003228344092037,-3.992276462438115,-5.0497668689401305,-5.1521200744274935,-5.746865483477682,-3.9492896428431576,-4.764457440512763,-0.1701215613755916,0.4469696969696969,2.700850481768044e-06,0.005401700963536,-0.0176422145574408,-0.0319178918372019,20258967.281056963,0,-1.0,-0.000297468122406,0.0002904097799518
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_zscore_open_interest_value_last,8,source_lag_1h,blind_june2026_20260601_20260611,ZScore(open_interest_value_last),264,-0.0004091082870082,-0.0003341831101476,-4.052081109641347,-5.113492026282345,-5.156569033329042,-5.829668045644905,-4.009863440223792,-4.711981546086714,-0.1704935191877603,0.4469696969696969,2.6990490286284924e-06,0.0053980980572569,-0.0179043908845495,-0.0322347205610335,20257515.143299416,1,-1.0,-0.000297468122406,0.0002904097799518
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_zscore_open_interest_value_last,8,source_lag_2h,blind_june2026_20260601_20260611,ZScore(open_interest_value_last),264,-0.0004143741354215,-0.0003105348632602,-4.099277531200785,-5.1648050026921295,-5.14703747538033,-5.877141070953669,-4.150941707488547,-4.537479052481211,-0.1713202879590233,0.4469696969696969,2.7029492621248037e-06,0.0054058985242496,-0.018139679969295,-0.0324279611089663,20257984.855711743,2,-1.0,-0.000297468122406,0.0002904097799518
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_zscore_open_interest_value_last,8,source_lag_4h,blind_june2026_20260601_20260611,ZScore(open_interest_value_last),264,-0.0004244211848891,-0.0002518278279839,-4.188260680784835,-5.261702284657448,-5.34772662338506,-6.010044410970691,-4.067667980460556,-5.089682858868598,-0.1726605028637532,0.4431818181818182,2.7000809289705656e-06,0.0054001618579411,-0.0186124527072943,-0.0326197319376691,20256959.65970127,4,-1.0,-0.000297468122406,0.0002904097799518
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_zscore_open_interest_value_last,8,control_one_bar_lag,blind_june2026_20260601_20260611,ZScore(open_interest_value_last),264,-0.0004091082870082,-0.0003341831101476,-4.052081109641347,-5.113492026282345,-5.156569033329042,-5.829668045644905,-4.009863440223792,-4.711981546086714,-0.1704935191877603,0.4469696969696969,2.6990490286284924e-06,0.0053980980572569,-0.0179043908845495,-0.0322347205610335,20257515.143299416,1,-1.0,,
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_tsrank_open_interest_value_last,8,original,blind_june2026_20260601_20260611,"TSRank(open_interest_value_last,336)",264,0.0001699006528425,0.0001079176495772,1.7966486313622283,2.6581173537339344,2.8503081647552184,-2.702814717391123,1.9409776986664509,-1.8712319624567093,-0.1385102503155909,0.5151515151515151,6.377107168242978e-05,0.1275421433648595,0.0164678057021307,0.0417868950125068,9319404.025026629,0,-1.0,-0.0008808657959751,0.0007892793095096
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_tsrank_open_interest_value_last,8,source_lag_1h,blind_june2026_20260601_20260611,"TSRank(open_interest_value_last,336)",264,4.957397201489712e-05,-4.079518602075428e-05,0.5392742090312601,0.7783055960919907,0.2329430980831612,-3.535485160545234,0.1423754352640583,-2.429133543101582,-0.1410436489368861,0.4772727272727273,6.377589459402511e-05,0.1275517891880502,0.0108104727240418,0.0330112307810961,9813751.035629878,1,-1.0,-0.0008808657959751,0.0007892793095096
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_tsrank_open_interest_value_last,8,source_lag_2h,blind_june2026_20260601_20260611,"TSRank(open_interest_value_last,336)",264,-1.2779960253481432e-05,-3.849819587872152e-05,-0.1425323725735341,-0.2006021878955411,-0.6257077233570041,-2.1384402971455416,-0.4329159243065776,-1.6064489177006818,-0.141287315359441,0.4886363636363636,6.381603715923476e-05,0.1276320743184695,0.0076153196320161,0.0287841085259523,9178464.079410529,2,-1.0,-0.0008808657959751,0.0007892793095096
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_tsrank_open_interest_value_last,8,source_lag_4h,blind_june2026_20260601_20260611,"TSRank(open_interest_value_last,336)",264,-0.0001603722025761,-8.012217316134704e-05,-1.925544129668171,-2.626112258749069,-2.8475237483625047,-6.003850453268533,-2.050432420561716,-4.2942100500016,-0.137434738885153,0.4659090909090909,6.383067442186223e-05,0.1276613488437244,0.0004010329527301,0.0211122308510926,8889698.989409499,4,-1.0,-0.0008808657959751,0.0007892793095096
